date	country	variant	sequences
2053-10-05	north	12	44
2053-10-05	south	4	2
2053-10-05	south	12	3
2053-10-05	tropics	4	1
2053-10-05	tropics	12	10
2053-10-12	north	4	3
2053-10-12	south	4	2
2053-10-12	south	12	3
2053-10-12	south	26	2
2053-10-12	tropics	12	1
2053-10-19	south	4	3
2053-10-19	south	12	5
2053-10-19	south	26	1
2053-10-26	north	12	4
2053-10-26	south	12	1
2053-10-26	tropics	12	4
2053-11-02	north	4	76
2053-11-02	north	12	15
2053-11-02	south	4	3
2053-11-02	south	12	1
2053-11-02	south	26	1
2053-11-02	tropics	4	4
2053-11-09	north	12	2
2053-11-09	south	4	1
2053-11-09	south	12	2
2053-11-09	tropics	12	29
2053-11-16	north	26	1
2053-11-16	south	4	1
2053-11-16	south	12	1
2053-11-16	south	26	2
2053-11-16	tropics	4	3
2053-11-23	north	4	3
2053-11-23	north	24	60
2053-11-23	south	4	1
2053-11-23	south	12	1
2053-11-23	tropics	12	1
2053-11-23	tropics	24	5
2053-11-30	north	4	13
2053-11-30	north	12	20
2053-11-30	north	26	8
2053-11-30	south	12	3
2053-11-30	tropics	4	4
2053-11-30	tropics	12	9
2053-12-07	north	12	5
2053-12-07	south	4	1
2053-12-07	tropics	12	3
2053-12-14	north	4	3
2053-12-14	north	12	11
2053-12-14	north	26	7
2053-12-14	south	12	1
2053-12-21	north	4	13
2053-12-21	north	12	14
2053-12-21	south	4	371
2053-12-21	tropics	4	763
2053-12-21	tropics	12	2
2053-12-28	north	4	8
2053-12-28	north	12	12
2053-12-28	north	26	1
2053-12-28	south	12	6
2053-12-28	tropics	12	84
2054-01-04	north	4	11
2054-01-04	north	26	2
2054-01-04	south	4	3
2054-01-04	tropics	12	3
2054-01-11	north	4	3
2054-01-11	north	12	12
2054-01-11	south	4	1
2054-01-18	north	4	17
2054-01-18	north	12	5
2054-01-18	north	26	1
2054-01-18	tropics	4	1
2054-01-18	tropics	12	1
2054-01-25	north	4	11
2054-01-25	north	12	3
2054-01-25	north	16	11
2054-01-25	north	26	5
2054-01-25	south	12	1
2054-01-25	south	16	37
2054-01-25	tropics	16	493
2054-02-01	north	4	3
2054-02-01	north	12	4
2054-02-01	north	26	2
2054-02-01	tropics	12	2
2054-02-08	north	4	3
2054-02-08	north	10	2
2054-02-08	north	12	4
2054-02-08	north	24	1
2054-02-08	north	26	2
2054-02-08	tropics	12	1
2054-02-15	north	4	1
2054-02-15	north	12	6
2054-02-15	north	26	2
2054-02-15	south	12	1
2054-02-15	tropics	12	2
2054-02-22	north	12	5
2054-02-22	north	16	1
2054-02-22	north	26	2
2054-02-22	tropics	12	6
2054-03-01	north	4	3
2054-03-01	north	12	2
2054-03-01	north	26	1
2054-03-01	south	4	1
2054-03-01	tropics	12	1
2054-03-08	north	4	3
2054-03-08	north	12	4
2054-03-08	tropics	12	1
2054-03-15	north	4	1
2054-03-15	north	12	2
2054-03-15	north	26	1
2054-03-15	tropics	12	2
2054-03-22	north	4	1
2054-03-22	north	26	2
2054-03-22	tropics	12	1
2054-03-29	tropics	12	3
2054-04-05	north	12	1
2054-04-12	north	4	1
2054-04-12	north	26	1
2054-04-12	tropics	12	1
2054-04-12	tropics	16	5
2054-04-12	tropics	26	19
2054-04-19	north	12	1
2054-04-19	north	26	1
2054-05-03	tropics	26	20
2054-05-10	north	4	1
2054-05-10	tropics	12	5
2054-05-17	north	16	1
2054-05-17	south	16	1
2054-05-17	tropics	12	2
2054-05-17	tropics	16	26
2054-05-24	tropics	12	1
2054-05-31	tropics	4	1
2054-06-07	tropics	4	2
2054-06-14	north	4	1
2054-06-14	south	4	16
2054-06-14	tropics	4	171
2054-06-21	north	26	2
2054-06-21	south	26	117
2054-06-21	tropics	4	2
2054-06-21	tropics	16	1
2054-06-21	tropics	26	2
2054-06-28	north	16	53
2054-06-28	south	16	77
2054-06-28	south	26	4
2054-06-28	tropics	4	1
2054-06-28	tropics	12	1
2054-06-28	tropics	16	1145
2054-06-28	tropics	26	1
2054-07-05	north	26	2
2054-07-05	south	26	304
2054-07-05	tropics	12	1
2054-07-05	tropics	26	5
2054-07-19	north	4	1
2054-07-19	south	4	6
2054-07-19	tropics	4	4
2054-07-19	tropics	12	7
2054-07-19	tropics	16	2
2054-07-26	tropics	4	2
2054-08-02	tropics	4	1
2054-08-02	tropics	26	2
2054-08-09	south	4	2
2054-08-09	tropics	4	1
2054-08-09	tropics	12	4
2054-08-16	tropics	4	3
2054-08-16	tropics	12	1
2054-08-23	south	4	6
2054-08-23	south	26	1
2054-08-23	tropics	4	1
2054-08-23	tropics	16	3
2054-08-23	tropics	26	1
2054-08-30	tropics	4	1
2054-08-30	tropics	12	1
2054-09-06	south	26	3
2054-09-06	tropics	16	10
2054-09-13	south	26	1
2054-09-13	tropics	12	2
2054-09-13	tropics	26	1
2054-09-20	south	4	2
2054-09-20	south	26	1
2054-09-20	tropics	4	1
2054-09-20	tropics	16	1
2054-09-27	tropics	4	4
