pivot_date	model	location	inference_method	iterations	learning_rate	num_samples	num_iterations	initial_loss	final_loss	min_loss	total_improvement	converged	relative_change	threshold	window	final_iteration
2027-04-01	FGA	north	InferFullRank	50000		500	50000	40239716.0	589.9315185546875		40239128.0	True	0.010728714987635612	0.01	100	50000
2027-10-01	FGA	north	InferFullRank	50000		500	50000	1526967.5				False		0.01	100	50000
2028-04-01	FGA	north	InferFullRank	50000		500	50000	18541908.0				False		0.01	100	50000
2028-10-01	FGA	north	InferFullRank	50000		500	50000	1538043.625				False		0.01	100	50000
2029-04-01	FGA	north	InferFullRank	50000		500	50000	13238204.0				False		0.01	100	50000
2029-10-01	FGA	north	InferFullRank	50000		500	50000	15776054.0	1321.618408203125		15774732.0	True	0.003952774219214916	0.01	100	50000
2030-04-01	FGA	north	InferFullRank	50000		500	50000	168874176.0				False		0.01	100	50000
2030-10-01	FGA	north	InferFullRank	50000		500	50000	101197488.0				False		0.01	100	50000
2031-04-01	FGA	north	InferFullRank	50000		500	50000	4584579.5				False		0.01	100	50000
2032-04-01	FGA	north	InferFullRank	50000		500	50000	72114.609375				False		0.01	100	50000
2032-10-01	FGA	north	InferFullRank	50000		500	50000	1290476.125	1354.25537109375		1289121.875	True	0.009776410646736622	0.01	100	50000
2033-04-01	FGA	north	InferFullRank	50000		500	50000	96885240.0				False		0.01	100	50000
2033-10-01	FGA	north	InferFullRank	50000		500	50000	2135409.0				False		0.01	100	50000
2034-04-01	FGA	north	InferFullRank	50000		500	50000	7807876.0				False		0.01	100	50000
2034-10-01	FGA	north	InferFullRank	50000		500	50000	227744.34375	612.401611328125		227131.9375	True	0.040552061051130295	0.01	100	50000
2035-04-01	FGA	north	InferFullRank	50000		500	50000	2308095.5				False		0.01	100	50000
2035-10-01	FGA	north	InferFullRank	50000		500	50000	141171648.0				False		0.01	100	50000
2037-04-01	FGA	north	InferFullRank	50000		500	50000	237734.125				False		0.01	100	50000
2037-10-01	FGA	north	InferFullRank	50000		500	50000	134906128.0				False		0.01	100	50000
2038-04-01	FGA	north	InferFullRank	50000		500	50000	14239404.0				False		0.01	100	50000
2041-04-01	FGA	north	InferFullRank	50000		500	50000	146990112.0	1342.1162109375		146988768.0	True	0.00670441472902894	0.01	100	50000
2041-10-01	FGA	north	InferFullRank	50000		500	50000	136656128.0				False		0.01	100	50000
2044-04-01	FGA	north	InferFullRank	50000		500	50000	915321.25				False		0.01	100	50000
2044-10-01	FGA	north	InferFullRank	50000		500	50000	631535.5	1416.96484375		630118.5625	True	0.01230698823928833	0.01	100	50000
2045-04-01	FGA	north	InferFullRank	50000		500	50000	16386895.0				False		0.01	100	50000
2045-10-01	FGA	north	InferFullRank	50000		500	50000	27110.6484375	1248.647216796875		25862.001953125	True	0.001622839830815792	0.01	100	50000
2046-04-01	FGA	north	InferFullRank	50000		500	50000	124242.140625	1720.533203125		122521.609375	True	0.0681011825799942	0.01	100	50000
2046-10-01	FGA	north	InferFullRank	50000		500	50000	497749.0625	548.3412475585938		497200.71875	True	0.049321118742227554	0.01	100	50000
2048-04-01	FGA	north	InferFullRank	50000		500	50000	309382.375				False		0.01	100	50000
2048-10-01	FGA	north	InferFullRank	50000		500	50000	1659789.5	1278.8583984375		1658510.625	True	0.004253243561834097	0.01	100	50000
2049-04-01	FGA	north	InferFullRank	50000		500	50000	11593332.0				False		0.01	100	50000
2049-10-01	FGA	north	InferFullRank	50000		500	50000	58720848.0	1461.663818359375		58719388.0	True	4.142153920838609e-05	0.01	100	50000
2050-04-01	FGA	north	InferFullRank	50000		500	50000	8407092.0				False		0.01	100	50000
2050-10-01	FGA	north	InferFullRank	50000		500	50000	99816496.0				False		0.01	100	50000
2051-04-01	FGA	north	InferFullRank	50000		500	50000	12977056.0				False		0.01	100	50000
2051-10-01	FGA	north	InferFullRank	50000		500	50000	18260156.0				False		0.01	100	50000
2052-04-01	FGA	north	InferFullRank	50000		500	50000	226301760.0				False		0.01	100	50000
2052-10-01	FGA	north	InferFullRank	50000		500	50000	136586016.0				False		0.01	100	50000
2054-04-01	FGA	north	InferFullRank	50000		500	50000	21751784.0				False		0.01	100	50000
2054-10-01	FGA	north	InferFullRank	50000		500	50000	244814.796875	616.65673828125		244198.140625	True	0.14128485321998596	0.01	100	50000
2026-10-01	FGA	south	InferFullRank	50000		500	50000	51538356.0	585.949462890625		51537772.0	True	0.030607782304286957	0.01	100	50000
2027-04-01	FGA	south	InferFullRank	50000		500	50000	1750511.25				False		0.01	100	50000
2027-10-01	FGA	south	InferFullRank	50000		500	50000	12436836.0				False		0.01	100	50000
2028-04-01	FGA	south	InferFullRank	50000		500	50000	2261906.5				False		0.01	100	50000
2028-10-01	FGA	south	InferFullRank	50000		500	50000	49887000.0				False		0.01	100	50000
2029-04-01	FGA	south	InferFullRank	50000		500	50000	1742696.5				False		0.01	100	50000
2029-10-01	FGA	south	InferFullRank	50000		500	50000	3247138.5				False		0.01	100	50000
2030-04-01	FGA	south	InferFullRank	50000		500	50000	120844480.0				False		0.01	100	50000
2030-10-01	FGA	south	InferFullRank	50000		500	50000	29690888.0				False		0.01	100	50000
2031-10-01	FGA	south	InferFullRank	50000		500	50000	129057.671875	641.1845703125		128416.484375	True	0.14419353008270264	0.01	100	50000
2032-04-01	FGA	south	InferFullRank	50000		500	50000	58465656.0				False		0.01	100	50000
2032-10-01	FGA	south	InferFullRank	50000		500	50000	1488681.75				False		0.01	100	50000
2033-04-01	FGA	south	InferFullRank	50000		500	50000	65440.3359375	1579.043212890625		63861.29296875	True	0.00209855567663908	0.01	100	50000
2033-10-01	FGA	south	InferFullRank	50000		500	50000	18334512.0				False		0.01	100	50000
2034-10-01	FGA	south	InferFullRank	50000		500	50000	740306.125				False		0.01	100	50000
2035-04-01	FGA	south	InferFullRank	50000		500	50000	1988917.0				False		0.01	100	50000
2035-10-01	FGA	south	InferFullRank	50000		500	50000	19244616.0				False		0.01	100	50000
2036-10-01	FGA	south	InferFullRank	50000		500	50000	61867.1875	1180.0614013671875		60687.125	True	0.0012998065212741494	0.01	100	50000
2037-04-01	FGA	south	InferFullRank	50000		500	50000	738178.875	2363.162109375		735815.6875	True	0.004894748795777559	0.01	100	50000
2037-10-01	FGA	south	InferFullRank	50000		500	50000	12459724.0				False		0.01	100	50000
2038-04-01	FGA	south	InferFullRank	50000		500	50000	93806784.0				False		0.01	100	50000
2040-10-01	FGA	south	InferFullRank	50000		500	50000	1529883.25				False		0.01	100	50000
2041-04-01	FGA	south	InferFullRank	50000		500	50000	1239997.0				False		0.01	100	50000
2041-10-01	FGA	south	InferFullRank	50000		500	50000	31323600.0				False		0.01	100	50000
2043-04-01	FGA	south	InferFullRank	50000		500	50000	255340.703125				False		0.01	100	50000
