pivot_date	model	location	inference_method	iterations	learning_rate	num_samples	num_iterations	initial_loss	final_loss	min_loss	total_improvement	converged	relative_change	threshold	window	final_iteration
2025-04-01	FGA	north	InferFullRank	50000		500	50000	3353617.5				False		0.01	100	50000
2025-10-01	FGA	north	InferFullRank	50000		500	50000	45092272.0				False		0.01	100	50000
2026-04-01	FGA	north	InferFullRank	50000		500	50000	3264487.75				False		0.01	100	50000
2026-10-01	FGA	north	InferFullRank	50000		500	50000	4695898.0				False		0.01	100	50000
2027-04-01	FGA	north	InferFullRank	50000		500	50000	9146124.0				False		0.01	100	50000
2029-04-01	FGA	north	InferFullRank	50000		500	50000	271132.5625				False		0.01	100	50000
2029-10-01	FGA	north	InferFullRank	50000		500	50000	1545165.375	1452.648193359375		1543712.75	True	0.007589793298393488	0.01	100	50000
2030-04-01	FGA	north	InferFullRank	50000		500	50000	4011573.0				False		0.01	100	50000
2030-10-01	FGA	north	InferFullRank	50000		500	50000	34415552.0	654.890380859375		34414896.0	True	0.01602366380393505	0.01	100	50000
2031-04-01	FGA	north	InferFullRank	50000		500	50000	7304335.5				False		0.01	100	50000
2031-10-01	FGA	north	InferFullRank	50000		500	50000	172568.3125	806.3486328125		171761.96875	True	9.112637781072408e-05	0.01	100	50000
2032-04-01	FGA	north	InferFullRank	50000		500	50000	226820864.0				False		0.01	100	50000
2032-10-01	FGA	north	InferFullRank	50000		500	50000	134708.859375	1292.428466796875		133416.4375	True	0.002523643197491765	0.01	100	50000
2034-04-01	FGA	north	InferFullRank	50000		500	50000	211079.578125				False		0.01	100	50000
2034-10-01	FGA	north	InferFullRank	50000		500	50000	159520960.0	694.5692138671875		159520272.0	True	0.006867296993732452	0.01	100	50000
2035-04-01	FGA	north	InferFullRank	50000		500	50000	8524468.0				False		0.01	100	50000
2038-04-01	FGA	north	InferFullRank	50000		500	50000	62100288.0	1149.086181640625		62099140.0	True	0.00033027399331331253	0.01	100	50000
2038-10-01	FGA	north	InferFullRank	50000		500	50000	1992814.5	623.1723022460938		1992191.375	True	0.01830604113638401	0.01	100	50000
2039-04-01	FGA	north	InferFullRank	50000		500	50000	30141504.0				False		0.01	100	50000
2041-04-01	FGA	north	InferFullRank	50000		500	50000	643421.375				False		0.01	100	50000
2041-10-01	FGA	north	InferFullRank	50000		500	50000	542277.25	1481.6387939453125		540795.625	True	0.0032138158567249775	0.01	100	50000
2042-04-01	FGA	north	InferFullRank	50000		500	50000	9946063.0				False		0.01	100	50000
2042-10-01	FGA	north	InferFullRank	50000		500	50000	28934336.0	837.1112060546875		28933498.0	True	0.03186142444610596	0.01	100	50000
2043-04-01	FGA	north	InferFullRank	50000		500	50000	9996877.0	702.10986328125		9996175.0	True	0.04590633511543274	0.01	100	50000
2044-04-01	FGA	north	InferFullRank	50000		500	50000	137238240.0	644.533935546875		137237600.0	True	0.03243314474821091	0.01	100	50000
2044-10-01	FGA	north	InferFullRank	50000		500	50000	117407840.0	1333.1259765625		117406504.0	True	0.0022442040499299765	0.01	100	50000
2045-04-01	FGA	north	InferFullRank	50000		500	50000	2091904.75	1127.469482421875		2090777.25	True	0.00722378259524703	0.01	100	50000
2049-04-01	FGA	north	InferFullRank	50000		500	50000	50007012.0				False		0.01	100	50000
2049-10-01	FGA	north	InferFullRank	50000		500	50000	772289.25	1414.257080078125		770875.0	True	0.0037534208968281746	0.01	100	50000
2050-04-01	FGA	north	InferFullRank	50000		500	50000	161629600.0				False		0.01	100	50000
2050-10-01	FGA	north	InferFullRank	50000		500	50000	38735720.0	866.50341796875		38734852.0	True	0.04713836684823036	0.01	100	50000
2051-04-01	FGA	north	InferFullRank	50000		500	50000	14138002.0				False		0.01	100	50000
2054-04-01	FGA	north	InferFullRank	50000		500	50000	13155590.0	1028.2928466796875		13154562.0	True	0.006084121763706207	0.01	100	50000
2054-10-01	FGA	north	InferFullRank	50000		500	50000	338300.8125	669.315185546875		337631.5	True	0.011044210754334927	0.01	100	50000
2025-10-01	FGA	south	InferFullRank	50000		500	50000	37724232.0	1071.23291015625		37723160.0	True	0.008835447952151299	0.01	100	50000
2026-04-01	FGA	south	InferFullRank	50000		500	50000	169805.40625	1266.158447265625		168539.25	True	0.0014319038018584251	0.01	100	50000
2026-10-01	FGA	south	InferFullRank	50000		500	50000	8746544.0				False		0.01	100	50000
2027-04-01	FGA	south	InferFullRank	50000		500	50000	3772664.75				False		0.01	100	50000
2027-10-01	FGA	south	InferFullRank	50000		500	50000	3594427.5	400.0328369140625		3594027.5	True	0.008530163206160069	0.01	100	50000
2028-10-01	FGA	south	InferFullRank	50000		500	50000	8776456.0	941.636474609375		8775514.0	True	0.006369172595441341	0.01	100	50000
2029-04-01	FGA	south	InferFullRank	50000		500	50000	307548.8125				False		0.01	100	50000
2029-10-01	FGA	south	InferFullRank	50000		500	50000	5443278.0				False		0.01	100	50000
2030-04-01	FGA	south	InferFullRank	50000		500	50000	810826.625	1386.7293701171875		809439.875	True	0.0022228709422051907	0.01	100	50000
2030-10-01	FGA	south	InferFullRank	50000		500	50000	8881908.0				False		0.01	100	50000
