date	country	cases
2052-10-06	north	11
2052-10-06	south	813
2052-10-06	tropics	30
2052-10-13	north	11
2052-10-13	south	623
2052-10-13	tropics	29
2052-10-19	north	11
2052-10-19	south	464
2052-10-19	tropics	27
2052-10-26	north	12
2052-10-26	south	339
2052-10-26	tropics	27
2052-11-02	north	14
2052-11-02	south	242
2052-11-02	tropics	26
2052-11-10	north	16
2052-11-10	south	172
2052-11-10	tropics	25
2052-11-17	north	17
2052-11-17	south	123
2052-11-17	tropics	23
2052-11-24	north	19
2052-11-24	south	86
2052-11-24	tropics	24
2052-11-30	north	23
2052-11-30	south	58
2052-11-30	tropics	23
2052-12-07	north	27
2052-12-07	south	39
2052-12-07	tropics	22
2052-12-14	north	32
2052-12-14	south	26
2052-12-14	tropics	23
2052-12-22	north	40
2052-12-22	south	17
2052-12-22	tropics	22
2052-12-29	north	48
2052-12-29	south	12
2052-12-29	tropics	21
2053-01-05	north	59
2053-01-05	south	8
2053-01-05	tropics	21
2053-01-11	north	72
2053-01-11	south	6
2053-01-11	tropics	21
2053-01-18	north	89
2053-01-18	south	4
2053-01-18	tropics	22
2053-01-26	north	107
2053-01-26	south	2
2053-01-26	tropics	22
2053-02-02	north	129
2053-02-02	south	2
2053-02-02	tropics	23
2053-02-09	north	154
2053-02-09	south	1
2053-02-09	tropics	23
2053-02-16	north	181
2053-02-16	south	1
2053-02-16	tropics	25
2053-02-22	north	209
2053-02-22	south	1
2053-02-22	tropics	26
2053-03-01	north	240
2053-03-01	south	1
2053-03-01	tropics	28
2053-03-09	north	267
2053-03-09	south	1
2053-03-09	tropics	29
2053-03-16	north	294
2053-03-16	south	1
2053-03-16	tropics	31
2053-03-23	north	310
2053-03-23	south	1
2053-03-23	tropics	32
2053-03-30	north	320
2053-03-30	south	1
2053-03-30	tropics	34
2053-04-05	north	320
2053-04-05	south	1
2053-04-05	tropics	35
2053-04-12	north	314
2053-04-12	south	1
2053-04-12	tropics	39
2053-04-20	north	299
2053-04-20	south	2
2053-04-20	tropics	42
2053-04-27	north	278
2053-04-27	south	2
2053-04-27	tropics	46
2053-05-04	north	252
2053-05-04	south	3
2053-05-04	tropics	50
2053-05-11	north	220
2053-05-11	south	4
2053-05-11	tropics	54
2053-05-17	north	192
2053-05-17	south	5
2053-05-17	tropics	61
2053-05-25	north	164
2053-05-25	south	6
2053-05-25	tropics	66
2053-06-01	north	138
2053-06-01	south	7
2053-06-01	tropics	72
2053-06-08	north	113
2053-06-08	south	7
2053-06-08	tropics	82
2053-06-15	north	95
2053-06-15	south	9
2053-06-15	tropics	91
2053-06-22	north	78
2053-06-22	south	11
2053-06-22	tropics	100
2053-06-28	north	65
2053-06-28	south	12
2053-06-28	tropics	112
2053-07-06	north	53
2053-07-06	south	14
2053-07-06	tropics	125
2053-07-13	north	44
2053-07-13	south	16
2053-07-13	tropics	136
2053-07-20	north	36
2053-07-20	south	19
2053-07-20	tropics	149
2053-07-27	north	30
2053-07-27	south	21
2053-07-27	tropics	159
2053-08-03	north	26
2053-08-03	south	25
2053-08-03	tropics	176
2053-08-09	north	23
2053-08-09	south	27
2053-08-09	tropics	193
2053-08-17	north	20
2053-08-17	south	31
2053-08-17	tropics	211
2053-08-24	north	18
2053-08-24	south	32
2053-08-24	tropics	231
2053-08-31	north	17
2053-08-31	south	33
2053-08-31	tropics	252
2053-09-07	north	16
2053-09-07	south	37
2053-09-07	tropics	278
2053-09-14	north	15
2053-09-14	south	39
2053-09-14	tropics	299
2053-09-21	north	15
2053-09-21	south	39
2053-09-21	tropics	317
2053-09-28	north	16
2053-09-28	south	38
2053-09-28	tropics	339
