date	country	cases
2040-10-03	north	1712
2040-10-03	south	111138
2040-10-03	tropics	25947
2040-10-10	north	1932
2040-10-10	south	109428
2040-10-10	tropics	25612
2040-10-17	north	2282
2040-10-17	south	105583
2040-10-17	tropics	25329
2040-10-25	north	2759
2040-10-25	south	99441
2040-10-25	tropics	24706
2040-11-01	north	3522
2040-11-01	south	92794
2040-11-01	tropics	24077
2040-11-07	north	4451
2040-11-07	south	84030
2040-11-07	tropics	24730
2040-11-14	north	5656
2040-11-14	south	74916
2040-11-14	tropics	24374
2040-11-21	north	7057
2040-11-21	south	65303
2040-11-21	tropics	24273
2040-11-29	north	9569
2040-11-29	south	55951
2040-11-29	tropics	24444
2040-12-06	north	12736
2040-12-06	south	48092
2040-12-06	tropics	24736
2040-12-13	north	17673
2040-12-13	south	41053
2040-12-13	tropics	24929
2040-12-19	north	24470
2040-12-19	south	34376
2040-12-19	tropics	25525
2040-12-26	north	34427
2040-12-26	south	29099
2040-12-26	tropics	26255
2041-01-03	north	49550
2041-01-03	south	24268
2041-01-03	tropics	26873
2041-01-10	north	69509
2041-01-10	south	20610
2041-01-10	tropics	27991
2041-01-17	north	97812
2041-01-17	south	17477
2041-01-17	tropics	29094
2041-01-24	north	136892
2041-01-24	south	15396
2041-01-24	tropics	30509
2041-01-30	north	188306
2041-01-30	south	13704
2041-01-30	tropics	31789
2041-02-06	north	253208
2041-02-06	south	12764
2041-02-06	tropics	33764
2041-02-13	north	326354
2041-02-13	south	11894
2041-02-13	tropics	35961
2041-02-21	north	407094
2041-02-21	south	10996
2041-02-21	tropics	38157
2041-02-28	north	479427
2041-02-28	south	10862
2041-02-28	tropics	40676
2041-03-07	north	537292
2041-03-07	south	11093
2041-03-07	tropics	43710
2041-03-13	north	565229
2041-03-13	south	11523
2041-03-13	tropics	46724
2041-03-20	north	559013
2041-03-20	south	12533
2041-03-20	tropics	50456
2041-03-28	north	524898
2041-03-28	south	13864
2041-03-28	tropics	54986
2041-04-04	north	468970
2041-04-04	south	15814
2041-04-04	tropics	58980
2041-04-11	north	399803
2041-04-11	south	18483
2041-04-11	tropics	63771
2041-04-18	north	325141
2041-04-18	south	21028
2041-04-18	tropics	68785
2041-04-24	north	256858
2041-04-24	south	25554
2041-04-24	tropics	74810
2041-05-01	north	195969
2041-05-01	south	30877
2041-05-01	tropics	80670
2041-05-09	north	146288
2041-05-09	south	37590
2041-05-09	tropics	85435
2041-05-16	north	106116
2041-05-16	south	47175
2041-05-16	tropics	90991
2041-05-23	north	75686
2041-05-23	south	59165
2041-05-23	tropics	95823
2041-05-30	north	53902
2041-05-30	south	76263
2041-05-30	tropics	101112
2041-06-05	north	37341
2041-06-05	south	97037
2041-06-05	tropics	105875
2041-06-13	north	26657
2041-06-13	south	126261
2041-06-13	tropics	110850
2041-06-20	north	18122
2041-06-20	south	163000
2041-06-20	tropics	115148
2041-06-27	north	12644
2041-06-27	south	209287
2041-06-27	tropics	118892
2041-07-04	north	9114
2041-07-04	south	268491
2041-07-04	tropics	122594
2041-07-11	north	6649
2041-07-11	south	333153
2041-07-11	tropics	126419
2041-07-18	north	5259
2041-07-18	south	400565
2041-07-18	tropics	127890
2041-07-25	north	4151
2041-07-25	south	467317
2041-07-25	tropics	130711
2041-08-01	north	3520
2041-08-01	south	523279
2041-08-01	tropics	131239
2041-08-08	north	3057
2041-08-08	south	559734
2041-08-08	tropics	131542
2041-08-15	north	2774
2041-08-15	south	568675
2041-08-15	tropics	131440
2041-08-22	north	2610
2041-08-22	south	550405
2041-08-22	tropics	129289
2041-08-28	north	2519
2041-08-28	south	507049
2041-08-28	tropics	126706
2041-09-05	north	2483
2041-09-05	south	445621
2041-09-05	tropics	123389
2041-09-12	north	2536
2041-09-12	south	379798
2041-09-12	tropics	119727
2041-09-19	north	2501
2041-09-19	south	309122
2041-09-19	tropics	114882
2041-09-26	north	2446
2041-09-26	south	244315
2041-09-26	tropics	110363
