date	country	variant	sequences
2050-10-02	south	3	9
2050-10-02	south	14	1
2050-10-02	south	26	2
2050-10-02	tropics	3	15
2050-10-02	tropics	14	5
2050-10-02	tropics	26	13
2050-10-09	north	26	1
2050-10-09	south	3	13
2050-10-09	south	14	1
2050-10-09	south	26	4
2050-10-09	tropics	3	22
2050-10-09	tropics	14	4
2050-10-09	tropics	26	11
2050-10-16	south	3	15
2050-10-16	south	26	6
2050-10-16	tropics	3	19
2050-10-16	tropics	4	1
2050-10-16	tropics	14	6
2050-10-16	tropics	26	16
2050-10-23	south	3	15
2050-10-23	south	14	2
2050-10-23	south	26	6
2050-10-23	tropics	3	14
2050-10-23	tropics	4	2
2050-10-23	tropics	14	6
2050-10-23	tropics	26	13
2050-10-30	north	3	1
2050-10-30	south	3	11
2050-10-30	south	26	3
2050-10-30	tropics	3	17
2050-10-30	tropics	14	7
2050-10-30	tropics	26	17
2050-11-06	south	3	8
2050-11-06	south	26	2
2050-11-06	tropics	3	13
2050-11-06	tropics	4	1
2050-11-06	tropics	14	7
2050-11-06	tropics	26	15
2050-11-13	south	3	8
2050-11-13	south	26	4
2050-11-13	tropics	3	15
2050-11-13	tropics	14	5
2050-11-13	tropics	26	5
2050-11-20	south	3	1
2050-11-20	south	14	2
2050-11-20	south	26	3
2050-11-20	tropics	3	19
2050-11-20	tropics	14	12
2050-11-20	tropics	26	17
2050-11-27	south	3	3
2050-11-27	south	14	1
2050-11-27	south	26	2
2050-11-27	tropics	3	16
2050-11-27	tropics	4	1
2050-11-27	tropics	14	11
2050-11-27	tropics	26	18
2050-12-04	north	14	1
2050-12-04	south	3	3
2050-12-04	south	4	1
2050-12-04	south	14	1
2050-12-04	south	26	3
2050-12-04	tropics	3	18
2050-12-04	tropics	14	17
2050-12-04	tropics	26	16
2050-12-11	south	3	3
2050-12-11	south	26	1
2050-12-11	tropics	3	17
2050-12-11	tropics	14	11
2050-12-11	tropics	26	19
2050-12-18	south	3	3
2050-12-18	tropics	3	14
2050-12-18	tropics	14	12
2050-12-18	tropics	26	16
2050-12-25	north	3	1
2050-12-25	north	26	1
2050-12-25	south	3	3
2050-12-25	south	14	1
2050-12-25	south	26	4
2050-12-25	tropics	3	16
2050-12-25	tropics	4	1
2050-12-25	tropics	14	15
2050-12-25	tropics	26	23
2051-01-01	north	3	1
2051-01-01	south	3	1
2051-01-01	tropics	3	13
2051-01-01	tropics	14	6
2051-01-01	tropics	26	24
2051-01-08	north	14	1
2051-01-08	north	26	1
2051-01-08	south	3	3
2051-01-08	south	26	4
2051-01-08	tropics	3	15
2051-01-08	tropics	14	14
2051-01-08	tropics	26	11
2051-01-15	north	14	1
2051-01-15	south	3	1
2051-01-15	south	14	2
2051-01-15	tropics	3	10
2051-01-15	tropics	14	20
2051-01-15	tropics	26	17
2051-01-22	north	3	1
2051-01-22	north	26	1
2051-01-22	south	3	1
2051-01-22	south	14	1
2051-01-22	south	26	2
2051-01-22	tropics	3	9
2051-01-22	tropics	14	18
2051-01-22	tropics	26	24
2051-01-29	north	3	1
2051-01-29	north	14	3
2051-01-29	north	26	1
2051-01-29	south	3	1
2051-01-29	south	26	1
2051-01-29	tropics	3	2
2051-01-29	tropics	14	15
2051-01-29	tropics	26	20
2051-02-05	north	3	1
2051-02-05	north	14	3
2051-02-05	north	26	2
2051-02-05	south	3	1
2051-02-05	tropics	3	11
2051-02-05	tropics	14	16
2051-02-05	tropics	26	21
2051-02-12	north	26	1
2051-02-12	south	3	2
2051-02-12	tropics	3	6
2051-02-12	tropics	14	21
2051-02-12	tropics	26	28
2051-02-19	north	14	1
2051-02-19	north	26	1
2051-02-19	south	3	2
2051-02-19	south	26	1
2051-02-19	tropics	3	7
2051-02-19	tropics	14	21
2051-02-19	tropics	26	24
2051-02-26	north	14	2
2051-02-26	north	26	4
2051-02-26	south	3	2
2051-02-26	south	14	1
2051-02-26	south	26	1
2051-02-26	tropics	3	5
2051-02-26	tropics	14	21
2051-02-26	tropics	26	22
2051-03-05	north	14	5
2051-03-05	north	26	1
2051-03-05	tropics	3	6
2051-03-05	tropics	14	24
2051-03-05	tropics	26	26
2051-03-12	north	14	6
2051-03-12	north	26	1
2051-03-12	south	14	1
2051-03-12	south	26	2
2051-03-12	tropics	3	7
2051-03-12	tropics	14	31
2051-03-12	tropics	26	19
2051-03-19	north	14	2
2051-03-19	north	26	1
2051-03-19	south	26	2
2051-03-19	tropics	3	6
2051-03-19	tropics	14	30
2051-03-19	tropics	26	21
2051-03-26	north	14	1
2051-03-26	north	26	2
2051-03-26	south	14	1
2051-03-26	south	26	4
2051-03-26	tropics	3	4
2051-03-26	tropics	14	30
2051-03-26	tropics	26	13
2051-04-02	north	14	4
2051-04-02	north	26	4
2051-04-02	south	3	1
2051-04-02	south	14	2
2051-04-02	south	26	2
2051-04-02	tropics	3	3
2051-04-02	tropics	14	22
2051-04-02	tropics	26	18
