date	country	cases
2047-04-05	north	0
2047-04-05	south	26
2047-04-05	tropics	45
2047-04-12	north	0
2047-04-12	south	27
2047-04-12	tropics	48
2047-04-19	north	0
2047-04-19	south	27
2047-04-19	tropics	51
2047-04-26	north	0
2047-04-26	south	29
2047-04-26	tropics	52
2047-05-03	north	0
2047-05-03	south	34
2047-05-03	tropics	54
2047-05-10	north	0
2047-05-10	south	39
2047-05-10	tropics	58
2047-05-17	north	0
2047-05-17	south	44
2047-05-17	tropics	61
2047-05-24	north	0
2047-05-24	south	51
2047-05-24	tropics	66
2047-05-31	north	0
2047-05-31	south	62
2047-05-31	tropics	69
2047-06-07	north	0
2047-06-07	south	78
2047-06-07	tropics	73
2047-06-14	north	0
2047-06-14	south	95
2047-06-14	tropics	78
2047-06-21	north	0
2047-06-21	south	121
2047-06-21	tropics	85
2047-06-28	north	0
2047-06-28	south	150
2047-06-28	tropics	88
2047-07-05	north	0
2047-07-05	south	191
2047-07-05	tropics	94
2047-07-12	north	0
2047-07-12	south	236
2047-07-12	tropics	100
2047-07-19	north	0
2047-07-19	south	289
2047-07-19	tropics	108
2047-07-26	north	0
2047-07-26	south	353
2047-07-26	tropics	116
2047-08-02	north	1
2047-08-02	south	422
2047-08-02	tropics	122
2047-08-09	north	1
2047-08-09	south	494
2047-08-09	tropics	127
2047-08-16	north	1
2047-08-16	south	562
2047-08-16	tropics	136
2047-08-23	north	1
2047-08-23	south	630
2047-08-23	tropics	146
2047-08-30	north	2
2047-08-30	south	685
2047-08-30	tropics	153
2047-09-06	north	2
2047-09-06	south	723
2047-09-06	tropics	163
2047-09-13	north	3
2047-09-13	south	739
2047-09-13	tropics	173
2047-09-20	north	3
2047-09-20	south	736
2047-09-20	tropics	183
2047-09-27	north	4
2047-09-27	south	699
2047-09-27	tropics	192
2047-10-04	north	4
2047-10-04	south	645
2047-10-04	tropics	207
2047-10-11	north	4
2047-10-11	south	578
2047-10-11	tropics	217
2047-10-18	north	5
2047-10-18	south	503
2047-10-18	tropics	226
2047-10-25	north	6
2047-10-25	south	425
2047-10-25	tropics	239
2047-11-01	north	7
2047-11-01	south	351
2047-11-01	tropics	249
2047-11-08	north	7
2047-11-08	south	286
2047-11-08	tropics	261
2047-11-15	north	8
2047-11-15	south	227
2047-11-15	tropics	273
2047-11-22	north	9
2047-11-22	south	176
2047-11-22	tropics	280
2047-11-29	north	10
2047-11-29	south	134
2047-11-29	tropics	290
2047-12-06	north	11
2047-12-06	south	103
2047-12-06	tropics	295
2047-12-13	north	13
2047-12-13	south	79
2047-12-13	tropics	306
2047-12-20	north	15
2047-12-20	south	60
2047-12-20	tropics	311
2047-12-27	north	17
2047-12-27	south	46
2047-12-27	tropics	315
2048-01-03	north	19
2048-01-03	south	34
2048-01-03	tropics	318
2048-01-10	north	21
2048-01-10	south	25
2048-01-10	tropics	319
2048-01-17	north	24
2048-01-17	south	19
2048-01-17	tropics	320
2048-01-24	north	26
2048-01-24	south	15
2048-01-24	tropics	324
2048-01-31	north	28
2048-01-31	south	11
2048-01-31	tropics	325
2048-02-07	north	31
2048-02-07	south	9
2048-02-07	tropics	324
2048-02-14	north	33
2048-02-14	south	8
2048-02-14	tropics	321
2048-02-21	north	34
2048-02-21	south	7
2048-02-21	tropics	318
2048-02-28	north	36
2048-02-28	south	6
2048-02-28	tropics	310
2048-03-06	north	36
2048-03-06	south	5
2048-03-06	tropics	309
2048-03-13	north	36
2048-03-13	south	5
2048-03-13	tropics	306
2048-03-20	north	36
2048-03-20	south	4
2048-03-20	tropics	299
2048-03-27	north	33
2048-03-27	south	4
2048-03-27	tropics	293
