date	country	cases
2033-04-05	north	26
2033-04-05	south	2
2033-04-05	tropics	44
2033-04-12	north	24
2033-04-12	south	2
2033-04-12	tropics	41
2033-04-19	north	20
2033-04-19	south	2
2033-04-19	tropics	38
2033-04-26	north	17
2033-04-26	south	2
2033-04-26	tropics	35
2033-05-02	north	14
2033-05-02	south	2
2033-05-02	tropics	32
2033-05-09	north	11
2033-05-09	south	2
2033-05-09	tropics	29
2033-05-17	north	9
2033-05-17	south	2
2033-05-17	tropics	28
2033-05-24	north	7
2033-05-24	south	3
2033-05-24	tropics	27
2033-05-31	north	5
2033-05-31	south	3
2033-05-31	tropics	27
2033-06-07	north	4
2033-06-07	south	3
2033-06-07	tropics	26
2033-06-13	north	3
2033-06-13	south	4
2033-06-13	tropics	25
2033-06-21	north	2
2033-06-21	south	5
2033-06-21	tropics	25
2033-06-28	north	1
2033-06-28	south	6
2033-06-28	tropics	25
2033-07-05	north	1
2033-07-05	south	7
2033-07-05	tropics	24
2033-07-12	north	0
2033-07-12	south	9
2033-07-12	tropics	23
2033-07-19	north	0
2033-07-19	south	11
2033-07-19	tropics	23
2033-07-26	north	0
2033-07-26	south	12
2033-07-26	tropics	23
2033-08-02	north	0
2033-08-02	south	15
2033-08-02	tropics	24
2033-08-09	north	0
2033-08-09	south	18
2033-08-09	tropics	23
2033-08-16	north	0
2033-08-16	south	21
2033-08-16	tropics	23
2033-08-23	north	0
2033-08-23	south	24
2033-08-23	tropics	23
2033-08-30	north	0
2033-08-30	south	27
2033-08-30	tropics	23
2033-09-06	north	0
2033-09-06	south	30
2033-09-06	tropics	24
2033-09-13	north	0
2033-09-13	south	31
2033-09-13	tropics	25
2033-09-20	north	0
2033-09-20	south	34
2033-09-20	tropics	26
2033-09-27	north	0
2033-09-27	south	36
2033-09-27	tropics	27
2033-10-04	north	0
2033-10-04	south	38
2033-10-04	tropics	29
2033-10-11	north	0
2033-10-11	south	38
2033-10-11	tropics	30
2033-10-18	north	0
2033-10-18	south	37
2033-10-18	tropics	32
2033-10-25	north	1
2033-10-25	south	36
2033-10-25	tropics	32
2033-11-01	north	1
2033-11-01	south	33
2033-11-01	tropics	35
2033-11-08	north	1
2033-11-08	south	30
2033-11-08	tropics	37
2033-11-15	north	1
2033-11-15	south	27
2033-11-15	tropics	39
2033-11-22	north	2
2033-11-22	south	24
2033-11-22	tropics	41
2033-11-29	north	2
2033-11-29	south	22
2033-11-29	tropics	44
2033-12-06	north	3
2033-12-06	south	19
2033-12-06	tropics	49
2033-12-13	north	4
2033-12-13	south	17
2033-12-13	tropics	50
2033-12-20	north	6
2033-12-20	south	14
2033-12-20	tropics	53
2033-12-27	north	8
2033-12-27	south	13
2033-12-27	tropics	59
2034-01-03	north	11
2034-01-03	south	11
2034-01-03	tropics	64
2034-01-10	north	14
2034-01-10	south	9
2034-01-10	tropics	71
2034-01-17	north	18
2034-01-17	south	8
2034-01-17	tropics	79
2034-01-24	north	25
2034-01-24	south	8
2034-01-24	tropics	91
2034-01-31	north	35
2034-01-31	south	7
2034-01-31	tropics	104
2034-02-07	north	46
2034-02-07	south	7
2034-02-07	tropics	118
2034-02-14	north	62
2034-02-14	south	7
2034-02-14	tropics	141
2034-02-21	north	82
2034-02-21	south	6
2034-02-21	tropics	173
2034-02-28	north	106
2034-02-28	south	7
2034-02-28	tropics	211
2034-03-07	north	140
2034-03-07	south	8
2034-03-07	tropics	265
2034-03-14	north	184
2034-03-14	south	10
2034-03-14	tropics	340
2034-03-21	north	244
2034-03-21	south	12
2034-03-21	tropics	439
2034-03-28	north	316
2034-03-28	south	16
2034-03-28	tropics	570
