variant	pivot_date	model	location	mae	mse	normalized_mae	max_r_data	correlation	r2	n_points	total_sequences	total_smoothed_sequences	mean_variant_frequency	mean_smoothed_variant_frequency	max_variant_frequency	max_smoothed_variant_frequency	converged
0	2026-04-01	FGA	north	0.007516393373022796	9.414325595792645e-05	0.17778203689192978	0.04227869983057886	0.9896286658829565	0.7696810992732229	16	538.0	538.0314659797509	0.33328230677141785	0.3213980056670945	0.7142857142857143	0.4657488220236749	True
1	2026-04-01	FGA	north	0.01112549296559845	0.00015406370085047912	0.21902486411747282	0.050795570678365314	0.9537775159192783	0.7385414075096475	16	1236.0	1235.7533114461976	0.6397436884863601	0.626491667633801	0.7230769230769231	0.699856782231048	True
0	2026-10-01	FGA	north	0.18950180421788254	0.03615234028874224	4.3786780810325965	0.04327831384516705	0.9614170279922165	-49.21453404010953	19	587.0	586.9808715855244	0.3268128060667943	0.3165197830979669	0.7142857142857143	0.4291083017464847	False
1	2026-10-01	FGA	north	0.21186750995665285	0.04517424511409699	3.9228104407448536	0.05400911238434044	0.9770802510278934	-33.24060697988357	24	1516.0	1515.7279347269746	0.6628069323988209	0.6761072952513789	0.7903225806451613	0.755756850795514	False
1	2027-04-01	FGA	north	0.0012398896862446777	3.2546854763487965e-06	0.0236719379967486	0.052378038773799575	0.9914846712043317	0.7568494602928719	6	147.0	146.8980081142702	0.7035778936316571	0.6777746802779602	0.7903225806451613	0.6995206298891363	True
4	2027-04-01	FGA	north	0.005871393703920752	4.315628260340234e-05	0.1640243377985629	0.03579586897117285	-0.9284801522807551	-2.9373698500414234	5	111.0	110.99190976475033	0.7361454200448508	0.6879845807847688	0.8709677419354839	0.866614373941808	True
4	2027-10-01	FGA	north	0.20891579578602867	0.04366129838473781	5.632642613749237	0.03709019195999882	0.977681092573712	-123.42849297768402	17	407.0	406.8488396496799	0.8256471701395359	0.8143332847483361	1.0	0.8688210455488897	False
4	2028-04-01	FGA	north	0.16954896541233525	0.030038191230224436	4.63901381738681	0.03654849329762148	0.1444208315304133	-50.66770056598256	31	2041.0	2041.0955909744775	0.7262864048439691	0.6964565646648752	1.0	0.8560136814162607	False
5	2028-04-01	FGA	north	0.02792052485418996	0.0009547371064070032	0.6471037324968526	0.043146907446289164		-0.3943366393034289	19	1121.0	1120.9999961479987	0.367604746937542	0.37251741891076157	0.5446428571428571	0.45677007084096466	False
4	2028-10-01	FGA	north	0.18519814231476409	0.03478255314011813	3.51893738762398	0.05262899617540841	0.9431082329903719	-29.996936332514526	24	1897.0	1896.9897696837315	0.5979408089062206	0.5924502726815617	0.7619047619047619	0.6642369622060537	False
5	2028-10-01	FGA	north	0.22110188533420172	0.049239069214948174	4.245162980896149	0.05208325012000538	0.9614958683979821	-47.83241363972541	24	1264.0	1263.9895872173493	0.4041336152470257	0.4040711073209118	0.6428571428571429	0.5482754295214938	False
4	2029-04-01	FGA	north	0.28046473996535604	0.07875072298032594	4.977890446411341	0.0563420876744181	-1.0	-6585.148546303174	2	43.0	42.88337449447076	0.4289640591966173	0.4407076770957291	0.509090909090909	0.45360492330020546	False
5	2029-04-01	FGA	north	0.17849338502758702	0.031946245266742834	3.8826270952953297	0.0459723225142769	-0.9996560070920671	-1619.4649817868292	3	60.0	60.121264000161	0.5380093686523235	0.5605958846504139	0.5882352941176471	0.5777368063106587	False
6	2029-04-01	FGA	north	0.028412169269026392	0.0013006099155052505	0.3388230507199434	0.08385547916133566		-1.626504757092965	14	430.0	429.9523482468426	1.0	0.9943008642429756	1.0	1.0	False
6	2030-04-01	FGA	north	0.006571431892833474	9.829245465482903e-05	0.184293417192368	0.035657442316423725	0.9513327718448201	0.8391029696361638	25	1016.0	1015.8945133750044	0.9552670479859434	0.9485434076891123	1.0	1.0	True
7	2030-04-01	FGA	north	0.02345812284422417	0.0005629408097092053	0.5632361390894708	0.04164882402991158	0.9607262788490507	-16.61020402382249	4	81.0	80.9978392766876	0.18662337662337664	0.16400082161730167	0.26666666666666666	0.1963104424109646	True
6	2030-10-01	FGA	north	0.00257089399803212	1.0669336973763687e-05	0.060163990793817575	0.042731440586157125	0.9989161762819998	0.9856466767473456	26	1191.0	1190.9538169086438	0.7583616973223622	0.742127330313812	1.0	1.0	True
7	2030-10-01	FGA	north	0.00238659304701117	8.829147758813287e-06	0.05060588455393895	0.04716038595209986	0.9952785042236424	0.9832485108528273	17	448.0	447.9413531724043	0.4396132601357642	0.4490361213255734	0.8235294117647058	0.728268589660533	True
6	2031-04-01	FGA	north	0.3099096418172292	0.0961448865303437	6.943764763996681	0.04463135667039099	-0.6324866317502431	-1191.5630661869325	9	301.0	300.99649594147337	0.48456024842929435	0.46598462540094787	0.6379310344827587	0.6569414412326506	False
7	2031-04-01	FGA	north	0.08881561443470502	0.00890029276430902	2.6003521489491277	0.03415522565687797	-0.7481372764769788	-20.147464045458324	33	1854.0	1854.022685088472	0.8543810714291679	0.8566402516942977	1.0	1.0	False
7	2031-10-01	FGA	north	0.08614424795939148	0.008799621383397014	1.884798419237873	0.04570475393025016	-0.6074682812923908	-10.171214186557439	28	1791.0	1790.984144598968	0.999748490945674	0.9842500220433645	1.0	0.9999007586060354	False
7	2032-04-01	FGA	north	0.001927544670066568	4.977915148029801e-06	0.04195627891865241	0.04594174506761713	0.9727690025040985	0.6006797464561751	4	93.0	92.95409676116233	1.0	0.9958289445588521	1.0	1.0	True
8	2032-04-01	FGA	north	0.0015419036855692173	3.5539517303838946e-06	0.04023527329226506	0.038322187458973644	0.9901128933026255	0.9736666839703313	12	587.0	586.97462893558	0.9544578774061786	0.9613199974475842	1.0	0.9884473219068673	True
