location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	0	0.8912809	0.9148788	0.8655175	0.90739	0.8728586	0.89979565	0.88199806	2026-04-01	MLR
tropics	1	0.93221974	0.93918234	0.9261572	0.9367521	0.92787737	0.9345604	0.93004	2026-04-01	MLR
