location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	4	0.83016	0.8705209	0.79309267	0.8561998	0.8075407	0.8446484	0.8184858	2030-10-01	MLR
south	5	0.8279899	0.8842599	0.7768065	0.8643981	0.79387623	0.84749943	0.8111857	2030-10-01	MLR
south	6	0.91593117	0.92798513	0.9053452	0.9239422	0.9088994	0.92043203	0.91225636	2030-10-01	MLR
