variant	date	location	median_R	R_lower_95	R_upper_95	R_lower_80	R_upper_80	R_lower_50	R_upper_50	model	analysis_date
18	2052-04-07	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-08	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-09	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-10	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-11	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-12	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-13	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-14	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-15	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-16	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-17	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-18	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-19	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-20	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-21	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-22	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-23	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-24	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-25	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-26	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-27	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
18	2052-04-28	north	1.0981468	1.0	20014774.599999975	1.0	1617119.3250000002	1.0	123366.267578125	MLR	2053-04-01
