location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
north	4	0.8347827	0.9249909	0.74243325	0.89360356	0.7754556	0.86684906	0.8028374	2031-04-01	MLR
north	5	0.93160224	0.9658263	0.90030754	0.956552	0.9109012	0.9447326	0.9212569	2031-04-01	MLR
