location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	7	0.9782475	0.98980427	0.96629065	0.98631936	0.9701045	0.982703	0.97377455	2031-10-01	MLR
south	8	1.0345159	1.0514277	1.018252	1.0456868	1.023871	1.0405679	1.0286288	2031-10-01	MLR
