location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	7	0.9790814	0.9895992	0.9670285	0.98644584	0.9704585	0.9829442	0.9745867	2033-10-01	MLR
tropics	8	0.99854016	1.0065511	0.9912302	1.0038059	0.9940474	1.0011008	0.9963323	2033-10-01	MLR
