variant	date	location	median_R	R_lower_95	R_upper_95	R_lower_80	R_upper_80	R_lower_50	R_upper_50	model	analysis_date
22	2046-10-07	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-08	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-09	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-10	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-11	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-12	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-13	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-14	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-15	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-16	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-17	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-18	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-19	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-20	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-21	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-22	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-23	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-24	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
22	2046-10-25	north	1.0	2.2898506904311965e-05	178301491.9999987	0.0005505886103492227	10293370.70000002	0.42704658955335617	7201.83203125	MLR	2047-10-01
