country	model	pivot_date	lead	variant	date	MAE	MSE	loglik	coverage_posterior	coverage_predictive	total_seq	raw_freq	smoothed_freq	pred_freq
north	FGA	2025-04-01	-121	0	2024-12-01	0.0	0.0	0.0	1	1	1.0	1.0	1.0	1.0
north	FGA	2025-04-01	-107	0	2024-12-15	0.0	0.0	0.0	1	1	7.0	1.0	1.0	1.0
north	FGA	2025-04-01	-100	0	2024-12-22	0.0	0.0	0.0	1	1	21.0	1.0	1.0	1.0
north	FGA	2025-04-01	-93	0	2024-12-29	0.0	0.0	0.0	1	1	114.0	1.0	1.0	1.0
north	FGA	2025-04-01	-86	0	2025-01-05	0.0004793863854265501	2.2981130653233285e-07	0.0	0	0	314.0	1.0	0.9995206136145734	1.0
north	FGA	2025-04-01	-79	0	2025-01-12	0.0004793863854265501	2.2981130653233285e-07	0.0	0	0	369.0	1.0	0.9995206136145734	1.0
north	FGA	2025-04-01	-72	0	2025-01-19	0.06877175333582775	0.004729554056883935	-25.847404176554235	1	1	351.0	1.0	0.9977784533358277	0.9290067
north	FGA	2025-04-01	-65	0	2025-01-26	0.5187272219072563	0.26907793074761993	-215.19166661770433	0	0	298.0	0.9966442953020134	0.9950998819072563	0.47637266
north	FGA	2025-04-01	-58	0	2025-02-02	0.9346629119072563	0.8735947588949514	-796.9478141559313	0	0	284.0	1.0	0.9950998819072563	0.06043697
north	FGA	2025-04-01	-51	0	2025-02-09	0.9908080179072563	0.9817005283493059	-873.5756636880496	0	0	164.0	0.9878048780487805	0.9950998819072563	0.004291864
north	FGA	2025-04-01	-44	0	2025-02-16	0.9948028760372563	0.9896327621719966	-1261.7020864111003	0	0	160.0	0.98125	0.9950998819072563	0.00029700587
north	FGA	2025-04-01	-37	0	2025-02-23	0.9955589191706828	0.9911375615402982	-1091.0497519889282	0	0	101.0	1.0	0.9955792682926828	2.0349122e-05
north	FGA	2025-04-01	-30	0	2025-03-02	0.9955778086464828	0.9911751730693328	-913.7375206656709	0	0	68.0	1.0	0.9955792682926828	1.4596462e-06
north	FGA	2025-04-01	-23	0	2025-03-09	0.9973213229340085	0.9946498211788409	-963.7951903429755	0	0	60.0	1.0	0.9973214285714286	1.0563742e-07
north	FGA	2025-04-01	-16	0	2025-03-16	0.999999992158571	0.9999999843171422	-653.2345662074807	0	0	35.0	1.0	1.0	7.841429e-09
north	FGA	2025-04-01	-9	0	2025-03-23	0.9999999993941198	0.9999999987882395	-339.58942142674255	0	0	16.0	1.0	1.0	6.058802e-10
