variant	pivot_date	model	location	mae	mse	normalized_mae	max_r_data	correlation	r2	n_points	total_sequences	total_smoothed_sequences	mean_variant_frequency	mean_smoothed_variant_frequency	max_variant_frequency	max_smoothed_variant_frequency	converged
0	2025-04-01	FGA	north	0.18092979826492328	0.03351328498882989	3.1541068357805195	0.05736324344262427	0.6527282079994986	-155.21940819506483	11	1550.0	1549.8681470925042	0.9968817430318904	0.9967199726023176	1.0	1.0	False
0	2025-10-01	FGA	north	0.23624324648721023	0.05614825482413747	3.6842997064826375	0.06412161477296026	0.04468470294723331	-211.6085639456862	13	1577.0	1576.8922003035173	0.997361474873138	0.9905462253269453	1.0	0.9969707701065389	False
2	2027-04-01	FGA	north	0.0023822812937564684	9.814889125745903e-06	0.04813318525989036	0.04949353093699444	0.9942540376882933	0.8999433772509097	8	256.0	256.03160455160344	0.9902548725637181	0.9959471346648126	1.0	1.0	True
2	2027-10-01	FGA	north	0.0017420379409381153	3.916976727051205e-06	0.03532716110988603	0.04931157461307072	0.998672412474066	0.9946891267829955	25	1147.0	1146.9272003840492	0.9968815592203897	0.9905627401898787	1.0	1.0	True
2	2028-04-01	FGA	north	0.13491198960624926	0.01940323748525071	4.420153485479005	0.030522014687829113	0.04631408203703878	-41.597508885268795	37	2033.0	2032.8899378289225	0.8826522452377722	0.8830003343026778	1.0	1.0	False
3	2028-04-01	FGA	north	0.012569494261070995	0.00024279438044656323	0.8133745163225238	0.015453513736698963	-0.9807051224974084	-2.559843482215007	5	70.0	69.99316040658849	0.10535782968766934	0.10032281890057552	0.13178294573643412	0.12124876734305283	False
4	2028-04-01	FGA	north	0.332233150084194	0.11139432565200104	6.901200484546925	0.04814135610581464	-0.9685034061187767	-307.36128331545945	12	343.0	342.84906525763023	0.22532683545817134	0.21857808527347045	0.3488372093023256	0.3315361175759991	False
2	2028-10-01	FGA	north	0.17380275386495764	0.031056869222981433	3.0854371530154707	0.05633002561568823	0.16072044329338916	-35.14554345018654	26	1426.0	1425.941331713698	0.7261476954480443	0.7280293056618815	1.0	0.958495845603218	False
3	2028-10-01	FGA	north	0.1279688376949999	0.01643212819389311	7.0020566741633115	0.018275892876901217	0.9895503391987163	-174.82349699828828	5	70.0	69.92979426954473	0.10535782968766934	0.09275736638121379	0.13178294573643412	0.11170761983193403	False
4	2028-10-01	FGA	north	0.22013784863639008	0.04880653885218106	5.670098271608568	0.03882434449834297	0.955396468495318	-87.57991777850546	17	468.0	467.77728713539557	0.3209543228879235	0.3123666835990431	0.6875	0.5557184647331114	False
2	2029-04-01	FGA	north	0.2928332808147909	0.08576492765603631	5.266381328448298	0.05560426838689863	0.9426735548985405	-20054.68769575698	3	55.0	55.00014995359112	0.3933011433011433	0.3739118354627617	0.4807692307692308	0.4124240312339861	False
4	2029-04-01	FGA	north	0.18766565790696516	0.05277659466154257	4.866215327214073	0.038565013113467064	-0.8395934547394205	-111.82489646282875	7	118.0	117.5313131181829	0.7237791969934827	0.6667997280092693	1.0	0.889743500761821	False
4	2030-04-01	FGA	north	0.26828531886251866	0.07197701231716332	26.727132186896196	0.01003793886251866			1	12.0	11.940965851794562	0.8571428571428571	0.8841027419823211	0.8571428571428571	0.8841027419823211	False
5	2030-04-01	FGA	north	0.0830600522738358	0.009808370478922275	1.5781416117118496	0.0526315583198763	0.8538209177598844	-7.489921087328918	25	3525.0	3525.1388949673988	0.9821925140059393	0.9700297802970593	1.0	0.9931890137791318	False
5	2030-10-01	FGA	north	0.1991750552259255	0.04008240469846124	3.211133754551126	0.06202639642264529	0.8615583433395353	-24.818210020114364	27	3577.0	3576.8860281017596	0.9741505776815269	0.9603731297401602	1.0	0.9998314143035956	False
6	2031-10-01	FGA	north	0.15199842324202983	0.023122521628790315	6.508851319033523	0.023352572641742193	0.9728485933628492	-143.53782513152984	12	222.0	221.67385656386904	1.0	1.0	1.0	1.0	False
6	2032-04-01	FGA	north	0.18255697059479659	0.033340361270446706	11.207774539228055	0.016288422822553526	-1.0	-24603.690534699843	2	32.0	31.953118625202155	1.0	0.9999453584320557	1.0	0.999999815278163	False
7	2032-04-01	FGA	north	0.19905266601165084	0.0427495034621333	3.2650350386462965	0.060964940239716166	-0.989065430473233	-22.781142401126175	25	4409.0	4409.012379061761	0.9851889207509609	0.9743741092683124	1.0	0.998139066429303	False
7	2032-10-01	FGA	north	0.12690102358781985	0.01896141833510934	2.1352974544389136	0.05943013856173275	-0.7893554932124153	-9.526665576892077	22	4364.0	4364.048044092486	0.9856944806513444	0.9869991476621056	1.0	0.9910999266929615	False
10	2035-04-01	FGA	north	0.08206067078314717	0.009460313706906743	1.161770510744113	0.0706341485037242	0.07342927838423992	-2.4517716575793784	25	4900.0	4899.932868030775	0.9639299329665028	0.9260977544776217	1.0	1.0	False
10	2035-10-01	FGA	north	0.13976263400410452	0.021951970067391656	2.1421725710194828	0.06524340564102639	0.26000845940154327	-7.5765752755474445	23	4867.0	4866.9634353025185	0.9763840949021059	0.9706222607502599	1.0	0.9990889999757419	False
11	2039-04-01	FGA	north	0.10275625150499298	0.010741751310022791	2.941246438528659	0.034936294408705236	-0.9629231922794514	-153.40027963408897	11	265.0	264.9499824676018	0.8301692851480363	0.8039719951386406	0.9333333333333333	0.843579911389834	False
12	2039-04-01	FGA	north	0.05428119707328709	0.0029464483557090308	5.194922208766226	0.010448895073287088			1	11.0	10.808938609722627	0.275	0.14940806473445997	0.275	0.14940806473445997	False
11	2039-10-01	FGA	north	0.0017374831423669068	4.277075315032107e-06	0.044128496838211434	0.039373268224772114	0.9961680139626826	0.9922666251235049	21	505.0	504.7613217611768	0.8117994472873588	0.7913459528253668	0.9333333333333333	0.8558865130984501	True
12	2039-10-01	FGA	north	0.0003513540435245492	1.5615501017450736e-07	0.02162598574459089	0.01624684523860052	1.0	0.9981323012089389	2	21.0	20.931291461599415	0.2690789473684211	0.20502492912087877	0.275	0.2170543874723887	True
11	2040-04-01	FGA	north	0.17206151594158273	0.03135289034196739	4.708401251433754	0.03654351164085438	-0.7583087483522545	-67.08935946751147	19	336.0	336.23826455800184	0.3763459841502434	0.3573137816399397	0.875	0.7665606686437489	False
12	2040-04-01	FGA	north	0.08358764702446601	0.012563463909785392	2.3688136328243217	0.03528671308971022	0.6546438522007245	-27.656733127862616	14	390.0	389.9496449279417	0.2753839674631187	0.2778566849634499	0.5675675675675675	0.4783135918763517	False
13	2040-04-01	FGA	north	0.19844666173076886	0.039963101208418714	3.5436535580379056	0.05600058202096011	-0.8666432575588124	-117.74980864654472	12	801.0	800.9953735403535	0.4239823918511097	0.4082676670285064	0.5253456221198156	0.5383344693716116	False
14	2040-04-01	FGA	north	0.05554104336055661	0.003678331046682866	0.9103616326446778	0.06100986835221204	-0.9228195614959694	-10.220284299383467	9	397.0	397.01614798879996	0.23139731550739218	0.21926243447073576	0.31336405529953915	0.29569656821770895	False
11	2040-10-01	FGA	north	0.2503660924454759	0.06278227890076798	7.173354801395904	0.03490223185346356	0.9951401050099948	-135.67767498991512	14	221.0	220.9184504191792	0.12816713519935832	0.12245202903523	0.25	0.20222296181143828	False
12	2040-10-01	FGA	north	0.17697629195599246	0.03171811040055267	2.992384500797106	0.059142229853432884	0.9832603506659461	-32.06550270848078	16	426.0	425.8231129615211	0.23859932104447193	0.24985501053252254	0.5675675675675675	0.4712113957749307	False
13	2040-10-01	FGA	north	0.21946101345324343	0.04851924831305748	4.076251697004466	0.05383892599530097	0.9872552909367923	-36.84400978270062	22	1299.0	1298.9465122554877	0.43810891560454396	0.4361424414810587	0.5259259259259259	0.5106088938438924	False
14	2040-10-01	FGA	north	0.08175526553560968	0.006983009570138399	1.3310064492237392	0.061423643426589285	0.9851157032821057	-5.810038349757694	19	860.0	859.7603180201997	0.3508544390193371	0.34190738139822524	0.5416666666666666	0.5505804675347069	False
12	2041-04-01	FGA	north	0.013748295677664689	0.00018901563404049356	0.37420437821362934	0.03674007167766469			1	14.0	13.642832756246046	0.09271523178807947	0.06953177149551301	0.09271523178807947	0.06953177149551301	False
13	2041-04-01	FGA	north	0.22586635364443847	0.051524028139245184	5.017758203407671	0.04501339930868881	-0.9886732417682661	-856.1501873367208	8	321.0	320.9610406740376	0.455946116560181	0.4444112425415422	0.5259259259259259	0.48618618952163495	False
14	2041-04-01	FGA	north	0.1569079400973708	0.04108844477872749	4.2716763316386315	0.036732169742172464	0.9090591323962299	-111.5797046430495	14	381.0	380.70495007028086	0.6553936439522664	0.6453004982027684	1.0	0.8853949599804342	False
14	2041-10-01	FGA	north	0.002504601790971986	1.4538019778860201e-05	0.13026290767865834	0.019227283004848265	0.9605516648904855	0.7468438082431545	6	77.0	76.56369265229135	0.9004273504273504	0.8257954721684352	1.0	0.9344126982262376	True
15	2041-10-01	FGA	north	0.0036932601720096664	1.828409898581447e-05	0.17093682462931029	0.021605994963453817	0.26338613531879423	-1.6962434051343802	18	691.0	690.9999982022962	0.9495974990836987	0.9343812891762749	1.0	1.0	True
15	2042-04-01	FGA	north	0.2252451779337684	0.051942161967252744	4.451373775955475	0.050601272611716396	0.7649325292824095	-72.04459814723408	40	4828.0	4827.928319580435	0.9658284718298251	0.9325509910752459	1.0	1.0	False
15	2042-10-01	FGA	north	0.27421780545930236	0.07636528622696777	4.890020564716567	0.05607702500024076	-0.4816110365743413	-77.21187427241209	20	3873.0	3872.952666053716	0.9770191944843211	0.9376008430456313	1.0	0.9998799332243329	False
16	2043-04-01	FGA	north	0.11510001422409051	0.015595632460350757	2.7968756748910906	0.041153067781095586	0.9524695059204347	-48.05406888757233	19	1652.0	1651.7755507906913	0.9971594067515289	0.9778814168828047	1.0	0.9947854939868235	False
16	2043-10-01	FGA	north	0.2546164110601303	0.06715891414311882	5.152616437795755	0.04941497472865513	0.8510692272259452	-60.55191732479692	28	2144.0	2143.8197922982085	0.9871481870954331	0.9742502111652973	1.0	1.0	False
16	2044-04-01	FGA	north	0.2768588441406109	0.07670925297703249	5.422368816444041	0.051058652318337394	-0.5739825399067127	-1509.008375779644	7	274.0	273.91367432429917	0.9589178374052324	0.9627478427854577	1.0	0.9931952201091998	False
17	2044-04-01	FGA	north	0.023847577535132718	0.0006757383083085503	0.6458541850079014	0.03692408919645069		-0.08856248010237144	17	661.0	661.0730354049401	0.2698730381210269	0.2652072208067139	0.5238095238095238	0.41052746343275476	False
18	2044-04-01	FGA	north	0.11630904658425999	0.017805954060456118	2.330943486738881	0.049897840615167714	0.9542560097594166	-17.84867311497662	19	2066.0	2065.780598102184	0.7139260868071513	0.6976273992803415	0.8092783505154639	0.7704546655978792	False
17	2044-10-01	FGA	north	0.18817725562843626	0.03597224621247919	2.894158521453907	0.0650196781667314	0.953218919585382	-26.701291336786316	21	713.0	713.2690997627705	0.26879009206149285	0.2632752164613857	0.5238095238095238	0.41930857396053806	False
18	2044-10-01	FGA	north	0.2864960021228061	0.08244149993073027	5.3486098093141035	0.05356457328853941	0.8749183177525499	-56.192908885939566	23	2246.0	2245.9264470280878	0.7271300044690305	0.7387480207270793	0.8214285714285714	0.8633369716350079	False
18	2045-04-01	FGA	north	0.051625502039381196	0.002669353329356968	1.0132472246898474	0.05095054867303845	-1.0	-1766.898353687649	2	37.0	37.16924419768738	0.7996031746031746	0.8356071303403791	0.8214285714285714	0.8448443891453136	False
19	2045-04-01	FGA	north	0.09382768024047124	0.011111489134062007	3.3151146731703127	0.02830299687664858	0.9288915770378661	-131.2334436226209	10	225.0	224.91116995565895	0.9489832772470341	0.9387836641321554	1.0	0.9646533423146049	False
19	2045-10-01	FGA	north	0.1199547688331703	0.014397865197653185	3.709035495023428	0.03234122967928421	0.9957684256395647	-36.528194395914475	18	408.0	407.84670449563936	0.9320580848616213	0.9523904195182852	1.0	0.9603630623136398	False
19	2046-04-01	FGA	north	0.25588678182812064	0.06556900074687275	8.655667706596251	0.02956291651920928	-0.8937138497933086	-3955.0598810413608	5	93.0	92.76970728921872	0.8894734830387006	0.8982972193822041	1.0	0.9110984557091185	False
20	2046-04-01	FGA	north	0.15576616516222883	0.025372865467139908	3.481829356874029	0.04473687512993888	-0.852562930351281	-38.946620252695844	17	1912.0	1911.9645611533651	0.9413932456674824	0.9451067702207062	0.9858156028368794	0.9793272611766742	False
20	2046-10-01	FGA	north	0.0031694191521565787	1.1429452552383433e-05	0.05638856919267029	0.05620676668221896	0.9996028349482491	0.9920432167508629	24	2253.0	2252.999189028352	0.9403734609667866	0.9487890578590562	1.0	0.983277916968337	True
20	2047-04-01	FGA	north	0.044228949292567474	0.001990749768393015	0.7542428186638065	0.05864019941339598	0.7471615125466069	-44.72668658241197	5	155.0	155.22757180154642	0.9252380952380953	0.9341060126918164	1.0	0.9790078905449785	False
21	2047-04-01	FGA	north	0.09123659680640811	0.009388379067967802	3.1925145881390966	0.028578286578665107	0.8919744304195731	-94.36193364822897	10	217.0	216.98441915958384	0.9854111405835543	0.9872787355672438	1.0	0.9902255399157166	False
21	2047-10-01	FGA	north	0.020173415599710448	0.0005672485359267728	0.5654985950726781	0.03567367943171946	0.98615601065289	-0.3901579141125435	18	369.0	368.6487630912005	0.9732643261378894	0.9595344120687344	1.0	0.9841688286039093	False
21	2048-04-01	FGA	north	0.24063822664792323	0.05935205519428967	5.9955698783151785	0.04013600567283276	-0.10816623167930946	-368.624085141244	8	142.0	141.28086734092173	0.721963909631236	0.6899862869800614	1.0	0.9949248861562112	False
22	2048-04-01	FGA	north	0.12433073394101189	0.01726895528412247	2.4138477940973817	0.0515072798894113	0.8847976742020133	-17.563672635351995	18	2600.0	2599.9952897666426	0.9490497462070804	0.9475659182927776	0.9897260273972602	0.9811056621777654	False
21	2048-10-01	FGA	north	0.3227931169578845	0.10434749816995648	7.5905879200799315	0.042525443398656444	1.0	-212.1960836729944	2	27.0	26.801547626373335	0.05553240620171189	0.0334266676962487	0.060836501901140684	0.04438665692577867	False
22	2048-10-01	FGA	north	0.18111410505880174	0.03356106123483121	2.9156847830919705	0.06211717607783968	0.9559158052214421	-18.141822654034236	25	2874.0	2873.966548694675	0.9507400733782855	0.9461166662039989	1.0	0.9855287877037061	False
22	2049-04-01	FGA	north	0.0535610375447095	0.002902199096773664	0.8663576729001489	0.06182323908486076	-0.8560657176903061	-133.90136734056674	5	114.0	113.93171340739691	0.946996336996337	0.9641950582682497	1.0	0.9672078559691748	False
23	2050-04-01	FGA	north	0.0050514494339154205	5.094125646859399e-05	0.1702661812492745	0.02966795517966046	0.6646573514512194	-0.27501558796340997	13	427.0	426.9313642870204	0.7969689827697433	0.7967205952896954	1.0	0.8629576313483569	True
24	2050-04-01	FGA	north	0.022832740030211268	0.0007168268102612247	0.9218131058970647	0.024769380999407176	0.9944746957237153	-2.320900299870545	5	66.0	65.85246576937607	0.21311874003676282	0.20290070996474857	0.275	0.22860772249841343	True
23	2050-10-01	FGA	north	0.24484701861394964	0.05998555159286303	6.638389007048358	0.03688349964938504	0.9706088414851831	-111.85595230984157	24	834.0	833.6048383204461	0.8091901705640687	0.8058128384028267	1.0	0.8383227234989455	False
24	2050-10-01	FGA	north	0.09333806610400439	0.008768687904202275	3.93713981671714	0.023707074284659617	0.9760559618916937	-35.93261049352012	9	111.0	110.78480722970319	0.2132911096552206	0.19106545327423385	0.275	0.20430825031732192	False
23	2051-04-01	FGA	north	0.139222039882009	0.027831247578051076	2.2134865271471034	0.06289717067374616	-0.3657048354234561	-33.82023329917305	15	365.0	364.65525011542513	0.5773824637450389	0.5651352761655358	0.9166666666666666	0.8310671176070621	False
24	2051-04-01	FGA	north	0.17383327836246035	0.03039516426729041	4.438950883122828	0.03916089250353849	0.6157316557565092	-129.9406993857441	15	248.0	247.7432590121736	0.3755255940583329	0.3707484188262541	0.7	0.5883565658391319	False
25	2051-04-01	FGA	north	0.16206618694690664	0.026523252946233335	2.9931354396362275	0.054145958382225245	-0.9912844660089546	-218.01680877376464	7	181.0	181.00774006304212	0.41633740553232074	0.41186405403511267	0.5151515151515151	0.5250185205064493	False
23	2051-10-01	FGA	north	0.16764831339923233	0.028120056618224098	6.641561132116599	0.025242305244852048	0.9961362629499355	-148.67799464507908	11	150.0	149.89188857771262	0.2049153496368305	0.18907311146777908	0.375	0.2589828456030914	False
24	2051-10-01	FGA	north	0.1761529196263945	0.031249623691377643	5.889736580785499	0.029908454683876786	0.9941632955029154	-92.14089284966602	18	346.0	345.9183870440379	0.36045722768432303	0.35611019729206683	0.7	0.5591824626636638	False
25	2051-10-01	FGA	north	0.20994935027828512	0.04419133228648894	3.837713935672092	0.054706878573407024	0.9195103478085817	-64.88500245843652	21	680.0	679.7620239665154	0.6077545465601077	0.5905754718278222	1.0	0.8748132424288926	False
23	2052-04-01	FGA	north	0.25422315218162594	0.06462941110516214	18.031082195290285	0.01409916218162596			1	16.0	16.368940442965734	0.1702127659574468	0.161063095488622	0.1702127659574468	0.161063095488622	False
24	2052-04-01	FGA	north	0.10546784374216436	0.01115010640679134	3.4108899029755966	0.03092091704577043	-0.5317004362881439	-454.08691198655146	4	74.0	73.78365318786811	0.2259191566983691	0.21597191664666732	0.26881720430107525	0.24432246965059196	False
25	2052-04-01	FGA	north	0.19569405979231771	0.045614997501762664	1.7157679011272924	0.11405625414937706	0.3501514161122198	-34.31179081008715	28	1142.0	1141.7467563004943	0.5610979327131984	0.5678625985611905	1.0	0.8861436420808413	False
26	2052-04-01	FGA	north	0.04765019512968677	0.0040629340620990054	0.7148970164117633	0.06665322981602907	-0.38276004908418526	-1.4738627810192502	16	3300.0	3300.0090107557626	0.7123890503620225	0.6672205225910712	0.9692307692307692	0.9986322254935489	False
25	2052-10-01	FGA	north	0.17943598870069383	0.03320232718274383	2.2304039853742093	0.0804499946544835	0.9554720914525365	-21.761125925594182	19	815.0	814.9844750559912	0.4004616479006863	0.40566490770340763	1.0	0.7729832535852811	False
26	2052-10-01	FGA	north	0.24308020963414262	0.05932745973085971	3.675026580814413	0.06614379632058995	0.9526027422985062	-23.781685838982174	20	3511.0	3510.99111338675	0.7608434280205862	0.7293884259094284	1.0	0.9977476750169778	False
