date	country	variant	sequences
2047-10-06	south	4	33
2047-10-06	south	11	1
2047-10-06	south	24	40
2047-10-06	tropics	4	5
2047-10-06	tropics	24	13
2047-10-13	north	4	1
2047-10-13	south	4	22
2047-10-13	south	24	36
2047-10-13	tropics	4	1
2047-10-13	tropics	24	25
2047-10-20	north	24	1
2047-10-20	south	4	23
2047-10-20	south	24	36
2047-10-20	tropics	4	4
2047-10-20	tropics	24	26
2047-10-27	north	24	1
2047-10-27	south	4	13
2047-10-27	south	24	29
2047-10-27	tropics	4	3
2047-10-27	tropics	11	1
2047-10-27	tropics	24	26
2047-11-03	south	4	12
2047-11-03	south	24	27
2047-11-03	tropics	4	3
2047-11-03	tropics	24	15
2047-11-10	north	24	2
2047-11-10	south	4	12
2047-11-10	south	24	16
2047-11-10	tropics	4	5
2047-11-10	tropics	24	31
2047-11-17	north	4	1
2047-11-17	south	4	13
2047-11-17	south	11	1
2047-11-17	south	24	22
2047-11-17	tropics	4	1
2047-11-17	tropics	24	23
2047-11-24	south	4	16
2047-11-24	south	24	8
2047-11-24	tropics	4	4
2047-11-24	tropics	24	23
2047-12-01	north	4	1
2047-12-01	north	24	1
2047-12-01	south	4	7
2047-12-01	south	24	3
2047-12-01	tropics	4	6
2047-12-01	tropics	24	29
2047-12-08	north	24	4
2047-12-08	south	4	4
2047-12-08	south	11	1
2047-12-08	south	24	2
2047-12-08	tropics	4	3
2047-12-08	tropics	11	2
2047-12-08	tropics	24	39
2047-12-15	south	4	4
2047-12-15	south	24	5
2047-12-15	tropics	4	8
2047-12-15	tropics	11	1
2047-12-15	tropics	24	25
2047-12-22	north	4	2
2047-12-22	north	24	1
2047-12-22	south	4	1
2047-12-22	south	24	4
2047-12-22	tropics	4	3
2047-12-22	tropics	24	36
2047-12-29	north	24	2
2047-12-29	south	4	2
2047-12-29	south	24	2
2047-12-29	tropics	4	4
2047-12-29	tropics	24	26
2048-01-05	north	4	1
2048-01-05	north	11	1
2048-01-05	north	24	1
2048-01-05	south	4	1
2048-01-05	south	24	1
2048-01-05	tropics	4	5
2048-01-05	tropics	11	1
2048-01-05	tropics	24	35
2048-01-12	south	4	4
2048-01-12	south	24	1
2048-01-12	tropics	4	9
2048-01-12	tropics	24	36
2048-01-19	north	4	2
2048-01-19	north	24	3
2048-01-19	south	4	2
2048-01-19	south	11	1
2048-01-19	tropics	4	4
2048-01-19	tropics	11	1
2048-01-19	tropics	24	30
2048-01-26	north	4	2
2048-01-26	north	11	1
2048-01-26	tropics	4	6
2048-01-26	tropics	24	42
2048-02-02	north	24	2
2048-02-02	south	24	1
2048-02-02	tropics	4	6
2048-02-02	tropics	11	1
2048-02-02	tropics	24	32
2048-02-09	north	24	4
2048-02-09	south	4	1
2048-02-09	tropics	4	6
2048-02-09	tropics	24	26
2048-02-16	north	4	1
2048-02-16	south	4	1
2048-02-16	tropics	4	5
2048-02-16	tropics	24	37
2048-02-23	north	4	1
2048-02-23	north	24	4
2048-02-23	south	4	1
2048-02-23	tropics	4	3
2048-02-23	tropics	24	42
2048-03-01	north	4	1
2048-03-01	north	24	2
2048-03-01	south	24	1
2048-03-01	tropics	4	7
2048-03-01	tropics	24	30
2048-03-08	north	24	2
2048-03-08	tropics	4	6
2048-03-08	tropics	24	33
2048-03-15	north	4	1
2048-03-15	north	24	2
2048-03-15	tropics	4	5
2048-03-15	tropics	11	1
2048-03-15	tropics	24	42
2048-03-22	north	11	2
2048-03-22	north	24	1
2048-03-22	south	24	1
2048-03-22	tropics	4	8
