date	country	variant	sequences
2049-10-03	south	14	1
2049-10-03	tropics	14	1
2049-10-10	north	14	28
2049-10-10	south	0	1
2049-10-10	south	8	1
2049-10-10	south	14	2
2049-10-10	south	21	1
2049-10-10	tropics	8	3
2049-10-10	tropics	14	1
2049-10-17	north	14	61
2049-10-17	south	8	2
2049-10-17	south	14	2
2049-10-17	tropics	8	1
2049-10-17	tropics	14	12
2049-10-24	north	14	14
2049-10-24	tropics	8	3
2049-10-24	tropics	14	4
2049-10-31	north	14	17
2049-10-31	south	14	1
2049-10-31	tropics	8	2
2049-10-31	tropics	14	2
2049-11-07	north	8	3
2049-11-07	north	14	3
2049-11-07	tropics	8	1
2049-11-07	tropics	14	2
2049-11-14	north	8	14
2049-11-14	tropics	0	1
2049-11-14	tropics	8	2
2049-11-14	tropics	14	1
2049-11-21	north	8	1
2049-11-21	north	14	2
2049-11-21	north	21	5
2049-11-21	south	8	2
2049-11-21	tropics	0	1
2049-11-21	tropics	8	3
2049-11-21	tropics	14	1
2049-11-28	north	8	54
2049-11-28	north	14	10
2049-11-28	tropics	8	1
2049-11-28	tropics	14	2
2049-12-05	north	0	4
2049-12-05	north	8	1
2049-12-05	north	14	38
2049-12-05	tropics	14	1
2049-12-12	north	8	9
2049-12-12	north	14	10
2049-12-12	tropics	8	2
2049-12-12	tropics	14	2
2049-12-19	north	8	7
2049-12-19	north	14	3
2049-12-19	tropics	14	1
2049-12-26	north	0	2
2049-12-26	north	8	16
2049-12-26	north	14	28
2049-12-26	tropics	0	2
2049-12-26	tropics	8	2
2050-01-02	north	0	2
2050-01-02	north	8	14
2050-01-02	north	14	8
2050-01-02	south	8	2
2050-01-02	tropics	0	1
2050-01-02	tropics	8	1
2050-01-02	tropics	14	1
2050-01-09	north	0	4
2050-01-09	north	8	8
2050-01-09	north	14	1
2050-01-09	north	21	2
2050-01-09	tropics	0	1
2050-01-09	tropics	8	1
2050-01-09	tropics	14	4
2050-01-16	north	0	4
2050-01-16	north	8	10
2050-01-16	north	14	11
2050-01-16	tropics	8	1
2050-01-16	tropics	14	2
2050-01-23	north	0	5
2050-01-23	north	8	15
2050-01-23	north	14	5
2050-01-23	south	14	1
2050-01-30	north	0	1
2050-01-30	north	8	6
2050-01-30	north	14	13
2050-01-30	north	21	1
2050-01-30	south	14	1
2050-01-30	tropics	8	1
2050-01-30	tropics	14	3
2050-02-06	north	0	1
2050-02-06	north	8	3
2050-02-06	north	14	5
2050-02-06	north	17	26
2050-02-06	south	17	571
2050-02-06	tropics	8	1
2050-02-06	tropics	14	2
2050-02-06	tropics	17	553
2050-02-13	north	8	3
2050-02-13	north	14	8
2050-02-13	tropics	14	3
2050-02-20	north	0	1
2050-02-20	north	8	4
2050-02-20	north	14	10
2050-02-20	north	17	1
2050-02-20	tropics	8	1
2050-02-20	tropics	14	2
2050-02-27	north	0	1
2050-02-27	north	8	8
2050-02-27	north	14	6
2050-02-27	north	17	1
2050-02-27	tropics	8	1
2050-02-27	tropics	14	2
2050-03-06	north	0	2
2050-03-06	north	8	3
2050-03-06	north	14	5
2050-03-06	tropics	8	1
2050-03-06	tropics	14	2
2050-03-13	north	0	1
2050-03-13	north	8	2
2050-03-13	north	9	1
2050-03-13	north	14	3
2050-03-13	tropics	14	2
2050-03-20	north	8	2
2050-03-20	north	14	3
2050-03-20	south	14	1
2050-03-20	tropics	8	1
2050-03-20	tropics	14	23
2050-03-27	north	0	2
2050-03-27	north	8	1
2050-03-27	north	14	2
2050-03-27	north	17	1
2050-03-27	south	14	7
2050-03-27	tropics	8	1
2050-03-27	tropics	14	60
2050-04-03	north	8	2
2050-04-03	north	14	6
2050-04-03	tropics	14	3
2050-04-10	north	14	2
2050-04-10	north	17	1
2050-04-17	north	14	2
2050-04-17	tropics	8	1
2050-04-17	tropics	14	4
2050-04-24	north	8	1
2050-04-24	north	14	1
2050-05-01	tropics	0	5
2050-05-08	north	17	14
2050-05-08	south	17	148
2050-05-08	tropics	14	1
2050-05-08	tropics	17	177
2050-05-15	tropics	0	1
2050-05-15	tropics	17	1
2050-05-22	north	0	1
2050-05-22	north	8	1
2050-05-22	north	14	1
2050-05-22	south	14	2
2050-05-22	tropics	14	1
2050-05-29	tropics	8	1
2050-05-29	tropics	14	3
2050-06-05	north	17	7
2050-06-05	south	17	77
2050-06-05	tropics	8	1
2050-06-05	tropics	17	155
2050-06-12	tropics	0	1
2050-06-19	tropics	17	3
2050-06-26	tropics	17	1
2050-07-03	tropics	8	1
2050-07-03	tropics	14	2
2050-07-03	tropics	17	2
2050-07-10	south	14	3
2050-07-10	tropics	8	1
2050-07-10	tropics	14	1
2050-07-17	tropics	0	2
2050-07-17	tropics	14	3
2050-07-17	tropics	17	1
2050-07-24	north	14	46
2050-07-24	south	14	277
2050-07-24	tropics	8	1
2050-07-24	tropics	14	195
2050-07-24	tropics	17	2
2050-07-31	north	24	170
2050-07-31	south	14	15
2050-07-31	south	24	1040
2050-07-31	tropics	14	38
2050-07-31	tropics	24	348
2050-08-07	north	14	1
2050-08-07	south	14	3
2050-08-07	tropics	14	15
2050-08-14	south	14	2
2050-08-14	tropics	8	1
2050-08-14	tropics	14	2
2050-08-21	tropics	14	1
2050-08-28	south	14	2
2050-09-04	north	10	564
2050-09-04	south	10	1073
2050-09-04	south	17	2
2050-09-04	tropics	10	334
2050-09-11	tropics	0	1
2050-09-18	tropics	14	1
