path,run,I,N,R,S,antigenicDiversity,antigenic_movement_per_year,cases,diversity,endDate,epitopeAcceptance,netau,nonEpitopeAcceptance,serialInterval,tmrca,side_branch_epitope_mutations,side_branch_epitope_to_non-epitope_ratio,side_branch_non-epitope_mutations,trunk_epitope_mutations,trunk_epitope_to_non-epitope_ratio,trunk_non-epitope_mutations,branches_parse_failed
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_23,23,127261.1286,90000000.0,0.0,89872738.8714,0.4846,1.4617747934733272,178185.798,3.3582,30.0,0.75,inf,0.2,0.01376,3.459,950.0,0.39435450394354504,2409.0,36.0,9.0,4.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_22,22,157262.9015,90000000.0,0.0,89842737.0985,0.55,1.8221995310062913,220239.3523,3.3691,30.0,0.75,inf,0.2,0.01362,3.2339,1045.0,0.40331918178309534,2591.0,47.0,1.8076923076923077,26.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_19,19,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_2,2,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_5,5,156709.7992,90000000.0,0.0,89843290.2008,0.5476,1.8386629265415082,219498.0914,3.4099,30.0,0.75,inf,0.2,0.01363,3.1773,991.0,0.3884751078008624,2551.0,40.0,13.333333333333334,3.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_21,21,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_4,4,153121.9834,90000000.0,0.0,89846878.0166,0.5963,1.8697325218553051,214471.4015,3.4059,30.0,0.75,inf,0.2,0.01363,3.4845,949.0,0.3626289644631257,2617.0,43.0,3.909090909090909,11.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_29,29,130340.0435,90000000.0,0.0,89869659.9565,0.6875,1.5615682340091486,182583.9572,3.6352,30.0,0.75,inf,0.2,0.01359,3.3517,965.0,0.40820642978003385,2364.0,62.0,2.5833333333333335,24.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_6,6,170863.8434,90000000.0,0.0,89829136.1566,0.689,2.000036400691298,239314.1586,3.3174,30.0,0.75,inf,0.2,0.01364,3.1966,1007.0,0.3895551257253385,2585.0,52.0,2.0,26.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_7,7,158286.8325,90000000.0,0.0,89841713.1675,1.2565,3.221193173969527,221561.7225,4.3946,30.0,0.75,inf,0.2,0.01366,4.7388,1039.0,0.4141092068553208,2509.0,64.0,4.0,16.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_9,9,168301.2104,90000000.0,0.0,89831698.7896,1.0582,2.428780994072211,235760.5006,4.1672,30.0,0.75,inf,0.2,0.01363,4.9485,1029.0,0.41982864137086906,2451.0,80.0,1.5686274509803921,51.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_27,27,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_28,28,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_8,8,125150.8926,90000000.0,0.0,89874849.1074,0.6407,1.5027562492907756,175298.0908,4.1509,30.0,0.75,inf,0.2,0.01363,3.8923,1030.0,0.4178498985801217,2465.0,33.0,8.25,4.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_10,10,139866.188,90000000.0,0.0,89860133.812,0.7186,1.7867478843209261,195875.6528,3.6482,30.0,1.0,inf,0.2,0.01363,3.5663,1236.0,0.5182389937106918,2385.0,66.0,1.65,40.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_4,4,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_11,11,182035.9437,90000000.0,0.0,89817964.0563,0.7706,2.0125593859455786,254947.6662,3.3789,30.0,1.0,inf,0.2,0.01365,3.2639,1378.0,0.5463917525773195,2522.0,65.0,2.7083333333333335,24.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_12,12,175075.938,90000000.0,0.0,89824924.062,0.7734,2.186028857296891,245254.1464,3.5614,30.0,1.0,inf,0.2,0.0136,3.5165,1376.0,0.5419456478928713,2539.0,74.0,1.574468085106383,47.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_7,7,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_8,8,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_9,9,,,,,,,,,,1.0,,0.2,,,,,,,,,True
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_17,17,158800.219,90000000.0,0.0,89841199.781,0.6174,1.8133942449180787,222447.8481,3.3008,30.0,1.0,inf,0.2,0.01367,3.2032,1344.0,0.5467860048820179,2458.0,64.0,2.2857142857142856,28.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_25,25,195478.4866,90000000.0,0.0,89804521.5134,0.7417,2.393423054892793,273793.9859,3.3445,30.0,1.0,inf,0.2,0.01364,3.4652,1491.0,0.5669201520912548,2630.0,58.0,19.333333333333332,3.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_23,23,171706.7257,90000000.0,0.0,89828293.2743,0.6624,2.010169506441054,240495.5448,3.3163,30.0,1.0,inf,0.2,0.01374,3.2271,1291.0,0.5356846473029045,2410.0,42.0,10.5,4.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_18,18,169912.1221,90000000.0,0.0,89830087.8779,0.9214,2.1068830615122063,237993.1074,3.615,30.0,1.0,inf,0.2,0.01363,3.6558,1399.0,0.5499213836477987,2544.0,57.0,3.5625,16.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_20,20,186995.0991,90000000.0,0.0,89813004.9009,0.6504,2.0379308714055426,261886.64,3.2355,30.0,1.0,inf,0.2,0.01364,3.2253,1417.0,0.5743818402918525,2467.0,66.0,3.0,22.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_5,5,176364.9661,90000000.0,0.0,89823635.0339,0.8455,2.1937080485681246,247114.6854,3.5323,30.0,1.0,inf,0.2,0.01363,3.2558,1385.0,0.5414386239249414,2558.0,89.0,1.459016393442623,61.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_29,29,177338.6145,90000000.0,0.0,89822661.3855,0.7254,2.076761940938985,248425.8491,3.2723,30.0,1.0,inf,0.2,0.01362,3.1676,1302.0,0.5058275058275058,2574.0,89.0,1.390625,64.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_1,1,196123.7577,90000000.0,0.0,89803876.2423,0.7999,2.565297534560829,274701.4066,3.1321,30.0,1.0,inf,0.2,0.01361,2.9864,1333.0,0.5239779874213837,2544.0,46.0,4.6,10.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_14,14,215748.3414,90000000.0,0.0,89784251.6586,2.2381,5.159966051164518,302284.5844,4.527,30.0,1.0,inf,0.2,0.01356,5.7731,1502.0,0.5467783036039315,2747.0,68.0,1.5813953488372092,43.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_6,6,190772.3465,90000000.0,0.0,89809227.6535,0.6426,2.159401388730847,267387.3894,2.8426,30.0,1.0,inf,0.2,0.01361,2.8213,1315.0,0.5323886639676113,2470.0,58.0,2.0714285714285716,28.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_3,3,182834.3082,90000000.0,0.0,89817165.6918,0.6422,1.948355463489052,256111.2474,3.0959,30.0,1.0,inf,0.2,0.01366,2.7632,1353.0,0.5407673860911271,2502.0,74.0,1.3703703703703705,54.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_22,22,175407.7116,90000000.0,0.0,89824592.2884,0.6372,1.8497716809280373,245680.7008,3.3155,30.0,1.0,inf,0.2,0.01365,3.1597,1414.0,0.565373850459816,2501.0,52.0,8.666666666666666,6.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_26,26,152596.9783,90000000.0,0.0,89847403.0217,0.7022,1.8066888369142786,213692.3747,3.5253,30.0,1.0,inf,0.2,0.01363,3.3893,1379.0,0.5305886879569065,2599.0,60.0,1.935483870967742,31.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_15,15,187407.6375,90000000.0,0.0,89812592.3625,0.6574,2.2785081226872355,262453.0882,3.129,30.0,1.0,inf,0.2,0.01365,3.0462,1378.0,0.5351456310679612,2575.0,45.0,45.0,1.0,False
../antigen-experiments/experiments/2026-07-04-reviewer-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_24,24,170323.6861,90000000.0,0.0,89829676.3139,0.7251,2.0457227872677146,238573.4022,3.4062,30.0,1.0,inf,0.2,0.01361,3.2854,1392.0,0.520373831775701,2675.0,57.0,1.6764705882352942,34.0,False
