country	model	pivot_date	lead	variant	date	MAE	MSE	loglik	coverage_posterior	coverage_predictive	total_seq	raw_freq	smoothed_freq	pred_freq
tropics	FGA	2025-10-01	-304	0	2024-12-01	0.0	0.0	0.0	1	1	1.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-283	0	2024-12-22	0.0	0.0	0.0	1	1	1.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-276	0	2024-12-29	0.0	0.0	0.0	1	1	7.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-269	0	2025-01-05	0.0	0.0	0.0	1	1	20.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-262	0	2025-01-12	0.0	0.0	0.0	1	1	38.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-255	0	2025-01-19	0.0	0.0	0.0	1	1	34.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-248	0	2025-01-26	0.0	0.0	0.0	1	1	26.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-241	0	2025-02-02	0.0	0.0	0.0	1	1	39.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-234	0	2025-02-09	0.0	0.0	0.0	1	1	39.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-227	0	2025-02-16	0.0	0.0	0.0	1	1	37.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-220	0	2025-02-23	0.0	0.0	0.0	1	1	38.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-213	0	2025-03-02	0.0	0.0	0.0	1	1	39.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-206	0	2025-03-09	0.0	0.0	0.0	1	1	30.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-199	0	2025-03-16	0.0	0.0	0.0	1	1	41.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-192	0	2025-03-23	0.0	0.0	0.0	1	1	46.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-185	0	2025-03-30	0.0	0.0	0.0	1	1	52.0	1.0	1.0	1.0
tropics	FGA	2025-10-01	-178	0	2025-04-06	0.004842615012106477	2.3450920155479014e-05	0.0	0	0	38.0	1.0	0.9951573849878935	1.0
tropics	FGA	2025-10-01	-171	0	2025-04-13	0.004842615012106477	2.3450920155479014e-05	0.0	0	0	52.0	1.0	0.9951573849878935	1.0
tropics	FGA	2025-10-01	-164	0	2025-04-20	0.0014941849878935543	2.2325887780464608e-06	-0.2797063605785427	1	1	44.0	1.0	0.9951573849878935	0.9936632
tropics	FGA	2025-10-01	-157	0	2025-04-27	0.0059340644304021195	3.521312066416363e-05	-1.8743491288133365	0	1	59.0	0.9661016949152542	0.9916730644304022	0.985739
tropics	FGA	2025-10-01	-150	0	2025-05-04	0.006159061683149392	3.793404081683902e-05	-0.9387074240778686	0	1	54.0	1.0	0.9889258116831494	0.98276675
tropics	FGA	2025-10-01	-143	0	2025-05-11	0.006882646018988914	4.737081622270394e-05	-1.2198468314955162	1	1	59.0	1.0	0.986419546018989	0.9795369
tropics	FGA	2025-10-01	-136	0	2025-05-18	0.007448755956877218	5.5483965305113834e-05	-0.9877611043947998	1	1	41.0	0.975609756097561	0.9833139559568772	0.9758652
tropics	FGA	2025-10-01	-129	0	2025-05-25	0.010377604475477198	0.00010769467464944437	-1.0849862297405677	0	1	52.0	0.9807692307692307	0.9816630644754772	0.97128546
tropics	FGA	2025-10-01	-122	0	2025-06-01	0.0017134622345809092	2.9359528293350026e-06	-1.2770651606335335	1	1	57.0	0.9824561403508771	0.9676574622345809	0.965944
tropics	FGA	2025-10-01	-115	0	2025-06-08	0.0041480396701809585	1.7206233105394956e-05	-1.2293988086849525	1	1	46.0	0.9782608695652174	0.9557527003298191	0.95990074
tropics	FGA	2025-10-01	-108	0	2025-06-15	0.0062573918111024085	3.915495227765148e-05	-1.2851980016976015	1	1	44.0	0.9545454545454546	0.9465386081888976	0.952796
tropics	FGA	2025-10-01	-101	0	2025-06-22	0.017814311791122472	0.00031734970459132514	-2.4086699298218743	1	1	51.0	0.9019607843137255	0.9265585882088775	0.9443729
tropics	FGA	2025-10-01	-94	0	2025-06-29	0.018554559113974967	0.0003442716639139915	-1.70680276744557	1	1	48.0	0.9166666666666666	0.9160778408860251	0.9346324
tropics	FGA	2025-10-01	-87	0	2025-07-06	0.020432459664108005	0.0004174854079254006	-1.6315077646427145	1	1	45.0	0.9111111111111111	0.9028569003358919	0.92328936
tropics	FGA	2025-10-01	-80	0	2025-07-13	0.01800559595805795	0.00032420148580483287	-2.8811840527364225	1	1	44.0	0.8409090909090909	0.8919288040419421	0.9099344
tropics	FGA	2025-10-01	-73	0	2025-07-20	0.0015264465425786078	2.3300390473501855e-06	-1.4865217301945801	1	1	33.0	0.9090909090909091	0.8961941465425786	0.8946677
tropics	FGA	2025-10-01	-66	0	2025-07-27	0.008671869364209717	7.520131826991903e-05	-1.5843655038666276	1	1	35.0	0.8857142857142857	0.8685852306357903	0.8772571
tropics	FGA	2025-10-01	-59	0	2025-08-03	0.013751537411138548	0.00018910478116994307	-1.747630624565078	1	1	41.0	0.8780487804878049	0.8440165625888615	0.8577681
tropics	FGA	2025-10-01	-52	0	2025-08-10	0.0043568503981514795	1.8982145391872704e-05	-3.2954603839591927	1	1	44.0	0.9318181818181818	0.8310295496018485	0.8353864
tropics	FGA	2025-10-01	-45	0	2025-08-17	0.012067640610839425	0.00014562794991238094	-3.0835201146573574	1	1	47.0	0.723404255319149	0.8220385406108395	0.8099709
tropics	FGA	2025-10-01	-38	0	2025-08-24	0.011450725768538783	0.0001311191206262781	-2.2490039777738744	1	1	46.0	0.7391304347826086	0.7929105257685388	0.7814598
tropics	FGA	2025-10-01	-31	0	2025-08-31	0.00947184022707348	8.971575728720739e-05	-2.1012294661611293	1	1	56.0	0.75	0.7415490597729265	0.7510209
tropics	FGA	2025-10-01	-24	0	2025-09-07	0.009707574137607256	9.423699563714125e-05	-3.545646578046873	1	1	39.0	0.8461538461538461	0.7076385258623927	0.7173461
tropics	FGA	2025-10-01	-17	0	2025-09-14	0.008670509919130875	7.51777422577469e-05	-2.053823386454667	1	1	44.0	0.6818181818181818	0.6735591300808691	0.68222964
tropics	FGA	2025-10-01	-10	0	2025-09-21	0.012055228538868534	0.00014532853512435036	-2.766226112298037	1	1	27.0	0.5185185185185185	0.6314611314611315	0.64351636
tropics	FGA	2025-10-01	-3	0	2025-09-28	0.0004225971102971293	1.7858831763148408e-07	-2.589891708768258	1	1	36.0	0.6944444444444444	0.6028897028897029	0.6033123
tropics	FGA	2025-10-01	4	0	2025-10-05	0.011369845057087158	0.00012927337662216928	-2.3668725176250955	1	1	33.0	0.48484848484848486	0.5496797549429129	0.5610496
tropics	FGA	2025-10-01	11	0	2025-10-12	0.0030205861117440502	9.12394045846104e-06	-2.406663878060945	1	1	36.0	0.4444444444444444	0.520848586111744	0.517828
tropics	FGA	2025-10-01	18	0	2025-10-19	0.041571753898135055	0.0017282107221671071	-2.5224621575186017	1	1	40.0	0.55	0.5165419538981351	0.4749702
tropics	FGA	2025-10-01	25	0	2025-10-26	0.03073716040607155	0.0009447730298285727	-2.181463642498711	1	1	38.0	0.47368421052631576	0.46304989040607153	0.43231273
tropics	FGA	2025-10-01	32	0	2025-11-02	0.039610206856287966	0.0015689684871979222	-3.021057508863862	1	1	50.0	0.48	0.429500106856288	0.3898899
tropics	FGA	2025-10-01	39	0	2025-11-09	0.07421890127928238	0.005508445307103864	-3.849473592452206	1	1	43.0	0.4883720930232558	0.4239231012792824	0.3497042
tropics	FGA	2025-10-01	46	0	2025-11-16	0.06803867808600506	0.004629261715691025	-2.127949958511948	1	1	50.0	0.32	0.3789651180860051	0.31092644
tropics	FGA	2025-10-01	53	0	2025-11-23	0.06357822571268046	0.004042190784772542	-2.00275256525482	1	1	40.0	0.25	0.33924625571268047	0.27566803
tropics	FGA	2025-10-01	60	0	2025-11-30	0.05341223253807734	0.0028528665847016473	-4.396014841187308	1	1	37.0	0.40540540540540543	0.2960716525380773	0.24265942
tropics	FGA	2025-10-01	67	0	2025-12-07	0.04236355924904084	0.0017946711522469935	-2.111842189122024	1	1	51.0	0.23529411764705882	0.25487563924904083	0.21251208
tropics	FGA	2025-10-01	74	0	2025-12-14	0.0537370727555343	0.0028876729883335864	-1.936618721260162	1	1	46.0	0.1956521739130435	0.2383821327555343	0.18464506
tropics	FGA	2025-10-01	81	0	2025-12-21	0.06530751062668275	0.00426507094425428	-1.9243916862263548	1	1	45.0	0.17777777777777778	0.22507681062668275	0.1597693
tropics	FGA	2025-10-01	88	0	2025-12-28	0.04983131271162486	0.0024831597265637453	-2.583924052829045	1	1	45.0	0.2	0.18716175271162486	0.13733044
tropics	FGA	2025-10-01	95	0	2026-01-04	0.057547454887953	0.003311709564080986	-3.2566832653376103	1	1	44.0	0.20454545454545456	0.175340074887953	0.11779262
tropics	FGA	2025-10-01	102	0	2026-01-11	0.06547007337656582	0.004286330507932913	-2.648502606365282	1	1	51.0	0.1568627450980392	0.16643738337656583	0.10096731
tropics	FGA	2025-10-01	109	0	2026-01-18	0.06987809542872005	0.0048829482207453055	-2.6051078000908325	1	1	50.0	0.14	0.15634668042872005	0.086468585
tropics	FGA	2025-10-01	116	0	2026-01-25	0.07253450037580998	0.0052612537447683785	-4.0393584670724785	0	1	59.0	0.15254237288135594	0.14629377037580998	0.07375927
tropics	FGA	2025-10-01	123	0	2026-02-01	0.06722424719584706	0.004519099411048351	-3.8664577123197694	0	1	60.0	0.13333333333333333	0.12982809319584707	0.062603846
tropics	FGA	2025-10-01	130	0	2026-02-08	0.07449667787571904	0.005549755014518646	-3.0319576104247425	0	1	56.0	0.10714285714285714	0.12782729287571903	0.053330615
tropics	FGA	2025-10-01	137	0	2026-02-15	0.08140009740402093	0.006625975857384095	-4.848255169732846	0	1	54.0	0.12962962962962962	0.12669521740402093	0.04529512
tropics	FGA	2025-10-01	144	0	2026-02-22	0.08933743270668436	0.007981176882621356	-3.137982386933001	0	1	56.0	0.08928571428571429	0.12776059270668436	0.03842316
tropics	FGA	2025-10-01	151	0	2026-03-01	0.09617115865906531	0.009248891757827112	-8.72617398629812	0	0	63.0	0.14285714285714285	0.1287129736590653	0.032541815
tropics	FGA	2025-10-01	158	0	2026-03-08	0.0937638610022935	0.008791661630057417	-7.59776189818366	0	1	53.0	0.1320754716981132	0.12119905900229351	0.027435198
tropics	FGA	2025-10-01	165	0	2026-03-15	0.09030194064280464	0.008154440483856612	-11.005425496961594	0	1	50.0	0.16	0.11346221164280464	0.023160271
tropics	FGA	2025-10-01	172	0	2026-03-22	0.08525363425504955	0.007268182153693757	-9.977593007342795	0	0	50.0	0.14	0.10478874225504954	0.019535108
tropics	FGA	2025-10-01	-304	1	2024-12-01	1.1981793e-15	1.43563363494849e-30	-1.1981793000000008e-15	0	1	1.0	0.0	0.0	1.1981793e-15
tropics	FGA	2025-10-01	-283	1	2024-12-22	1.2551316000000002e-16	1.5753553333185604e-32	-1.2551316000000002e-16	0	1	1.0	0.0	0.0	1.2551316000000002e-16
tropics	FGA	2025-10-01	-276	1	2024-12-29	6.7856246e-17	4.604470121212516e-33	-4.74993722e-16	0	1	7.0	0.0	0.0	6.7856246e-17
tropics	FGA	2025-10-01	-269	1	2025-01-05	4.051101e-17	1.6411419312201002e-33	-8.102202e-16	0	1	20.0	0.0	0.0	4.051101e-17
tropics	FGA	2025-10-01	-262	1	2025-01-12	2.5671660000000003e-17	6.590341271556002e-34	-9.755230800000002e-16	0	1	38.0	0.0	0.0	2.5671660000000003e-17
tropics	FGA	2025-10-01	-255	1	2025-01-19	1.7642317e-17	3.11251349128489e-34	-5.99838778e-16	0	1	34.0	0.0	0.0	1.7642317e-17
tropics	FGA	2025-10-01	-248	1	2025-01-26	1.2990061e-17	1.6874168478372102e-34	-3.37741586e-16	0	1	26.0	0.0	0.0	1.2990061e-17
tropics	FGA	2025-10-01	-241	1	2025-02-02	1.0187460499999999e-17	1.0378435143906023e-34	-3.9731095949999996e-16	0	1	39.0	0.0	0.0	1.0187460499999999e-17
tropics	FGA	2025-10-01	-234	1	2025-02-09	8.359113e-18	6.9874770146769e-35	-3.26005407e-16	0	1	39.0	0.0	0.0	8.359113e-18
