country	model	pivot_date	lead	variant	date	MAE	MSE	loglik	coverage_posterior	coverage_predictive	total_seq	raw_freq	smoothed_freq	pred_freq
north	FGA	2025-04-01	-107	0	2024-12-15	0.2548034	0.06492477265156	-0.4184642096449619	0	1	3.0	1.0	0.615	0.8698034
north	FGA	2025-04-01	-100	0	2024-12-22	0.1395011523809524	0.0194605715156137	-1.5101366168296813	0	1	1.0	0.0	0.6396190476190476	0.7791202
north	FGA	2025-04-01	-93	0	2024-12-29	0.10822625105820105	0.011712921418112764	-1.4401690565980916	0	1	10.0	0.7	0.6589417989417989	0.76716805
north	FGA	2025-04-01	-86	0	2025-01-05	0.0933583344683977	0.008715778614713213	-1.693244666188857	0	1	25.0	0.76	0.6633988055316024	0.75675714
north	FGA	2025-04-01	-79	0	2025-01-12	0.11671869991057471	0.013623254908814792	-1.9813844403340912	0	1	42.0	0.7380952380952381	0.6293852000894253	0.7461039
north	FGA	2025-04-01	-72	0	2025-01-19	0.000787223039826257	6.197201144332926e-07	-2.0326869757669286	1	1	45.0	0.7555555555555555	0.7348273769601738	0.7356146
north	FGA	2025-04-01	-65	0	2025-01-26	0.020168861223212264	0.0004067829630411953	-2.4899562750289874	1	1	71.0	0.6901408450704225	0.7448047012232123	0.72463584
north	FGA	2025-04-01	-58	0	2025-02-02	0.012114740376183208	0.00014676693438232365	-2.777363818917781	1	1	84.0	0.7619047619047619	0.7259930703761832	0.71387833
north	FGA	2025-04-01	-51	0	2025-02-09	0.01109669908727029	0.00012313673063342527	-2.56899373105761	1	1	84.0	0.7380952380952381	0.7142121990872703	0.7031155
north	FGA	2025-04-01	-44	0	2025-02-16	0.001701396142156475	2.894748832544936e-06	-4.3897073117733925	1	1	126.0	0.7698412698412699	0.6931947961421565	0.6914934
north	FGA	2025-04-01	-37	0	2025-02-23	0.0002600928361577992	6.764828342060778e-08	-3.2385490242326256	1	1	113.0	0.6283185840707964	0.6799207071638422	0.6801808
north	FGA	2025-04-01	-30	0	2025-03-02	0.0042388169284913735	1.796756895326504e-05	-2.740701232322145	1	1	151.0	0.6556291390728477	0.6641750830715086	0.6684139
north	FGA	2025-04-01	-23	0	2025-03-09	0.003945168746974814	1.5564356442106827e-05	-3.601735943055118	1	1	166.0	0.608433734939759	0.6528095612530251	0.65675473
north	FGA	2025-04-01	-16	0	2025-03-16	0.021987104545484804	0.0004834327662940785	-3.383410462517489	1	1	144.0	0.5972222222222222	0.6225212554545152	0.64450836
north	FGA	2025-04-01	-9	0	2025-03-23	0.027891570841312774	0.0007779397239959689	-2.918226307817285	1	1	178.0	0.651685393258427	0.6041900291586872	0.6320816
north	FGA	2025-04-01	-2	0	2025-03-30	0.045019577512736664	0.0020267623594253047	-3.256571051688198	0	1	164.0	0.6585365853658537	0.5746933724872634	0.61971295
