strain,tsne_x,tsne_y
3927c9e3,-37.12655540918645,13.409897154626822
5b73326e,-37.12655536043627,13.409897111445721
56e61291,-37.06258873352939,14.234168693013972
3c8fc527,-37.30771788949206,12.800692581762052
7363a0f2,-37.12655497277402,13.40989746365901
78b4b47d,-37.91215686225496,13.155774303689975
6c97e802,-36.95781609733821,13.464080285821936
63b6aba4,-36.98196090790749,13.478646501003142
2a2159cb,-37.50815045992117,12.356611091456449
3d23c934,-37.17741702605207,13.438678866397822
268757ee,-38.48510280434719,13.046777472141946
85ed590,-37.29887866238805,12.966592620663564
547d86d3,-37.00275447256354,13.505031778992986
6761ac1a,-36.98992915376246,13.289280291596079
e848002,-37.83760120105478,13.612519468418137
6d87cde0,-38.6282126530158,12.781095173748579
1eb34832,-38.418246479787854,13.608916643694549
2cde024f,-37.91422513829157,12.157205212850155
4dca3120,-38.238131008267885,13.61927452148955
28279a63,-37.99006788432781,14.668495242565552
12d10e61,-38.18370105937801,13.634459646073092
572de749,-37.402389304378595,15.752910043296774
7ebff22,-37.389482858468114,15.850681674367031
3213c983,-35.85874006828278,14.642577866331413
36b09e63,-35.57523148674751,14.722459968443287
13daf35f,-35.510093340660276,14.710547883716112
7d0cf742,-35.456502745425816,14.778355219769825
39343197,-39.44748058573157,12.276410774665495
625443b7,-39.453174401391074,12.275045649099672
1c5d0419,-34.97353599821293,18.290240306415523
1c688eb3,-34.96497730246973,18.304974959722067
445a9765,-34.96558213230249,18.305076385053397
2956bdb2,-34.96625166984889,18.305194245946815
379056c9,-34.96582912654484,18.304977724044132
69a72dca,-34.96776655936163,18.304591831912123
5697912,-34.96544675769394,18.305082642948676
7b1c83f4,-34.9657874730455,18.305024264253987
7c129e43,-34.96544105761305,18.30497357741819
465abf31,-34.96578240960579,18.30502430507199
3b368c57,-34.965441748036,18.305248339642098
664318be,-34.966304061686,18.30507530804226
62da65ce,-34.96595061794516,18.305241562877125
3349e9ec,-34.96566903147395,18.305081960516514
60962a66,-34.96644503809388,18.30434629730219
54e891a8,-36.65459037787614,15.322865093095134
6e059120,-35.02126819862897,18.207506881683386
271c1076,-36.559216476192624,15.29382694226192
17013f37,-35.02447796583059,18.194997546288825
66c4a7f4,-41.18614892969883,18.46454769588025
310fba5c,-41.19719370696705,18.47699758367677
1bb8674f,-41.19859423982389,18.477051957055515
2f15bcd8,-41.19665402959518,18.477006695390727
458d276c,-41.19723722618574,18.477260865359792
7349037c,-41.197156755483796,18.477014990796636
59e56467,-41.19670949433197,18.477028843089943
247cf06a,-41.19785301376188,18.476283627392068
4f2d6ac9,-41.197974637678264,18.47625540221853
5a6f0de0,-41.19726160767118,18.476997250577135
7b2ab965,-41.14746923957334,18.425195322209866
c64fc35,-41.19820405478474,18.476579206823825
31cf072b,-41.19678040183193,18.478026241808102
3819804d,-41.197194801485736,18.47699503295168
43d7bbc8,-41.19340249210397,18.472646281444515
71db6dce,-41.197228389087314,18.477039736423166
51c3579e,-41.197892594513554,18.476113611029707
27f45ef7,-38.742605465785005,15.284399922966543
16cd2ae2,-41.12945694262891,18.389295224216884
5c668273,-38.80599447878922,15.360742643013294
16a38a31,-41.1281140886281,18.386424869013183
49d4176,-36.71342377096753,15.223867523591723
617aa2f1,-38.57627474958657,13.085294444389174
36c0687e,-37.38952547687661,15.839086478871327
1889bd08,-35.15537874174425,14.501682951446035
543a0399,-34.956127942583784,14.487211068722184
50535a0d,-35.255561601549324,14.618952710570873
7fc1fe55,-34.92004813399325,14.467025881034957
74c5667c,-34.91714594694873,14.498765626953855
1dbdc7b,-36.05391590707194,11.948968949188203
7d30dc4d,-36.17857262374488,13.212776741060644
4434a1d7,-39.28232149802558,13.320450341795913
2e38e480,-37.86655021963603,11.411435179937513
1523d21c,-38.14492387901232,14.735623028921173
a5d8d51,-37.79766142476448,14.87658512827543
1313e3cf,-37.55821834034675,14.669124245020488
5484e12,-37.11351051364855,14.64703243065601
69ffff2d,-37.98782439931386,14.395998670545923
50e926f3,-38.17957759505381,14.17387282074631
48fb207f,-36.81718095988646,14.294794586766598
5b730a22,-37.97335436106086,14.27996715914192
32b518a0,-38.054050069205495,13.751032701795756
559e4197,-38.11367354980081,13.680467268620214
62c667e7,-37.44157375303486,14.361679542981594
200401b,-36.96518180486976,13.820679110803946
30407ffc,-37.79632210735932,13.70302608957286
78a3fbf5,-37.410703994896856,13.733424372211232
51bc4a2d,-37.42483241602104,13.714445222521464
4b499a31,-37.359124426918726,13.697802862113845
9a59536,-37.043983034311715,13.68730496495496
1707ef19,-37.40911763514272,13.727307737168237
2701ee14,-37.48216634173831,14.19054874628862
f498eda,-37.42970548886098,13.716140851751732
ccf00d0,-37.41623957887448,13.703131812422951
6b9e9ab,-37.48217890061857,14.211379862661511
fed45c2,-37.418812815826776,13.695151746852265
65b19a18,-37.33085204935103,13.801055703739637
