date	country	cases
2031-10-06	north	7
2031-10-06	south	1133
2031-10-06	tropics	122
2031-10-13	north	8
2031-10-13	south	1085
2031-10-13	tropics	130
2031-10-20	north	9
2031-10-20	south	994
2031-10-20	tropics	139
2031-10-27	north	11
2031-10-27	south	879
2031-10-27	tropics	147
2031-11-03	north	12
2031-11-03	south	757
2031-11-03	tropics	156
2031-11-10	north	14
2031-11-10	south	629
2031-11-10	tropics	164
2031-11-17	north	16
2031-11-17	south	508
2031-11-17	tropics	172
2031-11-24	north	20
2031-11-24	south	399
2031-11-24	tropics	181
2031-12-01	north	23
2031-12-01	south	307
2031-12-01	tropics	189
2031-12-08	north	27
2031-12-08	south	236
2031-12-08	tropics	195
2031-12-15	north	29
2031-12-15	south	180
2031-12-15	tropics	200
2031-12-22	north	35
2031-12-22	south	134
2031-12-22	tropics	206
2031-12-29	north	39
2031-12-29	south	101
2031-12-29	tropics	213
2032-01-05	north	47
2032-01-05	south	76
2032-01-05	tropics	217
2032-01-12	north	55
2032-01-12	south	58
2032-01-12	tropics	222
2032-01-19	north	63
2032-01-19	south	43
2032-01-19	tropics	225
2032-01-26	north	71
2032-01-26	south	33
2032-01-26	tropics	226
2032-02-02	north	80
2032-02-02	south	26
2032-02-02	tropics	227
2032-02-09	north	89
2032-02-09	south	21
2032-02-09	tropics	224
2032-02-16	north	96
2032-02-16	south	18
2032-02-16	tropics	224
2032-02-23	north	102
2032-02-23	south	14
2032-02-23	tropics	227
2032-03-01	north	107
2032-03-01	south	12
2032-03-01	tropics	228
2032-03-08	north	108
2032-03-08	south	10
2032-03-08	tropics	225
2032-03-15	north	108
2032-03-15	south	9
2032-03-15	tropics	226
2032-03-22	north	103
2032-03-22	south	8
2032-03-22	tropics	222
2032-03-29	north	97
2032-03-29	south	8
2032-03-29	tropics	222
2032-04-05	north	88
2032-04-05	south	7
2032-04-05	tropics	217
2032-04-12	north	77
2032-04-12	south	7
2032-04-12	tropics	213
2032-04-19	north	68
2032-04-19	south	7
2032-04-19	tropics	210
2032-04-26	north	60
2032-04-26	south	8
2032-04-26	tropics	203
2032-05-03	north	50
2032-05-03	south	8
2032-05-03	tropics	194
2032-05-10	north	42
2032-05-10	south	9
2032-05-10	tropics	191
2032-05-17	north	35
2032-05-17	south	10
2032-05-17	tropics	182
2032-05-24	north	29
2032-05-24	south	11
2032-05-24	tropics	176
2032-05-31	north	23
2032-05-31	south	11
2032-05-31	tropics	169
2032-06-07	north	18
2032-06-07	south	12
2032-06-07	tropics	163
2032-06-14	north	15
2032-06-14	south	14
2032-06-14	tropics	156
2032-06-21	north	12
2032-06-21	south	17
2032-06-21	tropics	152
2032-06-28	north	9
2032-06-28	south	20
2032-06-28	tropics	144
2032-07-06	north	7
2032-07-06	south	22
2032-07-06	tropics	137
2032-07-12	north	6
2032-07-12	south	25
2032-07-12	tropics	129
2032-07-19	north	5
2032-07-19	south	29
2032-07-19	tropics	122
2032-07-26	north	4
2032-07-26	south	33
2032-07-26	tropics	114
2032-08-02	north	3
2032-08-02	south	36
2032-08-02	tropics	108
2032-08-10	north	3
2032-08-10	south	40
2032-08-10	tropics	102
2032-08-17	north	2
2032-08-17	south	43
2032-08-17	tropics	97
2032-08-23	north	2
2032-08-23	south	46
2032-08-23	tropics	94
2032-08-30	north	2
2032-08-30	south	48
2032-08-30	tropics	88
2032-09-06	north	1
2032-09-06	south	48
2032-09-06	tropics	81
2032-09-13	north	1
2032-09-13	south	49
2032-09-13	tropics	78
2032-09-21	north	2
2032-09-21	south	48
2032-09-21	tropics	75
2032-09-28	north	2
2032-09-28	south	46
2032-09-28	tropics	72
