date	country	variant	sequences
2033-10-02	north	5	2
2033-10-02	south	5	9
2033-10-02	south	15	6
2033-10-02	tropics	15	1
2033-10-09	north	5	1
2033-10-09	south	5	2
2033-10-09	south	6	1
2033-10-09	south	15	1
2033-10-09	tropics	5	3
2033-10-16	north	15	5
2033-10-16	south	5	3
2033-10-16	south	15	3
2033-10-16	tropics	1	1
2033-10-16	tropics	5	7
2033-10-16	tropics	15	1
2033-10-23	south	5	1
2033-10-23	south	15	1
2033-10-23	tropics	5	6
2033-10-30	south	5	1
2033-10-30	tropics	5	2
2033-10-30	tropics	15	1
2033-11-06	north	5	10
2033-11-06	south	15	2
2033-11-13	south	5	1
2033-11-13	south	15	3
2033-11-13	tropics	15	31
2033-11-20	north	1	19
2033-11-20	south	1	3
2033-11-20	south	5	1
2033-11-20	tropics	1	22
2033-11-27	north	1	1
2033-11-27	north	5	9
2033-11-27	south	5	2
2033-11-27	tropics	1	1
2033-11-27	tropics	5	1
2033-12-04	north	5	1
2033-12-04	south	15	3
2033-12-04	tropics	5	4
2033-12-11	north	5	2
2033-12-11	north	15	3
2033-12-11	south	5	1
2033-12-11	tropics	5	5
2033-12-11	tropics	15	2
2033-12-18	north	5	10
2033-12-18	tropics	1	1
2033-12-25	north	1	6
2033-12-25	north	5	5
2033-12-25	north	23	1
2033-12-25	tropics	1	1
2033-12-25	tropics	5	1
2034-01-01	north	5	6
2034-01-01	north	15	9
2034-01-01	north	23	68
2034-01-01	south	23	8
2034-01-01	tropics	5	1
2034-01-01	tropics	15	1
2034-01-01	tropics	23	17
2034-01-08	north	1	11
2034-01-08	north	5	2
2034-01-08	north	23	2
2034-01-08	south	1	3
2034-01-08	tropics	1	9
2034-01-08	tropics	15	2
2034-01-15	north	1	6
2034-01-15	north	5	3
2034-01-15	north	15	8
2034-01-15	north	23	1
2034-01-15	south	15	10
2034-01-15	tropics	1	1
2034-01-15	tropics	5	1
2034-01-15	tropics	15	92
2034-01-22	north	1	6
2034-01-22	north	5	3
2034-01-22	north	23	1
2034-01-29	north	1	3
2034-01-29	north	5	2
2034-01-29	north	15	8
2034-01-29	north	23	2
2034-01-29	tropics	15	1
2034-02-05	north	1	3
2034-02-05	north	5	1
2034-02-05	north	15	1
2034-02-05	north	23	6
2034-02-05	tropics	5	5
2034-02-05	tropics	15	2
2034-02-12	north	1	10
2034-02-12	north	5	4
2034-02-12	north	23	14
2034-02-12	south	23	225
2034-02-12	tropics	23	6
2034-02-19	north	1	4
2034-02-19	north	5	1
2034-02-19	north	15	1
2034-02-19	north	23	1
2034-02-19	south	5	1
2034-02-19	tropics	5	1
2034-02-19	tropics	15	3
2034-02-19	tropics	23	1
2034-02-26	north	1	4
2034-02-26	north	5	3
2034-02-26	north	23	4
2034-02-26	tropics	5	1
2034-02-26	tropics	15	2
2034-02-26	tropics	23	3
2034-03-05	north	1	4
2034-03-05	north	5	2
2034-03-05	north	23	2
2034-03-05	tropics	1	3
2034-03-05	tropics	5	1
2034-03-05	tropics	15	1
2034-03-12	north	1	52
2034-03-12	north	5	3
2034-03-12	north	15	1
2034-03-12	north	23	5
2034-03-12	south	1	1102
2034-03-12	tropics	1	788
2034-03-12	tropics	5	3
2034-03-12	tropics	23	4
2034-03-19	north	5	2
2034-03-19	north	23	3
2034-03-19	south	1	1
2034-03-19	tropics	5	1
2034-03-19	tropics	15	2
2034-03-26	tropics	1	1
2034-03-26	tropics	5	1
2034-03-26	tropics	15	1
2034-04-02	north	1	3
2034-04-02	north	15	1
2034-04-02	north	23	3
2034-04-02	south	15	16
2034-04-02	tropics	15	13
2034-04-09	north	5	1
2034-04-09	south	1	1
2034-04-09	tropics	1	3
2034-04-09	tropics	15	1
2034-04-16	north	23	1
2034-04-16	tropics	1	5
2034-04-16	tropics	5	2
2034-04-16	tropics	15	1
2034-04-23	north	15	1
2034-04-23	north	23	1
2034-04-23	south	1	11
2034-04-23	tropics	5	1
2034-04-23	tropics	23	15
2034-04-30	north	1	1
2034-04-30	south	1	2
2034-04-30	tropics	5	1
2034-05-07	tropics	15	2
2034-05-14	tropics	15	4
2034-05-21	tropics	15	2
2034-05-28	north	1	1
2034-05-28	south	1	103
2034-05-28	tropics	1	121
2034-06-04	north	5	1
2034-06-04	south	5	5
2034-06-04	tropics	5	28
2034-06-04	tropics	15	2
2034-06-04	tropics	23	1
2034-06-11	tropics	1	1
2034-06-11	tropics	5	2
2034-06-18	tropics	1	1
2034-06-18	tropics	15	1
2034-07-02	south	15	1
2034-07-02	south	23	2
2034-07-02	tropics	5	1
2034-07-02	tropics	15	2
2034-07-02	tropics	23	4
2034-07-09	tropics	1	1
2034-07-09	tropics	5	2
2034-07-16	north	1	1
2034-07-16	south	1	1
2034-07-16	tropics	1	6
2034-07-16	tropics	15	2
2034-07-23	south	23	5
2034-07-23	tropics	1	1
2034-07-23	tropics	5	1
2034-07-23	tropics	15	1
2034-07-23	tropics	23	44
2034-07-30	south	15	1
2034-07-30	tropics	1	6
2034-07-30	tropics	5	1
2034-08-06	tropics	23	1
2034-08-13	south	1	4
2034-08-13	tropics	1	1
2034-08-13	tropics	5	2
2034-08-20	south	1	5
2034-08-27	south	15	1
2034-08-27	south	23	2
2034-08-27	tropics	1	1
2034-08-27	tropics	15	1
2034-09-03	south	1	1
2034-09-03	tropics	1	13
2034-09-10	tropics	1	2
2034-09-10	tropics	23	1
2034-09-17	south	1	1
2034-09-24	tropics	23	2
2034-10-01	south	23	1
2034-10-01	tropics	15	1
2034-10-01	tropics	23	1
