variant	pivot_date	model	location	mae	mse	normalized_mae	max_r_data	correlation	r2	n_points	total_sequences	total_smoothed_sequences	mean_variant_frequency	mean_smoothed_variant_frequency	max_variant_frequency	max_smoothed_variant_frequency	converged
0	2027-10-01	FGA	north	0.19208445607129648	0.03690553985668335	16.191677965340663	0.011863159363869866	1.0	-97363.80952408872	2	23.0	22.894226407154584	0.5173076923076924	0.3852841125538883	0.65	0.4055997842506587	False
1	2027-10-01	FGA	north	0.22424689480196228	0.0540182708891333	6.1625640865596925	0.03638857002575208	0.05714980848668923	-259.8843509665903	29	554.0	553.8947625472327	0.910955356146655	0.9114755811581577	1.0	0.9946856133152127	False
1	2028-04-01	FGA	north	0.0771132991343035	0.007029359247887989	1.8641553956735941	0.041366347093848024	-0.9022546451037512	-17.141430543565743	48	3583.0	3582.969241878497	0.9506067458796742	0.9438309810182791	1.0	1.0	False
2	2028-04-01	FGA	north	0.24054663689473746	0.057986432774900724	16.550596530881418	0.014534016127207647	-1.0	-1581.7451257448947	2	28.0	27.54415819585062	0.07483164983164983	0.05296915931559379	0.08484848484848485	0.05873781625936135	False
3	2028-04-01	FGA	north	0.10024573724800422	0.010713660496707982	3.2272047378827824	0.031062713831342088	-0.8611281824851319	-32.977742850000276	9	142.0	141.71232918657623	0.09051668157305619	0.09178644123765548	0.1743119266055046	0.13893604849635838	False
1	2028-10-01	FGA	north	0.2412507245712066	0.0587009587766752	4.366680018785943	0.05524808860125293	0.844750724787537	-57.22606811689337	29	3255.0	3254.945454959955	0.8930215905075617	0.8949441196842756	1.0	0.9947667050231509	False
2	2028-10-01	FGA	north	0.24560060315855825	0.06038350580179722	9.03140145757836	0.027194074398328487	0.9978072881580777	-294.6919209356716	3	39.0	38.43982468059691	0.10999705617191957	0.10984058988428423	0.18032786885245902	0.14745778496716	False
3	2028-10-01	FGA	north	0.15257218249916546	0.023303686203855214	4.566243288843616	0.03341306471162727	0.8872139322305701	-205.60656377520888	9	142.0	141.81955493779054	0.09051668157305619	0.04416913904801293	0.1743119266055046	0.05578331454467352	False
4	2031-04-01	FGA	north	0.017229523629455887	0.0005606565974539595	0.358965463756716	0.04799771947179009	0.8774883427965844	0.08074203427574145	16	464.0	464.05629310222173	0.09947038897237301	0.09849336521606783	0.20388349514563106	0.18194997777007732	True
5	2031-04-01	FGA	north	0.0045941514810932315	3.2029789343390856e-05	0.07425349712091944	0.06187117993394712	0.991339245868953	0.9827412660886504	21	5260.0	5260.0085409339445	0.8742984618780882	0.8481980874362969	0.9362041467304625	0.9326053438631126	True
4	2031-10-01	FGA	north	0.13179827211042405	0.019890797076746736	2.4216245915801236	0.05442555901054215	-0.9889959841642981	-31.370964971442312	16	464.0	464.00715702922986	0.09947038897237301	0.1030160718233169	0.20388349514563106	0.20546925780985736	False
5	2031-10-01	FGA	north	0.049021516512018845	0.0027399116395967075	0.687154594779341	0.07133986570774604	-0.25663463023705935	-0.17219764949532967	26	5386.0	5386.2309333350595	0.8532859618457063	0.8702645646138361	0.9362041467304625	0.940763614077759	False
7	2033-10-01	FGA	north	0.029507506935728147	0.0009601241837346255	1.0634524645693615	0.02774689788102285	0.9295332794624479	-3.7109960354278364	15	236.0	235.9353503797786	0.9552117123913463	0.9260912124600015	1.0	0.9902575848958443	False
7	2034-04-01	FGA	north	0.179296275319729	0.033881228969760466	1.8250028466338293	0.09824438118024657	0.2121030251045402	-26.638311765545836	23	1070.0	1070.0472038713408	0.5182361154639303	0.5359351177924568	1.0	0.9919252010432911	False
8	2034-04-01	FGA	north	0.126756083801717	0.01667678261366142	2.217045321561257	0.05717342923438957	0.8060565042130123	-29.45755915709812	16	2485.0	2484.9947303637637	0.6259348112008487	0.608485506523316	0.8634538152610441	0.927193182010648	False
7	2034-10-01	FGA	north	0.08668631224323903	0.008819685911591787	1.5778144808243098	0.054940750827658036	-0.4816419038019067	-7.825344293454144	21	1041.0	1040.9714701123412	0.35222189249002683	0.36845491924332807	0.7333333333333333	0.7396718199405292	False
8	2034-10-01	FGA	north	0.04255238555512639	0.002638402737615287	0.7102583041473498	0.059911141209689385	0.38983237499766876	-0.38402562339338475	26	3138.0	3137.9602745531483	0.7212439435727688	0.7038637780775377	0.96875	0.9125296536383473	False
8	2035-04-01	FGA	north	0.04529718684158975	0.002079952611903352	0.8100607631842259	0.05591825811132166	-0.5514398637517199	-86.42339692294307	7	235.0	234.74078548282662	0.8737875238363291	0.8690856943372965	0.96875	0.8849576840137359	False
11	2035-04-01	FGA	north	0.20197836199047972	0.04090943367753909	6.050673950964393	0.03338113466819464	0.8149073166676946	-226.35362627860448	18	1309.0	1308.9598887704426	0.8405240013300372	0.8180868443698345	1.0	0.9430846430972927	False
12	2035-04-01	FGA	north	0.1071512342570585	0.011819687354807158	2.268732008189633	0.047229568706337134	-0.9735586034296426	-79.40623713675828	8	292.0	292.0377800267189	0.24025864073138503	0.23851597083383932	0.3933333333333333	0.3524609430785741	False
11	2035-10-01	FGA	north	0.19712879773084768	0.038954446363200584	4.2642846733558315	0.046227870048768285	0.992516485309592	-51.70680374277396	27	1669.0	1668.948516919855	0.7173220098515937	0.7038328002992804	1.0	0.9546538206114779	False
12	2035-10-01	FGA	north	0.20714102506760496	0.04303039052479287	3.943441038007593	0.05252798839164642	0.9813885321967691	-57.60812793637041	21	711.0	710.9897967844893	0.46828395856680693	0.47496034319705355	0.8947368421052632	0.7836087937357701	False
