path,run,I,N,R,S,antigenicDiversity,antigenic_movement_per_year,cases,diversity,endDate,epitopeAcceptance,netau,nonEpitopeAcceptance,serialInterval,tmrca,side_branch_epitope_mutations,side_branch_epitope_to_non-epitope_ratio,side_branch_non-epitope_mutations,trunk_epitope_mutations,trunk_epitope_to_non-epitope_ratio,trunk_non-epitope_mutations
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_23,23,139812.5786,90000000.0,0.0,89860187.4214,0.5849,1.4436597685792953,195817.0921,3.5298,30.0,0.75,inf,0.2,0.01365,3.4571,1277,0.3848704038577456,3318,69,1.6428571428571428,42
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_24,24,135907.8459,90000000.0,0.0,89864092.1541,0.5345,1.659266977794038,190357.1682,3.4437,30.0,0.75,inf,0.2,0.01367,3.1356,1236,0.3709483793517407,3332,47,3.6153846153846154,13
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_26,26,172534.5243,90000000.0,0.0,89827465.4757,0.6147,1.8632255831910953,241590.4404,3.2446,30.0,0.75,inf,0.2,0.0138,3.2107,1359,0.39345686160972787,3454,39,2.6,15
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_25,25,270536.6918,90000000.0,0.0,89729463.3082,8.7893,11.551499630454732,378992.445,12.7336,30.0,0.75,inf,0.2,0.01356,15.8363,1607,0.4106823409148991,3913,103,1.5147058823529411,68
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_27,27,139885.2519,90000000.0,0.0,89860114.7481,0.5384,1.571093773503859,195683.1183,3.4126,30.0,0.75,inf,0.2,0.01367,3.1694,1297,0.3791289096755335,3421,40,5.0,8
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_6,6,119172.9329,90000000.0,0.0,89880827.0671,0.5407,1.2275210441649362,166940.2756,3.9614,30.0,0.75,inf,0.2,0.01364,3.8545,1288,0.4018720748829953,3205,36,4.0,9
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_4,4,157301.101,90000000.0,0.0,89842698.899,0.6849,1.8715635312947305,220336.6925,4.0365,30.0,0.75,inf,0.2,0.01363,3.7132,1299,0.40581068416119964,3201,58,2.1481481481481484,27
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_29,29,145944.9277,90000000.0,0.0,89854055.0723,0.5782,1.5674077849739605,204396.9028,3.3002,30.0,0.75,inf,0.2,0.01366,3.0682,1295,0.3907664453832227,3314,52,3.25,16
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_5,5,139911.8408,90000000.0,0.0,89860088.1592,0.5687,1.5709054694005273,195985.2743,3.5995,30.0,0.75,inf,0.2,0.01362,3.5975,1254,0.3806921675774135,3294,66,1.346938775510204,49
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_28,28,302345.1023,90000000.0,0.0,89697654.8977,11.89,25.236922031401342,423531.1656,12.9023,30.0,0.75,inf,0.2,0.01356,19.7858,1630,0.4049689440993789,4025,100,1.5384615384615385,65
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_7,7,126891.0985,90000000.0,0.0,89873108.9015,0.4583,1.3935462236636302,177718.504,3.7297,30.0,0.75,inf,0.2,0.01367,3.4484,1265,0.3819444444444444,3312,50,1.2820512820512822,39
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_8,8,162230.4494,90000000.0,0.0,89837769.5506,0.58,1.8667372904918589,227177.1022,3.3574,30.0,0.75,inf,0.2,0.01369,3.1447,1308,0.38527245949926364,3395,64,1.2307692307692308,52
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_3,3,286878.867,90000000.0,0.0,89713121.133,14.7847,31.13385772136094,401807.75,15.7628,30.0,0.75,inf,0.2,0.01358,22.9704,1619,0.40014829461196244,4046,95,3.392857142857143,28
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75/run_9,9,161648.9341,90000000.0,0.0,89838351.0659,0.5801,1.8431191962714761,226169.007,3.3281,30.0,0.75,inf,0.2,0.01364,3.4166,1404,0.4039125431530495,3476,47,2.611111111111111,18
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_1,1,172232.4488,90000000.0,0.0,89827767.5512,0.6469,1.9111601557434863,241236.4214,3.2175,30.0,1.0,inf,0.2,0.01364,3.1044,1753,0.4913116591928251,3568,61,6.1,10
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_11,11,137260.9009,90000000.0,0.0,89862739.0991,0.5789,1.5579367048270614,192263.1387,3.6827,30.0,1.0,inf,0.2,0.01365,3.4703,1702,0.5011778563015312,3396,50,7.142857142857143,7
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_10,10,245688.5381,90000000.0,0.0,89754311.4619,3.3443,12.012761761965372,344144.7812,5.4052,30.0,1.0,inf,0.2,0.01365,6.4745,2078,0.5344650205761317,3888,118,4.068965517241379,29
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_0,0,334998.0722,90000000.0,0.0,89665001.9278,6.4894,14.094625046832299,469146.8127,8.7052,30.0,1.0,inf,0.2,0.01376,9.553,2237,0.5485532123589996,4078,165,2.323943661971831,71
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_12,12,157389.5663,90000000.0,0.0,89842610.4337,0.6757,2.06338351353791,220313.9148,3.3875,30.0,1.0,inf,0.2,0.0137,3.129,1853,0.5419713366481427,3419,55,1.5277777777777777,36
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_13,13,190259.195,90000000.0,0.0,89809740.805,0.5895,2.04670621583297,266488.4265,3.057,30.0,1.0,inf,0.2,0.01364,2.7647,1805,0.5253201396973225,3436,58,4.142857142857143,14
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_14,14,273683.7353,90000000.0,0.0,89726316.2647,2.912,5.434792143085122,383375.9239,5.5149,30.0,1.0,inf,0.2,0.01359,5.6898,2078,0.5724517906336088,3630,130,1.4444444444444444,90
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_15,15,198805.0179,90000000.0,0.0,89801194.9821,0.8913,2.1795121798821078,278478.6132,3.2715,30.0,1.0,inf,0.2,0.01362,3.3428,1858,0.5447082966871885,3411,74,1.2982456140350878,57
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_16,16,227770.2142,90000000.0,0.0,89772229.7858,1.1608,2.898015217311727,319079.3344,3.3817,30.0,1.0,inf,0.2,0.01361,3.2912,1851,0.5243626062322946,3530,82,1.3442622950819672,61
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_2,2,176067.3695,90000000.0,0.0,89823932.6305,0.6933,1.8929550942905775,246584.799,3.1838,30.0,1.0,inf,0.2,0.01363,3.2401,1783,0.5085567598402738,3506,56,7.0,8
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_19,19,175243.4751,90000000.0,0.0,89824756.5249,0.7,1.7924344409571962,245537.4399,3.4684,30.0,1.0,inf,0.2,0.01362,3.1862,1723,0.5039485229599298,3419,94,0.9894736842105263,95
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_17,17,242456.7474,90000000.0,0.0,89757543.2526,1.9512,5.27383904228845,339555.4367,4.1281,30.0,1.0,inf,0.2,0.01364,4.7544,1930,0.5361111111111111,3600,84,2.4705882352941178,34
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_20,20,256847.5812,90000000.0,0.0,89743152.4188,4.4959,7.919777373881989,359777.9751,5.978,30.0,1.0,inf,0.2,0.0136,6.6492,1998,0.5273159144893111,3789,56,2.4347826086956523,23
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_18,18,339255.8779,90000000.0,0.0,89660744.1221,9.9461,17.84227219461852,475175.2334,12.4541,30.0,1.0,inf,0.2,0.01356,18.9137,2205,0.5405736700171611,4079,119,2.3333333333333335,51
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_24,24,195526.3176,90000000.0,0.0,89804473.6824,0.6376,1.6663349222254917,273827.8122,2.9501,30.0,1.0,inf,0.2,0.01375,2.8046,1561,0.504361873990307,3095,79,1.2741935483870968,62
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_21,21,237948.0729,90000000.0,0.0,89762051.9271,1.4151,3.412988000929043,333245.0595,3.7033,30.0,1.0,inf,0.2,0.01362,4.1499,1926,0.533370257546386,3611,66,2.75,24
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_22,22,220546.3267,90000000.0,0.0,89779453.6733,0.8034,2.8642337161225684,308883.117,3.0313,30.0,1.0,inf,0.2,0.01368,3.0594,1916,0.532666110647762,3597,37,7.4,5
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_23,23,191789.9329,90000000.0,0.0,89808210.0671,0.7492,2.0601087854808164,268655.2391,3.1573,30.0,1.0,inf,0.2,0.01362,3.1648,1892,0.5302690582959642,3568,82,1.7446808510638299,47
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_25,25,188838.3803,90000000.0,0.0,89811161.6197,1.1113,2.062313176585604,264486.8874,3.7799,30.0,1.0,inf,0.2,0.01368,4.0819,1727,0.5076425631981187,3402,63,3.15,20
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_26,26,164717.6074,90000000.0,0.0,89835282.3926,0.6692,1.7498975072258411,230721.7123,3.3531,30.0,1.0,inf,0.2,0.01363,3.1666,1625,0.47949247565653585,3389,68,1.3076923076923077,52
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_28,28,167616.766,90000000.0,0.0,89832383.234,0.6639,1.8257653705066683,234776.5569,3.4495,30.0,1.0,inf,0.2,0.01364,3.2783,1722,0.5157232704402516,3339,82,2.8275862068965516,29
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_27,27,306042.3276,90000000.0,0.0,89693957.6724,4.9839,10.008687554221837,428332.1438,9.1705,30.0,1.0,inf,0.2,0.01368,10.6476,2192,0.5614754098360656,3904,114,1.9322033898305084,59
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_3,3,138795.4751,90000000.0,0.0,89861204.5249,0.9145,1.898633910131511,194438.3702,4.4174,30.0,1.0,inf,0.2,0.01359,4.1872,1661,0.5082619339045288,3268,95,1.4179104477611941,67
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_4,4,183826.7514,90000000.0,0.0,89816173.2486,0.7246,1.992132409379283,257451.3012,3.4088,30.0,1.0,inf,0.2,0.01368,3.2059,1675,0.48635307781649245,3444,47,3.9166666666666665,12
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_6,6,171135.116,90000000.0,0.0,89828864.884,0.692,1.75863274339212,239522.2579,3.5947,30.0,1.0,inf,0.2,0.01374,3.6086,1755,0.5221660220172568,3361,85,1.328125,64
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_29,29,393318.2743,90000000.0,0.0,89606681.7257,7.2983,11.098833759177568,550931.2705,13.293,30.0,1.0,inf,0.2,0.01357,16.5093,2297,0.5518981259010092,4162,132,2.869565217391304,46
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_9,9,183548.9175,90000000.0,0.0,89816451.0825,0.6267,1.8595404263534252,257073.2225,3.1688,30.0,1.0,inf,0.2,0.01365,3.0419,1757,0.5002847380410023,3512,53,3.1176470588235294,17
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_5,5,348059.5556,90000000.0,0.0,89651940.4444,16.2604,31.20549247278228,487459.6432,15.5506,30.0,1.0,inf,0.2,0.01359,21.0358,2364,0.5772893772893772,4095,65,3.611111111111111,18
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_7,7,380045.1269,90000000.0,0.0,89619954.8731,9.3212,19.873123330455414,532226.935,10.1584,30.0,1.0,inf,0.2,0.01368,13.3403,2487,0.5844888366627498,4255,112,2.6666666666666665,42
experiments/2026-01-06-mutation-bug-fix-runs/simulations/nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0/run_8,8,370590.1609,90000000.0,0.0,89629409.8391,11.0424,23.574411117508014,519042.6829,10.8164,30.0,1.0,inf,0.2,0.01367,15.5269,2409,0.5772825305535586,4173,58,3.8666666666666667,15
