date	country	cases
2038-10-06	north	0
2038-10-06	south	2
2038-10-06	tropics	101
2038-10-13	north	0
2038-10-13	south	2
2038-10-13	tropics	103
2038-10-20	north	0
2038-10-20	south	2
2038-10-20	tropics	105
2038-10-27	north	0
2038-10-27	south	1
2038-10-27	tropics	107
2038-11-03	north	0
2038-11-03	south	1
2038-11-03	tropics	110
2038-11-10	north	0
2038-11-10	south	1
2038-11-10	tropics	112
2038-11-17	north	0
2038-11-17	south	1
2038-11-17	tropics	115
2038-11-24	north	0
2038-11-24	south	1
2038-11-24	tropics	121
2038-12-01	north	0
2038-12-01	south	1
2038-12-01	tropics	125
2038-12-08	north	0
2038-12-08	south	1
2038-12-08	tropics	130
2038-12-15	north	1
2038-12-15	south	0
2038-12-15	tropics	135
2038-12-22	north	1
2038-12-22	south	0
2038-12-22	tropics	139
2038-12-29	north	1
2038-12-29	south	0
2038-12-29	tropics	146
2039-01-05	north	1
2039-01-05	south	0
2039-01-05	tropics	153
2039-01-12	north	1
2039-01-12	south	0
2039-01-12	tropics	161
2039-01-19	north	1
2039-01-19	south	0
2039-01-19	tropics	166
2039-01-26	north	1
2039-01-26	south	0
2039-01-26	tropics	169
2039-02-02	north	1
2039-02-02	south	0
2039-02-02	tropics	173
2039-02-09	north	2
2039-02-09	south	0
2039-02-09	tropics	177
2039-02-16	north	1
2039-02-16	south	0
2039-02-16	tropics	182
2039-02-23	north	2
2039-02-23	south	0
2039-02-23	tropics	187
2039-03-02	north	1
2039-03-02	south	1
2039-03-02	tropics	189
2039-03-09	north	1
2039-03-09	south	1
2039-03-09	tropics	191
2039-03-16	north	1
2039-03-16	south	1
2039-03-16	tropics	198
2039-03-23	north	1
2039-03-23	south	1
2039-03-23	tropics	202
2039-03-30	north	1
2039-03-30	south	1
2039-03-30	tropics	206
2039-04-06	north	1
2039-04-06	south	1
2039-04-06	tropics	208
2039-04-13	north	1
2039-04-13	south	2
2039-04-13	tropics	211
2039-04-20	north	1
2039-04-20	south	2
2039-04-20	tropics	211
2039-04-27	north	1
2039-04-27	south	2
2039-04-27	tropics	212
2039-05-04	north	1
2039-05-04	south	2
2039-05-04	tropics	215
2039-05-11	north	1
2039-05-11	south	3
2039-05-11	tropics	216
2039-05-18	north	0
2039-05-18	south	4
2039-05-18	tropics	214
2039-05-25	north	0
2039-05-25	south	5
2039-05-25	tropics	213
2039-06-01	north	0
2039-06-01	south	6
2039-06-01	tropics	212
2039-06-08	north	0
2039-06-08	south	7
2039-06-08	tropics	209
2039-06-15	north	0
2039-06-15	south	9
2039-06-15	tropics	204
2039-06-22	north	0
2039-06-22	south	10
2039-06-22	tropics	204
2039-06-29	north	0
2039-06-29	south	13
2039-06-29	tropics	203
2039-07-06	north	0
2039-07-06	south	17
2039-07-06	tropics	198
2039-07-13	north	0
2039-07-13	south	19
2039-07-13	tropics	193
2039-07-20	north	0
2039-07-20	south	23
2039-07-20	tropics	188
2039-07-27	north	0
2039-07-27	south	28
2039-07-27	tropics	183
2039-08-03	north	0
2039-08-03	south	32
2039-08-03	tropics	178
2039-08-10	north	0
2039-08-10	south	37
2039-08-10	tropics	174
2039-08-17	north	0
2039-08-17	south	42
2039-08-17	tropics	167
2039-08-24	north	0
2039-08-24	south	47
2039-08-24	tropics	161
2039-08-31	north	0
2039-08-31	south	50
2039-08-31	tropics	155
2039-09-07	north	0
2039-09-07	south	52
2039-09-07	tropics	148
2039-09-14	north	0
2039-09-14	south	55
2039-09-14	tropics	143
2039-09-21	north	0
2039-09-21	south	57
2039-09-21	tropics	139
2039-09-28	north	0
2039-09-28	south	57
2039-09-28	tropics	134
