date	location	variant	median_freq_nowcast	freq_upper_95	freq_lower_95	freq_upper_80	freq_lower_80	freq_upper_50	freq_lower_50	median_freq_forecast	freq_forecast_upper_95	freq_forecast_lower_95	freq_forecast_upper_80	freq_forecast_lower_80	freq_forecast_upper_50	freq_forecast_lower_50	model	analysis_date
2031-04-06	tropics	7	0.29246324	0.3630281	0.22964005	0.336283	0.24933793	0.31856725	0.26822233								GARW	2032-04-01
2031-04-07	tropics	7	0.2924025	0.3629355	0.22959329	0.33620146	0.24929564	0.3184997	0.2681671								GARW	2032-04-01
2031-04-08	tropics	7	0.29143938	0.3614658	0.22885287	0.33490768	0.24862526	0.3174349	0.26730978								GARW	2032-04-01
2031-04-09	tropics	7	0.2901008	0.35942402	0.22783092	0.33311123	0.2476919	0.31593713	0.26612616								GARW	2032-04-01
2031-04-10	tropics	7	0.28931963	0.3582961	0.22727181	0.33211768	0.24716868	0.31509435	0.26546896								GARW	2032-04-01
2031-04-11	tropics	7	0.28860793	0.35731295	0.22678474	0.33128297	0.2467077	0.3143503	0.26489452								GARW	2032-04-01
2031-04-12	tropics	7	0.28772146	0.35598168	0.22612415	0.33030134	0.24608617	0.31332916	0.26413912								GARW	2032-04-01
2031-04-13	tropics	7	0.28680006	0.3545785	0.22543053	0.32926017	0.24543352	0.31226027	0.26336715								GARW	2032-04-01
2031-04-14	tropics	7	0.28596574	0.35331434	0.2248369	0.32807362	0.24484742	0.31132343	0.26269162								GARW	2032-04-01
2031-04-15	tropics	7	0.2850656	0.35208133	0.22427078	0.32695466	0.24427295	0.31029886	0.26193142								GARW	2032-04-01
2031-04-16	tropics	7	0.28417698	0.35079256	0.22367994	0.3259701	0.24367158	0.30929083	0.2610758								GARW	2032-04-01
2031-04-17	tropics	7	0.28330815	0.34948978	0.22308457	0.32495287	0.24307106	0.30827826	0.26025558								GARW	2032-04-01
2031-04-18	tropics	7	0.28242815	0.3482096	0.22250132	0.32377547	0.24248786	0.30728146	0.25951412								GARW	2032-04-01
2031-04-19	tropics	7	0.28158292	0.3469355	0.22192103	0.32248133	0.24185783	0.30628788	0.25890762								GARW	2032-04-01
2031-04-20	tropics	7	0.28071135	0.34565273	0.22133027	0.32117844	0.24123088	0.30527735	0.25819817								GARW	2032-04-01
2031-04-21	tropics	7	0.2798055	0.34436765	0.22074	0.31987354	0.24061313	0.30425203	0.25748757								GARW	2032-04-01
2031-04-22	tropics	7	0.2788983	0.34308666	0.22015305	0.3186851	0.23999612	0.3032294	0.25665745								GARW	2032-04-01
2031-04-23	tropics	7	0.27801168	0.34180734	0.21956801	0.31753695	0.23937885	0.30220747	0.2558424								GARW	2032-04-01
2031-04-24	tropics	7	0.2771463	0.34052706	0.21898448	0.31633142	0.23876025	0.3011843	0.25502956								GARW	2032-04-01
2031-04-25	tropics	7	0.27625427	0.33924705	0.21843962	0.31517956	0.23814094	0.30016083	0.25423604								GARW	2032-04-01
2031-04-26	tropics	7	0.27537566	0.3379683	0.2178943	0.3141166	0.23752151	0.2991379	0.25348246								GARW	2032-04-01
2031-04-27	tropics	7	0.27449518	0.33669057	0.21734837	0.31298783	0.2367682	0.29811537	0.25283137								GARW	2032-04-01
2031-04-28	tropics	7	0.2736128	0.3354135	0.21680167	0.31190625	0.23606548	0.2970929	0.2522053								GARW	2032-04-01
2031-04-29	tropics	7	0.2727645	0.33413726	0.21625428	0.31086922	0.23539762	0.29607075	0.25150537								GARW	2032-04-01
2031-04-30	tropics	7	0.27193543	0.33286205	0.21573801	0.3098317	0.23473002	0.29504907	0.25075525								GARW	2032-04-01
2031-05-01	tropics	7	0.27104548	0.331588	0.21523495	0.30879366	0.23398961	0.29402795	0.25000477								GARW	2032-04-01
2031-05-02	tropics	7	0.27015573	0.33031496	0.21473174	0.30775514	0.233119	0.29300728	0.24925382								GARW	2032-04-01
2031-05-03	tropics	7	0.2692663	0.32904303	0.21422851	0.30671602	0.23237611	0.29198724	0.248447								GARW	2032-04-01
2031-05-04	tropics	7	0.2683773	0.3277255	0.21372527	0.3056765	0.23179099	0.29096788	0.2477138								GARW	2032-04-01
2031-05-05	tropics	7	0.26748878	0.32640228	0.21322204	0.30463648	0.23120688	0.2899456	0.24696693								GARW	2032-04-01
