date	country	cases
2025-01-05	north	1306973
2025-01-05	south	1978
2025-01-05	tropics	16760
2025-01-11	north	1380202
2025-01-11	south	2284
2025-01-11	tropics	17209
2025-01-18	north	1331830
2025-01-18	south	2408
2025-01-18	tropics	18457
2025-01-26	north	1184638
2025-01-26	south	2395
2025-01-26	tropics	19014
2025-02-02	north	986567
2025-02-02	south	2283
2025-02-02	tropics	19547
2025-02-09	north	776101
2025-02-09	south	2246
2025-02-09	tropics	20241
2025-02-16	north	585513
2025-02-16	south	2045
2025-02-16	tropics	20497
2025-02-22	north	429954
2025-02-22	south	1829
2025-02-22	tropics	20758
2025-03-01	north	306818
2025-03-01	south	1559
2025-03-01	tropics	21257
2025-03-09	north	215765
2025-03-09	south	1385
2025-03-09	tropics	21708
2025-03-16	north	148381
2025-03-16	south	1242
2025-03-16	tropics	22423
2025-03-23	north	101728
2025-03-23	south	1132
2025-03-23	tropics	23439
2025-03-30	north	68361
2025-03-30	south	928
2025-03-30	tropics	23636
2025-04-05	north	45701
2025-04-05	south	779
2025-04-05	tropics	24944
2025-04-13	north	29702
2025-04-13	south	729
2025-04-13	tropics	25635
2025-04-20	north	18977
2025-04-20	south	615
2025-04-20	tropics	26554
2025-04-27	north	12066
2025-04-27	south	584
2025-04-27	tropics	28646
2025-05-04	north	7495
2025-05-04	south	675
2025-05-04	tropics	30448
2025-05-11	north	4910
2025-05-11	south	613
2025-05-11	tropics	33090
2025-05-17	north	3076
2025-05-17	south	595
2025-05-17	tropics	35788
2025-05-25	north	1860
2025-05-25	south	685
2025-05-25	tropics	38307
2025-06-01	north	1122
2025-06-01	south	792
2025-06-01	tropics	42012
2025-06-08	north	723
2025-06-08	south	890
2025-06-08	tropics	46436
2025-06-15	north	476
2025-06-15	south	1027
2025-06-15	tropics	51696
2025-06-22	north	304
2025-06-22	south	1234
2025-06-22	tropics	56584
2025-06-28	north	254
2025-06-28	south	1482
2025-06-28	tropics	63644
2025-07-06	north	204
2025-07-06	south	1692
2025-07-06	tropics	69645
2025-07-13	north	198
2025-07-13	south	1830
2025-07-13	tropics	77580
2025-07-20	north	162
2025-07-20	south	2116
2025-07-20	tropics	86190
2025-07-27	north	173
2025-07-27	south	2363
2025-07-27	tropics	94298
2025-08-03	north	164
2025-08-03	south	2474
2025-08-03	tropics	102770
2025-08-10	north	194
2025-08-10	south	2736
2025-08-10	tropics	113014
2025-08-17	north	244
2025-08-17	south	2935
2025-08-17	tropics	123112
2025-08-24	north	239
2025-08-24	south	2954
2025-08-24	tropics	133590
2025-08-31	north	249
2025-08-31	south	3212
2025-08-31	tropics	142049
2025-09-07	north	278
2025-09-07	south	3416
2025-09-07	tropics	151955
2025-09-14	north	338
2025-09-14	south	3682
2025-09-14	tropics	162160
2025-09-21	north	372
2025-09-21	south	3760
2025-09-21	tropics	168821
2025-09-28	north	499
2025-09-28	south	3616
2025-09-28	tropics	174930
2025-10-05	north	565
2025-10-05	south	3528
2025-10-05	tropics	179537
2025-10-12	north	626
2025-10-12	south	3334
2025-10-12	tropics	182316
2025-10-19	north	785
2025-10-19	south	3027
2025-10-19	tropics	184890
2025-10-26	north	806
2025-10-26	south	2582
2025-10-26	tropics	183615
2025-11-02	north	900
2025-11-02	south	2325
2025-11-02	tropics	182252
2025-11-09	north	989
2025-11-09	south	2199
2025-11-09	tropics	178560
2025-11-16	north	1117
2025-11-16	south	1801
2025-11-16	tropics	174012
2025-11-23	north	1203
2025-11-23	south	1812
2025-11-23	tropics	166563
2025-11-30	north	1103
2025-11-30	south	1522
2025-11-30	tropics	158428
2025-12-07	north	1315
2025-12-07	south	1280
2025-12-07	tropics	149294
2025-12-14	north	1316
2025-12-14	south	1188
2025-12-14	tropics	138964
2025-12-21	north	1258
2025-12-21	south	1020
2025-12-21	tropics	130965
2025-12-28	north	1228
2025-12-28	south	790
2025-12-28	tropics	121717
2026-01-04	north	1088
2026-01-04	south	727
2026-01-04	tropics	112703
2026-01-11	north	1147
2026-01-11	south	749
2026-01-11	tropics	102406
2026-01-18	north	1075
2026-01-18	south	591
2026-01-18	tropics	92485
2026-01-25	north	1128
2026-01-25	south	479
2026-01-25	tropics	83952
2026-02-01	north	1038
2026-02-01	south	520
2026-02-01	tropics	75744
2026-02-08	north	1055
2026-02-08	south	461
2026-02-08	tropics	68309
2026-02-15	north	1013
2026-02-15	south	432
2026-02-15	tropics	61249
2026-02-22	north	953
2026-02-22	south	428
2026-02-22	tropics	55053
2026-03-01	north	776
2026-03-01	south	442
2026-03-01	tropics	49405
2026-03-08	north	625
2026-03-08	south	358
2026-03-08	tropics	43621
2026-03-15	north	585
2026-03-15	south	320
2026-03-15	tropics	38638
2026-03-22	north	491
2026-03-22	south	364
2026-03-22	tropics	34444
2026-03-29	north	407
2026-03-29	south	295
2026-03-29	tropics	30450
2026-04-05	north	356
2026-04-05	south	330
2026-04-05	tropics	27299
2026-04-12	north	297
2026-04-12	south	412
2026-04-12	tropics	24358
2026-04-19	north	273
2026-04-19	south	411
2026-04-19	tropics	21897
2026-04-26	north	185
2026-04-26	south	418
2026-04-26	tropics	19499
2026-05-03	north	155
2026-05-03	south	523
2026-05-03	tropics	17079
2026-05-10	north	111
2026-05-10	south	656
2026-05-10	tropics	15308
2026-05-17	north	68
2026-05-17	south	825
2026-05-17	tropics	13809
2026-05-24	north	59
2026-05-24	south	975
2026-05-24	tropics	12621
2026-05-31	north	57
2026-05-31	south	1194
2026-05-31	tropics	11206
2026-06-07	north	60
2026-06-07	south	1468
2026-06-07	tropics	10419
2026-06-14	north	36
2026-06-14	south	1630
2026-06-14	tropics	9310
2026-06-21	north	34
2026-06-21	south	1935
2026-06-21	tropics	8798
2026-06-28	north	46
2026-06-28	south	2191
2026-06-28	tropics	8379
2026-07-05	north	35
2026-07-05	south	2785
2026-07-05	tropics	7880
2026-07-12	north	47
2026-07-12	south	3446
2026-07-12	tropics	7176
2026-07-19	north	56
2026-07-19	south	4273
2026-07-19	tropics	6502
2026-07-26	north	72
2026-07-26	south	5317
2026-07-26	tropics	5886
2026-08-02	north	39
2026-08-02	south	6154
2026-08-02	tropics	5718
2026-08-09	north	51
2026-08-09	south	7369
2026-08-09	tropics	5324
2026-08-16	north	59
2026-08-16	south	8533
2026-08-16	tropics	5073
2026-08-23	north	78
2026-08-23	south	10120
2026-08-23	tropics	5053
2026-08-30	north	67
2026-08-30	south	12092
2026-08-30	tropics	4898
2026-09-06	north	77
2026-09-06	south	13668
2026-09-06	tropics	4723
2026-09-13	north	95
2026-09-13	south	15466
2026-09-13	tropics	4594
2026-09-20	north	109
2026-09-20	south	16884
2026-09-20	tropics	4402
2026-09-27	north	125
2026-09-27	south	17460
2026-09-27	tropics	4496
2026-10-04	north	111
2026-10-04	south	18327
2026-10-04	tropics	4525
2026-10-11	north	85
2026-10-11	south	18912
2026-10-11	tropics	4501
2026-10-18	north	100
2026-10-18	south	18555
2026-10-18	tropics	4756
2026-10-25	north	130
2026-10-25	south	18405
2026-10-25	tropics	4735
2026-11-01	north	153
2026-11-01	south	17667
2026-11-01	tropics	4662
2026-11-08	north	200
2026-11-08	south	16853
2026-11-08	tropics	4585
2026-11-15	north	243
2026-11-15	south	15483
2026-11-15	tropics	4816
2026-11-22	north	286
2026-11-22	south	13997
2026-11-22	tropics	4970
2026-11-29	north	295
2026-11-29	south	12641
2026-11-29	tropics	5168
2026-12-06	north	298
2026-12-06	south	11118
2026-12-06	tropics	5317
2026-12-13	north	315
2026-12-13	south	9918
2026-12-13	tropics	5446
2026-12-20	north	393
2026-12-20	south	8248
2026-12-20	tropics	5580
2026-12-27	north	418
2026-12-27	south	6935
2026-12-27	tropics	6060
2027-01-03	north	407
2027-01-03	south	5818
2027-01-03	tropics	6185
2027-01-10	north	532
2027-01-10	south	4968
2027-01-10	tropics	6877
2027-01-17	north	670
2027-01-17	south	4197
2027-01-17	tropics	7407
2027-01-24	north	779
2027-01-24	south	3779
2027-01-24	tropics	7564
2027-01-31	north	1029
2027-01-31	south	3568
2027-01-31	tropics	7671
2027-02-07	north	1151
2027-02-07	south	3032
2027-02-07	tropics	8231
2027-02-14	north	1439
2027-02-14	south	2740
2027-02-14	tropics	8923
2027-02-21	north	1630
2027-02-21	south	2704
2027-02-21	tropics	8866
2027-02-28	north	1879
2027-02-28	south	2537
2027-02-28	tropics	9310
2027-03-07	north	1955
2027-03-07	south	2467
2027-03-07	tropics	9840
2027-03-14	north	2009
2027-03-14	south	2246
2027-03-14	tropics	10645
2027-03-21	north	1948
2027-03-21	south	2510
2027-03-21	tropics	11292
2027-03-28	north	1888
2027-03-28	south	2669
2027-03-28	tropics	11953
2027-04-04	north	1733
2027-04-04	south	2939
2027-04-04	tropics	12545
2027-04-11	north	1600
2027-04-11	south	3303
2027-04-11	tropics	12770
2027-04-18	north	1485
2027-04-18	south	3716
2027-04-18	tropics	13502
2027-04-25	north	1364
2027-04-25	south	4223
2027-04-25	tropics	14435
2027-05-02	north	1202
2027-05-02	south	5443
2027-05-02	tropics	15574
2027-05-09	north	983
2027-05-09	south	6854
2027-05-09	tropics	16781
2027-05-16	north	887
2027-05-16	south	8959
2027-05-16	tropics	17290
2027-05-23	north	805
2027-05-23	south	11369
2027-05-23	tropics	17962
2027-05-30	north	723
2027-05-30	south	15932
2027-05-30	tropics	18837
2027-06-06	north	648
2027-06-06	south	21413
2027-06-06	tropics	20689
2027-06-13	north	554
2027-06-13	south	29169
2027-06-13	tropics	21621
2027-06-20	north	448
2027-06-20	south	40773
2027-06-20	tropics	22996
2027-06-27	north	465
2027-06-27	south	56751
2027-06-27	tropics	24721
2027-07-04	north	482
2027-07-04	south	78039
2027-07-04	tropics	26900
2027-07-11	north	514
2027-07-11	south	107595
2027-07-11	tropics	29050
2027-07-18	north	535
2027-07-18	south	145544
2027-07-18	tropics	31517
2027-07-25	north	586
2027-07-25	south	193052
2027-07-25	tropics	33785
2027-08-01	north	711
2027-08-01	south	250525
2027-08-01	tropics	36296
2027-08-08	north	1016
2027-08-08	south	315471
2027-08-08	tropics	39116
2027-08-15	north	1197
2027-08-15	south	383188
2027-08-15	tropics	41924
2027-08-22	north	1509
2027-08-22	south	442495
2027-08-22	tropics	45072
2027-08-29	north	1867
2027-08-29	south	487613
2027-08-29	tropics	48262
2027-09-05	north	2387
2027-09-05	south	507310
2027-09-05	tropics	51304
2027-09-12	north	2700
2027-09-12	south	502054
2027-09-12	tropics	55241
2027-09-19	north	3375
2027-09-19	south	472291
2027-09-19	tropics	59375
2027-09-26	north	3837
2027-09-26	south	421632
2027-09-26	tropics	62820
2027-10-03	north	4459
2027-10-03	south	361281
2027-10-03	tropics	66342
2027-10-10	north	5196
2027-10-10	south	297156
2027-10-10	tropics	70034
2027-10-17	north	5697
2027-10-17	south	236879
2027-10-17	tropics	73867
2027-10-24	north	6161
2027-10-24	south	181698
2027-10-24	tropics	77305
2027-10-31	north	6980
2027-10-31	south	137508
2027-10-31	tropics	80553
2027-11-07	north	8020
2027-11-07	south	101779
2027-11-07	tropics	83268
2027-11-14	north	9669
2027-11-14	south	73437
2027-11-14	tropics	85544
2027-11-21	north	11311
2027-11-21	south	52650
2027-11-21	tropics	89323
2027-11-28	north	13585
2027-11-28	south	36093
2027-11-28	tropics	91105
2027-12-05	north	16092
2027-12-05	south	24970
2027-12-05	tropics	91088
2027-12-12	north	19777
2027-12-12	south	17311
2027-12-12	tropics	92465
2027-12-19	north	24524
2027-12-19	south	11796
2027-12-19	tropics	93752
2027-12-26	north	29880
2027-12-26	south	7946
2027-12-26	tropics	94444
2028-01-02	north	36900
2028-01-02	south	5631
2028-01-02	tropics	94810
2028-01-09	north	44688
2028-01-09	south	4025
2028-01-09	tropics	92960
2028-01-16	north	54786
2028-01-16	south	2984
2028-01-16	tropics	92636
2028-01-23	north	66872
2028-01-23	south	2329
2028-01-23	tropics	91157
2028-01-30	north	79346
2028-01-30	south	1743
2028-01-30	tropics	90167
2028-02-06	north	94287
2028-02-06	south	1562
2028-02-06	tropics	88291
2028-02-13	north	108419
2028-02-13	south	1267
2028-02-13	tropics	86845
2028-02-20	north	121109
2028-02-20	south	1186
2028-02-20	tropics	83475
2028-02-27	north	133546
2028-02-27	south	1067
2028-02-27	tropics	80692
2028-03-05	north	143690
2028-03-05	south	1032
2028-03-05	tropics	77714
2028-03-12	north	149007
2028-03-12	south	998
2028-03-12	tropics	74961
2028-03-19	north	149954
2028-03-19	south	986
2028-03-19	tropics	71276
2028-03-26	north	145656
2028-03-26	south	1031
2028-03-26	tropics	68412
2028-04-02	north	138666
2028-04-02	south	1139
2028-04-02	tropics	65254
2028-04-09	north	127965
2028-04-09	south	1302
2028-04-09	tropics	62368
2028-04-16	north	113116
2028-04-16	south	1364
2028-04-16	tropics	59005
2028-04-23	north	97191
2028-04-23	south	1452
2028-04-23	tropics	56835
2028-04-30	north	82980
2028-04-30	south	1447
2028-04-30	tropics	54242
2028-05-07	north	68462
2028-05-07	south	1453
2028-05-07	tropics	51900
2028-05-14	north	55789
2028-05-14	south	1512
2028-05-14	tropics	48754
2028-05-21	north	44451
2028-05-21	south	1600
2028-05-21	tropics	46410
2028-05-28	north	34400
2028-05-28	south	1645
2028-05-28	tropics	43984
2028-06-04	north	26842
2028-06-04	south	1762
2028-06-04	tropics	41341
2028-06-11	north	20660
2028-06-11	south	1867
2028-06-11	tropics	38877
2028-06-18	north	15380
2028-06-18	south	2048
2028-06-18	tropics	36243
2028-06-25	north	11571
2028-06-25	south	2304
2028-06-25	tropics	34192
2028-07-02	north	8935
2028-07-02	south	2587
2028-07-02	tropics	32451
2028-07-10	north	6820
2028-07-10	south	2769
2028-07-10	tropics	31403
2028-07-16	north	5128
2028-07-16	south	2816
2028-07-16	tropics	30170
2028-07-23	north	3944
2028-07-23	south	3033
2028-07-23	tropics	28696
2028-07-30	north	2988
2028-07-30	south	3270
2028-07-30	tropics	28130
2028-08-06	north	2210
2028-08-06	south	3430
2028-08-06	tropics	28033
2028-08-13	north	1851
2028-08-13	south	3675
2028-08-13	tropics	27226
2028-08-21	north	1631
2028-08-21	south	3575
2028-08-21	tropics	26938
2028-08-27	north	1309
2028-08-27	south	3566
2028-08-27	tropics	26608
2028-09-03	north	1069
2028-09-03	south	3501
2028-09-03	tropics	26152
2028-09-10	north	879
2028-09-10	south	3535
2028-09-10	tropics	26544
2028-09-17	north	903
2028-09-17	south	3459
2028-09-17	tropics	26931
2028-09-25	north	1017
2028-09-25	south	3421
2028-09-25	tropics	27617
2028-10-02	north	999
2028-10-02	south	3569
2028-10-02	tropics	28365
2028-10-08	north	1002
2028-10-08	south	3323
2028-10-08	tropics	29638
2028-10-15	north	1124
2028-10-15	south	2906
2028-10-15	tropics	31129
2028-10-22	north	1365
2028-10-22	south	2700
2028-10-22	tropics	33002
2028-10-29	north	1544
2028-10-29	south	2432
2028-10-29	tropics	34989
2028-11-06	north	2009
2028-11-06	south	2158
2028-11-06	tropics	37681
2028-11-13	north	2425
2028-11-13	south	1830
2028-11-13	tropics	40215
2028-11-19	north	3025
2028-11-19	south	1638
2028-11-19	tropics	42856
2028-11-26	north	4073
2028-11-26	south	1366
2028-11-26	tropics	47011
2028-12-03	north	5869
2028-12-03	south	1366
2028-12-03	tropics	50923
2028-12-10	north	7843
2028-12-10	south	1203
2028-12-10	tropics	54451
2028-12-18	north	10528
2028-12-18	south	983
2028-12-18	tropics	59348
2028-12-25	north	15004
2028-12-25	south	875
2028-12-25	tropics	63509
2029-01-01	north	20954
2029-01-01	south	813
2029-01-01	tropics	68240
2029-01-07	north	29753
2029-01-07	south	707
2029-01-07	tropics	72758
2029-01-14	north	42990
2029-01-14	south	776
2029-01-14	tropics	77428
2029-01-22	north	60818
2029-01-22	south	826
2029-01-22	tropics	83689
2029-01-29	north	85094
2029-01-29	south	961
2029-01-29	tropics	88269
2029-02-05	north	117066
2029-02-05	south	1021
2029-02-05	tropics	93541
2029-02-12	north	155106
2029-02-12	south	1328
2029-02-12	tropics	99782
2029-02-18	north	201285
2029-02-18	south	1504
2029-02-18	tropics	106000
2029-02-25	north	253271
2029-02-25	south	1820
2029-02-25	tropics	112391
2029-03-05	north	305713
2029-03-05	south	2121
2029-03-05	tropics	117830
2029-03-12	north	356034
2029-03-12	south	2917
2029-03-12	tropics	122981
2029-03-19	north	392122
2029-03-19	south	3702
2029-03-19	tropics	128610
2029-03-26	north	412670
2029-03-26	south	4788
2029-03-26	tropics	134111
2029-04-01	north	412455
2029-04-01	south	6020
2029-04-01	tropics	142952
2029-04-09	north	392708
2029-04-09	south	7750
2029-04-09	tropics	149079
2029-04-16	north	357002
2029-04-16	south	9942
2029-04-16	tropics	159125
2029-04-23	north	315354
2029-04-23	south	12206
2029-04-23	tropics	169310
2029-04-30	north	268748
2029-04-30	south	15861
2029-04-30	tropics	180892
2029-05-07	north	219067
2029-05-07	south	21317
2029-05-07	tropics	195941
2029-05-13	north	176033
2029-05-13	south	29171
2029-05-13	tropics	214550
2029-05-21	north	137079
2029-05-21	south	41255
2029-05-21	tropics	234733
2029-05-28	north	104778
2029-05-28	south	61019
2029-05-28	tropics	259430
2029-06-04	north	79183
2029-06-04	south	92420
2029-06-04	tropics	288264
2029-06-11	north	59751
2029-06-11	south	145512
2029-06-11	tropics	318557
2029-06-18	north	44686
2029-06-18	south	234201
2029-06-18	tropics	350815
2029-06-24	north	33665
2029-06-24	south	385981
2029-06-24	tropics	383070
2029-07-02	north	26586
2029-07-02	south	624067
2029-07-02	tropics	416510
2029-07-09	north	21549
2029-07-09	south	971977
2029-07-09	tropics	445290
2029-07-16	north	19010
2029-07-16	south	1410848
2029-07-16	tropics	467399
2029-07-23	north	18718
2029-07-23	south	1831229
2029-07-23	tropics	478515
2029-07-30	north	18838
2029-07-30	south	2062567
2029-07-30	tropics	479594
2029-08-06	north	20296
2029-08-06	south	1995932
2029-08-06	tropics	470095
