analysis_date	model	location	all_variants_flat	n_seqs	n_cases	seq_entropy	seq_norm_entropy	case_entropy	case_norm_entropy	max_fitness_sd	max_fitness_variant	max_Rt_sd	max_Rt_variant	avg_cv_fitness	avg_cv_Rt	max_cv	max_cv_source	ssd	combined_flatness_correlation	pearson_corr	r2	pearson_corr_roi	r2_roi	spearman_corr	spearman_corr_roi
2033-10-01	FGA	north	False	780	6518	5.168073257820524	0.9066095798493643	5.207562257819567	0.9135369401849842	0.0824610351827248	25	0.10117949218611176	25	0.1278592820906906	0.09433748873240354	0.1278592820906906	fitness	0.09542196029499594	0.9522890198525018	0.9522890198525019	0.9068543773316388	0.954375742173652	0.910833057249509	1.0	1.0
2034-04-01	FGA	north	False	3881	33798	4.601428810180095	0.8072059415936805	4.5842271853777525	0.8041883454690167	0.08816492354434186	0	0.31169216214890894	0	0.13724082381524655	0.1675268779689072	0.1675268779689072	Rt	1.6434533658785804	0.1782733170607099	0.1782733170607099	0.0317813755758284	-0.40760724801046777	0.16614366863066699	0.6999999999999998	0.6999999999999998
2034-10-01	FGA	north	False	3731	32457	4.3699616795231675	0.8267983208407285	4.357401086667321	0.7643973626806925	0.13697313473296233	0	0.1592360644458718	25	0.24828947284564212	0.1616063557045504	0.24828947284564212	fitness	0.11940559551623622	0.9402972022418821	0.9402972022418823	0.8841588285439113	0.8608939031274835	0.741138312442073	0.23461538461538461	0.23461538461538461
2035-04-01	FGA	north	False	253	1934	2.9612117221906638	0.664033440901947	2.9284822483775255	0.5137291846202525	0.05667637339939143	0	0.09073084414562742	25	0.11075564346583128	0.09653501463109385	0.11075564346583128	fitness	0.1034721234431946	0.9482639382784026	0.9482639382784026	0.8992044966392662	0.5850941890934973	0.3423352101109772	-0.8	-0.8
2035-10-01	FGA	north	False	16	78	3.75	0.9849357563894758	5.424896892211431	0.9516628822417379	0.051772439323137194	0	0.012156948307528562	0	0.09780613565264888	0.012160054670586942	0.09780613565264888	fitness	1.9095067062035902	0.045246646898204734	0.04524664689820474	0.002047259055530821	0.4826682266840813	0.2329686170503557	0.5	0.5
2036-04-01	FGA	north	False	585	5283	3.776881696919893	0.7774591338887507	3.8025255040637345	0.6638579453446178	0.07532589241349703	6	0.3320076540414698	28	0.111753333386191	0.11976626234999836	0.11976626234999836	Rt	3.108792918499559	-0.5543964592497794	-0.5543964592497794	0.30735543402869236	0.18579529123097344	0.03451989024360223	0.2	0.2
2036-10-01	FGA	north	False	1545	13014	4.953728378775985	0.877720518065453	4.947747508969198	0.8637947311275126	0.09722977590881282	6	0.08343143345119534	6	0.14803157433730335	0.07534912185287992	0.14803157433730335	fitness	0.36654053898491484	0.8167297305075426	0.8167297305075426	0.6670474526949232	0.9045066598143559	0.8181322976485229	0.9999999999999999	0.9999999999999999
2037-04-01	FGA	north	False	2953	25391	5.155118836500581	0.9043370496656459	5.163211645159107	0.901411199075886	0.07082505989515905	13	0.06384427708481047	6	0.1101817666986753	0.061187556338416875	0.1101817666986753	fitness	0.5306011589222965	0.7346994205388517	0.7346994205388516	0.5397832385401243	-0.3532672768326779	0.12479776888077587	0.8857142857142859	0.8857142857142859
2037-10-01	FGA	north	False	2301	19117	4.665541663352914	0.8827221600473071	4.640643387325997	0.8140851612828399	0.10267869084573736	13	0.14962642736860385	6	0.17572159145080649	0.15958489733651954	0.17572159145080649	fitness	0.2573852771063866	0.8713073614468065	0.8713073614468068	0.7591765181113964	0.8816183431342985	0.7772509029508657	0.7923076923076924	0.7923076923076924
2038-04-01	FGA	north	False	314	3008	2.910838530855643	0.7866196324143597	3.083450258542726	0.5383193225189201	0.06322958650410007	13	0.038279924558337466	17	0.11170567529667512	0.05144834720047459	0.11170567529667512	fitness	3.480375661141347	-0.7401878305706736	-0.7401878305706736	0.5478780245249202	-0.49235081147545223	0.2424093215605363	-0.29999999999999993	-0.29999999999999993
2038-10-01	FGA	north	False	0	0	0.0	0.0	0.0	0.0	0.043020180385955877	0	0.22422512421698768	0	0.09707809858674853	0.2361592946239574	0.2361592946239574	Rt	1.010229334939306	0.49488533253034694	0.49488533253034694	0.24491149235367207	-0.644899193954757	0.4158949703634953	1.0	1.0
2039-04-01	FGA	north	False	1	0	0.0	0.0	0.0	0.0	0.05693229344363837	12	0.10356587586903618	27	0.1156744662574952	0.10079074183152383	0.1156744662574952	fitness	0.06277749352266164	0.968611253238669	0.968611253238669	0.938207759900585	0.7439176673432414	0.5534134957854095	0.3615384615384615	0.3615384615384615
2039-10-01	FGA	north	False	1	0	0.0	0.0	0.0	0.0	0.0512001548352811	12	0.0811632790967856	27	0.10135869134633267	0.07701609835791633	0.10135869134633267	fitness	0.17645067029984404	0.9117746648500781	0.9117746648500781	0.8313330394624722	-0.227438895694293	0.051728451274639486	0.3461538461538463	0.3461538461538463
2040-04-01	FGA	north	False	7	52	2.521640636343319	0.9755037590061089	3.6781605739858714	0.6452415525561098	0.09151087409776645	29	0.1216457815807864	27	0.11178803620290201	0.12145973584762762	0.12145973584762762	Rt	0.987756532875637	0.5061217335621813	0.5061217335621813	0.2561592091839876	-0.06612277370477494	0.004372221202412876	-0.8153846153846155	-0.8153846153846155
2040-10-01	FGA	north	False	13	122	3.5465935642949393	0.9892972558517702	5.087448076014009	0.8924659022046497	0.062129647350324134	13	0.03453840863674679	6	0.101212660831316	0.03515068626033548	0.101212660831316	fitness	0.516098975560468	0.7419505122197662	0.7419505122197662	0.5504905625831734	-0.6693508923449688	0.448030617083006	-0.9999999999999999	-0.9999999999999999
2041-04-01	FGA	north	False	1471	12051	3.67165119482783	0.7482643281498509	3.6436567002516487	0.6391887083124601	0.07220228444953657	13	0.07403140157133946	13	0.11993850162785509	0.06688986976685389	0.11993850162785509	fitness	0.2744261467547047	0.8627869266226477	0.8627869266226477	0.744401280750954	-0.04275782814993175	0.0018282318680990961	1.0	1.0
2041-10-01	FGA	north	False	2235	19368	4.469651255702685	0.813869412983725	4.46982399132543	0.7841191578784092	0.11786475141441785	10	0.1308963277911075	13	0.18941325875602755	0.1294128467217385	0.18941325875602755	fitness	0.1316369527530838	0.9341815236234583	0.9341815236234583	0.872695119079446	0.8986830775662749	0.8076312739039911	-0.2	-0.2
2042-04-01	FGA	north	False	843	7928	3.8699206726618853	0.6967069527554796	3.8145577288345223	0.6691690321178322	0.06528681989877573	10	0.09347546118043037	10	0.10973317907161445	0.08992828082369661	0.10973317907161445	fitness	0.2435415939381581	0.8782292030309209	0.878229203030921	0.7712865330563267	0.5012297468709275	0.25123125914829403	0.8	0.8
2042-10-01	FGA	north	False	190	1448	5.334094935551872	0.9451153176468132	5.422881357268179	0.9513093068961662	0.07273874789816522	19	0.06724886748087684	19	0.10530155361084322	0.059710469224583944	0.10530155361084322	fitness	0.4167563342173335	0.7916218328913334	0.7916218328913334	0.6266651263102341	-0.14093798339379138	0.019863515163108615	1.0	1.0
2043-04-01	FGA	north	False	4158	34031	4.178234464978674	0.7365869470441538	4.1474146586489535	0.7275604801942229	0.09979882313496355	29	0.11118635836272113	19	0.14666542433613208	0.10223507656011004	0.14666542433613208	fitness	0.27370586412030884	0.8631470679398457	0.8631470679398457	0.7450228608931527	0.4015565813435874	0.16124768802034914	0.8884615384615382	0.8884615384615382
2043-10-01	FGA	north	False	4291	35545	4.251824745248326	0.7742058410283977	4.2463682104199085	0.7413455274220859	0.14792543179526488	29	0.17532193639830262	29	0.26547761237812084	0.1641095732991026	0.26547761237812084	fitness	0.14229430049454705	0.9288528497527264	0.9288528497527264	0.862767616493761	0.8966409801367603	0.8039650472606101	1.0	1.0
2044-04-01	FGA	north	False	258	2492	3.277264115004069	0.7244875049441599	3.1879943571394076	0.5565709898432097	0.06064372474374784	29	0.08885573299737917	19	0.11423702492533655	0.09324048276866377	0.11423702492533655	fitness	0.5390272414997545	0.7304863792501227	0.7304863792501227	0.5336103502699541	0.7636002183655949	0.5830852934879842	-0.5	-0.5
2044-10-01	FGA	north	False	14	98	3.3787834934861753	0.9766874637103277	4.873460262978111	0.854927076497064	0.05674641027070748	29	0.04638126455587895	29	0.10272333225707597	0.04824664388721098	0.10272333225707597	fitness	0.45862205576258697	0.7706889721187067	0.7706889721187067	0.5939614917453887	-0.6902391510538053	0.47643008564747785	0.9999999999999999	0.9999999999999999
2045-04-01	FGA	north	False	82	681	3.7462730694433883	0.8400785996553	3.9460644389164954	0.6922386050954159	0.061849854198455324	29	0.10695976204653891	29	0.11283034506836366	0.10287967364070598	0.11283034506836366	fitness	0.10748676937790475	0.9462566153110475	0.9462566153110474	0.8954015820199196	0.6563461951128415	0.43079032783910426	0.9999999999999999	0.9999999999999999
2045-10-01	FGA	north	False	237	1955	4.906713792421685	0.9219804749213798	5.148196398635328	0.9031226805629917	0.07630455775128518	4	0.12077013169553802	4	0.10786454199101227	0.09529086775023665	0.10786454199101227	fitness	0.2833318390055191	0.8583340804972405	0.8583340804972405	0.7367373937430433	0.1681488318001405	0.028274029635751943	1.0	1.0
2046-04-01	FGA	north	False	6041	50079	4.112742842632816	0.7250413350003475	4.119612746130015	0.7226833279228881	0.12713692607710458	4	0.14431454837704374	24	0.18933204955064287	0.14246691752316912	0.18933204955064287	fitness	0.3123823849263427	0.8438088075368286	0.8438088075368285	0.7120133036767246	0.5237441416949943	0.2743079259598262	0.5	0.5
2046-10-01	FGA	north	False	5897	48828	3.9466873778501625	0.7966352422441582	3.941407983650591	0.6914217461343282	0.13525595448586641	4	0.20255297253401555	4	0.27710034628580443	0.21061822964693552	0.27710034628580443	fitness	0.6464147136892475	0.6767926431553762	0.6767926431553762	0.45804828182924046	0.6122489556419292	0.3748487836846329	0.5	0.5
2047-04-01	FGA	north	False	18	106	3.191611641751379	0.9225826648970114	4.446437623440187	0.7800166028051896	0.054016407051824575	24	0.0761980679654706	24	0.11596865914420847	0.08285326390959222	0.11596865914420847	fitness	0.9471317489484504	0.526434125525775	0.526434125525775	0.2771328885180874	0.16671527307665845	0.0277939822770248	0.9999999999999999	0.9999999999999999
2047-10-01	FGA	north	False	12	74	3.41829583405449	0.9881090915741207	4.958528703057483	0.8698502130068054	0.04944884149139619	24	0.04139072766002765	4	0.10160922675814749	0.04149948521587088	0.10160922675814749	fitness	2.187551564789808	-0.09377578239490407	-0.09377578239490406	0.008793897363776398	0.518917369853676	0.26927523673585674	-0.9999999999999999	-0.9999999999999999
2048-04-01	FGA	north	False	61	527	4.465848051722046	0.9500915487728409	4.586840840099822	0.8046468460148171	0.06878368967061589	11	0.006053524449923704	4	0.1154654965145281	0.005887896984558868	0.1154654965145281	fitness	2.9116499237857894	-0.45582496189289473	-0.4558249618928947	0.20777639588465888	-0.6142049724340656	0.37724774816273127	-0.5	-0.5
2048-10-01	FGA	north	False	87	745	4.776645945150705	0.9469216385808885	5.170234163175929	0.9069886568087309	0.0653065825233112	11	0.07090936505472001	11	0.10383496357835952	0.06910857951572578	0.10383496357835952	fitness	0.15901980615262143	0.9204900969236892	0.9204900969236892	0.8473020185345828	-0.5387098954455075	0.2902083514509096	0.78	0.78
2049-04-01	FGA	north	False	408	3118	3.9302049966577943	0.7791233007696945	4.040674693425375	0.7088356150081411	0.07639144867033339	3	0.08950563109454295	11	0.1119161844019039	0.0841109040324156	0.1119161844019039	fitness	0.24923486531247757	0.8753825673437611	0.8753825673437612	0.7662946392093546	0.11448457440774673	0.013106717777322897	-0.4	-0.4
2049-10-01	FGA	north	False	1151	9484	5.012680460782991	0.9024395134608432	4.978624815944174	0.8733755748877035	0.09278604977999033	3	0.09561223866927379	3	0.13614080148884503	0.08389954704959052	0.13614080148884503	fitness	0.3128220024517808	0.8435889987741096	0.8435889987741096	0.7116423988527047	0.8992066459837064	0.8085725921812666	0.8	0.8
2050-04-01	FGA	north	False	4795	39473	4.84031448164764	0.8491124756996926	4.837475411073067	0.8486144315636344	0.08950481757123756	26	0.0912428621289783	3	0.1306115818662899	0.08744079821061757	0.1306115818662899	fitness	0.8571419142820323	0.5714290428589838	0.5714290428589839	0.32653115102273444	-0.04377595115858033	0.0019163338998384105	-0.3	-0.3
2050-10-01	FGA	north	False	4282	35101	4.423424338285705	0.8428897554233066	4.421124333311451	0.7718550507783891	0.13334572412798523	26	0.1587187577496686	4	0.22280960184880289	0.15750619822058823	0.22280960184880289	fitness	0.08107841896147427	0.959460790519263	0.959460790519263	0.9205650085438492	0.8688894183514645	0.7549688213231462	-0.29999999999999993	-0.29999999999999993
2051-04-01	FGA	north	False	311	2640	3.627384328759137	0.7466855741916876	3.66904944252793	0.6405552366923932	0.0617927293570058	14	0.09601637541280941	14	0.11452570783254572	0.09395360943669684	0.11452570783254572	fitness	0.07754459286170139	0.9612277035691491	0.9612277035691491	0.92395869810882	0.7234170041499143	0.5233321618932371	0.7076923076923075	0.7076923076923075
2051-10-01	FGA	north	False	115	907	5.030843938497402	0.9390191516873627	5.404187080507851	0.9434815171363907	0.05890102756566941	14	0.05718814510850437	14	0.1042999724883434	0.05499515284569679	0.1042999724883434	fitness	0.09338922830399705	0.9533053858480015	0.9533053858480015	0.908791158686807	-0.09918963520385525	0.00983858373187388	1.0	1.0
2052-04-01	FGA	north	False	4757	40667	3.770315894664493	0.6680389733344686	3.7391059471018817	0.6559328985100119	0.12619786636926703	1	0.12493718875237234	1	0.16426233890330455	0.09724054816249751	0.16426233890330455	fitness	0.31684821830139354	0.8415758908493032	0.8415758908493032	0.7082499800587982	0.5978320124820872	0.3574031151483824	0.9923076923076921	0.9923076923076921
2052-10-01	FGA	north	False	5400	46178	4.104919412005087	0.7349949818776833	4.074061862711759	0.7146925613030265	0.19251108804838032	1	0.23093638362277008	1	0.30630848488134804	0.20754574902132986	0.30630848488134804	fitness	0.1529162452622586	0.9235418773688708	0.9235418773688708	0.8529295992540185	0.8992305231108102	0.8086155336941414	-0.057692307692307696	-0.057692307692307696
2053-04-01	FGA	north	False	1047	8800	4.033288900138513	0.7344131078149282	3.960686930888938	0.6948037566794083	0.06411247884130843	23	0.06765114421756306	23	0.11385251004573332	0.06116716770460533	0.11385251004573332	fitness	0.3789009564788739	0.8105495217605632	0.8105495217605632	0.6569905272262777	0.5054819401506946	0.25551199181851036	1.0	1.0
2053-10-01	FGA	north	False	712	6335	4.958683851928997	0.8878634102357373	4.918453735614936	0.8628200592951518	0.08316648363143685	7	0.11437627894723858	7	0.12501060196544894	0.1000747330868359	0.12501060196544894	fitness	0.19771029283460254	0.9011448535826987	0.9011448535826988	0.8120620471385837	0.9213416267751614	0.8488703932287008	1.0	1.0
2054-04-01	FGA	north	False	4410	37772	4.5105051696456995	0.7951634261753084	4.525204434671945	0.7938342756736686	0.09488688323565726	7	0.09547821635686153	7	0.16066420532063846	0.09363964643271946	0.16066420532063846	fitness	0.5758025809919585	0.7120987095040205	0.7120987095040205	0.5070845720772914	0.20695943888219728	0.04283220934243395	0.9999999999999999	0.9999999999999999
2054-10-01	FGA	north	False	4145	35123	4.23579810834193	0.7906219304433764	4.214064330740039	0.7392525031585181	0.13571100955267087	21	0.16357147291656468	7	0.25231776409325657	0.1645007862055907	0.25231776409325657	fitness	0.39594056965642266	0.8020297151717889	0.8020297151717889	0.6432516640185408	0.7020569212009043	0.4928839206060928	-0.5	-0.5
2025-04-01	FGA	north	False	19	126	3.036372249830224	0.9578687976682976	3.517697628708842	0.9506161150156365	0.05847580347320367	22	0.3717125110258118	2	0.06287246869682162	0.30907962211812867	0.30907962211812867	Rt	3.371000760818151	-0.6855003804090756	-0.6855003804090756	0.4699107715409873			-1.0	-1.0
2025-10-01	FGA	south	False	16	126	3.1556390622295662	0.9499420132200561	4.2966034879048625	0.8129189246130377	0.061213447687796595	20	0.0696416911894756	20	0.08578153769109975	0.07010410632417953	0.08578153769109975	fitness	0.7277863711381499	0.6361068144309254	0.6361068144309254	0.4046318793654598	0.7605792390497628	0.5784807788735161		
2026-04-01	FGA	south	False	32	230	4.202819531114782	0.9568569678773138	5.16193487795791	0.9055327541716751	0.07203091130662183	20	0.06948957789710078	20	0.10524727781735377	0.06959412826518874	0.10524727781735377	fitness	0.5249750669357592	0.73751246653212	0.73751246653212	0.5439246382902914	-0.5200405274435863	0.27044215018380346		
2026-10-01	FGA	south	False	284	2497	4.124907271973302	0.8177210531872375	4.183655050755967	0.7339179532838308	0.06885419205386428	16	0.07874873948488251	12	0.11071752314236505	0.07610579720626942	0.11071752314236505	fitness	0.10432347761912572	0.947838261190437	0.947838261190437	0.898397369376511	0.29955439878901824	0.08973283783385017	-0.9999999999999999	-0.9999999999999999
2027-04-01	FGA	south	False	586	5270	5.025287298876289	0.8997889060539619	5.05711249120505	0.8871442803107424	0.08335500132147071	20	0.08387855790509101	16	0.12498274911936663	0.07963514511587232	0.12498274911936663	fitness	0.08518781805680557	0.9574060909715971	0.9574060909715971	0.9166264230295141	0.8862607264055097	0.7854580751688217	-0.5	-0.5
2027-10-01	FGA	south	False	3487	30973	4.563277869633327	0.8005133104225525	4.5871753380709475	0.8047055253426697	0.07645400131953382	20	0.09458593000663669	20	0.12635960762494317	0.08935161542995866	0.12635960762494317	fitness	0.20480066511180403	0.8975996674440979	0.8975996674440978	0.805685162995755	0.20779245790896242	0.043177705563847917	1.0	1.0
2028-04-01	FGA	south	False	3415	30179	4.389352419633612	0.8363973032000601	4.404072338627087	0.7725846700231839	0.12332978192462893	20	0.16930609365894228	20	0.2391108688703235	0.1800873212870804	0.2391108688703235	fitness	0.104498849066767	0.9477505754666167	0.9477505754666167	0.8982311532973031	0.91117891360891	0.8302470126055135	1.0	1.0
2028-10-01	FGA	south	False	377	2967	3.997170657033014	0.7994341314066028	3.93898744851445	0.6909971236041682	0.0653870264124903	5	0.1283030398939946	5	0.11087352773582895	0.11598154548805695	0.11598154548805695	Rt	0.12335428401987247	0.9383228579900637	0.9383228579900637	0.8804497858266411	0.6496063376801833	0.4219883939542603	0.8999999999999997	0.8999999999999997
2029-04-01	FGA	south	False	342	2737	5.035961514536329	0.9117235498760011	5.196131578700314	0.9071584739904636	0.07805813273413546	2	0.06791360123418319	5	0.10799326733418854	0.06393816149060935	0.10799326733418854	fitness	0.14890822718774238	0.9255458864061289	0.9255458864061289	0.8566351878433068	0.3421023000710616	0.11703398371391069	0.0	0.0
2029-10-01	FGA	south	False	4003	34782	4.462207662490498	0.7790275193042601	4.461584841617441	0.7789187850999362	0.09185070537589583	2	0.07186931104835381	2	0.13747991122048625	0.0670380233805733	0.13747991122048625	fitness	0.5087267287162219	0.7456366356418891	0.745636635641889	0.5559739924113551	-0.02526733634049777	0.0006384382857438393	0.8999999999999997	0.8999999999999997
2030-04-01	FGA	south	False	4328	37354	4.5451897274520965	0.8276240547092831	4.548978805680345	0.7941763231115335	0.1449244698232815	2	0.14461599326232163	2	0.25824420227077494	0.14350596903346022	0.25824420227077494	fitness	0.02597999130335894	0.9870100043483204	0.9870100043483203	0.9741887486836713	0.9634155978654795	0.9281696142104993	0.5384615384615384	0.5384615384615384
2030-10-01	FGA	south	False	563	5902	3.182754819389699	0.6486296682950592	3.3231133969009554	0.580160535269579	0.055316394087841475	2	0.07858725136845816	2	0.11723871944713526	0.08289975260744159	0.11723871944713526	fitness	0.12479204759564429	0.9376039762021777	0.9376039762021777	0.8791012161901338	0.7546816616334322	0.5695444104057983	0.6153846153846154	0.6153846153846154
2031-04-01	FGA	south	False	29	197	3.8833374604210062	0.9312727348999851	5.071949981719978	0.8854784248407926	0.06526961379556773	8	0.007544577157353125	8	0.10159340092514603	0.006220807854833964	0.10159340092514603	fitness	0.3449946167220381	0.8275026916389807	0.8275026916389808	0.6847607046697581	-0.24099015142605051	0.05807625308435076	0.9999999999999999	0.9999999999999999
2031-10-01	FGA	south	False	4532	38820	4.071982416066327	0.8143964832132655	4.062189194959822	0.7126097978077555	0.10053065615646689	15	0.15045977981150935	15	0.1555993153137211	0.1290257408404591	0.1555993153137211	fitness	0.26227796153037025	0.8688610192348148	0.8688610192348148	0.7549194707457613	0.6503234411048139	0.42292057805040634	1.0	1.0
2032-04-01	FGA	south	False	4571	39222	4.119245146405646	0.8165985941894509	4.121394809792431	0.7229959465541747	0.14223040399293774	15	0.19918094221002078	15	0.2597658212754093	0.18174467094879873	0.2597658212754093	fitness	0.16799676628456048	0.9160016168577197	0.9160016168577197	0.8390589620859568	0.8464286040452714	0.7164413817460269	1.0	1.0
2032-10-01	FGA	south	False	156	1377	4.522013430470623	0.9308421410059209	4.691891031105176	0.8230752824512277	0.05845149842181381	15	0.08384516686348852	15	0.11433509592411044	0.07998179444871178	0.11433509592411044	fitness	0.267464222097086	0.8662678889514568	0.8662678889514568	0.7504200554284135	0.6472400712410995	0.41891970982018356	0.9999999999999999	0.9999999999999999
2033-04-01	FGA	south	False	160	1317	4.926541655408822	0.9456926302312773	5.11518623974643	0.8973318713410564	0.05602574025846864	15	0.07063400679915585	15	0.1045756128200578	0.07098558390951794	0.1045756128200578	fitness	0.0864675229281118	0.9567662385359443	0.9567662385359443	0.9154016352022195	-0.2487122442055317	0.061857780417752035	0.9999999999999999	0.9999999999999999
2033-10-01	FGA	south	False	1837	16092	3.7784816658591427	0.7253125041465761	3.78695727110123	0.6643272200650783	0.08456238271030764	0	0.15276932550909242	25	0.11783498399224981	0.05328795736408565	0.11783498399224981	fitness	3.396821635169265	-0.6984108175846323	-0.6984108175846323	0.48777767011923456	0.32541600736890447	0.10589557785191889	0.29999999999999993	0.29999999999999993
2034-04-01	FGA	south	False	2691	22875	4.393162296410592	0.7953495102183383	4.397024662225963	0.7713483309424117	0.1293746710505731	0	0.17523018324104866	25	0.20351860214480294	0.1472671531696446	0.20351860214480294	fitness	0.3693790411900338	0.8153104794049832	0.8153104794049832	0.6647311778275836	0.8388983840655737	0.7037504987878308	0.2	0.2
