date	country	variant	sequences
2024-12-22	north	1	1
2024-12-22	tropics	1	1
2024-12-29	tropics	0	2
2024-12-29	tropics	1	1
2025-01-05	north	1	1
2025-01-05	tropics	0	1
2025-01-05	tropics	1	5
2025-01-12	tropics	1	2
2025-01-19	tropics	0	1
2025-01-19	tropics	1	5
2025-01-26	tropics	1	4
2025-02-02	north	1	1
2025-02-02	tropics	0	1
2025-02-02	tropics	1	3
2025-02-09	tropics	1	3
2025-02-16	tropics	1	2
2025-02-23	north	1	1
2025-02-23	tropics	0	1
2025-02-23	tropics	1	2
2025-03-02	north	1	1
2025-03-02	tropics	0	1
2025-03-02	tropics	1	3
2025-03-09	tropics	1	1
2025-03-16	north	1	3
2025-03-16	tropics	0	1
2025-03-16	tropics	1	2
2025-03-23	tropics	1	2
2025-04-06	north	1	2
2025-04-06	tropics	1	1
2025-04-13	tropics	1	2
2025-04-20	tropics	1	2
2025-04-27	tropics	1	1
2025-05-04	north	1	3
2025-05-04	tropics	1	3
2025-05-11	tropics	1	3
2025-05-18	tropics	1	1
2025-05-25	north	1	1
2025-05-25	tropics	1	2
2025-06-01	tropics	1	4
2025-06-08	tropics	1	3
2025-06-15	north	1	1
2025-06-15	tropics	2	1
2025-06-29	tropics	1	2
2025-07-06	tropics	1	3
2025-07-13	tropics	1	2
2025-07-20	tropics	1	1
2025-07-27	tropics	1	2
2025-08-03	tropics	1	1
2025-08-17	tropics	1	2
2025-08-24	tropics	1	1
2025-09-07	tropics	2	1
2025-09-21	tropics	1	3
2025-10-05	tropics	1	2
2025-10-12	tropics	1	1
2025-10-26	tropics	1	1
2025-11-09	tropics	1	1
2025-11-16	tropics	1	1
2025-11-23	tropics	1	2
2025-11-30	tropics	1	1
2025-11-30	tropics	2	1
2025-12-14	tropics	2	1
2025-12-21	north	1	1
2026-01-04	north	2	1
2026-01-04	tropics	1	1
2026-01-04	tropics	2	1
2026-01-11	north	1	1
2026-01-18	north	1	2
2026-01-25	north	2	1
2026-01-25	tropics	2	1
2026-02-01	north	2	1
2026-02-08	north	2	1
2026-02-15	north	1	2
2026-02-15	north	2	2
2026-02-15	tropics	1	2
2026-02-22	north	1	2
2026-02-22	north	2	2
2026-02-22	tropics	1	1
2026-03-01	north	1	2
2026-03-01	north	2	1
2026-03-08	north	1	1
2026-03-08	north	2	4
2026-03-08	tropics	1	1
2026-03-08	tropics	2	1
2026-03-15	north	2	7
2026-03-15	tropics	1	2
2026-03-15	tropics	2	1
2026-03-22	north	1	2
2026-03-22	north	2	3
2026-03-22	tropics	1	1
2026-03-22	tropics	2	2
2026-03-29	north	1	1
2026-03-29	north	2	7
2026-03-29	tropics	1	1
2026-03-29	tropics	2	1
2026-04-05	north	1	1
2026-04-05	north	2	3
2026-04-05	tropics	2	1
2026-04-12	north	1	1
2026-04-12	north	2	5
2026-04-12	tropics	2	1
2026-04-19	north	1	1
2026-04-19	north	2	6
2026-04-26	north	2	8
2026-04-26	tropics	2	1
2026-05-03	north	2	2
2026-05-03	tropics	2	2
2026-05-10	north	2	2
2026-05-10	tropics	1	1
2026-05-10	tropics	3	1
2026-05-17	north	2	2
2026-05-24	north	2	4
2026-05-24	tropics	1	1
2026-05-24	tropics	2	4
2026-05-31	north	2	4
2026-06-07	north	2	1
2026-06-07	south	2	1
2026-06-07	tropics	2	2
2026-06-14	north	2	1
2026-06-14	south	2	1
2026-06-14	tropics	2	1
2026-06-21	north	2	1
2026-06-21	south	2	2
2026-06-21	tropics	1	1
2026-06-21	tropics	2	3
2026-06-28	north	2	2
2026-06-28	tropics	1	1
2026-06-28	tropics	2	3
2026-06-28	tropics	3	1
2026-07-05	south	2	1
2026-07-05	tropics	2	4
2026-07-12	south	2	1
2026-07-19	tropics	2	2
2026-07-26	north	2	1
2026-07-26	tropics	2	2
2026-08-02	south	2	1
2026-08-02	tropics	2	1
2026-08-09	south	2	3
2026-08-09	tropics	2	2
2026-08-16	south	2	2
2026-08-16	tropics	2	6
2026-08-23	north	2	1
2026-08-23	south	2	2
2026-08-23	tropics	2	4
2026-08-30	south	2	1
2026-08-30	tropics	2	3
2026-09-06	south	2	2
2026-09-06	tropics	2	2
2026-09-13	south	2	6
2026-09-13	tropics	2	4
2026-09-20	south	2	3
2026-09-27	south	2	6
2026-09-27	tropics	2	3
2026-10-04	south	2	3
2026-10-04	tropics	2	2
2026-10-11	south	2	2
2026-10-11	tropics	2	2
2026-10-18	south	2	2
2026-10-18	tropics	2	2
2026-10-25	south	2	1
2026-11-01	south	2	3
2026-11-01	tropics	2	1
2026-11-08	south	2	2
2026-11-08	tropics	2	1
2026-11-08	tropics	3	1
2026-11-15	tropics	2	1
2026-11-22	north	3	1
2026-11-22	south	2	1
2026-11-22	tropics	2	2
2026-12-06	tropics	2	3
2026-12-13	north	2	1
2026-12-20	south	2	1
2026-12-20	tropics	2	2
2026-12-27	tropics	3	1
2027-01-10	north	2	1
2027-01-24	north	3	1
2027-01-24	tropics	2	2
2027-01-31	south	2	1
2027-01-31	tropics	2	1
2027-02-07	north	3	2
2027-02-07	tropics	3	1
2027-02-14	tropics	2	1
2027-02-21	north	3	1
2027-03-07	tropics	2	1
2027-03-07	tropics	3	1
2027-03-14	north	3	2
2027-03-14	tropics	3	1
2027-03-21	north	3	4
2027-03-28	north	2	1
2027-03-28	north	3	3
2027-04-04	north	3	2
2027-04-04	north	4	1
