country	variant	week_start	year_week	sequences	date	variant_frequency	smoothed_sequences	variant_frequency_smoothed	cases	variant_incidence	variant_incidence_smoothed	growth_rate_r_data	median_r	model	analysis_date	abs_error
tropics	0	2034-03-27	2034-13	3.0	2034-03-27	0.08571428571428572	3.004894812523866	0.07699528976529617								
tropics	0	2034-04-03	2034-14	3.0	2034-04-03	0.07894736842105263	2.9766255821818532	0.0725531863226016	316.0	24.94736842105263	22.926806877942106		0.06599033	GARW	2035-04-01	
tropics	0	2034-04-10	2034-15	0.0	2034-04-10	0.0	0.044422522329030434	0.06892162225558418	317.0	0.0	21.848154255020184			GARW	2035-04-01	0.0175705000628293
tropics	0	2034-04-17	2034-16	3.0	2034-04-17	0.06976744186046512	2.9596939864731038	0.06606181351172949	318.0	22.186046511627907	21.007656696729978		0.0085988045	GARW	2035-04-01	0.014203014305936755
tropics	0	2034-04-24	2034-17	3.0	2034-04-24	0.08823529411764706	3.0151853209781034	0.06393621511137514	319.0	28.147058823529413	20.39565262052867		0.0086814165	GARW	2035-04-01	0.012905017153521802
tropics	0	2034-05-01	2034-18	1.0	2034-05-01	0.034482758620689655	0.9855927755298024	0.062477961111178475	318.0	10.96551724137931	19.867991633354755		0.008591294	GARW	2035-04-01	0.01233583616706223
tropics	0	2034-05-08	2034-19	2.0	2034-05-08	0.0625	2.098472371512688	0.06160326313226874	320.0	20.0	19.713044202325996		0.008473992	GARW	2035-04-01	0.00959248017984044
tropics	0	2034-05-15	2034-20	3.0	2034-05-15	0.075	2.7396575607055786	0.06133209209649172	319.0	23.925	19.564937378780858		0.008335352	GARW	2035-04-01	0.009412709698990359
tropics	0	2034-05-22	2034-21	1.0	2034-05-22	0.03225806451612903	1.3294865116151384	0.061627013732656236	321.0	10.35483870967742	19.782271408182652		0.008185983	GARW	2035-04-01	0.006607826114487118
tropics	0	2034-05-29	2034-22	2.0	2034-05-29	0.045454545454545456	1.8142575176521816	0.06245059376957107	317.0	14.40909090909091	19.79683822495403		0.007990599	GARW	2035-04-01	0.007885443834169762
tropics	0	2034-06-05	2034-23	5.0	2034-06-05	0.10638297872340426	4.980714831211671	0.06376539793604499	313.0	33.297872340425535	19.958569553982084		0.0077558756	GARW	2035-04-01	0.0065935379797070585
tropics	0	2034-06-12	2034-24	2.0	2034-06-12	0.04878048780487805	2.1191880733370763	0.0655339919608868	314.0	15.317073170731708	20.577673475718456		0.007471919	GARW	2035-04-01	0.0031079084992326938
tropics	0	2034-06-19	2034-25	4.0	2034-06-19	0.11764705882352941	3.865087657562842	0.06771894157290531	312.0	36.705882352941174	21.12830977074646		0.007145524	GARW	2035-04-01	0.0033730725256033572
tropics	0	2034-06-26	2034-26	4.0	2034-06-26	0.09523809523809523	4.131446191796041	0.07028281250090926	315.0	30.0	22.139085937786415		0.0067555904	GARW	2035-04-01	7.976120530735903e-05
tropics	0	2034-07-03	2034-27	6.0	2034-07-03	0.2	5.8718252754949924	0.07318817047370745	316.0	63.2	23.12746186969155		0.0062930584	GARW	2035-04-01	5.3616101433963045e-05
tropics	0	2034-07-10	2034-28	3.0	2034-07-10	0.08571428571428572	3.128831578624761	0.0763975812201087	308.0	26.4	23.53045501579348		0.005810857	GARW	2035-04-01	0.0033430279602758625
tropics	0	2034-07-17	2034-29	3.0	2034-07-17	0.09375	2.8388840931041304	0.07987361046892179	308.0	28.875	24.60107202442791		0.0053007603	GARW	2035-04-01	0.0010555939825013638
tropics	0	2034-07-24	2034-30	1.0	2034-07-24	0.041666666666666664	1.1979354339971118	0.08357882394895547	303.0	12.625	25.324383656533506		0.0047746897	GARW	2035-04-01	0.0006350193760102044
tropics	0	2034-07-31	2034-31	2.0	2034-07-31	0.06666666666666667	1.8988339449266685	0.08747578738901857	301.0	20.066666666666666	26.330212004094587		0.0042803288	GARW	2035-04-01	0.0012838587425573538
tropics	0	2034-08-07	2034-32	4.0	2034-08-07	0.11764705882352941	3.9146130448236773	0.09152706651791985	294.0	34.588235294117645	26.908957556268437		0.0037804842	GARW	2035-04-01	0.0006744555498891234
tropics	0	2034-08-14	2034-33	4.0	2034-08-14	0.08333333333333333	4.124408520117956	0.09569522706446812	290.0	24.166666666666664	27.751615848695753		0.0033154488	GARW	2035-04-01	0.0010895285492636899
tropics	0	2034-08-21	2034-34	2.0	2034-08-21	0.07692307692307693	1.9723745704415263	0.09994283475747215	284.0	21.846153846153847	28.38376507112209		0.0028903484	GARW	2035-04-01	0.0003272604581850691
tropics	0	2034-08-28	2034-35	3.0	2034-08-28	0.08108108108108109	2.9774974200019555	0.10423245532574077	282.0	22.864864864864867	29.393552401858898		0.0024393797	GARW	2035-04-01	0.002554622435426635
tropics	0	2034-09-04	2034-36	2.0	2034-09-04	0.08333333333333333	1.9980980131753392	0.1085266544980827	276.0	23.0	29.953356641470826		0.0020208359	GARW	2035-04-01	0.0006743139410923461
tropics	0	2034-09-11	2034-37	3.0	2034-09-11	0.10344827586206896	3.0381230715943293	0.11278799800330674	269.0	27.82758620689655	30.339971462889515		0.001627326	GARW	2035-04-01	0.00020476546011874083
tropics	0	2034-09-18	2034-38	7.0	2034-09-18	0.25	6.9603286404353355	0.11697905157022177	261.0	65.25	30.531532459827883		0.0012642145	GARW	2035-04-01	0.0003650763062246097
tropics	0	2034-09-25	2034-39	4.0	2034-09-25	0.10810810810810811	3.9885723847458037	0.12106238092763646	256.0	27.675675675675677	30.991969517474935		0.0008813143	GARW	2035-04-01	0.0012569889005491488
tropics	0	2034-10-02	2034-40	0.0	2034-10-02	0.0	0.1224431737691859	0.12500055180435965	252.0	0.0	31.500139054698632			GARW	2035-04-01	0.001773612067663887
tropics	0	2034-10-09	2034-41	1.0	2034-10-09	0.03571428571428571	0.7236416854181172	0.12875612992920019	249.0	8.892857142857142	32.06027635237085		0.00019192696	GARW	2035-04-01	0.0023260454309866276
tropics	0	2034-10-16	2034-42	0.0	2034-10-16	0.0	0.35868919596907917	0.13229168103096675	242.0	0.0	32.014586809493956			GARW	2035-04-01	2.7779984243088445e-05
tropics	0	2034-10-23	2034-43	1.0	2034-10-23	0.037037037037037035	0.7012314979525998	0.13556977083846816	240.0	8.88888888888889	32.53674500123236		-0.0005899668	GARW	2035-04-01	0.002901170994289588
tropics	0	2034-10-30	2034-44	5.0	2034-10-30	0.16129032258064516	5.212865747609358	0.13855296508051326	235.0	37.90322580645161	32.559946793920616		-0.0010341406	GARW	2035-04-01	0.00113597502081489
tropics	0	2034-11-06	2034-45	10.0	2034-11-06	0.3225806451612903	9.816741302449651	0.1412038294859108	232.0	74.83870967741936	32.759288440731304		-0.0015050173	GARW	2035-04-01	0.0023769646344176444
tropics	0	2034-11-13	2034-46	3.0	2034-11-13	0.14285714285714285	3.143958113812917	0.14348492978346955	228.0	32.57142857142857	32.714563990631056		-0.0019557476	GARW	2035-04-01	0.0017605793637141683
tropics	0	2034-11-20	2034-47	4.0	2034-11-20	0.13793103448275862	3.944046713665361	0.14535883170199831	223.0	30.75862068965517	32.415019469545626		-0.0023943186	GARW	2035-04-01	0.0010802498191471081
