pivot_date	model	location	inference_method	iterations	learning_rate	num_samples	num_iterations	initial_loss	final_loss	min_loss	total_improvement	converged	relative_change	threshold	window	final_iteration
2026-04-01	FGA	north	InferFullRank	50000		500	50000	11450.2529296875	573.1998901367188	551.715576171875	10877.052734375	True	0.022651908919215202	0.01	100	50000
2026-10-01	FGA	north	InferFullRank	50000		500	50000	12810.052734375	319.31304931640625	302.0000305175781	12490.7392578125	True	0.0246936846524477	0.01	100	50000
2027-04-01	FGA	north	InferFullRank	50000		500	50000	168140.390625	298.42034912109375	287.02545166015625	167841.96875	True	0.009866264648735523	0.01	100	50000
2027-10-01	FGA	north	InferFullRank	50000		500	50000	13062.111328125	320.8630065917969		12741.248046875	True	0.10659417510032654	0.01	100	50000
2028-04-01	FGA	north	InferFullRank	50000		500	50000	362236.28125	341.00811767578125		361895.28125	True	0.05638132616877556	0.01	100	50000
2028-10-01	FGA	north	InferFullRank	50000		500	50000	340175.25	344.65740966796875		339830.59375	True	0.0003666175762191415	0.01	100	50000
2029-04-01	FGA	north	InferFullRank	50000		500	50000	129401.1484375	705.4037475585938		128695.7421875	True	1.80840816028649e-05	0.01	100	50000
2029-10-01	FGA	north	InferFullRank	50000		500	50000	95689.9609375	843.7982177734375	837.48974609375	94846.1640625	True	0.013318018056452274	0.01	100	50000
2030-04-01	FGA	north	InferFullRank	50000		500	50000		990.1942138671875			True	0.029747484251856804	0.01	100	50000
2030-10-01	FGA	north	InferFullRank	50000		500	50000	1001369.5	428.09027099609375		1000941.4375	True	0.02113817073404789	0.01	100	50000
2034-04-01	FGA	north	InferFullRank	50000		500	50000	16227.6796875	400.55523681640625	394.60772705078125	15827.1240234375	True	2.3617780243512243e-05	0.01	100	50000
2034-10-01	FGA	north	InferFullRank	50000		500	50000	56865.4140625	317.74163818359375		56547.671875	True	0.07243701815605164	0.01	100	50000
2035-04-01	FGA	north	InferFullRank	50000		500	50000	450881.25	386.4473876953125		450494.8125	True	0.02647559717297554	0.01	100	50000
2035-10-01	FGA	north	InferFullRank	50000		500	50000	969390.5	314.0578308105469		969076.4375	True	0.05953987315297127	0.01	100	50000
2036-04-01	FGA	north	InferFullRank	50000		500	50000	17662.986328125	150.75790405273438	135.2506866455078	17512.228515625	True	0.045695070177316666	0.01	100	50000
2037-04-01	FGA	north	InferFullRank	50000		500	50000	197142.671875	532.259521484375		196610.40625	True	0.03577403724193573	0.01	100	50000
2037-10-01	FGA	north	InferFullRank	50000		500	50000	164103.3125	849.6895751953125	843.5321044921875	163253.625	True	0.0034476597793400288	0.01	100	50000
2038-04-01	FGA	north	InferFullRank	50000		500	50000	758446.8125	962.2032470703125		757484.625	True	0.0014717531157657504	0.01	100	50000
2038-10-01	FGA	north	InferFullRank	50000		500	50000	1532400.5				False		0.01	100	50000
2041-04-01	FGA	north	InferFullRank	50000		500	50000	16950.8125	523.4436645507812	507.77496337890625	16427.369140625	True	0.006361618638038635	0.01	100	50000
2042-10-01	FGA	north	InferFullRank	50000		500	50000	66955.4921875	418.70269775390625		66536.7890625	True	0.2362278699874878	0.01	100	50000
2043-04-01	FGA	north	InferFullRank	50000		500	50000	24054.31640625	366.5859375		23687.73046875	True	0.04335590451955795	0.01	100	50000
2043-10-01	FGA	north	InferFullRank	50000		500	50000	17395.109375	389.65765380859375	330.36798095703125	17005.451171875	True	0.12355653196573257	0.01	100	50000
2044-04-01	FGA	north	InferFullRank	50000		500	50000	42232.6875	447.8252868652344		41784.86328125	True	0.2910560369491577	0.01	100	50000
2044-10-01	FGA	north	InferFullRank	50000		500	50000	335774.78125	670.242919921875	653.114013671875	335104.53125	True	0.0029901752714067698	0.01	100	50000
2045-04-01	FGA	north	InferFullRank	50000		500	50000	41332.6015625	500.929931640625	494.63043212890625	40831.671875	True	0.0027481657452881336	0.01	100	50000
2047-04-01	FGA	north	InferFullRank	50000		500	50000	25112.63671875	227.37667846679688		24885.259765625	True	0.0019343295134603977	0.01	100	50000
2047-10-01	FGA	north	InferFullRank	50000		500	50000	97771.671875	279.7019348144531	258.04132080078125	97491.96875	True	0.015194986946880817	0.01	100	50000
2048-04-01	FGA	north	InferFullRank	50000		500	50000	109865.1171875	328.75274658203125		109536.3671875	True	0.025590553879737854	0.01	100	50000
2048-10-01	FGA	north	InferFullRank	50000		500	50000	86272.90625	677.1829223632812	668.861572265625	85595.7265625	True	0.010724158026278019	0.01	100	50000
2049-04-01	FGA	north	InferFullRank	50000		500	50000	236399.890625	1225.041259765625		235174.84375	True	0.0029559009708464146	0.01	100	50000
2049-10-01	FGA	north	InferFullRank	50000		500	50000	220091.15625	863.4190673828125	858.8258666992188	219227.734375	True	0.0034708816092461348	0.01	100	50000
2050-04-01	FGA	north	InferFullRank	50000		500	50000		760.6429443359375			True	0.012324942275881767	0.01	100	50000
2050-10-01	FGA	north	InferFullRank	50000		500	50000		344.5627136230469			True	0.07131743431091309	0.01	100	50000
2051-04-01	FGA	north	InferFullRank	50000		500	50000	192472.40625	385.8519592285156	357.85284423828125	192086.546875	True	0.01996028423309326	0.01	100	50000
2051-10-01	FGA	north	InferFullRank	50000		500	50000		351.12286376953125			True	0.045219648629426956	0.01	100	50000
2052-04-01	FGA	north	InferFullRank	50000		500	50000	25083.53125	500.795654296875		24582.736328125	True	0.06902315467596054	0.01	100	50000
2052-10-01	FGA	north	InferFullRank	50000		500	50000		635.759521484375			True	0.0019659774843603373	0.01	100	50000
2053-04-01	FGA	north	InferFullRank	50000		500	50000		612.1881103515625			True	0.010476013645529747	0.01	100	50000
2026-10-01	FGA	south	InferFullRank	50000		500	50000	50383.75				False		0.01	100	50000
2027-04-01	FGA	south	InferFullRank	50000		500	50000	105501.390625	285.3548583984375	276.2671813964844	105216.0390625	True	0.036713242530822754	0.01	100	50000
2027-10-01	FGA	south	InferFullRank	50000		500	50000	553725.75	354.7650451660156		553371.0	True	0.007340254262089729	0.01	100	50000
2028-04-01	FGA	south	InferFullRank	50000		500	50000	404616.25	287.745849609375	261.8542175292969	404328.5	True	0.012469598092138767	0.01	100	50000
2028-10-01	FGA	south	InferFullRank	50000		500	50000	33028.625	463.1024169921875	454.36029052734375	32565.5234375	True	0.006321913097053766	0.01	100	50000
2029-04-01	FGA	south	InferFullRank	50000		500	50000	12737.900390625	628.147216796875	620.1827392578125	12109.7529296875	True	0.001709655625745654	0.01	100	50000
2029-10-01	FGA	south	InferFullRank	50000		500	50000	20401.56640625	999.0213623046875		19402.544921875	True	0.008599785156548023	0.01	100	50000
2030-04-01	FGA	south	InferFullRank	50000		500	50000		903.9988403320312			True	0.015002685599029064	0.01	100	50000
2030-10-01	FGA	south	InferFullRank	50000		500	50000		316.339111328125			True	0.02648361213505268	0.01	100	50000
2031-10-01	FGA	south	InferFullRank	50000		500	50000	22009.05078125	264.93585205078125	237.1725311279297	21744.115234375	True	0.0699322521686554	0.01	100	50000
2032-04-01	FGA	south	InferFullRank	50000		500	50000	234259.40625	326.9648132324219	313.67913818359375	233932.4375	True	0.02378598414361477	0.01	100	50000
2032-10-01	FGA	south	InferFullRank	50000		500	50000	109678.65625	625.1875	607.0484619140625	109053.46875	True	0.008804000914096832	0.01	100	50000
2034-10-01	FGA	south	InferFullRank	50000		500	50000	232029.625	300.306884765625	285.0708312988281	231729.3125	True	0.05404934659600258	0.01	100	50000
2035-04-01	FGA	south	InferFullRank	50000		500	50000	15294.2412109375	345.6656494140625	326.476318359375	14948.5751953125	True	0.025602221488952637	0.01	100	50000
2035-10-01	FGA	south	InferFullRank	50000		500	50000	46675.3984375				False		0.01	100	50000
2037-04-01	FGA	south	InferFullRank	50000		500	50000	72302.859375	912.0396118164062		71390.8203125	True	0.0038156432565301657	0.01	100	50000
2037-10-01	FGA	south	InferFullRank	50000		500	50000		1053.649658203125			True	0.03198298066854477	0.01	100	50000
2038-04-01	FGA	south	InferFullRank	50000		500	50000		888.6278076171875			True	0.004066973924636841	0.01	100	50000
2040-10-01	FGA	south	InferFullRank	50000		500	50000	16699.64453125	543.6444702148438	536.2103271484375	16156.0	True	0.012305880896747112	0.01	100	50000
2041-04-01	FGA	south	InferFullRank	50000		500	50000	14636.154296875	749.6112670898438	740.04833984375	13886.54296875	True	0.006402508355677128	0.01	100	50000
2041-10-01	FGA	south	InferFullRank	50000		500	50000	85710.0546875	726.4412231445312	699.822509765625	84983.6171875	True	0.01643085666000843	0.01	100	50000
2042-04-01	FGA	south	InferFullRank	50000		500	50000	23081.04296875	481.23614501953125	470.9212341308594	22599.806640625	True	0.0038455668836832047	0.01	100	50000
2042-10-01	FGA	south	InferFullRank	50000		500	50000	72359.2265625	266.71484375		72092.515625	True	0.0211940985172987	0.01	100	50000
2043-04-01	FGA	south	InferFullRank	50000		500	50000	45625.171875	325.46533203125	288.3089599609375	45299.70703125	True	0.056053631007671356	0.01	100	50000
2043-10-01	FGA	south	InferFullRank	50000		500	50000	100618.1875	341.158935546875	326.76580810546875	100277.03125	True	0.015522537752985954	0.01	100	50000
2044-04-01	FGA	south	InferFullRank	50000		500	50000		439.1851806640625			True	0.052066389471292496	0.01	100	50000
2044-10-01	FGA	south	InferFullRank	50000		500	50000		964.284423828125			True	0.014554014429450035	0.01	100	50000
2045-04-01	FGA	south	InferFullRank	50000		500	50000	691823.75	784.4818725585938		691039.25	True	0.0011864113621413708	0.01	100	50000
2047-10-01	FGA	south	InferFullRank	50000		500	50000	21088.3515625	247.05722045898438		20841.294921875	True	0.09267032891511917	0.01	100	50000
2048-04-01	FGA	south	InferFullRank	50000		500	50000	16413.31640625	294.70635986328125	276.2216796875	16118.6103515625	True	0.061495427042245865	0.01	100	50000
2048-10-01	FGA	south	InferFullRank	50000		500	50000	119163.78125	710.2749633789062	703.9505615234375	118453.5078125	True	0.005552073009312153	0.01	100	50000
2049-04-01	FGA	south	InferFullRank	50000		500	50000	146530.515625	842.000732421875	837.698974609375	145688.515625	True	0.0033107763156294823	0.01	100	50000
2049-10-01	FGA	south	InferFullRank	50000		500	50000	32993.41796875	880.39990234375		32113.017578125	True	0.003263699822127819	0.01	100	50000
2050-04-01	FGA	south	InferFullRank	50000		500	50000	164840.734375	818.728515625	807.1539306640625	164022.0	True	0.0037486667279154062	0.01	100	50000
2050-10-01	FGA	south	InferFullRank	50000		500	50000		404.29168701171875			True	0.032052624970674515	0.01	100	50000
2051-04-01	FGA	south	InferFullRank	50000		500	50000		355.4853820800781			True	0.006949663162231445	0.01	100	50000
2051-10-01	FGA	south	InferFullRank	50000		500	50000		383.2540283203125			True	0.02597537636756897	0.01	100	50000
2052-04-01	FGA	south	InferFullRank	50000		500	50000	126666.609375	438.19549560546875		126228.4140625	True	0.1110035851597786	0.01	100	50000
2052-10-01	FGA	south	InferFullRank	50000		500	50000		1063.8753662109375			True	0.04870675504207611	0.01	100	50000
2053-04-01	FGA	south	InferFullRank	50000		500	50000	771043.125	899.0401611328125		770144.0625	True	0.01402268372476101	0.01	100	50000
2025-10-01	FGA	tropics	InferFullRank	50000		500	50000	162596.75				False		0.01	100	50000
2026-04-01	FGA	tropics	InferFullRank	50000		500	50000	36642.03125	737.1495971679688	730.3807373046875	35904.8828125	True	0.006987983360886574	0.01	100	50000
2026-10-01	FGA	tropics	InferFullRank	50000		500	50000	185359.53125	405.60211181640625	389.1660461425781	184953.921875	True	0.004027646500617266	0.01	100	50000
2027-04-01	FGA	tropics	InferFullRank	50000		500	50000	158046.28125	393.2559509277344	385.3517761230469	157653.03125	True	0.011650233529508114	0.01	100	50000
2027-10-01	FGA	tropics	InferFullRank	50000		500	50000	136247.1875	345.65576171875	336.99359130859375	135901.53125	True	0.012997832149267197	0.01	100	50000
2028-04-01	FGA	tropics	InferFullRank	50000		500	50000	278491.625	378.59564208984375	361.05328369140625	278113.03125	True	0.007328558247536421	0.01	100	50000
2028-10-01	FGA	tropics	InferFullRank	50000		500	50000	261416.125	861.5203857421875	848.3179931640625	260554.609375	True	0.0015131001127883792	0.01	100	50000
2029-04-01	FGA	tropics	InferFullRank	50000		500	50000	310125.21875	995.484130859375	987.8048095703125	309129.75	True	0.0008103783475235105	0.01	100	50000
2029-10-01	FGA	tropics	InferFullRank	50000		500	50000		962.4080200195312			True	0.0008201116579584777	0.01	100	50000
2030-04-01	FGA	tropics	InferFullRank	50000		500	50000		859.0185546875			True	0.005761487875133753	0.01	100	50000
2030-10-01	FGA	tropics	InferFullRank	50000		500	50000	646464.25	539.846923828125		645924.375	True	0.05216227471828461	0.01	100	50000
2031-04-01	FGA	tropics	InferFullRank	50000		500	50000		426.28790283203125			True	0.16773463785648346	0.01	100	50000
2031-10-01	FGA	tropics	InferFullRank	50000		500	50000	42457.2421875	276.9173889160156	268.741943359375	42180.32421875	True	0.010325239039957523	0.01	100	50000
2032-04-01	FGA	tropics	InferFullRank	50000		500	50000	21891.50390625	310.7579345703125	297.5643310546875	21580.74609375	True	0.07352478057146072	0.01	100	50000
2032-10-01	FGA	tropics	InferFullRank	50000		500	50000	20787.75	767.0045166015625	761.535888671875	20020.74609375	True	0.00025359346182085574	0.01	100	50000
2033-04-01	FGA	tropics	InferFullRank	50000		500	50000	19537.837890625	790.04736328125	779.2103271484375	18747.791015625	True	0.004467131104320288	0.01	100	50000
2034-10-01	FGA	tropics	InferFullRank	50000		500	50000	55766.38671875				False		0.01	100	50000
2035-04-01	FGA	tropics	InferFullRank	50000		500	50000	24584.564453125	308.5955810546875		24275.96875	True	0.010401114821434021	0.01	100	50000
2035-10-01	FGA	tropics	InferFullRank	50000		500	50000	19279.94140625	383.70465087890625	360.716552734375	18896.236328125	True	0.04329538717865944	0.01	100	50000
2036-04-01	FGA	tropics	InferFullRank	50000		500	50000	29225.125	354.0871276855469		28871.037109375	True	0.01197672076523304	0.01	100	50000
2036-10-01	FGA	tropics	InferFullRank	50000		500	50000	85097.6015625	762.7265625	749.6018676757812	84334.875	True	0.008510150946676731	0.01	100	50000
2037-04-01	FGA	tropics	InferFullRank	50000		500	50000	246356.0625	958.89111328125	948.7528076171875	245397.171875	True	0.0005967096658423543	0.01	100	50000
2037-10-01	FGA	tropics	InferFullRank	50000		500	50000		1094.716796875			True	0.029996030032634735	0.01	100	50000
2038-04-01	FGA	tropics	InferFullRank	50000		500	50000	286317.15625	973.091796875	960.2562255859375	285344.0625	True	0.0011877503711730242	0.01	100	50000
2038-10-01	FGA	tropics	InferFullRank	50000		500	50000	136099.625	299.4210205078125	288.5173645019531	135800.203125	True	0.026363160461187363	0.01	100	50000
2039-04-01	FGA	tropics	InferFullRank	50000		500	50000	200028.03125				False		0.01	100	50000
2039-10-01	FGA	tropics	InferFullRank	50000		500	50000	68418.7890625	280.3829345703125		68138.40625	True	0.20946460962295532	0.01	100	50000
2040-04-01	FGA	tropics	InferFullRank	50000		500	50000	30921.65234375	316.71197509765625	276.33990478515625	30604.939453125	True	0.030751459300518036	0.01	100	50000
2040-10-01	FGA	tropics	InferFullRank	50000		500	50000	19959.4296875	720.231689453125		19239.197265625	True	0.0004739422583952546	0.01	100	50000
2041-04-01	FGA	tropics	InferFullRank	50000		500	50000	19741.40234375	822.7911376953125		18918.611328125	True	0.0018383049173280597	0.01	100	50000
2041-10-01	FGA	tropics	InferFullRank	50000		500	50000	24081.75390625	759.1954956054688	751.2177734375	23322.55859375	True	0.0038799215108156204	0.01	100	50000
2042-04-01	FGA	tropics	InferFullRank	50000		500	50000	48052.69140625	620.6403198242188	613.0775146484375	47432.05078125	True	0.007322343997657299	0.01	100	50000
2042-10-01	FGA	tropics	InferFullRank	50000		500	50000	103421.671875	287.30242919921875	272.32415771484375	103134.3671875	True	0.056953657418489456	0.01	100	50000
2043-04-01	FGA	tropics	InferFullRank	50000		500	50000	21948.12109375	358.57232666015625	337.0616149902344	21589.548828125	True	0.028965285047888756	0.01	100	50000
2043-10-01	FGA	tropics	InferFullRank	50000		500	50000	115543.84375	360.15869140625	347.035888671875	115183.6875	True	0.07545189559459686	0.01	100	50000
2044-04-01	FGA	tropics	InferFullRank	50000		500	50000	225710.71875	361.1334228515625	344.7890625	225349.578125	True	0.005453707650303841	0.01	100	50000
2044-10-01	FGA	tropics	InferFullRank	50000		500	50000		873.004638671875			True	0.014515380375087261	0.01	100	50000
2045-04-01	FGA	tropics	InferFullRank	50000		500	50000	170968.09375	714.765869140625	699.8455810546875	170253.328125	True	0.008277003653347492	0.01	100	50000
2047-04-01	FGA	tropics	InferFullRank	50000		500	50000	99708.328125	205.43194580078125		99502.8984375	True	0.3772619664669037	0.01	100	50000
