pivot_date	model	location	inference_method	iterations	learning_rate	num_samples	num_iterations	initial_loss	final_loss	min_loss	total_improvement	converged	relative_change	threshold	window	final_iteration
2025-04-01	FGA	north	InferFullRank	50000		500	50000	16718302.0				False		0.01	100	50000
2025-10-01	FGA	north	InferFullRank	50000		500	50000	15241133.0				False		0.01	100	50000
2027-04-01	FGA	north	InferFullRank	50000		500	50000	532057.6875				False		0.01	100	50000
2027-10-01	FGA	north	InferFullRank	50000		500	50000	57151544.0	788.3604736328125		57150756.0	True	0.004517724737524986	0.01	100	50000
2028-04-01	FGA	north	InferFullRank	50000		500	50000	5912664.0				False		0.01	100	50000
2029-04-01	FGA	north	InferFullRank	50000		500	50000	254167.03125				False		0.01	100	50000
2029-10-01	FGA	north	InferFullRank	50000		500	50000	913935.75	1547.41845703125		912388.3125	True	0.0008225147612392902	0.01	100	50000
2030-04-01	FGA	north	InferFullRank	50000		500	50000	8052161.0				False		0.01	100	50000
2030-10-01	FGA	north	InferFullRank	50000		500	50000	869194.5625				False		0.01	100	50000
2031-04-01	FGA	north	InferFullRank	50000		500	50000	10544300.0				False		0.01	100	50000
2031-10-01	FGA	north	InferFullRank	50000		500	50000	32086108.0				False		0.01	100	50000
2032-04-01	FGA	north	InferFullRank	50000		500	50000	394027.4375				False		0.01	100	50000
2032-10-01	FGA	north	InferFullRank	50000		500	50000	62486.8046875	1373.80859375		61112.99609375	True	0.0066400691866874695	0.01	100	50000
2033-04-01	FGA	north	InferFullRank	50000		500	50000	1427966.75				False		0.01	100	50000
2033-10-01	FGA	north	InferFullRank	50000		500	50000	325975.8125				False		0.01	100	50000
2034-04-01	FGA	north	InferFullRank	50000		500	50000	130754048.0				False		0.01	100	50000
2034-10-01	FGA	north	InferFullRank	50000		500	50000	47447380.0				False		0.01	100	50000
2035-04-01	FGA	north	InferFullRank	50000		500	50000	22809276.0				False		0.01	100	50000
2036-04-01	FGA	north	InferFullRank	50000		500	50000	1542261.75				False		0.01	100	50000
2036-10-01	FGA	north	InferFullRank	50000		500	50000	1143121.75				False		0.01	100	50000
2037-04-01	FGA	north	InferFullRank	50000		500	50000	14867898.0				False		0.01	100	50000
2038-04-01	FGA	north	InferFullRank	50000		500	50000	1211484.75				False		0.01	100	50000
2038-10-01	FGA	north	InferFullRank	50000		500	50000	145154560.0				False		0.01	100	50000
2040-10-01	FGA	north	InferFullRank	50000		500	50000	770443.375				False		0.01	100	50000
2041-04-01	FGA	north	InferFullRank	50000		500	50000	187386688.0				False		0.01	100	50000
2041-10-01	FGA	north	InferFullRank	50000		500	50000	153578912.0				False		0.01	100	50000
2042-04-01	FGA	north	InferFullRank	50000		500	50000	36938152.0				False		0.01	100	50000
2042-10-01	FGA	north	InferFullRank	50000		500	50000	708005.875	576.2659912109375		707429.625	True	0.08244944363832474	0.01	100	50000
2043-04-01	FGA	north	InferFullRank	50000		500	50000	25921414.0				False		0.01	100	50000
2043-10-01	FGA	north	InferFullRank	50000		500	50000	1955828.375	589.0028076171875		1955239.375	True	0.03198391944169998	0.01	100	50000
2044-04-01	FGA	north	InferFullRank	50000		500	50000	181590864.0				False		0.01	100	50000
2044-10-01	FGA	north	InferFullRank	50000		500	50000	125692320.0				False		0.01	100	50000
2047-04-01	FGA	north	InferFullRank	50000		500	50000	29916490.0				False		0.01	100	50000
2047-10-01	FGA	north	InferFullRank	50000		500	50000	32565406.0				False		0.01	100	50000
2048-04-01	FGA	north	InferFullRank	50000		500	50000	7447305.5				False		0.01	100	50000
2048-10-01	FGA	north	InferFullRank	50000		500	50000	658059.375	1308.852294921875		656750.5	True	0.001511404407210648	0.01	100	50000
2049-04-01	FGA	north	InferFullRank	50000		500	50000	6131272.5				False		0.01	100	50000
2049-10-01	FGA	north	InferFullRank	50000		500	50000	101714544.0				False		0.01	100	50000
2050-04-01	FGA	north	InferFullRank	50000		500	50000	10492062.0				False		0.01	100	50000
2053-04-01	FGA	north	InferFullRank	50000		500	50000	376245.5625				False		0.01	100	50000
2053-10-01	FGA	north	InferFullRank	50000		500	50000	35501976.0	1383.87255859375		35500592.0	True	0.0031416378915309906	0.01	100	50000
2054-04-01	FGA	north	InferFullRank	50000		500	50000	188257296.0				False		0.01	100	50000
2054-10-01	FGA	north	InferFullRank	50000		500	50000	110315360.0				False		0.01	100	50000
2026-10-01	FGA	south	InferFullRank	50000		500	50000	2542461.5				False		0.01	100	50000
2027-04-01	FGA	south	InferFullRank	50000		500	50000	8366771.5				False		0.01	100	50000
2027-10-01	FGA	south	InferFullRank	50000		500	50000	4829636.5				False		0.01	100	50000
2029-10-01	FGA	south	InferFullRank	50000		500	50000	702767.5				False		0.01	100	50000
2030-04-01	FGA	south	InferFullRank	50000		500	50000	2809178.25				False		0.01	100	50000
2032-04-01	FGA	south	InferFullRank	50000		500	50000	11559752.0	651.2843017578125		11559101.0	True	0.021338272839784622	0.01	100	50000
2032-10-01	FGA	south	InferFullRank	50000		500	50000	172760.5625	1365.441650390625		171395.125	True	0.012145531363785267	0.01	100	50000
