variant	pivot_date	model	location	mae	mse	normalized_mae	max_r_data	correlation	r2	n_points	total_sequences	total_smoothed_sequences	mean_variant_frequency	mean_smoothed_variant_frequency	max_variant_frequency	max_smoothed_variant_frequency	converged
0	2025-04-01	FGA	north	0.1886510200997898	0.03748211673805226	1.875760831838368	0.1005730671510501	-0.060767832780008205	-21.066469192895926	11	522.0	522.0921310788491	0.2308486623002551	0.22324399972593045	0.27391304347826084	0.2752604298682161	False
1	2025-04-01	FGA	north	0.4602508353163199	0.21189397147828526	8.07406012255556	0.057003642322475505	0.9569652821165447	-554.7270136008073	11	352.0	352.11241246296447	0.1601145820237135	0.16170392951599244	0.22857142857142856	0.20771530642704356	False
2	2025-04-01	FGA	north	0.2142287448621148	0.04605744364799926	3.5266521181353085	0.06074564138619566	0.8719508800418352	-94.91384596649844	11	873.0	873.0891261740776	0.38130672427526463	0.3899396705019628	0.4200743494423792	0.4471554012367656	False
3	2025-04-01	FGA	north	0.07166232330262706	0.005573466299850698	0.8509485327103168	0.08421463878006666	0.7201728882521301	-6.243951622863549	11	572.0	571.9539733578798	0.22773003140076672	0.2251124002561144	0.34285714285714286	0.3405898583279535	False
0	2025-10-01	FGA	north	0.19787619762652464	0.039404367584114114	3.7009994297264277	0.05346561148785461	0.7909494708279723	-80.04819798145644	17	615.0	614.9870053216985	0.19472663794628967	0.18989729181203305	0.27391304347826084	0.366082068407107	False
1	2025-10-01	FGA	north	0.2189780725789805	0.04878056576348152	4.162244044849473	0.05261057982651275	0.38693508112621433	-50.683670020408236	15	474.0	473.65049182871513	0.16611630438803887	0.16282437961871246	0.22857142857142856	0.16729355447913935	False
2	2025-10-01	FGA	north	0.25937870220953646	0.06814700207612129	4.7442603278168525	0.054672105720828715	0.6281522253411942	-54.20814347291756	18	1128.0	1128.029351903069	0.35541634803318123	0.34903879148666406	0.4200743494423792	0.3773686360228991	False
3	2025-10-01	FGA	north	0.28766981939695935	0.08390149879141715	3.1860879595691376	0.09028935266302618	0.6287503813361301	-49.102880124984004	20	913.0	912.9807981360944	0.31428909344148764	0.2955874185240033	0.48717948717948717	0.4667576736279242	False
0	2026-04-01	FGA	north	0.1270421399927933	0.016144614458235767	2.5898873829710927	0.049053152205812064	0.9991083757575605	-756.9663820715543	4	47.0	46.7913089831858	0.1346117233477634	0.09971917807023484	0.18032786885245902	0.10306049319099776	False
1	2026-04-01	FGA	north	0.18263979141006728	0.0333854000289279	3.885028921584057	0.047011179349367334	-1.0	-23806.181470718246	2	36.0	35.91228351264828	0.147638326585695	0.17074094927201583	0.14912280701754385	0.17646385186186467	False
2	2026-04-01	FGA	north	0.19018778974140021	0.036343244003885014	4.175869657280044	0.04554447464849254	-0.9905339505665014	-3117.39935407309	5	137.0	136.94153214216752	0.32102215113650423	0.30244389023371354	0.4	0.3060075496895301	False
3	2026-04-01	FGA	north	0.1973138092087841	0.03929637008761456	3.9643448413602456	0.049772110425459815	-0.9881407328518966	-607.2900480125771	7	196.0	195.96585351866435	0.4352198917270798	0.4149747864536041	0.48717948717948717	0.42275284770030713	False
4	2026-04-01	FGA	north	0.019285373394237512	0.0005777265150395911	0.4877952187203631	0.03953579833117057	-0.9925065805252103	-3.8372853800050617	12	453.0	453.0004876698542	0.9216556640347786	0.9133314587516952	1.0	0.9698926058713527	False
4	2026-10-01	FGA	north	0.21434184502987222	0.04597139151101848	6.020034357808754	0.03560475443995489	0.9938338273256281	-82.82197422286013	21	719.0	719.1390727496102	0.9339640717751786	0.9332581262240722	1.0	0.9691976948128751	False
4	2027-04-01	FGA	north	0.2770275405033515	0.07688627575429204	8.08996376669837	0.03424335985826182	-0.8077843485827905	-1190.7156776042355	7	173.0	173.17289040569483	0.9476131526822771	0.9656129311196572	1.0	0.977992859014845	False
5	2027-04-01	FGA	north	0.16715828307758993	0.030799710382171625	2.3042716920308766	0.07254278375926429	-0.05068523992156479	-9.943019582438108	18	4665.0	4664.932590432809	0.9925011085642788	0.9880669380928028	1.0	1.0	False
5	2027-10-01	FGA	north	0.00759576615660848	7.21082203162469e-05	0.10425604624453312	0.07285684073221585	0.9889237567477154	0.9777889065295747	22	4767.0	4766.939424577002	0.991970603976834	0.9848073370013478	1.0	0.9974206790194352	True
7	2029-10-01	FGA	north	0.2521515699633864	0.06363011097281163	6.917658023587101	0.03645042427706408	0.9973915215563134	-167.53999310225066	13	207.0	206.68917885653536	0.25865130668775854	0.23505491215371566	0.4	0.3135738430148405	False
8	2029-10-01	FGA	north	0.20063348472137477	0.04032235193363478	3.9148826467935494	0.05124891416239562	0.9281228612395016	-93.30521780953103	31	1184.0	1183.9587922801904	0.8019788469983886	0.7676772111563049	1.0	0.9144526230514715	False
