date	country	cases
2051-10-07	north	7
2051-10-07	south	119
2051-10-07	tropics	475
2051-10-14	north	9
2051-10-14	south	121
2051-10-14	tropics	493
2051-10-21	north	11
2051-10-21	south	122
2051-10-21	tropics	510
2051-10-28	north	14
2051-10-28	south	119
2051-10-28	tropics	523
2051-11-04	north	18
2051-11-04	south	115
2051-11-04	tropics	536
2051-11-11	north	24
2051-11-11	south	107
2051-11-11	tropics	545
2051-11-18	north	29
2051-11-18	south	95
2051-11-18	tropics	548
2051-11-25	north	39
2051-11-25	south	85
2051-11-25	tropics	549
2051-12-02	north	52
2051-12-02	south	76
2051-12-02	tropics	544
2051-12-09	north	69
2051-12-09	south	66
2051-12-09	tropics	528
2051-12-16	north	93
2051-12-16	south	58
2051-12-16	tropics	516
2051-12-23	north	125
2051-12-23	south	49
2051-12-23	tropics	498
2051-12-30	north	167
2051-12-30	south	44
2051-12-30	tropics	475
2052-01-06	north	223
2052-01-06	south	39
2052-01-06	tropics	452
2052-01-13	north	295
2052-01-13	south	34
2052-01-13	tropics	424
2052-01-20	north	379
2052-01-20	south	29
2052-01-20	tropics	402
2052-01-27	north	487
2052-01-27	south	26
2052-01-27	tropics	376
2052-02-03	north	616
2052-02-03	south	24
2052-02-03	tropics	349
2052-02-10	north	754
2052-02-10	south	24
2052-02-10	tropics	323
2052-02-17	north	893
2052-02-17	south	23
2052-02-17	tropics	298
2052-02-24	north	1018
2052-02-24	south	23
2052-02-24	tropics	281
2052-03-02	north	1108
2052-03-02	south	23
2052-03-02	tropics	260
2052-03-09	north	1169
2052-03-09	south	24
2052-03-09	tropics	238
2052-03-16	north	1175
2052-03-16	south	26
2052-03-16	tropics	222
2052-03-23	north	1129
2052-03-23	south	29
2052-03-23	tropics	202
2052-03-30	north	1038
2052-03-30	south	32
2052-03-30	tropics	184
2052-04-06	north	922
2052-04-06	south	36
2052-04-06	tropics	167
2052-04-13	north	785
2052-04-13	south	41
2052-04-13	tropics	152
2052-04-20	north	644
2052-04-20	south	48
2052-04-20	tropics	138
2052-04-27	north	513
2052-04-27	south	57
2052-04-27	tropics	126
2052-05-04	north	395
2052-05-04	south	69
2052-05-04	tropics	115
2052-05-11	north	303
2052-05-11	south	84
2052-05-11	tropics	105
2052-05-18	north	223
2052-05-18	south	104
2052-05-18	tropics	96
2052-05-25	north	163
2052-05-25	south	132
2052-05-25	tropics	88
2052-06-01	north	121
2052-06-01	south	170
2052-06-01	tropics	79
2052-06-08	north	87
2052-06-08	south	221
2052-06-08	tropics	73
2052-06-15	north	63
2052-06-15	south	291
2052-06-15	tropics	66
2052-06-22	north	44
2052-06-22	south	381
2052-06-22	tropics	58
2052-06-29	north	32
2052-06-29	south	504
2052-06-29	tropics	53
2052-07-06	north	23
2052-07-06	south	660
2052-07-06	tropics	48
2052-07-14	north	16
2052-07-14	south	848
2052-07-14	tropics	44
2052-07-21	north	13
2052-07-21	south	1073
2052-07-21	tropics	40
2052-07-27	north	10
2052-07-27	south	1308
2052-07-27	tropics	38
2052-08-03	north	10
2052-08-03	south	1546
2052-08-03	tropics	36
2052-08-10	north	8
2052-08-10	south	1744
2052-08-10	tropics	35
2052-08-17	north	8
2052-08-17	south	1865
2052-08-17	tropics	33
2052-08-25	north	8
2052-08-25	south	1904
2052-08-25	tropics	33
2052-09-01	north	9
2052-09-01	south	1846
2052-09-01	tropics	32
2052-09-07	north	9
2052-09-07	south	1704
2052-09-07	tropics	32
2052-09-14	north	9
2052-09-14	south	1507
2052-09-14	tropics	31
2052-09-21	north	10
2052-09-21	south	1271
2052-09-21	tropics	31
2052-09-28	north	10
2052-09-28	south	1035
2052-09-28	tropics	30
