date	country	cases
2050-04-02	north	942
2050-04-02	south	5
2050-04-02	tropics	156
2050-04-09	north	752
2050-04-09	south	5
2050-04-09	tropics	163
2050-04-16	north	580
2050-04-16	south	5
2050-04-16	tropics	166
2050-04-23	north	432
2050-04-23	south	5
2050-04-23	tropics	168
2050-04-30	north	314
2050-04-30	south	4
2050-04-30	tropics	169
2050-05-07	north	223
2050-05-07	south	4
2050-05-07	tropics	172
2050-05-14	north	158
2050-05-14	south	4
2050-05-14	tropics	178
2050-05-21	north	108
2050-05-21	south	4
2050-05-21	tropics	178
2050-05-28	north	73
2050-05-28	south	3
2050-05-28	tropics	180
2050-06-04	north	49
2050-06-04	south	4
2050-06-04	tropics	181
2050-06-11	north	32
2050-06-11	south	3
2050-06-11	tropics	181
2050-06-18	north	22
2050-06-18	south	3
2050-06-18	tropics	180
2050-06-25	north	14
2050-06-25	south	3
2050-06-25	tropics	181
2050-07-02	north	10
2050-07-02	south	3
2050-07-02	tropics	181
2050-07-09	north	7
2050-07-09	south	3
2050-07-09	tropics	179
2050-07-16	north	5
2050-07-16	south	3
2050-07-16	tropics	179
2050-07-23	north	3
2050-07-23	south	3
2050-07-23	tropics	178
2050-07-30	north	2
2050-07-30	south	3
2050-07-30	tropics	177
2050-08-06	north	1
2050-08-06	south	3
2050-08-06	tropics	178
2050-08-13	north	1
2050-08-13	south	3
2050-08-13	tropics	177
2050-08-20	north	1
2050-08-20	south	4
2050-08-20	tropics	175
2050-08-27	north	1
2050-08-27	south	4
2050-08-27	tropics	171
2050-09-03	north	0
2050-09-03	south	3
2050-09-03	tropics	169
2050-09-10	north	1
2050-09-10	south	3
2050-09-10	tropics	166
2050-09-17	north	0
2050-09-17	south	3
2050-09-17	tropics	166
2050-09-24	north	0
2050-09-24	south	2
2050-09-24	tropics	164
2050-10-01	north	1
2050-10-01	south	2
2050-10-01	tropics	165
2050-10-08	north	1
2050-10-08	south	2
2050-10-08	tropics	164
2050-10-15	north	1
2050-10-15	south	2
2050-10-15	tropics	160
2050-10-22	north	1
2050-10-22	south	1
2050-10-22	tropics	159
2050-10-29	north	1
2050-10-29	south	1
2050-10-29	tropics	157
2050-11-05	north	1
2050-11-05	south	1
2050-11-05	tropics	156
2050-11-12	north	1
2050-11-12	south	1
2050-11-12	tropics	153
2050-11-19	north	1
2050-11-19	south	0
2050-11-19	tropics	150
2050-11-26	north	1
2050-11-26	south	0
2050-11-26	tropics	148
2050-12-03	north	2
2050-12-03	south	0
2050-12-03	tropics	146
2050-12-10	north	2
2050-12-10	south	0
2050-12-10	tropics	142
2050-12-17	north	2
2050-12-17	south	0
2050-12-17	tropics	137
2050-12-24	north	2
2050-12-24	south	0
2050-12-24	tropics	135
2050-12-31	north	2
2050-12-31	south	0
2050-12-31	tropics	135
2051-01-07	north	2
2051-01-07	south	0
2051-01-07	tropics	132
2051-01-14	north	2
2051-01-14	south	0
2051-01-14	tropics	129
2051-01-21	north	3
2051-01-21	south	0
2051-01-21	tropics	125
2051-01-28	north	3
2051-01-28	south	0
2051-01-28	tropics	127
2051-02-04	north	3
2051-02-04	south	0
2051-02-04	tropics	123
2051-02-11	north	3
2051-02-11	south	0
2051-02-11	tropics	124
2051-02-18	north	4
2051-02-18	south	0
2051-02-18	tropics	122
2051-02-25	north	4
2051-02-25	south	0
2051-02-25	tropics	122
2051-03-04	north	4
2051-03-04	south	0
2051-03-04	tropics	122
2051-03-11	north	4
2051-03-11	south	0
2051-03-11	tropics	120
2051-03-18	north	5
2051-03-18	south	0
2051-03-18	tropics	121
2051-03-25	north	4
2051-03-25	south	0
2051-03-25	tropics	123
2051-04-01	north	5
2051-04-01	south	0
2051-04-01	tropics	125
