date	country	variant	sequences
2032-04-04	north	8	3
2032-04-04	north	15	126
2032-04-04	tropics	8	1
2032-04-04	tropics	15	4
2032-04-11	north	15	114
2032-04-11	south	15	2
2032-04-11	tropics	8	1
2032-04-11	tropics	15	6
2032-04-18	north	15	126
2032-04-18	tropics	8	1
2032-04-18	tropics	15	4
2032-04-25	north	15	127
2032-04-25	tropics	15	6
2032-05-02	north	15	97
2032-05-02	south	15	1
2032-05-02	tropics	15	6
2032-05-09	north	15	82
2032-05-09	tropics	8	1
2032-05-09	tropics	15	7
2032-05-16	north	15	71
2032-05-16	south	15	4
2032-05-16	tropics	15	9
2032-05-23	north	15	62
2032-05-23	south	15	2
2032-05-23	tropics	15	19
2032-05-30	north	15	50
2032-05-30	south	15	1
2032-05-30	tropics	15	12
2032-06-06	north	15	50
2032-06-06	south	15	2
2032-06-06	tropics	15	19
2032-06-13	north	15	38
2032-06-13	south	15	3
2032-06-13	tropics	15	14
2032-06-20	north	15	30
2032-06-20	south	15	6
2032-06-20	tropics	15	28
2032-06-27	north	15	17
2032-06-27	south	15	2
2032-06-27	tropics	15	31
2032-07-04	north	15	9
2032-07-04	south	15	4
2032-07-04	tropics	15	24
2032-07-11	north	15	6
2032-07-11	south	15	4
2032-07-11	tropics	15	38
2032-07-18	north	15	7
2032-07-18	south	15	3
2032-07-18	tropics	15	37
2032-07-25	north	15	7
2032-07-25	south	15	3
2032-07-25	tropics	15	44
2032-08-01	north	15	10
2032-08-01	south	15	5
2032-08-01	tropics	8	1
2032-08-01	tropics	15	42
2032-08-08	north	15	3
2032-08-08	south	15	10
2032-08-08	tropics	15	57
2032-08-15	north	15	4
2032-08-15	south	15	9
2032-08-15	tropics	15	71
2032-08-22	north	15	2
2032-08-22	south	15	6
2032-08-22	tropics	15	73
2032-08-29	north	15	4
2032-08-29	south	15	5
2032-08-29	tropics	15	69
2032-09-05	south	8	1
2032-09-05	south	15	7
2032-09-05	tropics	15	74
2032-09-12	north	15	3
2032-09-12	south	15	4
2032-09-12	tropics	15	99
2032-09-19	north	15	2
2032-09-19	south	15	8
2032-09-19	tropics	15	79
2032-09-26	north	15	1
2032-09-26	south	15	10
2032-09-26	tropics	15	89
2032-10-03	north	15	3
2032-10-03	south	15	3
2032-10-03	tropics	15	75
2032-10-10	north	15	2
2032-10-10	south	15	7
2032-10-10	tropics	9	1
2032-10-10	tropics	15	106
2032-10-17	north	15	4
2032-10-17	south	15	6
2032-10-17	tropics	15	91
2032-10-24	north	15	2
2032-10-24	south	15	8
2032-10-24	tropics	15	90
2032-10-31	north	15	4
2032-10-31	south	15	6
2032-10-31	tropics	9	1
2032-10-31	tropics	15	88
2032-11-07	north	15	1
2032-11-07	south	15	8
2032-11-07	tropics	9	1
2032-11-07	tropics	15	80
2032-11-14	north	15	1
2032-11-14	south	15	5
2032-11-14	tropics	15	71
2032-11-21	north	15	7
2032-11-21	south	15	1
2032-11-21	tropics	8	1
2032-11-21	tropics	15	69
2032-11-28	north	15	2
2032-11-28	south	15	1
2032-11-28	tropics	15	58
2032-11-28	tropics	25	1
2032-12-05	north	15	3
2032-12-05	south	15	3
2032-12-05	tropics	15	63
2032-12-12	north	15	6
2032-12-12	south	15	4
2032-12-12	tropics	9	1
2032-12-12	tropics	15	57
2032-12-19	north	15	8
2032-12-19	south	15	2
2032-12-19	tropics	15	55
2032-12-26	north	9	1
2032-12-26	north	15	12
2032-12-26	south	15	2
2032-12-26	tropics	9	2
2032-12-26	tropics	15	41
2033-01-02	north	15	9
2033-01-02	tropics	9	4
2033-01-02	tropics	15	34
2033-01-09	north	15	18
2033-01-09	south	15	1
2033-01-09	tropics	9	2
2033-01-09	tropics	15	30
2033-01-16	north	9	2
2033-01-16	north	15	5
2033-01-16	tropics	9	4
2033-01-16	tropics	15	41
2033-01-23	north	9	3
2033-01-23	north	15	11
2033-01-23	tropics	9	1
2033-01-23	tropics	15	39
2033-01-30	north	9	3
2033-01-30	north	15	14
2033-01-30	tropics	9	1
2033-01-30	tropics	15	28
2033-02-06	north	9	3
2033-02-06	north	15	23
2033-02-06	tropics	9	1
2033-02-06	tropics	15	25
2033-02-13	north	9	3
2033-02-13	north	15	19
2033-02-13	tropics	9	4
2033-02-13	tropics	15	18
2033-02-20	north	9	4
2033-02-20	north	15	12
2033-02-20	tropics	9	4
2033-02-20	tropics	15	19
2033-02-27	north	9	12
2033-02-27	north	15	28
2033-02-27	tropics	9	4
2033-02-27	tropics	15	18
2033-03-06	north	9	7
2033-03-06	north	15	32
2033-03-06	tropics	9	3
2033-03-06	tropics	15	15
2033-03-13	north	9	14
2033-03-13	north	15	30
2033-03-13	tropics	9	2
2033-03-13	tropics	15	12
2033-03-20	north	9	14
2033-03-20	north	15	27
2033-03-20	south	15	1
2033-03-20	tropics	9	4
2033-03-20	tropics	15	10
2033-03-20	tropics	25	1
2033-03-27	north	9	14
2033-03-27	north	15	24
2033-03-27	tropics	9	3
2033-03-27	tropics	15	11
