variant,time,location,fitness,seasonal_fitness,frac_susceptible,seasonality,t,date
2,1.613963039014374,south,0.8733725057903272,0.9667195111852288,0.9989,1.1081,590,2026-07-21
2,1.652292950034223,south,0.8758150944267215,0.944636381802245,0.9985,1.0802,603,2026-08-03
2,1.690622861054072,south,0.8727452379281496,0.912550764222148,0.9981,1.0476,617,2026-08-17
2,1.7289527720739226,south,0.8689670605545705,0.8778080791530529,0.9979,1.0123,632,2026-09-01
2,1.7672826830937716,south,0.8676569983409667,0.8452280475807127,0.9979,0.9762,646,2026-09-15
2,1.8056125941136203,south,0.8672967295801973,0.8150949720316256,0.9981,0.9416,659,2026-09-28
2,1.8439425051334692,south,0.863132883760068,0.784452728304251,0.9984,0.9103,673,2026-10-12
2,1.88227241615332,south,0.8620345002710248,0.7612962520534725,0.9988,0.8842,688,2026-10-27
2,1.9206023271731687,south,0.8620393341755523,0.7448206737404421,0.9991,0.8648,701,2026-11-09
2,1.958932238193018,south,0.8589001359430537,0.7323739078290213,0.9994,0.8532,715,2026-11-23
2,1.997262149212867,south,0.8576751283592304,0.7288179827675345,0.9996,0.8501,729,2026-12-07
2,2.0355920602327178,south,0.8583300440514653,0.7342526767892305,0.9997,0.8557,744,2026-12-22
2,2.0739219712525667,south,0.8578441073273183,0.7458320394846897,0.9998,0.8696,758,2027-01-05
2,2.112251882272416,south,0.8568240714470954,0.7632775616098301,0.9998,0.891,772,2027-01-19
2,2.1505817932922664,south,0.8596911642735434,0.7897262648861848,0.9998,0.9188,786,2027-02-02
2,2.188911704312116,south,0.858401409797644,0.8163481187153191,0.9998,0.9512,800,2027-02-16
2,2.2272416153319643,south,0.8593183609584516,0.8474632478165869,0.9997,0.9865,814,2027-03-02
2,2.265571526351813,south,0.8567843405712321,0.8757115634387912,0.9996,1.0225,827,2027-03-15
2,2.303901437371664,south,0.8600949510692147,0.9088327647304212,0.9994,1.0573,842,2027-03-30
2,2.342231348391513,south,0.8552743373225763,0.93029914758915,0.9991,1.0887,856,2027-04-13
2,2.380561259411362,south,0.8573619003939448,0.9545245811608396,0.9985,1.115,869,2027-04-26
2,2.418891170431211,south,0.8536946283882629,0.9660718391361152,0.9973,1.1347,883,2027-05-10
2,2.4572210814510616,south,0.842650235213489,0.9614612218978384,0.9952,1.1465,898,2027-05-25
2,2.4955509924709105,south,0.8395278578200629,0.9574570244208904,0.9918,1.1499,912,2027-06-08
2,2.5338809034907595,south,0.8211559227376383,0.9278514790743992,0.9871,1.1447,925,2027-06-21
2,2.5722108145106084,south,0.7978668383615096,0.8869447453597274,0.9828,1.1311,939,2027-07-05
2,2.610540725530459,south,0.7710152851414487,0.8400896424493876,0.9817,1.1099,954,2027-07-20
2,2.648870636550308,south,0.74933038306111,0.7983486693190817,0.9844,1.0823,968,2027-08-03
2,2.687200547570157,south,0.7329909426238833,0.7611744443677716,0.989,1.05,981,2027-08-16
2,2.725530458590006,south,0.7205406435634871,0.7263055739661356,0.9933,1.0148,995,2027-08-30
2,2.7638603696098567,south,0.7165850559000884,0.6988684362852324,0.9964,0.9788,1010,2027-09-14
2,2.8021902806297057,south,0.7094505034665488,0.6684449596276757,0.9982,0.9439,1024,2027-09-28
2,2.8405201916495546,south,0.7090525005985943,0.6464219499449205,0.9992,0.9124,1037,2027-10-11
2,2.8788501026694053,south,0.7081943539125266,0.6270676312722379,0.9996,0.8858,1052,2027-10-26
2,2.9171800136892543,south,0.7101675591009461,0.6148725960165666,0.9999,0.8659,1066,2027-11-09
2,2.9555099247091032,south,0.7099219750015849,0.6059997840198471,0.9999,0.8537,1080,2027-11-23
2,2.993839835728952,south,0.713623718016823,0.6065801603142995,1.0,0.85,1093,2027-12-06
2,3.032169746748803,south,0.7137593279060155,0.6102642253596432,1.0,0.855,1108,2027-12-21
2,3.070499657768652,south,0.7128133734014397,0.61893585212447,1.0,0.8683,1122,2028-01-04
2,3.108829568788501,south,0.7070730567093093,0.6288000693315887,1.0,0.8893,1136,2028-01-18
2,3.1471594798083498,south,0.709624186249723,0.6504415291164961,1.0,0.9166,1149,2028-01-31
2,3.1854893908282005,south,0.7112328180112494,0.6748176977290734,1.0,0.9488,1164,2028-02-15
2,3.223819301848049,south,0.7140473785574409,0.7025512157626661,1.0,0.9839,1178,2028-02-29
2,3.2621492128678984,south,0.7119614974107907,0.7262007273590065,1.0,1.02,1191,2028-03-13
2,3.300479123887748,south,0.7154373163977323,0.7547148250679678,1.0,1.0549,1205,2028-03-27
2,3.338809034907598,south,0.7150497006865655,0.776973004766022,1.0,1.0866,1220,2028-04-11
2,3.377138945927447,south,0.7153215787146391,0.7963675135830076,1.0,1.1133,1234,2028-04-25
2,3.415468856947296,south,0.7067178115930312,0.8010646394407008,1.0,1.1335,1247,2028-05-08
2,3.453798767967145,south,0.7131636596627694,0.8172038254181363,0.9999,1.146,1261,2028-05-22
2,3.492128678986996,south,0.7133961054487689,0.8203234807139576,0.9999,1.15,1276,2028-06-06
2,3.5304585900068446,south,0.712698629059404,0.8161617447226964,0.9998,1.1454,1290,2028-06-20
2,3.568788501026693,south,0.712425125065147,0.8064369654205327,0.9997,1.1323,1303,2028-07-03
2,3.607118412046544,south,0.7152673406729871,0.7947731394217357,0.9996,1.1116,1318,2028-07-18
2,3.645448323066393,south,0.7103412400862263,0.7699028558285883,0.9994,1.0845,1332,2028-08-01
2,3.683778234086242,south,0.7127397432911257,0.749487235994909,0.9992,1.0524,1346,2028-08-15
2,3.722108145106091,south,0.711982867168006,0.7237194348245782,0.9991,1.0174,1359,2028-08-28
2,3.760438056125942,south,0.7123879562844193,0.6983672352003988,0.999,0.9813,1374,2028-09-12
2,3.798767967145791,south,0.711586657292071,0.6727010793416914,0.999,0.9463,1388,2028-09-26
2,3.83709787816564,south,0.7061174973260567,0.6452278557436351,0.9992,0.9145,1402,2028-10-10
2,3.8754277891854887,south,0.7104961672686941,0.6301239527070503,0.9993,0.8875,1415,2028-10-23
2,3.9137577002053394,south,0.7065173314042482,0.6123148674715934,0.9995,0.8671,1430,2028-11-07
2,3.952087611225189,south,0.7048735979094639,0.6019326452881774,0.9996,0.8543,1444,2028-11-21
2,3.990417522245037,south,0.7075708816660812,0.6012548188413441,0.9997,0.85,1457,2028-12-04
2,4.028747433264886,south,0.7053134598506318,0.6023685239637696,0.9997,0.8543,1471,2028-12-18
2,4.067077344284737,south,0.7067021431984245,0.6125975939388436,0.9997,0.8671,1486,2029-01-02
2,4.105407255304586,south,0.6996010160764299,0.6207096329973012,0.9997,0.8875,1500,2029-01-16
2,4.143737166324435,south,0.7096518506939403,0.6487819244743706,0.9997,0.9145,1513,2029-01-29
2,4.182067077344286,south,0.7025978365262591,0.6646688722049875,0.9997,0.9463,1528,2029-02-13
2,4.220396988364135,south,0.7022244135181827,0.688886089140297,0.9997,0.9813,1542,2029-02-27
2,4.258726899383984,south,0.7076559940215761,0.7196812206342246,0.9996,1.0174,1556,2029-03-13
2,4.2970568104038325,south,0.7038905223281909,0.7403299210667692,0.9994,1.0524,1569,2029-03-26
2,4.335386721423683,south,0.7054229466074533,0.7644191606473064,0.9992,1.0845,1584,2029-04-10
2,4.373716632443532,south,0.7058402875035877,0.7835920679063224,0.9987,1.1116,1598,2029-04-24
2,4.412046543463381,south,0.6997253876290104,0.7905559984882214,0.9978,1.1323,1612,2029-05-08
2,4.45037645448323,south,0.6919349018829944,0.7894513218939764,0.9961,1.1454,1625,2029-05-21
2,4.488706365503081,south,0.6867713566094136,0.7844165080921399,0.9932,1.15,1640,2029-06-05
2,4.52703627652293,south,0.6721948661720404,0.7617075610868669,0.9888,1.146,1654,2029-06-19
2,4.565366187542779,south,0.6432250566294406,0.7171384338217637,0.9836,1.1335,1668,2029-07-03
2,4.603696098562628,south,0.6112707189214459,0.6669171375477407,0.98,1.1133,1681,2029-07-16
2,4.642026009582478,south,0.574159073391929,0.6112164597899723,0.9797,1.0866,1696,2029-07-31
2,4.680355920602327,south,0.5422945900227153,0.5621698114748035,0.9827,1.0549,1710,2029-08-14
2,4.718685831622176,south,0.5142013398362582,0.5177719539400811,0.9872,1.02,1723,2029-08-27
2,4.757015742642025,south,0.4991254578848108,0.486915276939756,0.9915,0.9839,1737,2029-09-10
2,4.795345653661876,south,0.4872744900819707,0.4600144060088249,0.995,0.9488,1752,2029-09-25
2,4.833675564681725,south,0.486414111017897,0.4445988020713591,0.9972,0.9166,1766,2029-10-09
2,4.872005475701574,south,0.4844691999095015,0.4301922017903004,0.9985,0.8893,1779,2029-10-22
2,4.9103353867214246,south,0.4773188793720918,0.4141658637707162,0.9993,0.8683,1794,2029-11-06
2,4.9486652977412735,south,0.4784004593889285,0.4088687798204229,0.9996,0.855,1808,2029-11-20
2,4.9869952087611225,south,0.4796718946532042,0.4076395662331326,0.9998,0.85,1822,2029-12-04
2,5.025325119780971,south,0.4784497532850421,0.4084117091240025,0.9999,0.8537,1835,2029-12-17
2,5.063655030800822,south,0.4805751815528218,0.4160884367016178,0.9999,0.8659,1850,2030-01-01
2,5.101984941820671,south,0.4823556871677928,0.4272706676932309,1.0,0.8858,1864,2030-01-15
2,5.14031485284052,south,0.4761522332889898,0.4344412976528743,1.0,0.9124,1878,2030-01-29
2,5.178644763860369,south,0.4759354739567965,0.4492354938678202,1.0,0.9439,1891,2030-02-11
2,5.21697467488022,south,0.4803162884035858,0.4701335830894298,1.0,0.9788,1906,2030-02-26
2,5.255304585900069,south,0.4819112967321771,0.4890435839238132,1.0,1.0148,1920,2030-03-12
2,5.293634496919918,south,0.4852721432082117,0.5095357503686224,1.0,1.05,1934,2030-03-26
2,5.331964407939767,south,0.4831518323158659,0.5229152281154616,1.0,1.0823,1947,2030-04-08
2,5.370294318959617,south,0.4892067055200361,0.5429705224566882,1.0,1.1099,1962,2030-04-23
2,5.408624229979466,south,0.4888702482234616,0.5529611377655574,1.0,1.1311,1976,2030-05-07
2,5.446954140999315,south,0.4862923729142935,0.5566588792749919,1.0,1.1447,1989,2030-05-20
2,5.485284052019164,south,0.4915018944655472,0.5651780284459327,1.0,1.1499,2003,2030-06-03
2,5.523613963039015,south,0.4883442169006194,0.5598866446765602,1.0,1.1465,2018,2030-06-18
2,5.561943874058864,south,0.4891641344269987,0.5550545433343155,1.0,1.1347,2032,2030-07-02
2,5.600273785078713,south,0.4917007041443346,0.5482462851209331,1.0,1.115,2045,2030-07-15
2,5.638603696098564,south,0.4909147604188157,0.5344588996679647,1.0,1.0887,2060,2030-07-30
2,5.676933607118412,south,0.4869489301990947,0.5148511038995027,1.0,1.0573,2074,2030-08-13
2,5.715263518138261,south,0.4935417469088528,0.504646436214302,1.0,1.0225,2088,2030-08-27
2,5.75359342915811,south,0.4937527068139713,0.4870870452719827,1.0,0.9865,2102,2030-09-10
2,5.791923340177961,south,0.4921702203661262,0.4681523136122593,1.0,0.9512,2116,2030-09-24
2,5.83025325119781,south,0.4859034559504672,0.4464480953272892,1.0,0.9188,2130,2030-10-08
2,5.868583162217659,south,0.4956584634189376,0.4416316909062734,1.0,0.891,2144,2030-10-22
2,5.906913073237508,south,0.4950635097155668,0.4305072280486569,1.0,0.8696,2157,2030-11-04
2,5.945242984257359,south,0.4974965157499028,0.4257077685271918,1.0,0.8557,2172,2030-11-19
2,5.983572895277208,south,0.4959957342547315,0.4216459736899473,1.0,0.8501,2186,2030-12-03
2,6.0219028062970565,south,0.4944852457358397,0.4218948116618184,1.0,0.8532,2200,2030-12-17
2,6.060232717316907,south,0.4983040341704872,0.4309333287506373,1.0,0.8648,2214,2030-12-31
2,6.098562628336754,south,0.4989763421538911,0.4411948817324705,1.0,0.8842,2227,2031-01-13
2,6.136892539356605,south,0.5017063960683515,0.4567033323410204,1.0,0.9103,2242,2031-01-28
2,6.175222450376456,south,0.501796527882545,0.472444361493139,0.9999,0.9416,2256,2031-02-11
2,6.213552361396303,south,0.4983901372357584,0.4864797991243504,0.9999,0.9762,2269,2031-02-24
2,6.251882272416154,south,0.5044101324721769,0.5105122542261643,0.9998,1.0123,2284,2031-03-11
2,6.290212183436001,south,0.4985945637697034,0.5220665011726388,0.9995,1.0476,2297,2031-03-24
2,6.328542094455852,south,0.4994727464359335,0.5389909302393954,0.999,1.0802,2312,2031-04-08
2,6.366872005475702,south,0.4957220579511996,0.5481011312684098,0.9978,1.1081,2326,2031-04-22
2,6.40520191649555,south,0.4932379618092921,0.5546411260806532,0.9953,1.1298,2339,2031-05-05
2,6.4435318275154,south,0.488003846890057,0.5527494644738872,0.9901,1.144,2354,2031-05-20
2,6.481861738535251,south,0.4614440451720625,0.5208512006045569,0.9816,1.1499,2368,2031-06-03
2,6.520191649555098,south,0.4359603818393068,0.4865377108342555,0.9729,1.1471,2381,2031-06-16
2,6.558521560574949,south,0.4068762022173844,0.4489592857498678,0.9715,1.1358,2396,2031-07-01
2,6.5968514715948,south,0.3791468577724861,0.4140838985363441,0.9781,1.1166,2410,2031-07-15
2,6.635181382614647,south,0.3544051884072378,0.381482255145022,0.9868,1.0908,2423,2031-07-28
2,6.673511293634498,south,0.3475069246414665,0.3656776308223822,0.9931,1.0596,2438,2031-08-12
2,6.711841204654345,south,0.3432413714116769,0.3507307882986408,0.9968,1.0251,2451,2031-08-25
2,6.750171115674196,south,0.3396502754876419,0.3354438426858377,0.9986,0.989,2466,2031-09-09
2,6.788501026694046,south,0.3449929217780835,0.3287878590574558,0.9994,0.9536,2480,2031-09-23
2,6.826830937713893,south,0.3439036388711481,0.316637520864233,0.9998,0.9209,2493,2031-10-06
2,6.865160848733744,south,0.3401922103943719,0.3036932330795512,0.9999,0.8928,2508,2031-10-21
2,6.903490759753595,south,0.3507197001949527,0.3054417868997843,1.0,0.8709,2522,2031-11-04
2,6.941820670773442,south,0.3498223296515696,0.2995878431136042,1.0,0.8564,2535,2031-11-17
2,6.980150581793293,south,0.3494264306328047,0.2970823513240106,1.0,0.8502,2550,2031-12-02
2,7.018480492813144,south,0.3489913767236998,0.2975849469322988,1.0,0.8527,2564,2031-12-16
2,7.056810403832991,south,0.349665058244179,0.3020057108054974,1.0,0.8637,2578,2031-12-30
2,7.095140314852841,south,0.34728773358237,0.3065161536597997,1.0,0.8826,2592,2032-01-13
2,7.1334702258726885,south,0.3532511482631472,0.3208226928525903,1.0,0.9082,2605,2032-01-26
2,7.171800136892539,south,0.3559696601621885,0.3343267048243275,1.0,0.9392,2620,2032-02-10
2,7.21013004791239,south,0.3498398580515529,0.340639069784797,1.0,0.9737,2634,2032-02-24
2,7.248459958932237,south,0.3553662323396354,0.3588132847933298,1.0,1.0097,2647,2032-03-08
2,7.286789869952088,south,0.3512932586642139,0.3671365846299699,1.0,1.0451,2662,2032-03-23
2,7.325119780971939,south,0.3509290730575875,0.3782637106020037,0.9999,1.078,2676,2032-04-06
2,7.363449691991786,south,0.3606602942801014,0.39895858371372,0.9999,1.1063,2689,2032-04-19
2,7.401779603011636,south,0.3562512678901691,0.4019893528584745,0.9999,1.1285,2704,2032-05-04
2,7.440109514031484,south,0.3577531479156375,0.4089016020174174,0.9998,1.1432,2717,2032-05-17
2,7.478439425051334,south,0.3591754451603232,0.4128614204989634,0.9998,1.1497,2732,2032-06-01
2,7.516769336071185,south,0.3525630217936992,0.4045204035456871,0.9998,1.1476,2746,2032-06-15
2,7.555099247091032,south,0.3653032443366348,0.4151886645087742,0.9997,1.1369,2759,2032-06-28
2,7.593429158110883,south,0.3644250409051304,0.4073370807078208,0.9996,1.1182,2774,2032-07-13
2,7.631759069130734,south,0.3621450533596514,0.3955542382542713,0.9995,1.0928,2788,2032-07-27
2,7.670088980150581,south,0.3632864482642538,0.3856173029526092,0.9995,1.062,2801,2032-08-09
2,7.708418891170432,south,0.3631804194579729,0.3730175969354956,0.9995,1.0276,2816,2032-08-24
2,7.746748802190282,south,0.3606918159416203,0.3575189398858356,0.9996,0.9916,2830,2032-09-07
2,7.78507871321013,south,0.3627794275570685,0.3467146693230383,0.9996,0.9561,2844,2032-09-21
27,2.342231348391513,north,0.6075224060549849,0.5521403536825854,0.9973,0.9113,856,2027-04-13
27,2.380561259411362,north,0.5975627614811747,0.5281555479537555,0.9987,0.885,869,2027-04-26
27,2.418891170431211,north,0.5993506192103869,0.5183069199482662,0.9994,0.8653,883,2027-05-10
27,2.4572210814510616,north,0.5995587542133098,0.5115698797020436,0.9997,0.8535,898,2027-05-25
27,2.4955509924709105,north,0.6002713404006866,0.5101886083413288,0.9998,0.8501,912,2027-06-08
27,2.5338809034907595,north,0.5983496567402744,0.5117172845638157,0.9999,0.8553,925,2027-06-21
27,2.5722108145106084,north,0.5986783465379426,0.5201395961452877,0.9999,0.8689,939,2027-07-05
27,2.610540725530459,north,0.5971425649864037,0.5314634454346885,0.9999,0.8901,954,2027-07-20
27,2.648870636550308,north,0.6028470005681822,0.5531773691521786,0.9999,0.9177,968,2027-08-03
27,2.687200547570157,north,0.5981815081643532,0.56821560551286,0.9999,0.95,981,2027-08-16
27,2.725530458590006,north,0.5999449563143214,0.5910066643837734,0.9999,0.9852,995,2027-08-30
27,2.7638603696098567,north,0.6013602073909516,0.6140476328832611,0.9999,1.0212,1010,2027-09-14
27,2.8021902806297057,north,0.5983840288013744,0.6318901774798499,0.9999,1.0561,1024,2027-09-28
27,2.8405201916495546,north,0.603738915929454,0.6565607823203776,0.9999,1.0876,1037,2027-10-11
27,2.8788501026694053,north,0.6008081470874783,0.6693534954411199,0.9999,1.1142,1052,2027-10-26
27,2.9171800136892543,north,0.6011304077113684,0.6816738211859245,0.9999,1.1341,1066,2027-11-09
27,2.9555099247091032,north,0.6009651494887489,0.688817462223867,0.9999,1.1463,1080,2027-11-23
27,2.993839835728952,north,0.6034420803744053,0.693888996591323,0.9999,1.15,1093,2027-12-06
27,3.032169746748803,north,0.6049302356117084,0.6925758552634287,0.9999,1.145,1108,2027-12-21
27,3.070499657768652,north,0.6115273780767005,0.691996327216025,0.9999,1.1317,1122,2028-01-04
27,3.108829568788501,north,0.6038860927476344,0.6706021359581545,0.9998,1.1107,1136,2028-01-18
27,3.1471594798083498,north,0.6064667301058416,0.6569146461855894,0.9998,1.0834,1149,2028-01-31
27,3.1854893908282005,north,0.6014366036648126,0.6321037117408965,0.9998,1.0512,1164,2028-02-15
27,3.223819301848049,north,0.6046492694650504,0.6141998074666266,0.9997,1.0161,1178,2028-02-29
27,3.2621492128678984,north,0.6069567773846256,0.594639196544382,0.9997,0.98,1191,2028-03-13
27,3.300479123887748,north,0.6077609456265198,0.5742225512507104,0.9997,0.9451,1205,2028-03-27
27,3.338809034907598,north,0.6048409078342911,0.5522959467102767,0.9997,0.9134,1220,2028-04-11
27,3.377138945927447,north,0.6046888712697548,0.5360703866304607,0.9998,0.8867,1234,2028-04-25
27,3.415468856947296,north,0.6125901925582,0.5307032399713101,0.9998,0.8665,1247,2028-05-08
27,3.453798767967145,north,0.6079566818091451,0.5190911672637569,0.9998,0.854,1261,2028-05-22
27,3.492128678986996,north,0.6075041782090809,0.516326913622571,0.9999,0.85,1276,2028-06-06
27,3.5304585900068446,north,0.6080023737449791,0.519546868719599,0.9999,0.8546,1290,2028-06-20
27,3.568788501026693,north,0.6035665841246322,0.5236623535724388,0.9999,0.8677,1303,2028-07-03
27,3.607118412046544,north,0.6025841102323722,0.5352821899580864,0.9999,0.8884,1318,2028-07-18
27,3.645448323066393,north,0.6127477257059357,0.5609144458294958,0.9999,0.9155,1332,2028-08-01
27,3.683778234086242,north,0.6060845511819228,0.5742108555558502,0.9998,0.9476,1346,2028-08-15
27,3.722108145106091,north,0.6104223971044176,0.5996810871853219,0.9998,0.9826,1359,2028-08-28
27,3.760438056125942,north,0.6063357800910617,0.6174889569010109,0.9997,1.0187,1374,2028-09-12
27,3.798767967145791,north,0.6116763636811835,0.6442011227186577,0.9995,1.0537,1388,2028-09-26
27,3.83709787816564,north,0.6040501912676758,0.6551719254349652,0.9992,1.0855,1402,2028-10-10
27,3.8754277891854887,north,0.603031754168545,0.6698665172727376,0.9985,1.1125,1415,2028-10-23
27,3.9137577002053394,north,0.6055121614883379,0.6838581750941125,0.9969,1.1329,1430,2028-11-07
27,3.952087611225189,north,0.5918293864406176,0.6738549626911364,0.9938,1.1457,1444,2028-11-21
27,3.990417522245037,north,0.5777921227685023,0.6565538559836906,0.9881,1.15,1457,2028-12-04
27,4.028747433264886,north,0.5458380230613592,0.6130469005478776,0.9803,1.1457,1471,2028-12-18
27,4.067077344284737,north,0.5053729926288962,0.5582236367655447,0.975,1.1329,1486,2029-01-02
27,4.105407255304586,north,0.4524123389060926,0.4914306410750486,0.9764,1.1125,1500,2029-01-16
27,4.143737166324435,north,0.4240434168563686,0.4524740438046291,0.983,1.0855,1513,2029-01-29
27,4.182067077344286,north,0.4001823812291458,0.4174132861326293,0.9899,1.0537,1528,2029-02-13
27,4.220396988364135,north,0.39221880147784,0.3974756159415351,0.9948,1.0187,1542,2029-02-27
27,4.258726899383984,north,0.3815821324924182,0.3740427411389213,0.9976,0.9826,1556,2029-03-13
27,4.2970568104038325,north,0.376128591763478,0.3560630341015167,0.999,0.9476,1569,2029-03-26
27,4.335386721423683,north,0.3837374731668462,0.351171132021574,0.9996,0.9155,1584,2029-04-10
27,4.373716632443532,north,0.3879515774931495,0.344587250208625,0.9998,0.8884,1598,2029-04-24
27,4.412046543463381,north,0.384033218976659,0.3331923015436364,0.9999,0.8677,1612,2029-05-08
27,4.45037645448323,north,0.3868701446164054,0.33061922558918,1.0,0.8546,1625,2029-05-21
27,4.488706365503081,north,0.3769388255111024,0.3203980016844371,1.0,0.85,1640,2029-06-05
27,4.52703627652293,north,0.3812747437141384,0.3256086311318741,1.0,0.854,1654,2029-06-19
27,4.565366187542779,north,0.3878409708058718,0.3360642012032879,1.0,0.8665,1668,2029-07-03
27,4.603696098562628,north,0.389976485707741,0.345792149877054,1.0,0.8867,1681,2029-07-16
27,4.642026009582478,north,0.3841106533200881,0.3508115860754942,0.9999,0.9134,1696,2029-07-31
27,4.680355920602327,north,0.3911473536112146,0.3696363965615692,0.9999,0.9451,1710,2029-08-14
27,4.718685831622176,north,0.3950935918683991,0.387153000859028,0.9999,0.98,1723,2029-08-27
27,4.757015742642025,north,0.3902204989634944,0.396463398691907,0.9999,1.0161,1737,2029-09-10
27,4.795345653661876,north,0.3911073380398252,0.4110909205440895,0.9999,1.0512,1752,2029-09-25
27,4.833675564681725,north,0.397040422363806,0.4301105782295885,0.9999,1.0834,1766,2029-10-09
27,4.872005475701574,north,0.3986172724688791,0.4426556556902778,0.9998,1.1107,1779,2029-10-22
27,4.9103353867214246,north,0.3839081121608299,0.4343819167703047,0.9998,1.1317,1794,2029-11-06
27,4.9486652977412735,north,0.3922453820382029,0.4489862261450122,0.9997,1.145,1808,2029-11-20
27,4.9869952087611225,north,0.394026910541473,0.4529496947438449,0.9996,1.15,1822,2029-12-04
27,5.025325119780971,north,0.3894808256244621,0.4461939932910729,0.9994,1.1463,1835,2029-12-17
27,5.063655030800822,north,0.3902847862021174,0.4422678784509959,0.9992,1.1341,1850,2030-01-01
27,5.101984941820671,north,0.397335425295248,0.4422241486200149,0.9989,1.1142,1864,2030-01-15
27,5.14031485284052,north,0.3884136359028856,0.421889500136448,0.9987,1.0876,1878,2030-01-29
27,5.178644763860369,north,0.3920715174993971,0.4134456295366666,0.9985,1.0561,1891,2030-02-11
27,5.21697467488022,north,0.3943179263157588,0.4020734501541225,0.9985,1.0212,1906,2030-02-26
27,5.255304585900069,north,0.3914273426675206,0.3851328935126465,0.9987,0.9852,1920,2030-03-12
27,5.293634496919918,north,0.3947086144131548,0.3745607131904354,0.9989,0.95,1934,2030-03-26
27,5.331964407939767,north,0.3886716808227576,0.3563986542898518,0.9992,0.9177,1947,2030-04-08
27,5.370294318959617,north,0.3855772306259222,0.3429963716043452,0.9994,0.8901,1962,2030-04-23
27,5.408624229979466,north,0.3885386400749758,0.3374661838714021,0.9996,0.8689,1976,2030-05-07
27,5.446954140999315,north,0.3935141677934606,0.3365053531802041,0.9998,0.8553,1989,2030-05-20
27,5.485284052019164,north,0.3952697110847599,0.335985179515015,0.9999,0.8501,2003,2030-06-03
27,5.523613963039015,north,0.3922472569154349,0.3347495554739459,0.9999,0.8535,2018,2030-06-18
27,5.561943874058864,north,0.3972016120312494,0.343664185035151,0.9999,0.8653,2032,2030-07-02
27,5.600273785078713,north,0.3907296450447122,0.3457957358645703,1.0,0.885,2045,2030-07-15
27,5.638603696098564,north,0.3981155487998262,0.3628026996212816,1.0,0.9113,2060,2030-07-30
27,5.676933607118412,north,0.396153944663521,0.3734543236343013,1.0,0.9427,2074,2030-08-13
27,5.715263518138261,north,0.400426815110877,0.3914172117708823,1.0,0.9775,2088,2030-08-27
27,5.75359342915811,north,0.3971848968484246,0.4025468929558783,1.0,1.0135,2102,2030-09-10
27,5.791923340177961,north,0.3985877389606363,0.4180388206219153,1.0,1.0488,2116,2030-09-24
27,5.83025325119781,north,0.4015525957981682,0.4341586665769795,1.0,1.0812,2130,2030-10-08
27,5.868583162217659,north,0.3978880631815207,0.4412578620683065,1.0,1.109,2144,2030-10-22
27,5.906913073237508,north,0.4034548023104189,0.4560653085316976,1.0,1.1304,2157,2030-11-04
27,5.945242984257359,north,0.3915346883638366,0.4479883405803488,0.9999,1.1443,2172,2030-11-19
27,5.983572895277208,north,0.4035932563441171,0.4639990670930062,0.9998,1.1499,2186,2030-12-03
27,6.0219028062970565,north,0.4014528660175753,0.4602019922902559,0.9996,1.1468,2200,2030-12-17
27,6.060232717316907,north,0.398326937885769,0.4517737772220258,0.9991,1.1352,2214,2030-12-31
27,6.098562628336754,north,0.4010868746431548,0.4465929159839057,0.9979,1.1158,2227,2031-01-13
27,6.136892539356605,north,0.3975223478538376,0.4311008379645364,0.9952,1.0897,2242,2031-01-28
27,6.175222450376456,north,0.4019600471762996,0.4214354295004404,0.9906,1.0584,2256,2031-02-11
27,6.213552361396303,north,0.3925528595949473,0.3959073729502728,0.9851,1.0238,2269,2031-02-24
27,6.251882272416154,north,0.3795624377071018,0.3680707522043403,0.9818,0.9877,2284,2031-03-11
27,6.290212183436001,north,0.363564573681136,0.3404071245643548,0.9831,0.9524,2297,2031-03-24
27,6.328542094455852,north,0.3616035558982501,0.3284454138312703,0.9875,0.9198,2312,2031-04-08
27,6.366872005475702,north,0.3526481578683521,0.3120735822451616,0.9922,0.8919,2326,2031-04-22
27,6.40520191649555,north,0.3566048187690432,0.3089831479856623,0.9957,0.8702,2339,2031-05-05
27,6.4435318275154,north,0.3504811021754047,0.2993517974505297,0.9978,0.856,2354,2031-05-20
27,6.481861738535251,north,0.3517410732422888,0.2986562682596338,0.9988,0.8501,2368,2031-06-03
27,6.520191649555098,north,0.3510649042076745,0.2992436028446463,0.9994,0.8529,2381,2031-06-16
27,6.558521560574949,north,0.3501567961919127,0.3024844610677434,0.9996,0.8642,2396,2031-07-01
27,6.5968514715948,north,0.3537984073044299,0.3124830039101308,0.9998,0.8834,2410,2031-07-15
27,6.635181382614647,north,0.3496057455556794,0.3177979715504518,0.9998,0.9092,2423,2031-07-28
27,6.673511293634498,north,0.3492098852887541,0.3283641364279319,0.9999,0.9404,2438,2031-08-12
27,6.711841204654345,north,0.3540662044032631,0.3451446247584739,0.9999,0.9749,2451,2031-08-25
27,6.750171115674196,north,0.3588286913021408,0.3627395293257737,0.9999,1.011,2466,2031-09-09
27,6.788501026694046,north,0.352944649774854,0.3692843493962548,0.9999,1.0464,2480,2031-09-23
27,6.826830937713893,north,0.3561131611227554,0.3842432839963485,0.9999,1.0791,2493,2031-10-06
27,6.865160848733744,north,0.3591446508948475,0.3976051929750281,0.9999,1.1072,2508,2031-10-21
27,6.903490759753595,north,0.360206239471655,0.4066681941009469,0.9999,1.1291,2522,2031-11-04
