variant,time,location,fitness,seasonal_fitness,frac_susceptible,seasonality,t,date
12,2.725530458590006,north,0.427963477133164,0.421587454709826,0.9999,0.9852,995,2027-08-30
12,2.7638603696098567,north,0.4308884002944268,0.4399792320572306,0.9999,1.0212,1010,2027-09-14
12,2.8021902806297057,north,0.4244069776643278,0.4481713874903854,0.9999,1.0561,1024,2027-09-28
12,2.8405201916495546,north,0.4323358224429224,0.4701614196448735,0.9999,1.0876,1037,2027-10-11
12,2.8788501026694053,north,0.4307005935220021,0.4798386126420846,0.9999,1.1142,1052,2027-10-26
12,2.9171800136892543,north,0.4310148490445614,0.488765058907407,0.9999,1.1341,1066,2027-11-09
12,2.9555099247091032,north,0.4313860322951703,0.4944483590390718,0.9999,1.1463,1080,2027-11-23
12,2.993839835728952,north,0.4343267924847496,0.4994258637763262,0.9999,1.15,1093,2027-12-06
12,3.032169746748803,north,0.4352104654096634,0.4982661512957752,0.9999,1.145,1108,2027-12-21
12,3.070499657768652,north,0.4424893609471103,0.5007151332628664,0.9999,1.1317,1122,2028-01-04
12,3.108829568788501,north,0.4338821386460518,0.4818165088158909,0.9998,1.1107,1136,2028-01-18
12,3.1471594798083498,north,0.4366399930824213,0.4729611573517941,0.9998,1.0834,1149,2028-01-31
12,3.1854893908282005,north,0.4340804523862869,0.456214110474155,0.9998,1.0512,1164,2028-02-15
12,3.223819301848049,north,0.4366312328357182,0.443527897385668,0.9997,1.0161,1178,2028-02-29
12,3.2621492128678984,north,0.4383916989908579,0.4294949778515374,0.9997,0.98,1191,2028-03-13
12,3.300479123887748,north,0.4406298442108092,0.4163143339839067,0.9997,0.9451,1205,2028-03-27
12,3.338809034907598,north,0.4378908145569438,0.3998494791753075,0.9997,0.9134,1220,2028-04-11
12,3.377138945927447,north,0.4360706857557328,0.3865865442841964,0.9998,0.8867,1234,2028-04-25
12,3.415468856947296,north,0.4470127123281393,0.3872590479292863,0.9998,0.8665,1247,2028-05-08
12,3.453798767967145,north,0.443406850148129,0.3785937161364968,0.9998,0.854,1261,2028-05-22
12,3.492128678986996,north,0.4402307579338301,0.3741587246293312,0.9999,0.85,1276,2028-06-06
12,3.5304585900068446,north,0.4425770332113901,0.3781885099491958,0.9999,0.8546,1290,2028-06-20
12,3.568788501026693,north,0.4377874256195632,0.379830162395174,0.9999,0.8677,1303,2028-07-03
12,3.607118412046544,north,0.435571336361409,0.3869228790659534,0.9999,0.8884,1318,2028-07-18
12,3.645448323066393,north,0.4477073448289762,0.4098350865835086,0.9999,0.9155,1332,2028-08-01
12,3.683778234086242,north,0.4418474965351541,0.4186109487791687,0.9998,0.9476,1346,2028-08-15
12,3.722108145106091,north,0.4470292548112864,0.4391630955884145,0.9998,0.9826,1359,2028-08-28
12,3.760438056125942,north,0.4414255540300237,0.449545307826818,0.9997,1.0187,1374,2028-09-12
12,3.798767967145791,north,0.4499467243804638,0.4738718090479549,0.9995,1.0537,1388,2028-09-26
12,3.83709787816564,north,0.4412502846549239,0.4785940022457255,0.9992,1.0855,1402,2028-10-10
12,3.8754277891854887,north,0.4408579272586806,0.4897187624091694,0.9985,1.1125,1415,2028-10-23
12,3.9137577002053394,north,0.4482648173514528,0.5062649100215708,0.9969,1.1329,1430,2028-11-07
12,3.952087611225189,north,0.4343540867752424,0.4945541124596411,0.9938,1.1457,1444,2028-11-21
12,3.990417522245037,north,0.4295619053495846,0.4881176364773132,0.9881,1.15,1457,2028-12-04
12,4.028747433264886,north,0.4130991038871612,0.4639638767500472,0.9803,1.1457,1471,2028-12-18
12,4.067077344284737,north,0.3918304635469025,0.4328071138484787,0.975,1.1329,1486,2029-01-02
12,4.105407255304586,north,0.3687523103484867,0.400555353354492,0.9764,1.1125,1500,2029-01-16
12,4.143737166324435,north,0.3544492722680326,0.3782138554011511,0.983,1.0855,1513,2029-01-29
12,4.182067077344286,north,0.3430886608350063,0.3578612454504355,0.9899,1.0537,1528,2029-02-13
12,4.220396988364135,north,0.3371349344224656,0.3416534730361457,0.9948,1.0187,1542,2029-02-27
12,4.258726899383984,north,0.3325450556204736,0.325974550600711,0.9976,0.9826,1556,2029-03-13
12,4.2970568104038325,north,0.3332413189871024,0.315463694398306,0.999,0.9476,1569,2029-03-26
12,4.335386721423683,north,0.3368611937584547,0.308273064316711,0.9996,0.9155,1584,2029-04-10
12,4.373716632443532,north,0.3378345122449642,0.3000721542422905,0.9998,0.8884,1598,2029-04-24
12,4.412046543463381,north,0.33727247947918,0.29262206531104,0.9999,0.8677,1612,2029-05-08
12,4.45037645448323,north,0.3410673700723995,0.2914761744638727,1.0,0.8546,1625,2029-05-21
12,4.488706365503081,north,0.3348502610155145,0.2846227218631873,1.0,0.85,1640,2029-06-05
12,4.52703627652293,north,0.3351188847141416,0.2861915275458769,1.0,0.854,1654,2029-06-19
12,4.565366187542779,north,0.3422956907817326,0.2965992160623713,1.0,0.8665,1668,2029-07-03
12,4.603696098562628,north,0.3426427842960026,0.3038213568352655,1.0,0.8867,1681,2029-07-16
12,4.642026009582478,north,0.3433979113931136,0.3136282863012433,0.9999,0.9134,1696,2029-07-31
12,4.680355920602327,north,0.3458276070042569,0.3268089872125853,0.9999,0.9451,1710,2029-08-14
12,4.718685831622176,north,0.3483945873751869,0.3413925529581205,0.9999,0.98,1723,2029-08-27
12,4.757015742642025,north,0.3462341653652166,0.3517733545740538,0.9999,1.0161,1737,2029-09-10
12,4.795345653661876,north,0.3456420187538768,0.3633025562250638,0.9999,1.0512,1752,2029-09-25
12,4.833675564681725,north,0.3506199459282198,0.3798236632536914,0.9999,1.0834,1766,2029-10-09
12,4.872005475701574,north,0.3531931735317667,0.392213199510165,0.9998,1.1107,1779,2029-10-22
12,4.9103353867214246,north,0.3426112184207591,0.3876555692635958,0.9998,1.1317,1794,2029-11-06
12,4.9486652977412735,north,0.3502145523998963,0.4008753637991319,0.9997,1.145,1808,2029-11-20
12,4.9869952087611225,north,0.3471541248395644,0.3990675526680728,0.9996,1.15,1822,2029-12-04
12,5.025325119780971,north,0.3458749818801799,0.3962386058342126,0.9994,1.1463,1835,2029-12-17
12,5.063655030800822,north,0.3465823215576495,0.3927445636698276,0.9992,1.1341,1850,2030-01-01
12,5.101984941820671,north,0.3555441378435249,0.3957115163790317,0.9989,1.1142,1864,2030-01-15
12,5.14031485284052,north,0.3481441985273401,0.3781493961989212,0.9987,1.0876,1878,2030-01-29
12,5.178644763860369,north,0.3496280185796248,0.3686882871963089,0.9985,1.0561,1891,2030-02-11
12,5.21697467488022,north,0.3529214403574595,0.3598627698306981,0.9985,1.0212,1906,2030-02-26
12,5.255304585900069,north,0.3530125163966002,0.3473358068434303,0.9987,0.9852,1920,2030-03-12
12,5.293634496919918,north,0.3581926077977416,0.3399086661327059,0.9989,0.95,1934,2030-03-26
12,5.331964407939767,north,0.3506128229262571,0.3214999816893465,0.9992,0.9177,1947,2030-04-08
12,5.370294318959617,north,0.3493762926038787,0.3107932501438844,0.9994,0.8901,1962,2030-04-23
12,5.408624229979466,north,0.3529326107174685,0.3065404801942274,0.9996,0.8689,1976,2030-05-07
12,5.446954140999315,north,0.3564060586114585,0.3047731351099944,0.9998,0.8553,1989,2030-05-20
12,5.485284052019164,north,0.3604577622414689,0.3063945011671046,0.9999,0.8501,2003,2030-06-03
12,5.523613963039015,north,0.3549898510220455,0.3029535394635312,0.9999,0.8535,2018,2030-06-18
12,5.561943874058864,north,0.3588790332397085,0.3105069736595735,0.9999,0.8653,2032,2030-07-02
12,5.600273785078713,north,0.3572796437108737,0.3161924846841232,1.0,0.885,2045,2030-07-15
12,5.638603696098564,north,0.360295161202957,0.3283369804042547,1.0,0.9113,2060,2030-07-30
12,5.676933607118412,north,0.3625882487544838,0.3418119421008518,1.0,0.9427,2074,2030-08-13
12,5.715263518138261,north,0.3653538893705726,0.3571334268597348,1.0,0.9775,2088,2030-08-27
12,5.75359342915811,north,0.360481692445477,0.365348195293491,1.0,1.0135,2102,2030-09-10
12,5.791923340177961,north,0.360640064451544,0.3782392995967794,1.0,1.0488,2116,2030-09-24
12,5.83025325119781,north,0.3706230193119044,0.400717608480031,1.0,1.0812,2130,2030-10-08
12,5.868583162217659,north,0.3652286003545768,0.4050385177932257,1.0,1.109,2144,2030-10-22
12,5.906913073237508,north,0.3691768477602076,0.4173175087081387,1.0,1.1304,2157,2030-11-04
12,5.945242984257359,north,0.357070714475184,0.4085551589720957,0.9999,1.1443,2172,2030-11-19
12,5.983572895277208,north,0.3693747045959547,0.4246590240203253,0.9998,1.1499,2186,2030-12-03
12,6.0219028062970565,north,0.3668882391120399,0.420579133640642,0.9996,1.1468,2200,2030-12-17
12,6.060232717316907,north,0.3629039568619989,0.4115978001150943,0.9991,1.1352,2214,2030-12-31
12,6.098562628336754,north,0.3690060789305327,0.4108723352066599,0.9979,1.1158,2227,2031-01-13
12,6.136892539356605,north,0.3682155417702403,0.3993185023828691,0.9952,1.0897,2242,2031-01-28
12,6.175222450376456,north,0.3725452887529555,0.3905954954401365,0.9906,1.0584,2256,2031-02-11
12,6.213552361396303,north,0.3672709482179034,0.3704094180333858,0.9851,1.0238,2269,2031-02-24
12,6.251882272416154,north,0.3597534343888993,0.3488614890438601,0.9818,0.9877,2284,2031-03-11
12,6.290212183436001,north,0.3527692428235355,0.3302994083511145,0.9831,0.9524,2297,2031-03-24
12,6.328542094455852,north,0.3549548779358423,0.3224064030163204,0.9875,0.9198,2312,2031-04-08
12,6.366872005475702,north,0.3497655956405029,0.3095226784607007,0.9922,0.8919,2326,2031-04-22
12,6.40520191649555,north,0.3560155425102603,0.3084725647745311,0.9957,0.8702,2339,2031-05-05
12,6.4435318275154,north,0.3514138523484473,0.3001484750435283,0.9978,0.856,2354,2031-05-20
12,6.481861738535251,north,0.3545356584323556,0.3010290943174655,0.9988,0.8501,2368,2031-06-03
12,6.520191649555098,north,0.3550075435986208,0.3026042623749025,0.9994,0.8529,2381,2031-06-16
12,6.558521560574949,north,0.356301854459031,0.3077928961984452,0.9996,0.8642,2396,2031-07-01
12,6.5968514715948,north,0.3562510318227723,0.3146492190799346,0.9998,0.8834,2410,2031-07-15
12,6.635181382614647,north,0.3565023887254417,0.3240671454348057,0.9998,0.9092,2423,2031-07-28
12,6.673511293634498,north,0.3529451482865101,0.3318764264868892,0.9999,0.9404,2438,2031-08-12
12,6.711841204654345,north,0.3582545561341618,0.3492274405385169,0.9999,0.9749,2451,2031-08-25
12,6.750171115674196,north,0.3605180306913961,0.3644472806560985,0.9999,1.011,2466,2031-09-09
12,6.788501026694046,north,0.3506700140124346,0.3669044085523453,0.9999,1.0464,2480,2031-09-23
12,6.826830937713893,north,0.3572971065401448,0.3855207517367035,0.9999,1.0791,2493,2031-10-06
12,6.865160848733744,north,0.3611085856286023,0.3997794440653877,0.9999,1.1072,2508,2031-10-21
12,6.903490759753595,north,0.3630038650062948,0.4098266772122096,0.9999,1.1291,2522,2031-11-04
12,6.941820670773442,north,0.3653526740523982,0.4177755363145179,0.9999,1.1436,2535,2031-11-17
12,6.980150581793293,north,0.364630476194148,0.4191682711037258,0.9998,1.1498,2550,2031-12-02
12,7.018480492813144,north,0.3679141658820746,0.4219390793474977,0.9996,1.1473,2564,2031-12-16
12,7.056810403832991,north,0.3634623374084956,0.4127131524194755,0.9993,1.1363,2578,2031-12-30
12,7.095140314852841,north,0.3703209282880562,0.4132172900216972,0.9986,1.1174,2592,2032-01-13
12,7.1334702258726885,north,0.3660204348612533,0.3986220580045627,0.9975,1.0918,2605,2032-01-26
12,7.171800136892539,north,0.371406733902506,0.3923729114441509,0.9959,1.0608,2620,2032-02-10
12,7.21013004791239,north,0.3688992129423772,0.3763675147955294,0.9941,1.0263,2634,2032-02-24
12,7.248459958932237,north,0.3641328493156197,0.3580765553525174,0.993,0.9903,2647,2032-03-08
12,7.286789869952088,north,0.3681026965649905,0.3490056059687651,0.9929,0.9549,2662,2032-03-23
12,7.325119780971939,north,0.3697946135539993,0.338870834831237,0.9939,0.922,2676,2032-04-06
12,7.363449691991786,north,0.367486059889307,0.3269115491811475,0.9954,0.8937,2689,2032-04-19
12,7.401779603011636,north,0.3689534199066395,0.3205461224417456,0.9969,0.8715,2704,2032-05-04
12,7.440109514031484,north,0.3699685700236366,0.316386791561739,0.9981,0.8568,2717,2032-05-17
12,7.478439425051334,north,0.3729838501360067,0.3167675899693217,0.9988,0.8503,2732,2032-06-01
12,7.516769336071185,north,0.3716296833043356,0.3165553980491816,0.9993,0.8524,2746,2032-06-15
12,7.555099247091032,north,0.3757525334770132,0.3241822868393524,0.9996,0.8631,2759,2032-06-28
12,7.593429158110883,north,0.3703468156330848,0.3264738504786467,0.9997,0.8818,2774,2032-07-13
12,7.631759069130734,north,0.3725042321124011,0.3378682522044958,0.9998,0.9072,2788,2032-07-27
12,7.670088980150581,north,0.3788922842737922,0.3553298824562873,0.9998,0.938,2801,2032-08-09
12,7.708418891170432,north,0.3765119754559081,0.3660836329088317,0.9999,0.9724,2816,2032-08-24
12,7.746748802190282,north,0.3738155393295783,0.3769178943009608,0.9999,1.0084,2830,2032-09-07
12,7.78507871321013,north,0.3786075046157922,0.3951888512310186,0.9999,1.0439,2844,2032-09-21
12,7.82340862422998,north,0.3735592584660895,0.4022055082490434,0.9998,1.0769,2858,2032-10-05
12,7.8617385352498275,north,0.3819566762898572,0.4221304669888139,0.9998,1.1054,2871,2032-10-18
12,7.900068446269678,north,0.3778957193527433,0.4260629350483381,0.9997,1.1278,2886,2032-11-02
12,7.938398357289529,north,0.371628919549516,0.4245647982762807,0.9996,1.1429,2900,2032-11-16
12,7.976728268309376,north,0.3804550457103563,0.4371524349883513,0.9995,1.1496,2913,2032-11-29
12,8.015058179329227,north,0.3813742705936263,0.4374349688159131,0.9993,1.1478,2928,2032-12-14
12,8.053388090349078,north,0.3835635530196886,0.4358289200193892,0.999,1.1374,2942,2032-12-28
12,8.091718001368925,north,0.381421973996174,0.4262136532372563,0.9986,1.119,2955,2033-01-10
12,8.130047912388775,north,0.3843273236621026,0.4196625853363511,0.9983,1.0938,2970,2033-01-25
12,8.168377823408623,north,0.381009488555113,0.4042386007265093,0.9979,1.0632,2983,2033-02-07
12,8.206707734428473,north,0.3833351116605296,0.3935063453458277,0.9977,1.0289,2998,2033-02-22
12,8.245037645448324,north,0.3776344648093934,0.3740908676109954,0.9977,0.9929,3012,2033-03-08
12,8.283367556468171,north,0.3844981159781839,0.3672702703237785,0.9978,0.9573,3025,2033-03-21
12,8.321697467488022,north,0.3859285357547573,0.3560359894814857,0.9981,0.9243,3040,2033-04-05
12,8.360027378507873,north,0.3821368107216963,0.3416902087302771,0.9985,0.8955,3054,2033-04-19
12,8.39835728952772,north,0.3843699030610473,0.335147420244768,0.9989,0.8729,3067,2033-05-02
12,8.43668720054757,north,0.3888493745924066,0.3331715880420183,0.9992,0.8575,3082,2033-05-17
12,8.475017111567421,north,0.3911338697069604,0.3324206706531199,0.9994,0.8504,3096,2033-05-31
12,8.513347022587268,north,0.3913935342411774,0.3333339042570137,0.9996,0.852,3110,2033-06-14
12,8.55167693360712,north,0.3901458416313665,0.3362438266513799,0.9997,0.8621,3124,2033-06-28
12,8.590006844626966,north,0.3908496526243911,0.343922656480717,0.9997,0.8802,3137,2033-07-11
12,8.628336755646817,north,0.3876401599345407,0.3507866052109145,0.9997,0.9052,3152,2033-07-26
12,8.666666666666668,north,0.3939615592478966,0.3685192420389604,0.9997,0.9357,3166,2033-08-09
12,8.704996577686515,north,0.3949265950706708,0.382924392767676,0.9997,0.9699,3179,2033-08-22
12,8.743326488706366,north,0.3894486542800515,0.3915507734922859,0.9996,1.0058,3194,2033-09-06
12,8.781656399726216,north,0.3984312356900383,0.4147188257031822,0.9995,1.0414,3208,2033-09-20
12,8.819986310746064,north,0.391991932993358,0.4208975435697068,0.9992,1.0746,3221,2033-10-03
12,8.858316221765914,north,0.3967721559064656,0.4373126683539334,0.9988,1.1035,3236,2033-10-18
12,8.896646132785762,north,0.4013410965032123,0.4511212628179059,0.9979,1.1264,3249,2033-10-31
12,8.934976043805612,north,0.4011852033947782,0.4564125189681847,0.9962,1.142,3264,2033-11-15
12,8.973305954825463,north,0.4046600507488019,0.4618604484943582,0.993,1.1494,3278,2033-11-29
12,9.01163586584531,north,0.3977494661113039,0.451306924932529,0.9882,1.1482,3291,2033-12-12
12,9.04996577686516,north,0.3989762515959468,0.4463369988454948,0.9827,1.1384,3305,2033-12-26
12,9.088295687885012,north,0.3977059827557777,0.4365331031284639,0.9795,1.1206,3320,2034-01-10
12,9.12662559890486,north,0.3987349325295796,0.4286756913975676,0.9811,1.0958,3334,2034-01-24
12,9.16495550992471,north,0.3993323732434072,0.4195318026791784,0.986,1.0655,3348,2034-02-07
12,9.20328542094456,north,0.404875567855588,0.4139973982043518,0.9914,1.0314,3362,2034-02-21
12,9.241615331964407,north,0.4013035255018302,0.3976200206367777,0.9953,0.9955,3376,2034-03-07
12,9.279945242984258,north,0.406318166046382,0.3890872121670435,0.9977,0.9598,3390,2034-03-21
12,9.318275154004104,north,0.4038385667726586,0.3737448600395419,0.9989,0.9265,3403,2034-04-03
12,9.356605065023956,north,0.4088995775385353,0.3667630076426401,0.9995,0.8974,3418,2034-04-18
12,9.394934976043809,north,0.4014798821265394,0.3509436581710448,0.9998,0.8743,3432,2034-05-02
12,9.433264887063654,north,0.4059315344936526,0.3484167840464305,0.9999,0.8584,3445,2034-05-15
12,9.471594798083505,north,0.3998711031379996,0.3401703474394962,1.0,0.8507,3460,2034-05-30
12,9.509924709103355,north,0.4079135351762811,0.347379166556121,1.0,0.8516,3474,2034-06-13
12,9.548254620123204,north,0.4049756716015946,0.3487245508161331,1.0,0.8611,3488,2034-06-27
12,9.586584531143052,north,0.4104212183719004,0.3605960824615517,1.0,0.8786,3501,2034-07-10
12,9.6249144421629,north,0.4124006521837696,0.3724802690523807,1.0,0.9032,3515,2034-07-24
12,9.663244353182751,north,0.4111460425828674,0.3837226015425902,1.0,0.9333,3530,2034-08-08
12,9.701574264202602,north,0.4056194740365861,0.3923557172355898,1.0,0.9673,3544,2034-08-22
12,9.73990417522245,north,0.4139709139028057,0.4152956208272947,1.0,1.0032,3557,2034-09-04
12,9.7782340862423,north,0.4141651779256581,0.4302762033469662,1.0,1.0389,3572,2034-09-19
12,9.81656399726215,north,0.4178095251803,0.4480589348033538,1.0,1.0724,3586,2034-10-03
12,9.854893908281998,north,0.4113373465805243,0.4531292209931056,1.0,1.1016,3599,2034-10-16
12,9.893223819301848,north,0.4163810472697796,0.4684286781785021,1.0,1.125,3614,2034-10-31
12,9.9315537303217,north,0.4175937515189624,0.4765579892334399,1.0,1.1412,3628,2034-11-14
12,9.969883641341546,north,0.4138454164785416,0.4755911526171401,1.0,1.1492,3642,2034-11-28
12,10.008213552361395,north,0.4157824846137117,0.4775677618273093,1.0,1.1486,3655,2034-12-11
12,10.046543463381244,north,0.4154480485775998,0.4733615065493172,1.0,1.1394,3669,2034-12-25
12,10.084873374401097,north,0.4179777712421562,0.4690128571108234,1.0,1.1221,3684,2035-01-09
12,10.123203285420946,north,0.4198747563794508,0.4609385075533611,1.0,1.0978,3698,2035-01-23
12,10.161533196440791,north,0.4213079191679965,0.4498725960875867,1.0,1.0678,3711,2035-02-05
12,10.199863107460644,north,0.4206225215519876,0.4348816250326,1.0,1.0339,3726,2035-02-20
12,10.238193018480494,north,0.4244692809018449,0.4236627892681314,1.0,0.9981,3740,2035-03-06
12,10.276522929500342,north,0.4202769701529339,0.4044325283781684,1.0,0.9623,3753,2035-03-19
12,10.314852840520192,north,0.4226415925732645,0.3925495111820481,1.0,0.9288,3768,2035-04-03
12,10.35318275154004,north,0.4241968776719266,0.3814802520903636,1.0,0.8993,3781,2035-04-16
12,10.39151266255989,north,0.4259807879565472,0.3730313760135484,1.0,0.8757,3796,2035-05-01
12,10.42984257357974,north,0.4238275378959837,0.3641526205602292,1.0,0.8592,3810,2035-05-15
12,10.468172484599588,north,0.4239174041387189,0.3607113191816359,1.0,0.8509,3823,2035-05-28
12,10.50650239561944,north,0.4255638737119063,0.3622399693035746,1.0,0.8512,3838,2035-06-12
12,10.54483230663929,north,0.4259707882143028,0.3664200720219432,1.0,0.8602,3852,2035-06-26
12,10.583162217659137,north,0.4292728925204537,0.37651525402969,1.0,0.8771,3865,2035-07-09
12,10.621492128678987,north,0.4271555040302744,0.3849525402320833,1.0,0.9012,3880,2035-07-24
12,10.659822039698838,north,0.4253847770754572,0.3960332274572506,1.0,0.931,3894,2035-08-07
12,10.698151950718684,north,0.4386256728962217,0.4231860492102747,1.0,0.9648,3907,2035-08-20
12,10.736481861738536,north,0.4275306754381597,0.4277871938434226,1.0,1.0006,3922,2035-09-04
12,10.774811772758383,north,0.4362938917489959,0.4521297719097185,0.9999,1.0364,3935,2035-09-17
12,10.813141683778234,north,0.4269285695258409,0.4568105766233774,0.9999,1.0701,3950,2035-10-02
12,10.851471594798085,north,0.4324610592552974,0.4755298691203642,0.9999,1.0997,3964,2035-10-16
12,10.889801505817932,north,0.4385110904709432,0.4926617901470265,0.9999,1.1236,3977,2035-10-29
12,10.928131416837784,north,0.4307160308947518,0.4910472609312797,0.9998,1.1403,3992,2035-11-13
12,10.966461327857632,north,0.4379786710684648,0.5030427370820021,0.9997,1.1489,4006,2035-11-27
12,11.00479123887748,north,0.4368849619655289,0.5016861642357952,0.9995,1.1489,4019,2035-12-10
12,11.043121149897331,north,0.4371305250204245,0.4980113237368774,0.9991,1.1403,4034,2035-12-25
12,11.081451060917178,north,0.4366763579235179,0.4899626463847967,0.9986,1.1236,4047,2036-01-07
12,11.119780971937027,north,0.4384301318568088,0.4810326902861259,0.9977,1.0997,4061,2036-01-21
12,11.15811088295688,north,0.435984551673862,0.4649608087124627,0.9966,1.0701,4076,2036-02-05
12,11.196440793976729,north,0.4391461796123118,0.453037497487669,0.9954,1.0364,4090,2036-02-19
12,11.234770704996578,north,0.4406577703542882,0.4385411853254117,0.9946,1.0006,4104,2036-03-04
12,11.273100616016428,north,0.4454054776052649,0.4272777597262363,0.9943,0.9648,4118,2036-03-18
12,11.311430527036276,north,0.4431894194671228,0.4104225199714147,0.9947,0.931,4132,2036-04-01
12,11.349760438056126,north,0.4485997114468008,0.4024992364920511,0.9956,0.9012,4146,2036-04-15
12,11.388090349075975,north,0.4391367651012294,0.3838958060432764,0.9967,0.8771,4160,2036-04-29
12,11.426420260095824,north,0.4481906032916057,0.3846468297704509,0.9977,0.8602,4174,2036-05-13
12,11.464750171115677,north,0.4469287204579313,0.379817045690825,0.9984,0.8512,4188,2036-05-27
12,11.503080082135522,north,0.4422299916775368,0.3758795770685058,0.9989,0.8509,4201,2036-06-09
12,11.541409993155373,north,0.4413462868058682,0.378901365839903,0.9992,0.8592,4216,2036-06-24
12,11.579739904175224,north,0.4498537527441252,0.3937005691192636,0.9994,0.8757,4230,2036-07-08
