strain	year	country	clade_membership	fitness
586f2416	3.8608	tropics	15	0.5866
b25afa2	3.8655	tropics	15	0.5295
4eba2f26	3.8743	tropics	15	0.5058
61fe5d14	3.8913	tropics	15	0.6512
24161bc4	3.8984	north	15	0.5459
26e0d1a2	3.9002	south	15	0.5514
61c48d80	3.9007	tropics	15	0.5338
51494c8e	3.9028	tropics	5	0.5921
3671024f	3.9133	south	15	0.526
10ac1bf6	3.9224	tropics	15	0.4945
269686b4	3.9225	tropics	15	0.532
43ee468a	3.9233	tropics	15	0.5524
190ae07	3.9351	south	15	0.5149
29c5cf35	3.9423	south	15	0.6309
5f7e380a	3.9534	south	15	0.5446
18b90510	3.9649	north	15	0.5846
1164a0c7	3.966	north	15	0.4967
3fdc0ecc	3.9672	tropics	15	0.4845
611d8015	3.9854	south	15	0.5128
fa1c259	3.986	north	15	0.4839
381c9c19	3.9967	tropics	15	0.5508
3a908abd	4.0032	tropics	15	0.5593
7d9b3644	4.0091	south	15	0.5771
5aedb97c	4.0187	north	15	0.5354
61aef991	4.0213	tropics	15	0.5625
7a1d88ed	4.0235	tropics	15	0.5364
403ad6f9	4.0358	south	15	0.5111
6b611a5f	4.0367	tropics	15	0.5659
d1ca4f1	4.0528	tropics	15	0.4551
679ef52a	4.0584	tropics	15	0.5036
3b0a38d2	4.0721	north	15	0.5516
e10afe6	4.0805	tropics	15	0.4929
1300cd6a	4.0948	south	15	0.4611
686edcf2	4.1049	north	15	0.5354
7a458bae	4.1195	tropics	15	0.5406
3a4d4cca	4.1199	tropics	15	0.5352
447d1ed9	4.1257	tropics	15	0.567
7be3f283	4.1324	tropics	15	0.5025
6b489436	4.1404	tropics	15	0.5482
178d9fda	4.1421	tropics	15	0.5577
6f8c81c9	4.1435	north	15	0.5147
50b56afa	4.1512	tropics	15	0.5413
38057590	4.1588	tropics	15	0.5668
44d346c9	4.1644	tropics	15	0.4847
1eb12f61	4.1851	tropics	8	0.5306
771f3d15	4.1908	tropics	5	0.5692
5eb0b12f	4.1921	tropics	15	0.5463
491df126	4.2387	tropics	15	0.443
32dd2628	4.2527	tropics	5	0.6161
e418c64	4.2626	tropics	15	0.5038
2a988be9	4.2776	north	15	0.5325
2b3dab9d	4.2825	north	15	0.5713
1d614376	4.301	north	15	0.5254
6eb11eb0	4.3015	tropics	5	0.579
3a7d7014	4.3156	tropics	5	0.5368
12397286	4.3516	north	15	0.5299
5d231e36	4.3546	tropics	15	0.4611
5bfc0801	4.3693	tropics	15	0.5628
7c34714c	4.4038	tropics	5	0.5534
6dd4b4c3	4.4285	tropics	5	0.6326
540fc1c7	4.4301	tropics	15	0.557
1000ca4e	4.4379	tropics	15	0.5653
6bd1437c	4.4487	north	5	0.5796
37dbed92	4.4758	south	15	0.5596
7a1f81d4	4.4922	tropics	15	0.4183
26bd8527	4.4928	south	15	0.5346
cd41c49	4.494	south	15	0.5755
1e487471	4.4942	tropics	5	0.6209
1d12459e	4.5167	north	5	0.5427
5780abd9	4.5247	south	15	0.5432
6a8b5de7	4.5268	tropics	5	0.5752
19eb8f55	4.5545	tropics	15	0.4593
dd96312	4.5712	south	5	0.6476
6bd8519	4.5987	tropics	5	0.6269
2516c669	4.6042	south	5	0.5895
699ce5d	4.6213	south	5	0.5961
3e6d3bd2	4.6373	south	15	0.5957
7b53363	4.6456	south	5	0.5985
35ab0499	4.6467	south	5	0.5238
6749524c	4.6579	south	15	0.6073
6fb26b98	4.66	tropics	5	0.6132
1e226ed4	4.6613	north	5	0.6068
5fb6fc03	4.6882	south	15	0.5023
505cc1e9	4.7039	tropics	5	0.5792
7411335b	4.7183	south	5	0.584
1778560d	4.7195	tropics	5	0.6292
21aa1095	4.7207	south	15	0.566
2ec7a038	4.7224	south	5	0.5645
690f1963	4.7275	tropics	5	0.5793
293fe12c	4.729	south	5	0.5695
155fa269	4.7291	south	5	0.5545
6eba762f	4.7334	south	5	0.5595
60bbc67f	4.7373	south	5	0.6228
52bc6980	4.7375	south	15	0.6095
254e8366	4.7411	south	5	0.5678
4d42ebb9	4.7436	south	5	0.5781
6b1808e6	4.7467	south	5	0.6519
6f90567d	4.7481	south	5	0.5627
263a509	4.7488	south	5	0.609
62822f80	4.7558	tropics	5	0.5745
2932542e	4.7565	south	5	0.5219
3a5ede6f	4.7581	south	5	0.5761
3f492bd0	4.7608	tropics	5	0.5865
4eded220	4.767	south	5	0.5559
26de97d	4.7721	south	5	0.5806
58ebfaff	4.774	south	5	0.5714
5f0a243c	4.7761	south	5	0.5333
2adf260e	4.7947	south	15	0.4376
78bc4228	4.7953	south	5	0.6373
314f31ee	4.7985	south	5	0.662
67f1091	4.799	south	5	0.5833
314249a	4.7993	south	5	0.5076
639b3d27	4.8003	tropics	5	0.494
a770f9a	4.8004	south	5	0.4898
49100781	4.8154	south	5	0.6234
5199b992	4.8238	tropics	15	0.5327
4b4acbc2	4.8248	south	5	0.5192
88a9a2a	4.8348	tropics	5	0.5483
619dfd29	4.8361	south	5	0.518
528c08f3	4.8408	south	5	0.5343
50810da	4.8437	south	5	0.5746
30f42fd5	4.8467	tropics	5	0.6106
6d1fc082	4.8478	tropics	5	0.6243
6992926	4.8496	south	15	0.5296
5940a4cd	4.8538	south	5	0.4788
6bd417b	4.8588	tropics	5	0.5606
53ead3df	4.8595	tropics	5	0.6114
55c475d1	4.8727	tropics	5	0.5074
c1b426	4.8748	south	24	0.5889
43a69ce2	4.8842	tropics	5	0.5588
1520e5ac	4.8843	south	5	0.5496
6698983b	4.885	tropics	5	0.6202
4fd7784b	4.8879	tropics	5	0.6139
70f3461e	4.8886	north	5	0.6076
1d1efa11	4.8962	south	5	0.5834
36515f00	4.8998	tropics	5	0.5679
17930a56	4.9006	south	24	0.6042
6b481cca	4.9064	north	5	0.5959
51bc0dd	4.9121	south	5	0.5694
4dc9b0	4.9127	north	5	0.5515
589d9ae4	4.9138	south	5	0.4893
6e8b9695	4.914	north	5	0.656
a632273	4.914	north	15	0.6292
19eaaa01	4.9174	tropics	5	0.6302
5ebadef5	4.922	north	5	0.5556
17971f2e	4.9234	tropics	5	0.5929
52731841	4.9265	tropics	5	0.5327
76284981	4.9295	north	5	0.602
30fa58e3	4.9322	tropics	5	0.5894
2da756d0	4.9327	south	5	0.4679
2453a63a	4.9385	north	5	0.6243
4ce3460	4.9416	south	24	0.6165
7f30628b	4.9472	tropics	5	0.617
72ed5d3e	4.9568	north	5	0.6834
7e3e7662	4.962	north	5	0.5923
463fe59	4.9646	tropics	5	0.5617
4875a173	4.9678	south	5	0.5495
2087df0a	4.9704	south	5	0.5754
1759cb1c	4.9742	tropics	24	0.6652
5727c4dd	4.9744	north	5	0.6083
47512d7f	4.9744	south	5	0.5504
1f713761	4.9881	tropics	5	0.5477
7ac59917	4.99	north	5	0.6285
359c6a1f	5.0022	north	5	0.49
3d25079b	5.0073	north	5	0.5421
7be02bdf	5.015	north	5	0.6104
5955c90c	5.0184	north	5	0.566
422fff3	5.019	north	5	0.605
7ca9e621	5.0195	north	5	0.6172
2eb8698b	5.0218	north	5	0.5907
1f4d21da	5.0221	north	5	0.5617
6a475ea0	5.0223	north	5	0.5453
b8ccc39	5.0276	tropics	5	0.5231
3b9a488b	5.0289	tropics	5	0.5355
7b8cfa4c	5.0314	north	5	0.5346
5f034f21	5.0329	tropics	5	0.5181
770a99a0	5.0329	north	5	0.4938
3d1ca82b	5.0386	north	5	0.5676
632b1f76	5.0413	north	24	0.6178
23603d84	5.0437	north	5	0.6128
41e1f88d	5.0451	north	5	0.6821
23ee63d5	5.0459	tropics	5	0.5319
6b7e95e5	5.0473	north	5	0.578
1f208233	5.0475	tropics	5	0.5141
14980ac9	5.0483	north	5	0.5294
11b4870d	5.0564	tropics	5	0.526
55e97e8e	5.0577	north	15	0.5596
71a17067	5.0622	north	5	0.4937
1bc220d4	5.0702	north	5	0.5402
4827a036	5.0724	tropics	5	0.5507
134f96c8	5.075	north	5	0.4878
39a06bc	5.0755	north	5	0.5518
74798d6d	5.0784	north	5	0.5975
113a4fc1	5.079	tropics	5	0.4799
313640a6	5.0801	north	5	0.5224
1223a25e	5.0804	north	5	0.5052
54bcb80e	5.0822	north	5	0.472
6a697469	5.0852	north	5	0.574
67d96c42	5.0863	north	5	0.4676
403d5f46	5.0871	north	5	0.5071
1e12683c	5.088	tropics	5	0.5168
79663091	5.0882	north	5	0.5072
1dbe809f	5.0886	north	5	0.4948
5dbbaf88	5.0948	north	5	0.5294
301b6b01	5.0981	north	5	0.5757
25f1add4	5.1006	north	5	0.4862
6218ce0f	5.1022	north	5	0.5171
128a8e05	5.1051	north	5	0.4968
169ebba7	5.1052	north	5	0.5333
5c2c39cd	5.1074	tropics	24	0.6822
39da860e	5.1097	north	5	0.5173
7be653af	5.1122	north	5	0.4954
563b738	5.1131	tropics	5	0.5383
42800319	5.1134	tropics	5	0.5673
18615763	5.1158	north	5	0.4829
1cacaa6b	5.1159	north	15	0.4195
4577d009	5.1166	north	5	0.5573
5d27ed6b	5.1179	north	5	0.4212
61c9c469	5.1181	north	5	0.5318
1daa8f7c	5.1204	north	15	0.4732
46203e95	5.121	north	5	0.4969
14aa6a21	5.1211	north	5	0.4772
1e6b0eca	5.1245	north	5	0.4697
5ba9a472	5.125	tropics	5	0.5467
37d9a2a9	5.1255	tropics	5	0.6024
b0f67a9	5.1266	north	5	0.5005
215e4cf2	5.128	north	5	0.5205
50972bde	5.1281	north	5	0.4477
42e6969d	5.1303	north	5	0.475
49d24317	5.1317	north	5	0.4383
36d5f8a	5.1323	tropics	5	0.5784
1e0831a7	5.1335	north	5	0.4638
65c57bd4	5.1402	tropics	5	0.5734
3ab1031d	5.1435	north	5	0.4967
bcbfeeb	5.145	north	5	0.4109
1f7435a5	5.1483	north	5	0.4863
2fe8148e	5.1492	tropics	5	0.5205
4b71201e	5.1495	north	5	0.4591
7a229388	5.1551	north	5	0.4014
5e222d6d	5.1566	north	5	0.4334
2d3f74ca	5.1585	north	5	0.407
782a0904	5.1586	tropics	5	0.4496
4e0d277d	5.1613	north	5	0.5159
1f3fd4c6	5.1633	north	24	0.4928
2316395e	5.1667	north	5	0.4259
5dd7e0b1	5.1688	north	5	0.431
669fbe12	5.169	north	5	0.5106
433ca52f	5.1704	north	5	0.4532
4eafc40a	5.1716	north	5	0.5314
259f172d	5.177	north	5	0.4392
4d3580e7	5.1786	north	5	0.5017
34660c51	5.1827	north	5	0.5726
7b18f7a9	5.1843	north	5	0.463
306ab3c7	5.1845	north	5	0.4516
363d8b9a	5.1866	tropics	5	0.5268
231892fd	5.1905	north	5	0.4141
1e616a84	5.1927	north	5	0.4527
713a1e7	5.1952	north	5	0.4427
53f699b4	5.1986	north	5	0.4228
54aba686	5.2001	north	5	0.4603
760164f5	5.2014	tropics	5	0.5364
565e962e	5.2019	tropics	5	0.5581
6f407d8d	5.2059	north	5	0.409
11774330	5.2067	north	5	0.4211
48709b56	5.2136	north	5	0.4114
33b0c9dd	5.2168	north	5	0.3794
2b6411b4	5.2178	north	5	0.4167
31822d0a	5.2202	north	5	0.4816
774877ac	5.2222	tropics	24	0.6228
4af271f	5.2339	tropics	5	0.4954
643b3fd	5.239	south	5	0.5542
1a7f4eb1	5.2404	tropics	5	0.5475
7c8128ec	5.2469	north	5	0.4676
54be5744	5.2469	north	5	0.398
ed3fdd4	5.2505	tropics	5	0.5101
33073ad1	5.2555	north	5	0.3857
61205df4	5.2669	north	5	0.4046
35e37036	5.2718	tropics	5	0.5662
779b4475	5.2764	tropics	5	0.516
58c56e12	5.2853	tropics	5	0.5028
355c2d3f	5.2895	north	5	0.3589
16443ba2	5.2963	tropics	24	0.6108
1c4a9a37	5.3011	tropics	5	0.5572
613f9a37	5.3026	tropics	5	0.4886
4eadd6ec	5.3196	north	24	0.4805
36cdb98d	5.3348	tropics	5	0.5231
5b33241d	5.3367	tropics	5	0.4791
3978b289	5.3428	tropics	5	0.4299
58e62e05	5.3437	tropics	5	0.5769
75cac722	5.3505	north	5	0.3869
271ee586	5.3519	tropics	5	0.5492
7f47bf5d	5.3522	tropics	15	0.4924
4eadda82	5.3565	tropics	5	0.5672
5fa83976	5.3616	south	5	0.5121
354a8a56	5.3704	tropics	5	0.5241
66390a55	5.3837	tropics	5	0.5428
2529d448	5.3883	tropics	5	0.481
40cad1f0	5.389	tropics	5	0.5405
1a006bf6	5.3936	tropics	5	0.5331
12e69e80	5.3937	tropics	5	0.487
1c9faf97	5.4027	tropics	5	0.5227
1e9b515b	5.4057	tropics	5	0.5485
613d8cf7	5.4415	tropics	5	0.4849
68fda076	5.4495	tropics	5	0.5059
d2bbf	5.462	tropics	5	0.4961
3a53c519	5.4662	tropics	5	0.5712
5d12c6fa	5.4967	tropics	5	0.5748
e28f00b	5.5104	south	5	0.4943
65df553b	5.5121	tropics	5	0.5334
222581b0	5.5202	south	24	0.529
70be3a92	5.5204	tropics	5	0.5435
1becd6c6	5.524	south	24	0.5738
7d444117	5.542	south	5	0.4836
20784882	5.5742	south	5	0.5624
5aee18ed	5.5974	south	5	0.4923
41376964	5.6015	south	5	0.4985
1b39b3e0	5.6028	south	5	0.5172
6a62ee8b	5.6106	south	5	0.48
9e39c84	5.6168	south	5	0.5627
51b197b0	5.6186	south	24	0.6604
6dddab17	5.6239	south	24	0.6064
29c155e	5.6315	south	5	0.5439
22cefc76	5.6438	south	5	0.4889
21a8916f	5.6484	south	17	0.6045
cd0f308	5.6594	south	5	0.475
5dead861	5.6706	south	24	0.5772
79904165	5.6827	south	24	0.6568
6f83831e	5.6968	tropics	5	0.5687
325b7bb0	5.7001	south	24	0.6202
3c6cb5bd	5.7007	tropics	24	0.5845
7d99c243	5.7148	tropics	5	0.4709
2e2b27c4	5.7193	tropics	24	0.5519
6187bc2b	5.7221	south	17	0.6716
76f8cb8e	5.7232	south	24	0.6144
2aa5b328	5.7274	south	24	0.5787
beea7b1	5.7279	south	5	0.4597
c6716f7	5.7295	tropics	24	0.5351
65aa1a8d	5.7312	south	24	0.6236
76e549db	5.7316	tropics	5	0.4962
67ee87b9	5.7336	south	24	0.6381
360a110f	5.7384	south	5	0.4558
27fb395b	5.7509	tropics	5	0.5644
54b683d5	5.751	south	24	0.4968
693d1c0d	5.7579	south	24	0.5542
3d572fcb	5.7583	south	5	0.4099
1e6b4e9c	5.7841	south	24	0.6185
37c65415	5.7951	south	24	0.6679
5a21b548	5.7975	south	24	0.5353
18371031	5.8026	tropics	24	0.5417
1c6994fb	5.8133	south	24	0.5978
7679072f	5.8236	south	24	0.5296
318739	5.8252	south	5	0.5486
76f60adb	5.8306	south	24	0.6167
164a2858	5.8381	south	24	0.5468
655e37f9	5.8404	south	24	0.5806
355bce2c	5.8469	south	24	0.528
e7344d3	5.8502	south	24	0.6601
3a0f456	5.8671	south	24	0.5752
7709fce7	5.8712	south	24	0.5761
76faf26b	5.8733	south	24	0.577
1d389a89	5.8787	tropics	5	0.5572
34c98af9	5.8886	south	5	0.5543
59cb2ba8	5.9018	south	24	0.5168
4645ee51	5.9044	tropics	24	0.5917
211c3cf8	5.9117	south	17	0.5438
f4c4bb2	5.9177	south	24	0.5493
733a426	5.9262	south	24	0.5224
7d97f76d	5.9491	south	24	0.5493
6e017b9c	5.9591	south	24	0.5455
5a832de7	5.982	south	24	0.6059
64a9ff26	6.0182	tropics	24	0.642
4a94a059	6.0273	south	24	0.5231
4276027b	6.0568	tropics	17	0.6086
4c36fb48	6.065	tropics	24	0.5775
675d3595	6.0799	tropics	24	0.6282
59337a37	6.1012	tropics	24	0.5946
76788cd9	6.1061	tropics	5	0.4889
6f99d591	6.1145	tropics	17	0.5867
6ba79b95	6.1173	tropics	24	0.5886
1568b14f	6.1349	tropics	24	0.5591
59818773	6.142	south	17	0.5839
3172f37e	6.1998	tropics	24	0.5527
2e9757d3	6.2127	tropics	24	0.5488
78e8188	6.2141	tropics	24	0.5919
1e803f74	6.2468	tropics	24	0.5275
62d4f621	6.2588	tropics	24	0.4862
5162aa23	6.26	tropics	17	0.6084
38b21d4e	6.2963	tropics	24	0.5238
40570b39	6.3086	tropics	24	0.5731
2f63a816	6.3157	tropics	24	0.6353
4cad91b9	6.3158	tropics	24	0.561
4ace5409	6.3259	tropics	24	0.6069
11ed847b	6.345	tropics	24	0.5765
1d2e76cf	6.347	tropics	17	0.5804
6a36781b	6.3471	tropics	24	0.5132
395a583e	6.3518	tropics	24	0.5038
28c24470	6.3542	south	24	0.5765
1c48cc3f	6.3551	tropics	24	0.5183
e7a25c0	6.3601	tropics	24	0.5268
6782db5f	6.4218	tropics	24	0.5505
546b1f20	6.4232	tropics	24	0.4892
721c1650	6.4415	south	24	0.5867
6e70d720	6.445	south	24	0.5378
398df824	6.4473	south	24	0.5256
444eeb75	6.4479	tropics	24	0.5715
5a48dc2d	6.4545	tropics	5	0.575
6db86c93	6.4667	tropics	24	0.5981
32f5b340	6.4679	tropics	24	0.5263
29832563	6.4682	tropics	24	0.5297
3c294b8	6.4857	tropics	24	0.5584
ad1c9d9	6.499	tropics	24	0.5266
6d6b1715	6.5114	tropics	24	0.5321
40dec62a	6.5117	south	17	0.595
3bb4ec8c	6.5273	south	24	0.5413
3255a46d	6.5308	tropics	24	0.5209
58abc701	6.5336	tropics	24	0.5539
72dab71	6.537	tropics	24	0.5074
9f94652	6.5451	tropics	24	0.6023
680aa24c	6.5453	tropics	24	0.5096
2ef8ccdc	6.5551	tropics	17	0.5523
26821933	6.5565	south	24	0.4682
5c32346c	6.5575	south	24	0.5563
2f14f6fb	6.5578	tropics	17	0.6086
26d40f6f	6.5628	tropics	24	0.5472
686b41a6	6.5638	tropics	24	0.5838
16d455a8	6.5672	south	24	0.5506
34d19334	6.5779	tropics	24	0.5838
50d6d9ca	6.5884	south	24	0.5763
1888966c	6.5984	south	24	0.5253
6384599f	6.5988	tropics	17	0.5088
4c89d934	6.6007	south	24	0.5305
123d9678	6.601	south	17	0.5461
20648e46	6.6013	tropics	24	0.5529
3b6d2969	6.6069	tropics	24	0.5161
599abcab	6.6203	south	17	0.5383
ea08300	6.6241	south	24	0.5519
5b723708	6.6272	south	24	0.5134
26708dea	6.635	tropics	17	0.667
75dea1c4	6.6373	tropics	24	0.5564
5bc3c7b7	6.6377	tropics	24	0.5908
51f75129	6.6379	south	24	0.5286
268f9ca7	6.6416	south	24	0.5034
3cd80de1	6.6518	tropics	24	0.5293
7c4c7f4a	6.6524	tropics	24	0.577
2427857	6.6564	south	24	0.5425
2100f9b3	6.6568	south	24	0.4633
66d3833a	6.6595	tropics	24	0.5078
68618236	6.6603	south	24	0.5188
5da82f02	6.664	south	17	0.5988
3c59efcd	6.6667	south	24	0.5744
4b947ea4	6.6693	south	24	0.5426
4a3db788	6.6725	tropics	24	0.5455
28336d76	6.6732	south	17	0.6101
2d643c66	6.6807	south	24	0.593
35e3cca4	6.6839	tropics	24	0.5107
35a4a944	6.684	south	24	0.4938
705988d1	6.686	tropics	17	0.5436
2c995f76	6.6984	south	17	0.5191
13fe4cbe	6.7064	tropics	24	0.5481
576301cc	6.7084	tropics	24	0.5846
10a1dfee	6.7107	tropics	24	0.5934
6b0e8de6	6.7117	south	24	0.5375
77d234b	6.7131	south	17	0.5844
725fe62c	6.7215	tropics	17	0.6359
20424be0	6.7231	tropics	17	0.6276
4a204f4	6.7232	south	17	0.59
10445bc7	6.7272	south	17	0.6218
5fbd40f3	6.7373	south	17	0.5531
6a96416e	6.7407	tropics	24	0.513
12856a8e	6.7445	tropics	17	0.5027
1e0c4772	6.746	tropics	24	0.543
1127761	6.7462	tropics	24	0.5107
f04f867	6.7518	south	17	0.612
6f920063	6.7593	tropics	24	0.5359
357fd3dc	6.7603	tropics	24	0.5053
547f3532	6.7626	south	24	0.535
7ad8e2b6	6.7629	south	24	0.4262
4d8776f1	6.7651	tropics	24	0.5368
5b424a59	6.7676	tropics	24	0.4721
46ad0997	6.7784	south	17	0.5026
71fa99ae	6.7893	south	24	0.481
5485f588	6.7916	tropics	24	0.6307
22af134b	6.7938	south	24	0.484
42cb8b0	6.8063	tropics	24	0.5007
4a049223	6.8072	south	17	0.5292
1118f733	6.8103	south	24	0.5136
26adeb9	6.8119	south	24	0.5067
12b8efd6	6.8136	tropics	24	0.4788
23a95710	6.8205	tropics	24	0.5182
1b3175fb	6.8268	tropics	24	0.5231
17983d3c	6.8306	tropics	24	0.5097
6e11dd02	6.8472	south	24	0.5046
7bc6ad40	6.8487	south	17	0.5902
3043f7f3	6.8501	tropics	17	0.5544
36d89a50	6.8532	tropics	24	0.5871
3fe3bb43	6.8651	tropics	24	0.5939
3182d8f6	6.8662	south	24	0.4506
4034ec1c	6.8712	tropics	17	0.5218
fbb92fd	6.8771	tropics	17	0.5393
56ad471d	6.8852	tropics	24	0.502
293f3af3	6.8865	tropics	24	0.4745
1b622e33	6.8904	south	17	0.4881
5e471848	6.8981	tropics	24	0.4774
f8a8362	6.9092	north	24	0.5163
59673bd6	6.9163	tropics	24	0.5347
76a46562	6.9325	south	17	0.5583
51b96536	6.9508	tropics	24	0.4515
2ee7f2ce	6.9526	south	24	0.4651
731d43e	6.9597	north	17	0.5193
523a9f60	6.963	tropics	24	0.4946
2e6c8372	6.9661	south	17	0.5486
78c3a209	6.9705	tropics	24	0.4821
196b854	6.984	tropics	24	0.535
49ff3808	6.9876	north	17	0.5488
68aa101d	6.9893	tropics	24	0.5745
3ddaf0f4	6.9935	tropics	24	0.4422
38b850db	7.0058	tropics	24	0.5663
4e9920c	7.0247	north	17	0.5963
159c26b8	7.0273	tropics	24	0.5754
5b19811c	7.0275	tropics	17	0.5505
6c8f6e40	7.0351	north	17	0.5822
479f7211	7.0379	tropics	24	0.4852
25a4d1	7.0503	tropics	24	0.4514
66c640af	7.0515	north	17	0.5951
67c6dffd	7.0558	south	17	0.5325
1f968198	7.0615	north	17	0.5621
76c034ca	7.0787	north	24	0.5634
45007088	7.0867	north	17	0.5221
2e25f217	7.0937	north	24	0.547
5fd9882e	7.13	north	17	0.5215
308a9998	7.1384	north	24	0.5152
33214fd9	7.1439	north	17	0.5272
4f7c55ab	7.1442	north	24	0.5568
499600ad	7.1588	north	17	0.6102
1cee91ab	7.1641	tropics	17	0.5543
3e02b84f	7.1672	tropics	17	0.5957
66943a9e	7.1698	north	17	0.5414
29cb73b4	7.1713	north	24	0.4913
575f22df	7.1719	north	24	0.5332
a8a7fc5	7.1747	north	24	0.5561
44df8c70	7.1796	north	17	0.5879
161a88db	7.1837	tropics	24	0.5382
63d6b2e1	7.1853	north	17	0.5677
7597a2b5	7.1857	north	17	0.5758
12ec726f	7.1858	north	17	0.5809
5becd7c9	7.1996	north	17	0.5861
41289798	7.2001	north	17	0.6215
8080ef9	7.2008	north	17	0.6092
24505a7	7.204	north	17	0.5801
3ae7cbd0	7.211	north	24	0.4683
75e19d53	7.215	north	17	0.5872
74a0c38c	7.2221	north	17	0.4995
7d26fbd0	7.2223	north	24	0.5565
509a2456	7.2323	north	17	0.5577
3fcb20b5	7.2327	north	24	0.5589
709b5727	7.2371	north	17	0.5366
7e101d27	7.2383	north	17	0.5283
3946e098	7.2436	tropics	24	0.5269
4d3ca15	7.2474	north	24	0.4982
71a8919c	7.2502	tropics	17	0.4751
77f446a8	7.2685	north	17	0.5039
17ff2fee	7.2693	north	17	0.5132
12c8994c	7.3127	north	17	0.4709
d535504	7.3145	north	17	0.5784
358460bf	7.3147	north	17	0.5661
6dacf9cc	7.3158	north	17	0.5683
37486b26	7.3207	north	24	0.4809
accf065	7.3308	tropics	17	0.5953
700ebf0a	7.357	north	9	0.6373
35576238	7.3638	tropics	17	0.6166
539a16f5	7.4056	tropics	17	0.5525
3e7669ed	7.4239	tropics	17	0.5583
756b62bc	7.4305	north	17	0.5595
1cf27143	7.4423	tropics	24	0.4946
74b42128	7.4543	tropics	17	0.597
5bc5d666	7.4572	north	17	0.6193
3077c746	7.4668	north	17	0.5151
12ff83df	7.4803	north	17	0.5573
718dc1e	7.5269	south	17	0.5866
1dbd537e	7.5431	south	17	0.4885
6ccb65c4	7.5441	south	17	0.551
78b0433f	7.5548	south	17	0.5256
d5f1d82	7.5841	south	17	0.5126
72111f33	7.5905	south	9	0.5181
72326ed	7.6016	tropics	17	0.5523
4ca84c79	7.6161	tropics	17	0.5842
663b2220	7.631	south	24	0.446
46f1d297	7.6336	north	17	0.5116
43c199c6	7.6657	south	17	0.5523
33f48bf0	7.6752	south	17	0.4639
3b837a3f	7.6861	south	9	0.5313
48dde6cc	7.6904	tropics	17	0.5102
18f335df	7.705	tropics	17	0.5635
784f47b3	7.705	south	17	0.4491
2830f839	7.7069	south	17	0.53
2ad48386	7.7127	south	17	0.5516
6f7b7fbf	7.7131	south	17	0.4808
2290be5b	7.7247	tropics	17	0.6008
a8a38ea	7.743	south	17	0.4988
6c0eaad	7.7603	tropics	17	0.587
4729d83a	7.761	south	17	0.5845
1d8bace2	7.7634	south	17	0.5133
573477	7.7679	south	17	0.5584
545eb9f6	7.8023	south	17	0.5124
263aacb4	7.8118	south	17	0.5832
7c1e214e	7.8159	south	17	0.5254
3298d6d3	7.8159	south	17	0.5135
66015931	7.8293	tropics	17	0.5721
4e7d43bb	7.8322	north	25	0.6136
6ecafee6	7.8493	south	17	0.5873
3c9124d2	7.8521	south	9	0.6085
3c57294e	7.8549	north	17	0.5363
53cd5702	7.8591	south	17	0.58
2993f40a	7.8624	tropics	24	0.5514
2bec07	7.867	south	17	0.5648
5a11880e	7.8802	south	17	0.5328
484da782	7.8873	south	17	0.5101
35dfe2a	7.8931	north	9	0.6183
75f1e499	7.9124	tropics	17	0.5422
5c59b600	7.9133	tropics	17	0.5056
729ced2a	7.9244	tropics	17	0.6164
69bc2675	7.9324	tropics	17	0.6237
1db07750	7.9359	north	9	0.6256
67a36fea	7.9598	tropics	17	0.6011
4591abba	7.9598	north	9	0.6753
43b8db02	7.9698	tropics	17	0.5506
4e9fc5fe	7.9713	tropics	17	0.5779
3fa7ac69	7.9759	tropics	17	0.6199
58abf8b0	7.9837	south	17	0.602
5c59f579	7.9846	north	9	0.6351
2aae7ddc	7.9893	south	17	0.5467
7cdbdc3d	7.9896	north	17	0.5901
66695e4f	7.9898	north	9	0.6008
49e11dcd	7.996	north	17	0.6001
25f3cd5a	7.9982	north	9	0.5616
224fc514	8.0006	north	9	0.5652
4f35aeea	8.0219	tropics	17	0.531
1d07961c	8.0254	south	9	0.5937
1d159275	8.0316	north	17	0.5418
699da9a3	8.0481	north	9	0.5734
6a9d713f	8.0537	tropics	17	0.6143
78731a23	8.0538	tropics	17	0.5311
2e2e58f3	8.0573	north	17	0.5514
76e28c50	8.0602	north	17	0.5408
4df77d4b	8.0653	north	9	0.6131
72218a72	8.0681	north	9	0.6071
7b90c7c	8.0702	tropics	17	0.5259
542c1a5e	8.0705	tropics	9	0.5685
54e4f62	8.0714	tropics	17	0.5444
7bac8142	8.0736	north	9	0.6455
4bf77b58	8.0772	north	17	0.621
20ffdb99	8.0924	north	9	0.5517
733dfe70	8.0953	north	9	0.5633
46a02376	8.0955	north	17	0.5126
63a8cab7	8.0966	north	25	0.5777
a6a6568	8.0973	north	9	0.5515
7747221b	8.0975	tropics	17	0.5797
7f03f14	8.0985	north	17	0.5561
360d3bcc	8.1018	tropics	17	0.5965
a1bcf6b	8.1021	north	17	0.576
6bda48fc	8.1034	north	17	0.5438
73932fe3	8.1044	north	9	0.5933
4c21af8f	8.1055	north	17	0.4753
85c296d	8.1169	north	9	0.5337
16751690	8.119	tropics	25	0.6438
3bdcd452	8.1198	north	9	0.6107
5258e08a	8.1242	north	9	0.581
29d0ca93	8.131	north	9	0.5825
2fbf3061	8.1322	north	17	0.5248
17711b04	8.1346	north	9	0.6082
161dbead	8.1362	north	9	0.557
