date,diversity,tmrca,netau,serialInterval,antigenicDiversity,totalN,totalS,totalI,totalR,totalCases,northDiversity,northTmrca,northNetau,northSerialInterval,northAntigenicDiversity,northN,northS,northI,northR,northCases,tropicsDiversity,tropicsTmrca,tropicsNetau,tropicsSerialInterval,tropicsAntigenicDiversity,tropicsN,tropicsS,tropicsI,tropicsR,tropicsCases,southDiversity,southTmrca,southNetau,southSerialInterval,southAntigenicDiversity,southN,southS,southI,southR,southCases
0.2027,2.0428,1.598,18.2648,0.01212,0.0268,90000000,89992380,7620,0,10749,1.8288,1.4692,4.8924,0.01235,0.0117,29999990,29996585,3405,0,4748,2.0097,1.598,19.5695,0.01221,0.0382,30000020,29995965,4055,0,5772,1.6435,1.1538,2.7956,0.01255,0.0,29999990,29999830,160,0,229
0.2219,2.0659,1.6081,27.3973,0.01248,0.0106,90000000,89991799,8201,0,11580,1.8661,1.4694,7.0249,0.01193,0.0049,29999990,29996353,3637,0,5139,2.0416,1.5961,12.4533,0.01275,0.0187,30000020,29995598,4422,0,6234,1.6277,1.171,2.2457,0.01363,0.0,29999990,29999848,142,0,207
0.2411,2.1376,1.1927,54.7945,0.01288,0.0131,90000000,89991408,8592,0,12090,1.9459,1.1927,9.1324,0.01344,0.0045,29999990,29996410,3580,0,5079,2.0583,1.6255,19.5695,0.01259,0.0141,30000020,29995166,4854,0,6784,1.7218,1.1922,2.7126,0.01354,0.0,29999990,29999832,158,0,227
0.2603,2.1475,1.2117,19.5695,0.01288,0.013,90000000,89990936,9064,0,12773,1.9454,1.2116,7.8278,0.01264,0.0054,29999990,29996427,3563,0,4934,2.1405,1.2118,24.9066,0.0133,0.0178,30000020,29994692,5328,0,7595,1.6627,1.2117,1.9853,0.01319,0.0,29999990,29999817,173,0,244
0.2795,2.179,1.2308,19.5695,0.01325,0.0126,90000000,89990420,9580,0,13459,1.9873,1.231,9.1324,0.01389,0.0031,29999990,29996397,3593,0,5010,2.1624,1.2308,15.2207,0.01214,0.0169,30000020,29994197,5823,0,8223,1.7687,1.2308,3.3009,0.01463,0.0,29999990,29999826,164,0,226
0.2986,2.2198,1.2491,39.1389,0.0131,0.0104,90000000,89990176,9824,0,13919,2.0464,1.2504,10.5374,0.01368,0.0077,29999990,29996323,3667,0,4954,2.2321,1.2503,39.1389,0.01212,0.0143,30000020,29994031,5989,0,8699,1.7731,1.2493,2.686,0.01291,0.0,29999990,29999822,168,0,266
0.3178,2.2694,1.2694,30.4414,0.01334,0.0133,90000000,89990207,9793,0,13756,2.053,1.2685,10.5374,0.01433,0.0066,29999990,29996732,3258,0,4454,2.2508,1.2696,27.3973,0.01285,0.0126,30000020,29993689,6331,0,9017,1.8154,1.2691,2.6344,0.01253,0.0,29999990,29999786,204,0,285
0.337,2.3214,1.2885,68.4932,0.01232,0.0106,90000000,89989791,10209,0,14452,2.0995,1.2882,16.116,0.0139,0.0134,29999990,29997055,2935,0,4131,2.2777,1.2886,39.1389,0.01228,0.0124,30000020,29993003,7017,0,9942,1.8981,1.2882,2.7674,0.01112,0.0,29999990,29999733,257,0,379
0.3562,2.3122,1.3078,21.0748,0.01299,0.0183,90000000,89989480,10520,0,14829,2.1313,1.3078,11.4155,0.0145,0.0116,29999990,29997309,2681,0,3697,2.3044,1.3075,39.1389,0.01208,0.0109,30000020,29992467,7553,0,10740,1.9258,1.3076,3.2616,0.01316,0.0,29999990,29999704,286,0,392
0.3753,2.389,1.3271,39.1389,0.01278,0.0199,90000000,89989439,10561,0,15051,2.1695,1.3266,17.1233,0.01529,0.0095,29999990,29997799,2191,0,2903,2.3306,1.3271,22.8311,0.01236,0.0135,30000020,29991914,8106,0,11743,2.0947,1.327,4.029,0.01307,0.0,29999990,29999726,264,0,405
0.3945,2.4109,1.3461,273.9726,0.01428,0.014,90000000,89988825,11175,0,15523,2.2118,1.3452,18.2648,0.01471,0.0167,29999990,29998140,1850,0,2466,2.3559,1.3463,21.0748,0.01361,0.0091,30000020,29990981,9039,0,12624,2.1575,1.346,3.5581,0.01233,0.0,29999990,29999704,286,0,433
0.4137,2.4506,1.3655,136.9863,0.01339,0.0138,90000000,89988311,11689,0,16638,2.1969,1.3652,22.8311,0.01457,0.0035,29999990,29998379,1611,0,2211,2.4282,1.3649,54.7945,0.01272,0.0171,30000020,29990284,9736,0,13921,2.2134,1.3653,3.1491,0.01423,0.0,29999990,29999648,342,0,506
0.4329,2.4958,1.3843,68.4932,0.01288,0.0091,90000000,89987608,12392,0,17628,2.2419,1.3841,24.9066,0.01499,0.0015,29999990,29998768,1222,0,1744,2.4541,1.3845,34.2466,0.01209,0.0137,30000020,29989261,10759,0,15268,2.2913,1.3845,5.372,0.0118,0.0,29999990,29999579,411,0,616
0.4521,2.5034,1.4033,30.4414,0.01318,0.0241,90000000,89987110,12890,0,18455,2.2884,1.4032,12.4533,0.01608,0.0023,29999990,29999032,958,0,1299,2.4932,1.4034,34.2466,0.01346,0.0204,30000020,29988552,11468,0,16445,2.3355,1.4037,5.5913,0.01259,0.0041,29999990,29999526,464,0,711
0.4712,2.5598,1.4229,68.4932,0.0127,0.0252,90000000,89986247,13753,0,19716,2.2964,1.4222,15.2207,0.01538,0.0115,29999990,29999180,810,0,1068,2.5244,1.4227,34.2466,0.0137,0.0148,30000020,29987674,12346,0,17842,2.3536,1.4225,5.4795,0.01232,0.0,29999990,29999393,597,0,806
0.4904,2.6031,1.4419,54.7945,0.01304,0.014,90000000,89985644,14356,0,20550,2.3234,1.4418,9.7847,0.01548,0.0025,29999990,29999403,587,0,800,2.5654,1.4422,45.6621,0.01236,0.0229,30000020,29986862,13158,0,18843,2.4257,1.4418,6.5232,0.01201,0.0,29999990,29999379,611,0,907
0.5096,2.629,1.461,54.7945,0.01263,0.0189,90000000,89984758,15242,0,21530,2.4259,1.4614,9.4473,0.01538,0.0,29999990,29999475,515,0,670,2.6,1.4614,273.9726,0.01332,0.0228,30000020,29986004,14016,0,19861,2.4782,1.4611,5.372,0.01279,0.0,29999990,29999279,711,0,999
0.5288,2.6646,1.4803,34.2466,0.01355,0.0191,90000000,89983796,16204,0,23184,2.4259,1.4803,9.7847,0.01589,0.0,29999990,29999571,419,0,564,2.6548,1.4806,91.3242,0.01371,0.025,30000020,29985078,14942,0,21351,2.5749,1.4804,8.3022,0.01183,0.0012,29999990,29999147,843,0,1269
0.5479,2.6768,1.4994,136.9863,0.01251,0.0252,90000000,89982483,17517,0,25156,2.5524,1.4994,10.1471,0.01646,0.002,29999990,29999672,318,0,427,2.6885,1.4995,39.1389,0.01231,0.0239,30000020,29983835,16185,0,23233,2.5349,1.4996,6.2267,0.01209,0.0109,29999990,29998976,1014,0,1496
0.5671,2.7009,1.5189,68.4932,0.01301,0.017,90000000,89981140,18860,0,27033,2.6484,1.5187,8.8378,0.01466,0.0,29999990,29999707,283,0,403,2.7282,1.5186,68.4932,0.01302,0.0274,30000020,29982632,17388,0,24888,2.6507,1.5185,8.5616,0.01168,0.0113,29999990,29998801,1189,0,1742
0.5863,2.7834,1.5377,68.4932,0.01335,0.0289,90000000,89979622,20378,0,28921,2.6551,1.5378,7.6104,0.01387,0.0,29999990,29999743,247,0,322,2.7477,1.538,54.7945,0.01279,0.0273,30000020,29981302,18718,0,26567,2.62,1.5378,6.8493,0.01289,0.0106,29999990,29998577,1413,0,2032
0.6055,2.78,1.5571,39.1389,0.01363,0.0188,90000000,89977858,22142,0,31586,2.7169,1.5568,7.6104,0.01351,0.0,29999990,29999762,228,0,322,2.8064,1.557,136.9863,0.01314,0.0236,30000020,29979715,20305,0,28940,2.6587,1.5569,6.3715,0.01177,0.0112,29999990,29998381,1609,0,2324
0.6247,2.8542,1.5765,91.3242,0.01292,0.0191,90000000,89976170,23830,0,33946,2.7978,1.576,9.1324,0.01477,0.0085,29999990,29999759,231,0,312,2.8373,1.5763,45.6621,0.01331,0.0232,30000020,29978193,21827,0,31084,2.6633,1.5762,5.2687,0.01269,0.0213,29999990,29998218,1772,0,2550
0.6438,2.8553,1.5953,91.3242,0.01246,0.0237,90000000,89974226,25774,0,36359,2.7722,1.5952,5.7078,0.01555,0.0117,29999990,29999754,236,0,320,2.8399,1.5952,68.4932,0.01273,0.0277,30000020,29976518,23502,0,33109,2.7316,1.5955,6.2267,0.01311,0.0235,29999990,29997954,2036,0,2930
0.663,2.9251,1.6148,68.4932,0.01328,0.0291,90000000,89972272,27728,0,39192,2.8482,1.6146,5.9559,0.01455,0.0153,29999990,29999740,250,0,348,2.92,1.6145,54.7945,0.01332,0.0306,30000020,29974876,25144,0,35538,2.7673,1.6143,6.8493,0.01268,0.024,29999990,29997656,2334,0,3306
0.6822,2.9428,1.6338,91.3242,0.01302,0.0319,90000000,89971103,28897,0,41424,2.9183,1.6332,9.1324,0.01416,0.0236,29999990,29999742,248,0,396,2.9408,1.6334,136.9863,0.01361,0.0279,30000020,29973782,26238,0,37486,2.7983,1.6339,7.6104,0.01289,0.0299,29999990,29997579,2411,0,3542
0.7014,2.9806,1.6531,273.9726,0.01302,0.0255,90000000,89969140,30860,0,43849,2.9841,1.6525,12.4533,0.01229,0.0283,29999990,29999707,283,0,403,3.021,1.6532,inf,0.01277,0.0273,30000020,29971981,28039,0,39857,2.8865,1.6526,11.4155,0.01274,0.0304,29999990,29997452,2538,0,3589
0.7205,3.0246,1.672,136.9863,0.01317,0.029,90000000,89967740,32260,0,46127,2.9513,1.6722,10.1471,0.01248,0.0039,29999990,29999730,260,0,382,3.0033,1.6722,54.7945,0.01291,0.0303,30000020,29970626,29394,0,42064,2.8752,1.6715,8.5616,0.01305,0.0623,29999990,29997384,2606,0,3681
0.7397,3.0904,1.6914,136.9863,0.01292,0.0264,90000000,89965000,35000,0,49658,3.0166,1.6912,7.6104,0.01214,0.021,29999990,29999698,292,0,460,3.0501,1.6911,136.9863,0.01338,0.0255,30000020,29967989,32031,0,45412,2.8817,1.6914,7.4047,0.01271,0.0523,29999990,29997313,2677,0,3786
0.7589,3.0868,1.7104,273.9726,0.01249,0.0307,90000000,89962625,37375,0,52928,3.0354,1.7106,6.8493,0.01202,0.0205,29999990,29999666,324,0,491,3.0387,1.7102,45.6621,0.01325,0.0353,30000020,29965760,34260,0,48592,3.0156,1.7107,13.0463,0.01274,0.0433,29999990,29997199,2791,0,3845
0.7781,3.1546,1.7298,inf,0.01288,0.0433,90000000,89960595,39405,0,55819,3.0499,1.7299,9.1324,0.01364,0.0319,29999990,29999578,412,0,578,3.1375,1.7299,136.9863,0.01334,0.0308,30000020,29963722,36298,0,51479,3.0113,1.7296,14.4196,0.0146,0.0476,29999990,29997295,2695,0,3762
0.7973,3.1774,1.7487,273.9726,0.01238,0.0447,90000000,89958184,41816,0,59602,3.1054,1.749,9.4473,0.01251,0.0483,29999990,29999478,512,0,733,3.1273,1.7484,91.3242,0.01327,0.0417,30000020,29961072,38948,0,55607,3.07,1.7487,19.5695,0.01418,0.0589,29999990,29997634,2356,0,3262
0.8164,3.2118,1.7679,273.9726,0.01301,0.0455,90000000,89956401,43599,0,61643,3.1056,1.7676,7.2098,0.01192,0.0504,29999990,29999399,591,0,913,3.2325,1.7678,91.3242,0.01331,0.0368,30000020,29959196,40824,0,57760,3.0914,1.7681,24.9066,0.01377,0.0548,29999990,29997806,2184,0,2970
0.8356,3.247,1.7874,136.9863,0.01295,0.034,90000000,89953741,46259,0,64893,3.1978,1.787,15.2207,0.01261,0.0419,29999990,29999346,644,0,954,3.2488,1.7875,273.9726,0.01277,0.0287,30000020,29956473,43547,0,61151,3.1661,1.7871,34.2466,0.01414,0.0597,29999990,29997922,2068,0,2788
0.8548,3.2713,1.8066,91.3242,0.01322,0.0276,90000000,89951764,48236,0,68151,3.2762,1.8065,24.9066,0.01245,0.0668,29999990,29999272,718,0,1071,3.2865,1.8064,inf,0.01355,0.0434,30000020,29954379,45641,0,64469,3.1746,1.806,21.0748,0.01459,0.0705,29999990,29998113,1877,0,2611
0.874,3.3216,1.8253,91.3242,0.01368,0.0314,90000000,89949364,50636,0,71472,3.2873,1.8255,13.6986,0.01177,0.04,29999990,29999111,879,0,1295,3.3458,1.8252,136.9863,0.01326,0.0329,30000020,29951843,48177,0,67949,3.2359,1.8254,21.0748,0.01434,0.066,29999990,29998410,1580,0,2228
0.8932,3.3608,1.8449,91.3242,0.01406,0.0324,90000000,89947335,52665,0,74939,3.293,1.8448,14.4196,0.01267,0.0381,29999990,29998785,1205,0,1716,3.3482,1.8448,inf,0.01329,0.0389,30000020,29949879,50141,0,71455,3.2564,1.8448,18.2648,0.0153,0.0543,29999990,29998671,1319,0,1768
0.9123,3.4024,1.8637,273.9726,0.01338,0.0326,90000000,89945141,54859,0,77339,3.3428,1.8639,27.3973,0.01202,0.0465,29999990,29998486,1504,0,2208,3.3948,1.864,inf,0.01366,0.0461,30000020,29947796,52224,0,73583,3.3136,1.8636,18.2648,0.0157,0.0543,29999990,29998859,1131,0,1548
0.9315,3.4566,1.8832,136.9863,0.01354,0.0447,90000000,89943079,56921,0,80129,3.4192,1.8829,22.8311,0.01235,0.041,29999990,29998041,1949,0,2790,3.4106,1.8833,273.9726,0.01327,0.0453,30000020,29946079,53941,0,75953,3.3615,1.8832,21.0748,0.01598,0.0624,29999990,29998959,1031,0,1386
0.9507,3.4912,1.9022,273.9726,0.01341,0.0546,90000000,89940999,59001,0,82994,3.4266,1.9024,21.0748,0.0114,0.0468,29999990,29997459,2531,0,3684,3.4688,1.902,136.9863,0.01213,0.0439,30000020,29944356,55664,0,78221,3.3816,1.9021,24.9066,0.01469,0.0648,29999990,29999184,806,0,1089
0.9699,3.5282,1.9215,inf,0.01375,0.0501,90000000,89938867,61133,0,86102,3.4805,1.9215,15.2207,0.01231,0.0508,29999990,29996940,3050,0,4533,3.516,1.9214,136.9863,0.0133,0.0493,30000020,29942575,57445,0,80725,3.453,1.9214,19.5695,0.01396,0.0415,29999990,29999352,638,0,844
0.989,3.5813,1.9409,91.3242,0.01271,0.0535,90000000,89937546,62454,0,88314,3.483,1.9405,10.9589,0.01175,0.0487,29999990,29996048,3942,0,5791,3.5973,1.9407,inf,0.0132,0.055,30000020,29942020,58000,0,81821,3.4473,1.9408,19.5695,0.01461,0.0732,29999990,29999478,512,0,702
1.0082,3.6152,1.96,273.9726,0.01237,0.0567,90000000,89935889,64111,0,90238,3.5829,1.9597,18.2648,0.01127,0.0436,29999990,29994848,5142,0,7418,3.6019,1.9599,136.9863,0.01348,0.0573,30000020,29941525,58495,0,82178,3.5109,1.9597,15.2207,0.01456,0.045,29999990,29999516,474,0,642
1.0274,3.6409,1.9789,136.9863,0.0126,0.0659,90000000,89933293,66707,0,94182,3.5671,1.9791,13.6986,0.0118,0.0399,29999990,29992994,6996,0,10187,3.6334,1.979,136.9863,0.01307,0.0729,30000020,29940767,59253,0,83392,3.5597,1.9791,15.2207,0.01529,0.085,29999990,29999532,458,0,603
1.0466,3.6596,1.9983,91.3242,0.01284,0.0603,90000000,89930771,69229,0,97572,3.645,1.9982,17.1233,0.01144,0.0334,29999990,29991013,8977,0,13043,3.683,1.9981,136.9863,0.01357,0.065,30000020,29940228,59792,0,83841,3.6248,1.9982,24.9066,0.01413,0.0695,29999990,29999530,460,0,688
1.0658,3.7118,2.0171,inf,0.01368,0.0621,90000000,89928765,71235,0,100760,3.6691,2.0174,14.4196,0.01156,0.05,29999990,29988975,11015,0,16037,3.721,2.0175,273.9726,0.01359,0.0733,30000020,29940218,59802,0,84137,3.6641,2.0176,15.2207,0.01274,0.0288,29999990,29999572,418,0,586
1.0849,3.7545,2.0361,273.9726,0.01301,0.0842,90000000,89926366,73634,0,103507,3.7013,2.0365,17.1233,0.01124,0.0546,29999990,29986272,13718,0,19690,3.7425,2.0363,inf,0.01344,0.0941,30000020,29940530,59490,0,83270,3.6896,2.0368,21.0748,0.01355,0.0186,29999990,29999564,426,0,547
1.1041,3.7959,2.0556,136.9863,0.01336,0.0663,90000000,89922955,77045,0,108605,3.7456,2.0556,19.5695,0.0119,0.0565,29999990,29982738,17252,0,24805,3.7831,2.0554,273.9726,0.01402,0.0835,30000020,29940624,59396,0,83190,3.6896,2.0556,14.4196,0.01386,0.0049,29999990,29999593,397,0,610
1.1233,3.8074,2.0748,273.9726,0.01312,0.0741,90000000,89919964,80036,0,112940,3.7554,2.0743,30.4414,0.01238,0.0457,29999990,29979876,20114,0,29502,3.8023,2.0748,inf,0.01389,0.0884,30000020,29940504,59516,0,82865,3.778,2.0748,19.5695,0.01274,0.0349,29999990,29999584,406,0,573
1.1425,3.8829,2.094,273.9726,0.0131,0.0826,90000000,89917747,82253,0,116077,3.7602,2.0941,21.0748,0.0121,0.0521,29999990,29976572,23418,0,33768,3.8247,2.0941,273.9726,0.01407,0.0971,30000020,29941587,58433,0,81754,3.8654,2.0942,34.2466,0.01232,0.0471,29999990,29999588,402,0,555
1.1616,3.939,2.1132,inf,0.0136,0.0832,90000000,89915306,84694,0,119325,3.8492,2.1132,30.4414,0.01178,0.0785,29999990,29972924,27066,0,38831,3.8609,2.1131,68.4932,0.01345,0.1094,30000020,29942830,57190,0,79885,3.8751,2.1131,24.9066,0.01389,0.0595,29999990,29999552,438,0,609
1.1808,3.9326,2.1319,273.9726,0.01358,0.0876,90000000,89913614,86386,0,121761,3.8739,2.1323,27.3973,0.01239,0.0808,29999990,29969822,30168,0,43122,3.9577,2.132,273.9726,0.01478,0.1055,30000020,29944341,55679,0,77895,3.9069,2.132,24.9066,0.01303,0.0838,29999990,29999451,539,0,744
1.2,3.9963,2.1517,inf,0.01333,0.0902,90000000,89911712,88288,0,123875,3.9676,2.1509,136.9863,0.01319,0.0834,29999990,29966952,33038,0,46949,3.969,2.1515,136.9863,0.01332,0.1186,30000020,29945368,54652,0,76016,3.9291,2.1516,24.9066,0.01242,0.1235,29999990,29999392,598,0,910
1.2192,4.027,2.1706,inf,0.01284,0.1052,90000000,89911077,88923,0,124910,3.9633,2.1708,91.3242,0.01295,0.0777,29999990,29965230,34760,0,49649,3.9981,2.1705,136.9863,0.01474,0.1279,30000020,29946581,53439,0,74264,3.95,2.17,27.3973,0.01272,0.173,29999990,29999266,724,0,997
1.2384,4.0451,2.1899,273.9726,0.01292,0.1182,90000000,89909717,90283,0,126535,4.0202,2.1898,91.3242,0.01314,0.086,29999990,29963509,36481,0,51493,4.0431,2.1901,91.3242,0.01365,0.1476,30000020,29947040,52980,0,73850,3.9864,2.1898,30.4414,0.01336,0.1649,29999990,29999168,822,0,1192
1.2575,4.0964,2.2093,inf,0.01344,0.1338,90000000,89910801,89199,0,124756,4.0086,2.2092,91.3242,0.01336,0.0906,29999990,29963157,36833,0,51974,4.0943,2.2089,inf,0.01256,0.1692,30000020,29948636,51384,0,71393,4.0173,2.2087,22.8311,0.01287,0.1597,29999990,29999008,982,0,1389
1.2767,4.1256,2.2283,inf,0.01381,0.1415,90000000,89913520,86480,0,120964,4.1244,2.2279,273.9726,0.01301,0.0905,29999990,29963869,36121,0,50605,4.1021,2.2282,inf,0.01454,0.1645,30000020,29950752,49268,0,68751,4.0476,2.2283,19.5695,0.01144,0.1604,29999990,29998899,1091,0,1608
1.2959,4.1435,2.2473,inf,0.01368,0.1452,90000000,89917123,82877,0,115287,4.123,2.2476,54.7945,0.01396,0.1124,29999990,29965766,34224,0,47364,4.1613,2.2473,inf,0.01359,0.1854,30000020,29952678,47342,0,66139,4.0909,2.2475,19.5695,0.01434,0.1677,29999990,29998679,1311,0,1784
1.3151,4.1983,2.2663,inf,0.01354,0.167,90000000,89920496,79504,0,110047,4.1191,2.2666,91.3242,0.0139,0.104,29999990,29968025,31965,0,44262,4.2207,2.2665,273.9726,0.01446,0.1901,30000020,29953862,46158,0,63781,4.1691,2.2665,30.4414,0.01196,0.1495,29999990,29998609,1381,0,2004
1.3342,4.247,2.2854,inf,0.01442,0.1879,90000000,89925666,74334,0,102721,4.1834,2.2857,136.9863,0.0153,0.1086,29999990,29971493,28497,0,39108,4.2431,2.286,273.9726,0.01362,0.2233,30000020,29955841,44179,0,61217,4.1939,2.2859,22.8311,0.01308,0.2167,29999990,29998332,1658,0,2396
1.3534,4.2629,2.305,273.9726,0.01381,0.178,90000000,89931182,68818,0,95155,4.1919,2.3046,91.3242,0.01448,0.1321,29999990,29975316,24674,0,33560,4.2605,2.3052,273.9726,0.01375,0.2327,30000020,29957847,42173,0,58800,4.2888,2.3047,27.3973,0.01232,0.2231,29999990,29998019,1971,0,2795
1.3726,4.3163,2.3238,inf,0.01421,0.2177,90000000,89935524,64476,0,88933,4.2478,2.3239,273.9726,0.01426,0.1364,29999990,29978425,21565,0,29320,4.3087,2.3243,273.9726,0.01401,0.2177,30000020,29959476,40544,0,56104,4.2725,2.3243,27.3973,0.01247,0.2012,29999990,29997623,2367,0,3509
1.3918,4.3157,2.3433,inf,0.01471,0.2422,90000000,89939987,60013,0,82523,4.2913,2.3428,273.9726,0.01516,0.1434,29999990,29981405,18585,0,24944,4.3225,2.3434,inf,0.01437,0.2447,30000020,29961568,38452,0,53442,4.2885,2.3434,21.0748,0.01236,0.2158,29999990,29997014,2976,0,4137
1.411,4.3627,2.3626,inf,0.01448,0.2368,90000000,89944731,55269,0,76202,4.3088,2.3626,273.9726,0.01512,0.1649,29999990,29984595,15395,0,20792,4.3811,2.3623,inf,0.01429,0.2586,30000020,29963648,36372,0,50374,4.3676,2.3626,39.1389,0.01201,0.2803,29999990,29996488,3502,0,5036
1.4301,4.4291,2.3818,273.9726,0.01423,0.2658,90000000,89948455,51545,0,71060,4.3284,2.3816,273.9726,0.01557,0.1765,29999990,29986921,13069,0,17369,4.3839,2.3812,273.9726,0.01436,0.2812,30000020,29965644,34376,0,47633,4.3771,2.3819,27.3973,0.01176,0.2964,29999990,29995890,4100,0,6058
1.4493,4.4367,2.4006,273.9726,0.01335,0.3086,90000000,89951557,48443,0,67013,4.4012,2.4,273.9726,0.01623,0.2045,29999990,29989233,10757,0,14209,4.4299,2.4011,136.9863,0.01418,0.3457,30000020,29967281,32739,0,45618,4.393,2.4012,24.9066,0.01195,0.3274,29999990,29995043,4947,0,7186
1.4685,4.5052,2.4202,273.9726,0.01374,0.3151,90000000,89953606,46394,0,64128,4.3803,2.4195,45.6621,0.01615,0.2244,29999990,29991161,8829,0,11764,4.4769,2.4197,inf,0.01417,0.3569,30000020,29968976,31044,0,42987,4.4098,2.42,13.0463,0.01196,0.3184,29999990,29993469,6521,0,9377
1.4877,4.4993,2.4388,136.9863,0.01568,0.375,90000000,89955054,44946,0,62162,4.4298,2.4392,54.7945,0.01595,0.206,29999990,29992601,7389,0,9757,4.4974,2.4392,273.9726,0.01356,0.348,30000020,29970471,29549,0,40862,4.4744,2.4391,27.3973,0.01174,0.3765,29999990,29991982,8008,0,11543
1.5068,4.5623,2.4585,inf,0.01339,0.3812,90000000,89955629,44371,0,61801,4.5185,2.4578,inf,0.01593,0.2159,29999990,29993874,6116,0,8107,4.5498,2.4584,91.3242,0.0142,0.4111,30000020,29971937,28083,0,38714,4.4962,2.4584,13.6986,0.01199,0.374,29999990,29989818,10172,0,14980
1.526,4.5471,2.4775,136.9863,0.01369,0.3861,90000000,89955839,44161,0,61924,4.5457,2.4777,inf,0.01554,0.201,29999990,29995060,4930,0,6471,4.5706,2.4772,273.9726,0.01366,0.4324,30000020,29973487,26533,0,36793,4.5217,2.4777,14.4196,0.0114,0.3688,29999990,29987292,12698,0,18660
1.5452,4.5891,2.4968,inf,0.01333,0.4322,90000000,89954964,45036,0,63209,4.5923,2.4961,136.9863,0.01566,0.2333,29999990,29996049,3941,0,5266,4.5913,2.4965,68.4932,0.01397,0.4431,30000020,29974847,25173,0,34804,4.5245,2.4965,24.9066,0.01179,0.4349,29999990,29984068,15922,0,23139
