date	country	variant	sequences
2026-04-05	tropics	2	6
2026-04-12	tropics	2	17
2026-04-12	tropics	3	2
2026-04-19	tropics	2	6
2026-04-26	north	2	1
2026-04-26	tropics	2	11
2026-04-26	tropics	3	1
2026-05-03	south	2	1
2026-05-03	tropics	2	8
2026-05-10	south	2	1
2026-05-10	tropics	2	7
2026-05-10	tropics	3	1
2026-05-17	tropics	2	5
2026-05-24	tropics	2	4
2026-05-24	tropics	3	1
2026-05-31	tropics	2	4
2026-06-07	south	2	2
2026-06-07	tropics	2	6
2026-06-14	tropics	2	10
2026-06-14	tropics	3	2
2026-06-21	south	3	1
2026-06-21	tropics	2	5
2026-06-28	north	2	1
2026-06-28	south	2	2
2026-06-28	tropics	2	5
2026-07-05	south	3	1
2026-07-05	tropics	2	2
2026-07-12	south	2	2
2026-07-19	south	2	1
2026-07-19	tropics	2	6
2026-07-19	tropics	3	1
2026-07-26	south	2	2
2026-07-26	tropics	2	1
2026-07-26	tropics	3	5
2026-08-02	south	3	1
2026-08-02	tropics	2	3
2026-08-02	tropics	3	1
2026-08-09	south	3	1
2026-08-09	tropics	2	1
2026-08-09	tropics	3	1
2026-08-16	tropics	2	3
2026-08-23	south	2	1
2026-08-23	south	3	2
2026-08-23	tropics	2	2
2026-08-30	south	2	3
2026-08-30	south	3	1
2026-08-30	tropics	5	1
2026-09-06	south	2	4
2026-09-06	south	3	3
2026-09-06	tropics	2	1
2026-09-06	tropics	3	3
2026-09-13	south	2	1
2026-09-13	south	3	7
2026-09-13	tropics	3	2
2026-09-20	south	2	2
2026-09-20	south	3	4
2026-09-20	tropics	3	1
2026-09-27	south	3	3
2026-09-27	tropics	2	4
2026-09-27	tropics	3	2
2026-10-04	south	2	4
2026-10-04	south	3	8
2026-10-04	tropics	2	1
2026-10-11	south	2	3
2026-10-11	south	3	4
2026-10-11	tropics	3	2
2026-10-18	south	2	2
2026-10-18	south	3	2
2026-10-18	tropics	3	1
2026-10-25	south	2	2
2026-10-25	south	3	13
2026-10-25	tropics	2	1
2026-10-25	tropics	3	2
2026-11-01	south	2	2
2026-11-01	south	3	8
2026-11-01	tropics	3	1
2026-11-08	south	2	2
2026-11-08	south	3	4
2026-11-15	south	2	2
2026-11-15	south	3	7
2026-11-15	tropics	3	1
2026-11-22	south	2	1
2026-11-22	south	3	7
2026-11-22	tropics	3	2
2026-11-29	south	3	4
2026-11-29	tropics	3	1
2026-12-06	south	2	2
2026-12-06	south	3	8
2026-12-06	tropics	2	1
2026-12-06	tropics	3	1
2026-12-13	south	3	3
2026-12-13	tropics	3	3
2026-12-20	north	3	1
2026-12-20	south	2	1
2026-12-20	south	3	2
2026-12-20	tropics	2	1
2026-12-27	south	3	1
2026-12-27	tropics	3	2
2027-01-03	south	3	1
2027-01-03	tropics	3	7
2027-01-10	south	3	3
2027-01-10	tropics	3	4
2027-01-17	north	3	1
2027-01-17	south	3	1
2027-01-17	tropics	3	5
2027-01-24	south	3	1
2027-01-24	tropics	3	4
2027-01-31	south	3	3
2027-01-31	tropics	3	2
2027-02-07	south	3	2
2027-02-07	tropics	3	4
2027-02-14	south	3	1
2027-02-14	tropics	3	9
2027-02-21	tropics	3	5
2027-02-28	north	3	1
2027-02-28	south	3	3
2027-02-28	tropics	3	1
2027-03-07	north	3	1
2027-03-07	tropics	3	5
2027-03-14	north	3	1
2027-03-14	south	3	2
2027-03-14	tropics	3	1
2027-03-21	north	3	1
2027-03-21	tropics	3	9
2027-03-28	north	3	1
2027-03-28	south	3	2
2027-03-28	tropics	3	4
