pivot_date	model	location	inference_method	iterations	learning_rate	num_samples	num_iterations	initial_loss	final_loss	min_loss	total_improvement	converged	relative_change	threshold	window	final_iteration
2027-04-01	FGA	north	InferFullRank	50000		500	50000	28256.25390625	234.09201049804688		28022.162109375	True	0.01520331297069788	0.01	100	50000
2027-10-01	FGA	north	InferFullRank	50000		500	50000	12557.517578125	387.36053466796875		12170.1572265625	True	0.011750278994441032	0.01	100	50000
2028-04-01	FGA	north	InferFullRank	50000		500	50000	728641.25	644.8758544921875		727996.375	True	0.021347319707274437	0.01	100	50000
2028-10-01	FGA	north	InferFullRank	50000		500	50000	565110.1875	527.1900634765625		564583.0	True	0.005707223434001207	0.01	100	50000
2030-04-01	FGA	north	InferFullRank	50000		500	50000	220703.0	393.6665954589844		220309.328125	True	0.008005883544683456	0.01	100	50000
2030-10-01	FGA	north	InferFullRank	50000		500	50000	163069.3125	326.7069091796875		162742.609375	True	0.0015144053613767028	0.01	100	50000
2031-04-01	FGA	north	InferFullRank	50000		500	50000		351.035400390625			True	0.05478078871965408	0.01	100	50000
2031-10-01	FGA	north	InferFullRank	50000		500	50000	78111.8125	294.43499755859375	289.2123718261719	77817.375	True	0.10334094613790512	0.01	100	50000
2032-04-01	FGA	north	InferFullRank	50000		500	50000		413.0904541015625			True	0.0888073742389679	0.01	100	50000
2032-10-01	FGA	north	InferFullRank	50000		500	50000		829.022705078125			True	0.07274612039327621	0.01	100	50000
2033-04-01	FGA	north	InferFullRank	50000		500	50000	140532.125	727.08544921875		139805.046875	True	0.0015651652356609702	0.01	100	50000
2034-10-01	FGA	north	InferFullRank	50000		500	50000	530856.125				False		0.01	100	50000
2035-04-01	FGA	north	InferFullRank	50000		500	50000		552.3168334960938			True	0.055903684347867966	0.01	100	50000
2035-10-01	FGA	north	InferFullRank	50000		500	50000	238882.09375	415.0270080566406		238467.0625	True	0.21225661039352417	0.01	100	50000
2037-10-01	FGA	north	InferFullRank	50000		500	50000	79400.6328125	694.6854248046875		78705.9453125	True	0.010234125889837742	0.01	100	50000
2038-04-01	FGA	north	InferFullRank	50000		500	50000	695036.375	971.9011840820312		694064.5	True	0.0014605327742174268	0.01	100	50000
2038-10-01	FGA	north	InferFullRank	50000		500	50000	8750.7470703125	375.22479248046875		8375.5224609375	True	0.0025540993083268404	0.01	100	50000
2042-10-01	FGA	north	InferFullRank	50000		500	50000	41570.29296875	267.6986999511719	251.9451446533203	41302.59375	True	0.040559135377407074	0.01	100	50000
