pivot_date	model	location	correlation	mae	mse	rmse	r2	n_seqs	n_cases	seq_entropy	case_entropy	seq_entropy_norm	case_entropy_norm
2027-04-01	FGA	north	0.9887926682483474	0.0022561161635041693	7.2847771325838214e-06	0.002699032629032821	0.94442844439878	682	5030	3.990553990104529	3.975398164165668	0.7448465244321969	0.6973844757123476
2027-10-01	FGA	north	0.9980572014178939	0.0020160285643760715	5.512954838185857e-06	0.0023479682361961067	0.991032171569097	1779	12367	4.886217986292076	4.8790146519034385	0.8702529822468624	0.8559014555274485
2028-04-01	FGA	north	0.970128629401094	0.004712363872654673	9.675443424262171e-05	0.009836383189090475	0.92908401138484	6065	43080	4.784662836053095	4.752877595317185	0.8393497822328291	0.8337738543557643
2028-10-01	FGA	north	0.9976434161069827	0.0026327151125712044	9.745305861256924e-06	0.0031217472449346253	0.9936662711611204	5135	36843	4.269809081747369	4.249947898026461	0.8023049176198497	0.745547380231286
2030-04-01	FGA	north	0.9826914035559093	0.006277143789187762	4.9214293631573266e-05	0.0070152899891289784	0.531979225408673	822	5792	3.5044317562389966	3.5873092990788598	0.6947180718473859	0.6262847620764352
2030-10-01	FGA	north	0.9954283790533341	0.0049646956670046875	3.100891221078054e-05	0.005568564645470189	0.9693428522887652	2014	13869	4.595975541093794	4.632689634981049	0.8368715368889573	0.8087908468230168
2031-04-01	FGA	north	0.9521771357089046	0.004792266158101494	4.8387077348675e-05	0.0069560820401052634	0.8958348743635458	1717	12832	4.816919106154206	4.881225046114582	0.8491815785591368	0.8521810113871101
2031-10-01	FGA	north	0.9820521673428433	0.004002738340383125	2.273240692362182e-05	0.004767851394876084	0.9381964062311923	732	5259	4.971302980795884	5.032162581308532	0.8854069255255139	0.8827674407807816
2032-04-01	FGA	north	0.9502387926531619	0.006645342083701275	9.912976617644421e-05	0.009956393231308425	0.8662027871688965	2314	16740	4.00788285523241	4.039009369640625	0.7176203698260988	0.7085434754773167
2032-10-01	FGA	north	0.9283102401157067	0.013831094141200944	0.0002748947123134286	0.01657994910466943	0.7878695084246122	3410	24145	4.406416362094598	4.4063928574453595	0.7847985887842404	0.7729917471844225
2033-04-01	FGA	north	0.8471922537687688	0.007028611889076655	6.037967315031157e-05	0.007770435840434665	0.09668392981211127	1401	9676	3.6774433021840665	3.7036614359466475	0.6620549963969661	0.6497150428869737
2034-10-01	FGA	north	-0.7706687678164769	0.08925018536458863	0.02882313541264941	0.1697737771643472	-49.316881766814014	3056	21180	4.871874982280238	4.848939618003868	0.9034844576656377	0.8506255407933869
2035-04-01	FGA	north	0.957392282816137	0.00628098834076118	5.855068202267386e-05	0.007651841740566375	0.8917648491401802	7740	53914	5.496736877073386	5.486271062539306	0.9596391780710505	0.962429449973795
2035-10-01	FGA	north	0.9900292855740549	0.005493279176353869	4.331829561699521e-05	0.006581663590384669	0.9530622506475181	5107	35812	4.68841437048138	4.701507688273249	0.8999820214179681	0.8247622851463828
2037-10-01	FGA	north	0.992822730705866	0.0035353378888524356	1.6025488814841645e-05	0.004003184833959287	0.9547992368088946	646	4283	5.130079557046617	5.170300363842141	0.913685604327972	0.9070002700648103
2038-04-01	FGA	north	0.9668583362599789	0.010121437539120221	0.00019828431804155605	0.014081346456981877	0.8854661764695867	6482	45850	4.502871499493118	4.506182193767458	0.7899165190999512	0.7867047438093467
2038-10-01	FGA	north	0.995273318207565	0.005810544902267791	4.272654415672613e-05	0.006536554456036157	0.9768774304731224	6232	43871	4.2831371043516535	4.262850766167256	0.8161578248517279	0.7478108666952745
2042-10-01	FGA	north	-0.006695910450059513	0.002655255962113011	1.3831766242917183e-05	0.003719108259101526	-4.11726402383803	502	3306	5.174286731065502	5.280295531007198	0.9167998894869138	0.9262961792584481
2043-04-01	FGA	north	0.9858398720736107	0.003242206615786976	3.4049998293512985e-05	0.005835237638135485	0.9701987212847423	6236	43122	4.549851513420888	4.562289242491554	0.7981579910303114	0.800339880443348
2043-10-01	FGA	north	0.9897830902991194	0.005417290423638533	4.0103026733624624e-05	0.0063326950608429446	0.9682258803919709	5906	40913	4.257737547782464	4.275857781606745	0.8300843477961175	0.7464939179105298
2045-04-01	FGA	north	0.5639459369751988	0.008610729889646349	0.00015676409837645257	0.012520547047811153	-0.10366656739167457	714	5206	4.281925105816975	4.194854149953703	0.7891109813811605	0.7358825559726542
2045-10-01	FGA	north	0.9982122165014926	0.005749740913815797	4.011650108792612e-05	0.006333758843524603	0.9380148026954886	1400	9358	4.798116233623527	4.811159430982646	0.8545617434981871	0.8439979490830508
2046-04-01	FGA	north	0.8762351111255487	0.013831882248665692	0.0003025348374254038	0.017393528607657614	0.44700523306922535	2165	13545	4.846654076544223	4.793385880233147	0.8587486841576802	0.8408800228127429
2046-10-01	FGA	north	0.9872922434853312	0.0037580559312435807	2.0074988239146956e-05	0.004480512050998965	0.9673875154461851	2071	14326	4.721968621931381	4.720043483010896	0.845479020015203	0.8280139281167765
2047-04-01	FGA	north	0.9411277835451595	0.005047688524092654	4.641623261721747e-05	0.006812945957309325	0.8184032790797396	1020	6619	4.3099330702862195	4.365158092532374	0.7802814749927888	0.7657581359277751
2047-10-01	FGA	north	0.9893078832461858	0.0028571827377049694	1.1157592272006289e-05	0.0033402982309976887	0.8906652631130029	395	2837	5.114082876985277	5.147537118307189	0.9156879524840003	0.9030070262695096
2048-04-01	FGA	north	0.925984441736749	0.00449577281720602	5.7949128362020696e-05	0.007612432486532849	0.8525060263913727	2276	14963	4.496016906728502	4.492497490904647	0.7926092695238324	0.7880966579837189
2048-10-01	FGA	north	0.8800778991734488	0.012675907909781375	0.0002790531663898209	0.01670488450692853	0.6491057666459894	2578	17505	4.571321674727851	4.597505429648564	0.8373255668451575	0.8065176823144805
2049-04-01	FGA	north	0.9232367363033951	0.011628899442306984	0.000264316942929362	0.016257827128166973	0.6957377981734578	1096	8319	4.511947508154413	4.542683417484373	0.8478031697739252	0.7969005273448866
2049-10-01	FGA	north	0.9933187365425662	0.004342463928689597	2.3254862874079806e-05	0.004822329610684011	0.9633031050573305	1092	7947	4.834246840328728	4.8540146400040305	0.8655826855962788	0.8515158268504452
2050-04-01	FGA	north	0.9080982986411696	0.010054452445219702	0.00015689151868812694	0.012525634462498374	0.8075142970504378	2866	20503	4.636624071767283	4.650444924085129	0.8133800725953966	0.8158045964920114
2050-10-01	FGA	north	0.9981203540655877	0.0027837366591040667	1.0682080892801759e-05	0.0032683452835956237	0.9919036552405521	2871	20504	4.504875567452868	4.497010219667054	0.8301982618060046	0.7851034691105863
2051-04-01	FGA	north	0.9838327817510074	0.0022181173701152517	8.690931484515253e-06	0.0029480385826028896	0.8176594893628648	528	3796	3.181704836395892	3.1885845415005467	0.703362718871489	0.5566740262533382
2052-04-01	FGA	north	0.9941329963130212	0.0027287786708934535	9.206566867462612e-06	0.003034232500561322	0.9714622007159522	1572	11001	3.914027514366831	3.905237232052379	0.751331711728315	0.6850764897354047
2052-10-01	FGA	north	0.9561545976043205	0.010531472253080217	0.00018273063593797408	0.01351778960991678	0.840181320654676	2193	15379	4.560190138223864	4.582419464496383	0.8165122214580727	0.803871225918464
2053-04-01	FGA	north	0.9790748912915652	0.00886606432025051	0.00011337342585182467	0.010647695800116787	0.8783224864513407	997	7150	4.514843870253908	4.573176284267292	0.8128133316096477	0.8022497404390763
2053-10-01	FGA	north	0.9950923695311582	0.003413598226066061	1.3962413161136837e-05	0.0037366312583845943	0.963317935083092	774	5569	5.001021856833644	5.031847436598352	0.8861001571752062	0.8827121564999608
2054-04-01	FGA	north	0.8857369622810801	0.011407689311559974	0.00018781645362334824	0.013704614318664654	0.6168433099634941	1621	11367	4.8529331935031	4.846123822793864	0.851326114029259	0.8501315797396382
2054-10-01	FGA	north	0.9993885657944594	0.0022540434175420364	6.074387204663075e-06	0.0024646271938496243	0.9925111166922879	1677	11744	4.700003424702172	4.694293929004121	0.8461478518401307	0.823496810967931
2027-10-01	FGA	south	0.9891995923517579	0.0022198858009005048	1.2430946524569258e-05	0.003525754745379953	0.9514874719378912	1386	9674	3.7787572276434855	3.756796311290567	0.7700920071511947	0.6590362317726
2028-04-01	FGA	south	0.9970591182475803	0.001990807842058957	5.943851426455332e-06	0.0024380015230625537	0.9914143306324924	2503	17086	4.761616887707182	4.754606520134015	0.8353069452789408	0.8340771511016851
2028-10-01	FGA	south	0.912067729301211	0.014187431587319077	0.0003187566306787999	0.017853756766540756	0.6488240415548673	2877	18074	4.8608088160584995	4.850244809455774	0.8486166759152692	0.8508545040868242
2029-04-01	FGA	south	0.8856218424947498	0.01006898787555045	0.00021309145081043564	0.014597652236247979	0.7521186239665841	2819	19028	4.783174182947767	4.806151720720584	0.8390886351671755	0.8390744527347129
2029-10-01	FGA	south	0.7887163975451523	0.011269911841493913	0.0002610741550744223	0.016157789300347444	0.49157782571929065	1452	9706	4.294786440924973	4.3515609271064415	0.7649168986757793	0.759710432717293
2030-10-01	FGA	south	0.9881490313153007	0.006973096679830397	7.119791920331346e-05	0.008437885943962116	0.9417703267539795	4377	31101	4.131394559876757	4.134387541019441	0.7522769614208832	0.7217955580590761
2031-04-01	FGA	south	0.9944134220769509	0.006436592823797213	5.689644524314983e-05	0.007542973236274263	0.9717603572949036	4497	31898	4.211192588595248	4.194073095780123	0.7760757683166977	0.7322156669335164
