country	model	pivot_date	lead	variant	date	MAE	MSE	loglik	coverage_posterior	coverage_predictive	total_seq	raw_freq	smoothed_freq	pred_freq
north	FGA	2025-04-01	-93	0.0	2024-12-29	0.0	0.0	0.0	1	1	1.0	1.0	1.0	1.0
north	FGA	2025-04-01	-86	0.0	2025-01-05	0.0	0.0	0.0	1	1	4.0	1.0	1.0	1.0
north	FGA	2025-04-01	-79	0.0	2025-01-12	0.0	0.0	0.0	1	1	6.0	1.0	1.0	1.0
north	FGA	2025-04-01	-72	0.0	2025-01-19	0.0	0.0	0.0	1	1	3.0	1.0	1.0	1.0
north	FGA	2025-04-01	-65	0.0	2025-01-26	0.014285714285714235	0.00020408163265305977	0.0	0	0	7.0	1.0	0.9857142857142858	1.0
north	FGA	2025-04-01	-58	0.0	2025-02-02	0.014285714285714235	0.00020408163265305977	0.0	0	0	3.0	1.0	0.9857142857142858	1.0
north	FGA	2025-04-01	-51	0.0	2025-02-09	0.009160814285714247	8.392051837734624e-05	-0.03596654138692008	1	1	7.0	1.0	0.9857142857142858	0.9948751
north	FGA	2025-04-01	-44	0.0	2025-02-16	0.004004514285714245	1.6036134664489467e-05	-2.3678629506980755	1	1	10.0	0.9	0.9857142857142858	0.9897188
north	FGA	2025-04-01	-37	0.0	2025-02-23	0.009146535374149778	8.365910935057321e-05	-0.12013777295238505	1	1	10.0	1.0	0.9789115646258503	0.9880581
north	FGA	2025-04-01	-30	0.0	2025-03-02	0.007323235374149584	5.3629776345195796e-05	-0.26335555823802337	1	1	19.0	1.0	0.9789115646258504	0.9862348
north	FGA	2025-04-01	-23	0.0	2025-03-09	0.010184743748533953	0.00010372900522330144	-0.3510414469618901	1	1	22.0	1.0	0.973985456251466	0.9841702
north	FGA	2025-04-01	-16	0.0	2025-03-16	0.006579210537180247	4.328601129254359e-05	-1.3254466574705903	1	1	21.0	0.9523809523809523	0.9882711705371803	0.98169196
north	FGA	2025-04-01	-9	0.0	2025-03-23	0.000234638986629232	5.505545404639291e-08	-0.6372606818678088	1	1	30.0	1.0	0.9787473610133708	0.978982
north	FGA	2025-04-01	-2	0.0	2025-03-30	0.0015250437485339052	2.3257584349423454e-06	-1.036456942184044	1	1	29.0	0.9655172413793104	0.973985456251466	0.9755105
north	FGA	2025-04-01	5	0.0	2025-04-06	0.0021129764015951347	4.464669273697923e-06	-0.8798479123338393	1	1	31.0	1.0	0.9699038235984049	0.9720168
north	FGA	2025-04-01	12	0.0	2025-04-13	0.008762574686840385	7.678271514245587e-05	-1.717464025626077	1	1	30.0	0.9333333333333333	0.9767065446868404	0.96794397
north	FGA	2025-04-01	19	0.0	2025-04-20	0.013663344686840273	0.00018668698803140632	-0.9888614773172106	1	1	30.0	0.9666666666666667	0.9767065446868403	0.9630432
north	FGA	2025-04-01	26	0.0	2025-04-27	0.024122053061224613	0.0005818734438885357	-1.0793811591813651	1	1	35.0	0.9714285714285714	0.9816326530612246	0.9575106
north	FGA	2025-04-01	33	0.0	2025-05-04	0.030470453061224645	0.0009284485097562944	-1.1015548207816703	1	1	22.0	1.0	0.9816326530612246	0.9511622
north	FGA	2025-04-01	40	0.0	2025-05-11	0.04684686258503412	0.00219462853406107	-1.1460240100813486	0	1	20.0	1.0	0.9911564625850341	0.9443096
north	FGA	2025-04-01	47	0.0	2025-05-18	0.05907846734693889	0.0034902653040633246	-0.7176716338413142	0	1	11.0	1.0	0.9959183673469388	0.9368399
north	FGA	2025-04-01	54	0.0	2025-05-25	0.07188296000000005	0.005167159938361607	-1.1935589353412304	0	1	16.0	1.0	1.0	0.92811704
north	FGA	2025-04-01	61	0.0	2025-06-01	0.08145939999999996	0.0066356338483599935	-1.1895684191968616	0	1	14.0	1.0	1.0	0.9185406
north	FGA	2025-04-01	68	0.0	2025-06-08	0.09370270000000003	0.008780195987290006	-0.8854909296463522	0	1	9.0	1.0	1.0	0.9062973
north	FGA	2025-04-01	75	0.0	2025-06-15	0.10455555000000005	0.01093186303580251	-1.766961468633624	0	1	16.0	1.0	1.0	0.89544445
north	FGA	2025-04-01	82	0.0	2025-06-22	0.11775159999999996	0.01386543930255999	-1.1275346697598403	0	1	9.0	1.0	1.0	0.8822484
north	FGA	2025-04-01	89	0.0	2025-06-29	0.06010492857142857	0.003612602438576531	-0.8461575977754796	1	1	6.0	1.0	0.9285714285714286	0.8684665
north	FGA	2025-04-01	96	0.0	2025-07-06	0.07622622857142858	0.005810437922223674	-0.95858201934283	1	1	6.0	1.0	0.9285714285714286	0.8523452
north	FGA	2025-04-01	103	0.0	2025-07-13	0.09422272857142855	0.008877922579445098	-1.0866231509373485	1	1	6.0	1.0	0.9285714285714286	0.8343487
north	FGA	2025-04-01	110	0.0	2025-07-20	0.11227332857142858	0.01260530030850796	-1.204269435407319	1	1	2.0	0.5	0.9285714285714286	0.8162981
north	FGA	2025-04-01	117	0.0	2025-07-27	0.1343707685714286	0.018055503446476426	-0.460838258520801	1	1	2.0	1.0	0.9285714285714286	0.79420066
north	FGA	2025-04-01	124	0.0	2025-08-03	0.16102286857142856	0.025928364202971555	-1.3227676558198165	1	1	5.0	1.0	0.9285714285714286	0.76754856
north	FGA	2025-04-01	131	0.0	2025-08-10	0.18658892857142861	0.03481542826543369	-0.5968592419970905	1	1	2.0	1.0	0.9285714285714286	0.7419825
north	FGA	2025-04-01	138	0.0	2025-08-17	0.21175612857142856	0.04484065798755938	-0.33293707268314326	1	1	1.0	1.0	0.9285714285714286	0.7168153
north	FGA	2025-04-01	145	0.0	2025-08-24	0.1890759809523811	0.03574972657310518	-0.7366959040687631	1	1	2.0	1.0	0.880952380952381	0.6918764
north	FGA	2025-04-01	152	0.0	2025-08-31	0.13985194158730152	0.019558565565737998	-1.6515582451117579	1	1	4.0	1.0	0.8015873015873015	0.66173536
north	FGA	2025-04-01	159	0.0	2025-09-07	0.0989189301587301	0.009784954743747723	-1.1235968660372946	1	1	4.0	0.5	0.7301587301587301	0.6312398
north	FGA	2025-04-01	166	0.0	2025-09-14	0.1016714015873017	0.010337073900726376	-0.8393998158193245	1	1	3.0	0.6666666666666666	0.7015873015873016	0.5999159
north	FGA	2025-04-01	173	0.0	2025-09-21	0.07004393565323574	0.00490615292179463	-1.6121795774823524	1	1	9.0	0.4444444444444444	0.6356532356532357	0.5656093
north	FGA	2025-04-01	-93	1.0	2024-12-29	9.424484000000001e-17	8.882089866625602e-33	-9.424484000000001e-17	0	1	1.0	0.0	0.0	9.424484000000001e-17
north	FGA	2025-04-01	-86	1.0	2025-01-05	7.4285054e-17	5.518269247782916e-33	-2.97140216e-16	0	1	4.0	0.0	0.0	7.4285054e-17
north	FGA	2025-04-01	-79	1.0	2025-01-12	5.8896424e-17	3.468788759987776e-33	-3.53378544e-16	0	1	6.0	0.0	0.0	5.8896424e-17
north	FGA	2025-04-01	-72	1.0	2025-01-19	4.7081496e-17	2.216667265598016e-33	-1.41244488e-16	0	1	3.0	0.0	0.0	4.7081496e-17
north	FGA	2025-04-01	-65	1.0	2025-01-26	0.014285714285714249	0.00020408163265306017	-2.63773496e-16	0	0	7.0	0.0	0.014285714285714287	3.7681928e-17
north	FGA	2025-04-01	-58	1.0	2025-02-02	0.014285714257670558	0.00020408163185181187	-8.413118700117968e-11	0	0	3.0	0.0	0.014285714285714287	2.8043729e-11
north	FGA	2025-04-01	-51	1.0	2025-02-09	0.009160787685714288	8.392003102273453e-05	-0.03596672854609471	1	1	7.0	0.0	0.014285714285714287	0.0051249266
north	FGA	2025-04-01	-44	1.0	2025-02-16	0.004004539285714287	1.603633489082909e-05	-2.367865154986501	1	1	10.0	0.1	0.014285714285714287	0.010281175
north	FGA	2025-04-01	-37	1.0	2025-02-23	0.009146562374149661	8.36596032642103e-05	-0.1201374996891065	1	1	10.0	0.0	0.021088435374149662	0.011941873
north	FGA	2025-04-01	-30	1.0	2025-03-02	0.0073231963741496615	5.362920513435875e-05	-0.26335630958041567	1	1	19.0	0.0	0.021088435374149662	0.013765239
north	FGA	2025-04-01	-23	1.0	2025-03-09	0.010184779748533896	0.00010372973852614617	-0.3510406422230496	1	1	22.0	0.0	0.026014543748533896	0.015829764
north	FGA	2025-04-01	-16	1.0	2025-03-16	0.00657925853718039	4.328664289906104e-05	-1.3254450135785998	1	1	21.0	0.047619047619047616	0.01172882946281961	0.018308088
north	FGA	2025-04-01	-9	1.0	2025-03-23	0.00023456198662913375	5.501932557140592e-08	-0.6372630414618476	1	1	30.0	0.0	0.021252638986629133	0.021018077
north	FGA	2025-04-01	-2	1.0	2025-03-30	0.001525006748533897	2.3256455830739283e-06	-1.036456493341663	1	1	29.0	0.034482758620689655	0.026014543748533896	0.024489537
north	FGA	2025-04-01	5	1.0	2025-04-06	0.00211298440159512	4.464703081384287e-06	-0.8798476571942179	1	1	31.0	0.0	0.03009617640159512	0.027983192
north	FGA	2025-04-01	12	1.0	2025-04-13	0.008762594686840257	7.67830656458411e-05	-1.7174633563572037	1	1	30.0	0.06666666666666667	0.023293455313159746	0.03205605
north	FGA	2025-04-01	19	1.0	2025-04-20	0.013663331686840252	0.00018668663278461288	-0.9888614376119504	1	1	30.0	0.03333333333333333	0.023293455313159746	0.036956787
north	FGA	2025-04-01	26	1.0	2025-04-27	0.02412210006122449	0.0005818757113637266	-1.0793817219348045	1	1	35.0	0.02857142857142857	0.01836734693877551	0.042489447
north	FGA	2025-04-01	33	1.0	2025-05-04	0.030470463061224494	0.0009284491191654463	-1.1015550520776578	1	1	22.0	0.0	0.01836734693877551	0.04883781
north	FGA	2025-04-01	40	1.0	2025-05-11	0.046846825585034016	0.0021946250673945977	-1.146023226440066	0	1	20.0	0.0	0.008843537414965987	0.055690363
north	FGA	2025-04-01	47	1.0	2025-05-18	0.05907848134693878	0.0034902669582605934	-0.7176717982237242	0	1	11.0	0.0	0.004081632653061224	0.063160114
north	FGA	2025-04-01	54	1.0	2025-05-25	0.07188299	0.005167164251340099	-1.1935594525173903	0	1	16.0	0.0	0.0	0.07188299
north	FGA	2025-04-01	61	1.0	2025-06-01	0.081459396	0.006635633196684816	-1.1895683582305858	0	1	14.0	0.0	0.0	0.081459396
north	FGA	2025-04-01	68	1.0	2025-06-08	0.09370263	0.0087801828689169	-0.8854902345102461	0	1	9.0	0.0	0.0	0.09370263
north	FGA	2025-04-01	75	1.0	2025-06-15	0.1045555	0.01093185258025	-1.7669605752225601	0	1	16.0	0.0	0.0	0.1045555
north	FGA	2025-04-01	82	1.0	2025-06-22	0.1177516	0.01386543930256	-1.127534669759841	0	1	9.0	0.0	0.0	0.1177516
north	FGA	2025-04-01	89	1.0	2025-06-29	0.06010492857142857	0.003612602438576531	-0.8461575977754798	1	1	6.0	0.0	0.07142857142857142	0.1315335
north	FGA	2025-04-01	96	1.0	2025-07-06	0.07622616857142858	0.005810428775079846	-0.9585815969787606	1	1	6.0	0.0	0.07142857142857142	0.14765474
north	FGA	2025-04-01	103	1.0	2025-07-13	0.09422272857142858	0.008877922579445103	-1.0866231509373492	1	1	6.0	0.0	0.07142857142857142	0.1656513
north	FGA	2025-04-01	110	1.0	2025-07-20	0.11227323857142857	0.012605280099316916	-1.2042698150777704	1	1	2.0	0.5	0.07142857142857142	0.18370181
north	FGA	2025-04-01	117	1.0	2025-07-27	0.1343707385714286	0.018055495384231207	-0.4608381829731443	1	1	2.0	0.0	0.07142857142857142	0.20579931
north	FGA	2025-04-01	124	1.0	2025-08-03	0.16102286857142858	0.025928364202971562	-1.3227676558198167	1	1	5.0	0.0	0.07142857142857142	0.23245144
north	FGA	2025-04-01	131	1.0	2025-08-10	0.1865889085714286	0.03481542080187694	-0.5968591880874641	1	1	2.0	0.0	0.07142857142857142	0.25801748
north	FGA	2025-04-01	138	1.0	2025-08-17	0.21175607857142856	0.044840636811949025	-0.3329370029301703	1	1	1.0	0.0	0.07142857142857142	0.28318465
north	FGA	2025-04-01	145	1.0	2025-08-24	0.18907598095238096	0.03574972657310513	-0.7366959040687628	1	1	2.0	0.0	0.11904761904761904	0.3081236
north	FGA	2025-04-01	152	1.0	2025-08-31	0.1398519415873016	0.01955856556573802	-1.651558245111758	1	1	4.0	0.0	0.1984126984126984	0.33826464
north	FGA	2025-04-01	159	1.0	2025-09-07	0.09891893015873016	0.009784954743747734	-1.1235968660372946	1	1	4.0	0.5	0.2698412698412698	0.3687602
north	FGA	2025-04-01	166	1.0	2025-09-14	0.10167140158730159	0.010337073900726352	-0.8393998158193244	1	1	3.0	0.3333333333333333	0.2984126984126984	0.4000841
north	FGA	2025-04-01	173	1.0	2025-09-21	0.07004401565323565	0.004906164128830721	-1.612179222414011	1	1	9.0	0.5555555555555556	0.36434676434676433	0.43439078
north	FGA	2025-10-01	-276	0.0	2024-12-29	0.0	0.0	0.0	1	1	1.0	1.0	1.0	1.0
north	FGA	2025-10-01	-269	0.0	2025-01-05	0.0	0.0	0.0	1	1	4.0	1.0	1.0	1.0
north	FGA	2025-10-01	-262	0.0	2025-01-12	0.0	0.0	0.0	1	1	6.0	1.0	1.0	1.0
north	FGA	2025-10-01	-255	0.0	2025-01-19	0.0	0.0	0.0	1	1	3.0	1.0	1.0	1.0
north	FGA	2025-10-01	-248	0.0	2025-01-26	0.014285714285714235	0.00020408163265305977	0.0	0	0	7.0	1.0	0.9857142857142858	1.0
north	FGA	2025-10-01	-241	0.0	2025-02-02	0.014285714285714235	0.00020408163265305977	0.0	0	0	3.0	1.0	0.9857142857142858	1.0
