country	variant	week_start	year_week	sequences	date	variant_frequency	smoothed_sequences	variant_frequency_smoothed	cases	variant_incidence	variant_incidence_smoothed	growth_rate_r_data	median_r	model	analysis_date	r_lower_95	r_upper_95	r_lower_80	r_upper_80	r_lower_50	r_upper_50	abs_error
tropics	12	2036-10-06	2036-40	58.0	2036-10-12	0.9666666666666667	57.942270035166445	0.9934821392223051	287.0	277.43333333333334	285.12937395680154		-0.018742323	FGA	2037-10-01	-0.024134219	-0.01279624	-0.022295332	-0.015236425	-0.0207237	-0.017157197	
tropics	12	2036-10-13	2036-41	34.0	2036-10-19	1.0	34.12025141576149	0.9942135578374703	259.0	259.0	257.5013114799048		-0.012077808	FGA	2037-10-01	-0.017075468	-0.0066640377	-0.015487051	-0.008826208	-0.013793945	-0.010491133	0.0024819359655409382
tropics	12	2036-10-20	2036-42	34.0	2036-10-26	1.0	33.8495722131027	0.994940258949186	238.0	238.0	236.7957816299063	-0.011975246346911763	-0.01204133	FGA	2037-10-01	-0.017045427	-0.0065001003	-0.01546669	-0.008573725	-0.013761759	-0.010246992	6.608365308823604e-05
tropics	12	2036-10-27	2036-43	33.0	2036-11-02	1.0	33.147286498179	0.9860166430602493	216.0	216.0	212.97959490101385	-0.015143103750660636	-0.012090683	FGA	2037-10-01	-0.01729021	-0.0065059853	-0.015334224	-0.00869136	-0.013755202	-0.010316491	0.003052420750660636
tropics	12	2036-11-03	2036-44	30.0	2036-11-09	1.0	29.860918586648815	0.9793238988350869	195.0	195.0	190.96816027284194	-0.01558423550360428	-0.01210022	FGA	2037-10-01	-0.01725093	-0.006440379	-0.015226936	-0.008832121	-0.013793945	-0.010265589	0.00348401550360428
tropics	12	2036-11-10	2036-45	17.0	2036-11-16	1.0	17.12499237369564	0.9746906816505818	178.0	178.0	173.49494133380355	-0.013708324517725221	-0.01209116	FGA	2037-10-01	-0.01716219	-0.006642007	-0.015087461	-0.008866074	-0.013675094	-0.010226607	0.0016171645177252211
tropics	12	2036-11-17	2036-46	19.0	2036-11-23	1.0	18.88757441142196	0.9719385737449631	161.0	161.0	156.48211037293905	-0.01474382137916511	-0.011954784	FGA	2037-10-01	-0.017228197	-0.00674685	-0.014998007	-0.008604574	-0.0135269165	-0.010317564	0.00278903737916511
tropics	12	2036-11-24	2036-47	24.0	2036-11-30	1.0	24.140865904883285	0.9708891573564589	147.0	147.0	142.72070613139945	-0.01315029660588239	-0.011903524	FGA	2037-10-01	-0.016943049	-0.0067971908	-0.014870167	-0.008521367	-0.013488293	-0.0103189945	0.0012467726058823896
tropics	12	2036-12-01	2036-48	22.0	2036-12-07	1.0	21.7781711026991	0.9713640147232977	132.0	132.0	128.2200499434753	-0.01530595548800852	-0.011835098	FGA	2037-10-01	-0.01665603	-0.0066273324	-0.014792109	-0.008507729	-0.013336778	-0.010126233	0.00347085748800852
tropics	12	2036-12-08	2036-49	11.0	2036-12-14	1.0	11.302274871289411	0.9731453807686038	118.0	118.0	114.83115493069525	-0.015755013798837147	-0.011732578	FGA	2037-10-01	-0.016413556	-0.0066307294	-0.014762116	-0.008459759	-0.013306022	-0.010044217	0.004022435798837147
tropics	12	2036-12-15	2036-50	25.0	2036-12-21	1.0	24.68243962463758	0.9760484745966275	107.0	107.0	104.43718678183915	-0.013553860603810999	-0.011507273	FGA	2037-10-01	-0.016272282	-0.0067695836	-0.014629173	-0.008333636	-0.013044596	-0.009914756	0.0020465876038109985
tropics	12	2036-12-22	2036-51	15.0	2036-12-28	1.0	15.259364115813582	0.9799366595613911	97.0	97.0	95.05385597745493	-0.013448881608284122	-0.011272669	FGA	2037-10-01	-0.016039694	-0.006642627	-0.014235926	-0.008253622	-0.012794137	-0.009789586	0.0021762126082841213
tropics	12	2036-12-29	2036-52	15.0	2037-01-04	1.0	14.826748452146076	0.9843851187047593	88.0	88.0	86.62589044601881	-0.013263557031439634	-0.011042833	FGA	2037-10-01	-0.015891766	-0.006448422	-0.014032841	-0.008179618	-0.012620807	-0.009484053	0.002220724031439634
tropics	12	2037-01-05	2037-01	12.0	2037-01-11	1.0	12.110162213421416	0.989494957376595	81.0	81.0	80.1490915475042	-0.011101456027031149	-0.010812283	FGA	2037-10-01	-0.015280164	-0.0062589953	-0.013564396	-0.007937098	-0.012284398	-0.009323359	0.00028917302703114836
tropics	12	2037-01-12	2037-02	11.0	2037-01-18	1.0	10.912169210308447	0.9951033560818912	73.0	73.0	72.64254499397805	-0.014048253599683693	-0.010542393	FGA	2037-10-01	-0.01471703	-0.0062419414	-0.013125849	-0.0077576167	-0.011950135	-0.009033799	0.003505860599683693
tropics	12	2037-01-19	2037-03	9.0	2037-01-25	1.0	9.082455390046562	1.0	66.0	66.0	66.0		-0.010170937	FGA	2037-10-01	-0.014404404	-0.0059075234	-0.012688446	-0.0073746685	-0.011560559	-0.008705616	0.0035284954804181146
tropics	12	2037-01-26	2037-04	7.0	2037-02-01	1.0	6.930162922461028	1.0	60.0	60.0	60.0		-0.009809732	FGA	2037-10-01	-0.013926184	-0.0057013026	-0.012331677	-0.007021427	-0.011103272	-0.008408666	0.003806007972046395
tropics	12	2037-02-02	2037-05	7.0	2037-02-08	1.0	7.055131120858621	1.0	55.0	55.0	55.0		-0.009379625	FGA	2037-10-01	-0.013356745	-0.005643949	-0.011800861	-0.006682349	-0.010637164	-0.008010149	0.003050571712804177
tropics	12	2037-02-09	2037-06	10.0	2037-02-15	1.0	9.963414388424843	1.0	50.0	50.0	50.0		-0.0088483095	FGA	2037-10-01	-0.012712419	-0.00525161	-0.011180257	-0.006437732	-0.010133505	-0.0075241327	0.004767430472046459
tropics	13	2037-08-17	2037-33	7.0	2037-08-23	0.6363636363636364	6.9978632281417905	0.5509502307855344	92.0	58.54545454545455	50.687421232269166		0.04120624	FGA	2037-10-01	0.029135073	0.053427387	0.03267906	0.049432296	0.03662783	0.045989156	
tropics	13	2037-08-24	2037-34	16.0	2037-08-30	0.7272727272727273	16.026019449001744	0.6230585941419756	110.0	80.0	68.53644535561732		0.0410614	FGA	2037-10-01	0.028952211	0.05368611	0.032574177	0.050079346	0.036585093	0.04602313	0.0020368678400403267
tropics	13	2037-08-31	2037-35	23.0	2037-09-06	0.7666666666666667	22.936248380870072	0.7003502015370909	132.0	101.2	92.446226602896	0.042751641241154256	0.04114461	FGA	2037-10-01	0.028324718	0.053342823	0.03238835	0.05026126	0.036397696	0.046191573	0.001607031241154258
tropics	13	2037-09-07	2037-36	15.0	2037-09-13	0.75	15.076418948249406	0.7830909206608487	154.0	115.5	120.59600178177071	0.03797414136662728	0.04099369	FGA	2037-10-01	0.028100932	0.053478424	0.032137297	0.050546028	0.036253333	0.046561837	0.0030195486333727192
tropics	13	2037-09-14	2037-37	27.0	2037-09-20	0.7941176470588235	26.954865633191243	0.871447190112493	180.0	142.94117647058823	156.86049422024874	0.03755867249527066	0.040971994	FGA	2037-10-01	0.027366519	0.054253083	0.031545162	0.05074234	0.03610885	0.04670155	0.0034133215047293386
tropics	13	2037-09-21	2037-38	25.0	2037-09-27	0.8620689655172413	25.01048525636607	0.965574682747858	211.0	181.8965517241379	203.73625805979802	0.03735278089319749	0.04109645	FGA	2037-10-01	0.024773432	0.054780282	0.030551815	0.050921965	0.035969853	0.046938658	0.0037436691068025094
