country	variant	week_start	year_week	sequences	date	variant_frequency	smoothed_sequences	variant_frequency_smoothed	cases	variant_incidence	variant_incidence_smoothed	growth_rate_r_data	median_r	model	analysis_date	r_lower_95	r_upper_95	r_lower_80	r_upper_80	r_lower_50	r_upper_50	abs_error
south	22	2048-09-28	2048-39	25.0	2048-10-04	0.30864197530864196	24.999203207735878	0.33227013151122425	547	168.82716049382717	181.75176193663967		0.032109022	FGA	2049-10-01	0.0239246	0.041077696	0.026182652	0.037943505	0.028883457	0.035247207	
south	22	2048-10-05	2048-40	31.0	2048-10-11	0.36904761904761907	31.013024784013908	0.3026554538579175	538	198.54761904761907	162.8286341755596		-0.053596735	FGA	2049-10-01	-0.06245626	-0.044149455	-0.05989194	-0.047236156	-0.05700171	-0.050487638	0.03789052257830386
south	22	2048-10-12	2048-41	26.0	2048-10-18	0.3023255813953488	25.938831419805524	0.2744307734370619	518	156.6046511627907	142.15514064039806	-0.019397046109492017	-0.04749942	FGA	2049-10-01	-0.05643512	-0.038484678	-0.053810738	-0.04100838	-0.050880313	-0.044470787	0.028102373890507983
south	22	2048-10-19	2048-42	21.0	2048-10-25	0.25925925925925924	21.147134824423738	0.2476327329917761	479	124.18518518518518	118.61607910306076	-0.025860992762304517	-0.047958374	FGA	2049-10-01	-0.056563176	-0.038926862	-0.053790998	-0.04172344	-0.051199317	-0.044950366	0.02209738123769548
south	22	2048-10-26	2048-43	19.0	2048-11-01	0.2375	18.784181973752215	0.2219840870625397	440	104.5	97.67299830751746	-0.02775241489488765	-0.048648596	FGA	2049-10-01	-0.056975294	-0.03965542	-0.054116964	-0.042474415	-0.051490307	-0.045454502	0.020896181105112353
south	22	2048-11-02	2048-44	11.0	2048-11-08	0.21568627450980393	11.18569428620663	0.1970002138185049	393	84.76470588235294	77.42108403067243	-0.03319514290531535	-0.04905486	FGA	2049-10-01	-0.057424426	-0.040367145	-0.054723166	-0.0432209	-0.052073658	-0.045910597	0.01585971709468465
south	22	2048-11-09	2048-45	10.0	2048-11-15	0.18181818181818182	10.038620998237683	0.17381472003764653	345	62.72727272727273	59.966078412988054	-0.03649715777645441	-0.049459696	FGA	2049-10-01	-0.057469014	-0.040993217	-0.055216074	-0.04369295	-0.052382946	-0.04645461	0.012962538223545587
south	23	2048-09-28	2048-39	16.0	2048-10-04	0.19753086419753085	15.992351257160808	0.15534509741475044	547	108.04938271604938	84.97376828586849		0.057724237	FGA	2049-10-01	0.050990093	0.065991804	0.053266145	0.06250529	0.055179358	0.060089946	
south	23	2048-10-05	2048-40	10.0	2048-10-11	0.11904761904761904	10.04088180238028	0.15342004880711788	538	64.04761904761905	82.53998625822942		-0.0254457	FGA	2049-10-01	-0.03233806	-0.01793772	-0.030122805	-0.020606326	-0.027872443	-0.02314794	0.02129430819697558
south	23	2048-10-12	2048-41	16.0	2048-10-18	0.18604651162790697	15.897886321562831	0.1512582212660589	518	96.37209302325581	78.35175861581851	-0.007439206235579857	-0.019757032	FGA	2049-10-01	-0.026581919	-0.012889537	-0.02421851	-0.015253736	-0.022150517	-0.017548382	0.012317825764420143
south	23	2048-10-19	2048-42	15.0	2048-10-25	0.18518518518518517	15.17014717394678	0.1488747307810142	479	88.7037037037037	71.3109960441058	-0.013451125206066854	-0.020051718	FGA	2049-10-01	-0.027112758	-0.013295964	-0.024404287	-0.015762975	-0.02233386	-0.017721713	0.0066005927939331455
south	23	2048-10-26	2048-43	12.0	2048-11-01	0.15	11.779741568772197	0.14608566090061093	440	66.0	64.27769079626881	-0.014833988808980157	-0.020652294	FGA	2049-10-01	-0.027437424	-0.014297047	-0.024590373	-0.016690351	-0.022707641	-0.018445313	0.005818305191019845
south	23	2048-11-02	2048-44	2.0	2048-11-08	0.0392156862745098	2.2168861520035863	0.14248575141185454	393	15.411764705882353	55.99690030485883		-0.021085024	FGA	2049-10-01	-0.02727558	-0.01539449	-0.024956513	-0.017465258	-0.023087502	-0.019061804	0.0013826984886285733
south	24	2048-09-28	2048-39	34.0	2048-10-04	0.41975308641975306	33.999735293978745	0.4472770997832765	547	229.60493827160494	244.66057358145224		0.06534338	FGA	2049-10-01	0.058487665	0.07348249	0.060780764	0.07067108	0.06292009	0.06792331	
south	24	2048-10-05	2048-40	40.0	2048-10-11	0.47619047619047616	40.001863798127076	0.4826096190389685	538	256.1904761904762	259.64397504296505		-0.017215252	FGA	2049-10-01	-0.024273884	-0.009994743	-0.021827172	-0.012469293	-0.01978898	-0.015069246	0.025706613407831147
south	24	2048-10-12	2048-41	40.0	2048-10-18	0.46511627906976744	39.99404120207185	0.5166967399203046	518	240.93023255813952	267.6489112787178	0.004337817607555726	-0.011804581	FGA	2049-10-01	-0.018549776	-0.0044398643	-0.016180087	-0.0073182103	-0.014091492	-0.009487748	0.016142398607555727
south	24	2048-10-19	2048-42	40.0	2048-10-25	0.49382716049382713	40.01135386626592	0.549478277665886	479	236.5432098765432	263.20009500195937	-0.0023945041035972536	-0.012028217	FGA	2049-10-01	-0.019164836	-0.005308436	-0.016295623	-0.007960083	-0.014249682	-0.009826779	0.009633712896402746
south	24	2048-10-26	2048-43	43.0	2048-11-01	0.5375	42.98621139570692	0.580111710431402	440	236.5	255.24915258981687	-0.00438206046912702	-0.01257515	FGA	2049-10-01	-0.019221246	-0.0063219895	-0.016532373	-0.008652163	-0.014641881	-0.010430694	0.00819308953087298
south	24	2048-11-02	2048-44	36.0	2048-11-08	0.7058823529411765	36.00943988333735	0.6065921129305546	393	277.4117647058824	238.39070038170794	-0.00976131587893533	-0.0131287575	FGA	2049-10-01	-0.019196987	-0.0072108135	-0.016826915	-0.00952225	-0.014940262	-0.011077046	0.003367441621064669
south	24	2048-11-09	2048-45	36.0	2048-11-15	0.6545454545454545	36.00035950390453	0.6315678997605759	345	225.8181818181818	217.8909254173987	-0.012845190072882444	-0.013515949	FGA	2049-10-01	-0.019523788	-0.00835986	-0.017040968	-0.010223247	-0.0153490305	-0.0116734505	0.0006707589271175551
south	24	2048-11-16	2048-46	34.0	2048-11-22	0.7083333333333334	33.991653357114934	0.6550618148273777	302	213.91666666666669	197.82866807786806	-0.013799036013837427	-0.013978481	FGA	2049-10-01	-0.019848049	-0.009079718	-0.0175622	-0.010754062	-0.015612125	-0.012279868	0.00017944498616257257
south	24	2048-11-23	2048-47	21.0	2048-11-29	0.7777777777777778	21.00681062732238	0.6770752698097529	258	200.66666666666666	174.68541961091623	-0.01777351275469563	-0.014393806	FGA	2049-10-01	-0.019337058	-0.009837113	-0.017659377	-0.011387778	-0.015900731	-0.012861967	0.0033797067546956303
south	24	2048-11-30	2048-48	21.0	2048-12-06	0.65625	21.005415731829817	0.6976096083676959	218	143.0625	152.0788946241577	-0.019798189186387205	-0.014776945	FGA	2049-10-01	-0.01912843	-0.010069692	-0.017562008	-0.011816121	-0.016234279	-0.013290405	0.005021244186387205
south	24	2048-12-07	2048-49	24.0	2048-12-13	0.8275862068965517	23.977412741513515	0.7166661067191956	184	152.27586206896552	131.866563636332	-0.020372700001663673	-0.014940977	FGA	2049-10-01	-0.018821036	-0.010653912	-0.017596055	-0.012040091	-0.016352773	-0.013509631	0.005431723001663674
south	24	2048-12-14	2048-50	19.0	2048-12-20	0.7037037037037037	19.037709096594018	0.7342459742087175	153	107.66666666666667	112.33963405393378	-0.022894828592271464	-0.015119791	FGA	2049-10-01	-0.01898576	-0.011051869	-0.01746602	-0.012276936	-0.016461492	-0.013507247	0.007775037592271463
south	24	2048-12-21	2048-51	25.0	2048-12-27	0.8620689655172413	24.95340322151733	0.7503503538675366	128	110.34482758620689	96.04484529504468	-0.022387358389931604	-0.015087366	FGA	2049-10-01	-0.018943703	-0.011165368	-0.017329503	-0.012214375	-0.016439557	-0.013452888	0.007299992389931604
south	24	2048-12-28	2048-52	13.0	2049-01-03	0.8125	13.048754957648297	0.764980322966082	107	86.9375	81.85289455737077	-0.02284165050287625	-0.014841318	FGA	2049-10-01	-0.01847899	-0.010911738	-0.017210532	-0.012120534	-0.016182184	-0.013141036	0.00800033250287625
south	24	2049-01-04	2049-01	16.0	2049-01-10	0.8421052631578947	15.952796368256642	0.7781368935584505	90	75.78947368421052	70.03232042026055	-0.02228097308339321	-0.014430046	FGA	2049-10-01	-0.01817453	-0.01047625	-0.016792774	-0.011703396	-0.015668273	-0.012923002	0.007850927083393211
south	24	2049-01-11	2049-02	10.0	2049-01-17	0.7692307692307693	10.045799108981612	0.7898210130192413	77	59.23076923076923	60.816218002481584	-0.020157194130643447	-0.013715744	FGA	2049-10-01	-0.017637324	-0.009801315	-0.01608262	-0.011024237	-0.015040517	-0.012255192	0.006441450130643447
