country	variant	week_start	year_week	sequences	date	variant_frequency	smoothed_sequences	variant_frequency_smoothed	cases	variant_incidence	variant_incidence_smoothed	growth_rate_r_data	median_r	model	analysis_date	r_lower_95	r_upper_95	r_lower_80	r_upper_80	r_lower_50	r_upper_50	abs_error
south	15	2041-07-01	2041-26	12.0	2041-07-07	1.0	11.901679250914407	0.9980496914433515	54	54.0	53.89468333794098		0.036353946	FGA	2041-10-01	0.030412024	0.042432122	0.031931233	0.04032807	0.033866346	0.038534343	
south	15	2041-07-08	2041-27	16.0	2041-07-14	1.0	16.065958893962605	0.9979593017008387	72	72.0	71.85306972246039		0.03601396	FGA	2041-10-01	0.030055959	0.042504	0.031587146	0.04007616	0.03347695	0.03828454	0.005070540282215777
south	15	2041-07-15	2041-28	16.0	2041-07-21	1.0	15.917782509984441	0.9978957652795374	95	95.0	94.80009770155606	0.03959244345894205	0.035470486	FGA	2041-10-01	0.029241305	0.042435396	0.03110776	0.03969879	0.03302896	0.0379225	0.004121957458942047
south	15	2041-07-22	2041-29	19.0	2041-07-28	1.0	19.1252889349905	0.9978613024606073	125	125.0	124.73266280757592	0.03920032994509854	0.0349288	FGA	2041-10-01	0.02800007	0.04259121	0.03045001	0.039494086	0.032265544	0.037297726	0.004271529945098537
south	15	2041-07-29	2041-30	31.0	2041-08-04	0.96875	30.84565996376286	0.9978581335252082	165	159.84375	164.64659203165937	0.03966122298084545	0.034146547	FGA	2041-10-01	0.026871467	0.041950252	0.029245805	0.039061736	0.031370282	0.03649211	0.00551467598084545
south	15	2041-08-05	2041-31	21.0	2041-08-11	1.0	21.143777555981664	0.9978884787544996	214	214.0	213.54813445346292	0.03715156443187365	0.032756805	FGA	2041-10-01	0.025065111	0.0413129	0.027424192	0.03865361	0.029968023	0.035457015	0.004394759431873653
south	15	2041-08-12	2041-32	32.0	2041-08-18	1.0	31.879592741113733	0.9979545584296413	264	264.0	263.4600034254253	0.030005615061581663	0.031147718	FGA	2041-10-01	0.022278534	0.040221635	0.02538228	0.03751445	0.028178573	0.034096003	0.0011421029384183386
south	15	2041-08-19	2041-33	52.0	2041-08-25	1.0	52.13396743639679	0.9980585928317929	322	322.0	321.3748668918373	0.028386669228468824	0.028915167	FGA	2041-10-01	0.018591523	0.039566576	0.022429276	0.03587942	0.02532649	0.032758832	0.000528497771531175
south	15	2041-08-26	2041-34	64.0	2041-09-01	1.0	63.79493235891969	0.998202802242114	380	380.0	379.31706485200334	0.023680598094636376	0.026414633	FGA	2041-10-01	0.0133665325	0.03844428	0.018651675	0.034570836	0.022087455	0.030725837	0.002734034905363624
south	15	2041-09-02	2041-35	53.0	2041-09-08	1.0	53.28769113981879	0.9983894069417645	440	440.0	439.29133905437635	0.020970056769949657	0.023730993	FGA	2041-10-01	0.0072023035	0.039699882	0.01385541	0.03405094	0.018388152	0.028843403	0.002760936230050342
south	15	2041-09-09	2041-36	70.0	2041-09-15	1.0	69.72702332298692	0.9986206272119039	491	491.0	490.32272796104485	0.015700138191612645	0.021338701	FGA	2041-10-01	0.00067241193	0.04106199	0.008886814	0.033667803	0.014454365	0.027263165	0.005638562808387357
south	15	2041-09-16	2041-37	85.0	2041-09-22	1.0	85.14433873117017	0.9988986833336919	534	534.0	533.4118969001914	0.012032873229001848	0.018634558	FGA	2041-10-01	-0.006127011	0.044978607	0.0035366537	0.034176443	0.009853244	0.026805162	0.006601684770998151
south	15	2041-09-23	2041-38	76.0	2041-09-29	1.0	75.96834116838794	0.9992257955882883	554	554.0	553.5710907559117	0.005299466726500819	0.017172575	FGA	2041-10-01	-0.01612016	0.05058373	-0.0033512588	0.038347196	0.005175829	0.027262807	0.01187310827349918
