country	variant	week_start	year_week	sequences	date	variant_frequency	smoothed_sequences	variant_frequency_smoothed	cases	variant_incidence	variant_incidence_smoothed	growth_rate_r_data	median_r	model	analysis_date	r_lower_95	r_upper_95	r_lower_80	r_upper_80	r_lower_50	r_upper_50	abs_error
south	12	2036-10-06	2036-40	28.0	2036-10-12	1.0	27.994817191795644	0.9387096602323656	173.0	173.0	162.39677122019924		-0.024541855	FGA	2037-10-01	-0.036249306	-0.0133109195	-0.031956386	-0.017342474	-0.028588891	-0.02076435	
south	12	2036-10-13	2036-41	25.0	2036-10-19	1.0	25.013896813985838	0.9635539154538018	169.0	169.0	162.8406117116925		-0.01844287	FGA	2037-10-01	-0.029476548	-0.008045169	-0.025924493	-0.011057664	-0.021898389	-0.014641762	0.018832774895236905
south	12	2036-10-20	2036-42	25.0	2036-10-26	1.0	24.975684699410053	0.984878085367331	155.0	155.0	152.6561032319363	-0.00922631141419166	-0.01912117	FGA	2037-10-01	-0.030926097	-0.008701251	-0.026765728	-0.012392236	-0.022980213	-0.015391827	0.00989485858580834
south	12	2036-10-27	2036-43	21.0	2036-11-02	1.0	21.032452709870395	0.9998726884550192	143.0	143.0	142.98179444906773	-0.009352912805443989	-0.020215511	FGA	2037-10-01	-0.03134785	-0.010479842	-0.027211905	-0.013894416	-0.023754478	-0.016547084	0.01086259819455601
south	12	2036-11-03	2036-44	23.0	2036-11-09	1.0	22.964869307510845	0.9995674297295135	129.0	129.0	128.94419843510724	-0.014762510014921	-0.020953178	FGA	2037-10-01	-0.03048446	-0.01254499	-0.027330017	-0.015222124	-0.024623752	-0.017847419	0.006190667985079
south	12	2036-11-10	2036-45	13.0	2036-11-16	1.0	13.03117950691294	0.9993347028075836	113.0	113.0	112.92482141725695	-0.01895106291344817	-0.02182436	FGA	2037-10-01	-0.031158613	-0.014128656	-0.02766509	-0.016563084	-0.025036573	-0.019039989	0.002873297086551832
south	12	2036-11-17	2036-46	11.0	2036-11-23	1.0	10.97696729593569	0.9991653720285281	98.0	98.0	97.91820645879575	-0.020369971129755422	-0.02272892	FGA	2037-10-01	-0.031425737	-0.015327285	-0.028052425	-0.017626476	-0.025645375	-0.019937873	0.0023589488702445774
south	12	2036-11-24	2036-47	9.0	2036-11-30	1.0	9.01395485596901	0.9990518666031462	83.0	83.0	82.92130492806113		-0.023308516	FGA	2037-10-01	-0.031357385	-0.016505098	-0.02841053	-0.018598318	-0.026034236	-0.020822883	0.0004401236523269847
south	12	2036-12-01	2036-48	10.0	2036-12-07	1.0	9.996646646334291	0.9989878335813741	71.0	71.0	70.92813618427756		-0.024024248	FGA	2037-10-01	-0.03148824	-0.01669384	-0.028968954	-0.01890011	-0.026445985	-0.021504402	0.0017064156284837644
south	12	2036-12-08	2036-49	8.0	2036-12-14	1.0	7.984204542952352	0.9989678717735364	61.0	61.0	60.93704017818572		-0.02441907	FGA	2037-10-01	-0.03153118	-0.016948307	-0.029117012	-0.019461896	-0.026687503	-0.021916628	0.0027296421284816845
south	12	2036-12-15	2036-50	5.0	2036-12-21	1.0	5.068706409790153	0.9989873238214598	51.0	51.0	50.94835351489445		-0.024511337	FGA	2037-10-01	-0.031713456	-0.016710894	-0.029297257	-0.019457554	-0.027045846	-0.022118926	0.0010642000704129337
south	12	2037-05-18	2037-20	10.0	2037-05-24	0.5555555555555556	10.033635620402022	0.5255499774770671	102.0	56.66666666666667	53.60609770266085	0.00033019728099180736	0.037525058	FGA	2037-10-01	0.02849629	0.045539226	0.032024004	0.042843007	0.03478825	0.040197015	0.03719486071900819
