date	country	variant	sequences
2045-10-01	north	22	5
2045-10-01	south	20	2
2045-10-01	south	22	37
2045-10-01	tropics	20	4
2045-10-01	tropics	22	2
2045-10-08	north	20	1
2045-10-08	north	22	32
2045-10-08	south	20	1
2045-10-08	south	22	2
2045-10-08	tropics	20	5
2045-10-08	tropics	22	3
2045-10-15	north	20	1
2045-10-15	north	22	2
2045-10-15	south	22	3
2045-10-15	tropics	20	13
2045-10-15	tropics	22	3
2045-10-22	north	20	4
2045-10-22	south	20	2
2045-10-22	south	22	4
2045-10-22	tropics	20	2
2045-10-22	tropics	22	2
2045-10-29	north	20	3
2045-10-29	north	22	3
2045-10-29	south	20	20
2045-10-29	tropics	20	5
2045-10-29	tropics	22	1
2045-11-05	north	20	2
2045-11-05	north	22	51
2045-11-05	south	22	1
2045-11-05	tropics	20	6
2045-11-05	tropics	22	5
2045-11-12	north	20	3
2045-11-12	north	22	11
2045-11-12	tropics	20	5
2045-11-12	tropics	22	3
2045-11-19	north	20	14
2045-11-19	north	22	9
2045-11-19	south	22	1
2045-11-19	tropics	20	1
2045-11-19	tropics	22	4
2045-11-26	north	20	4
2045-11-26	north	22	6
2045-11-26	south	20	1
2045-11-26	south	22	8
2045-11-26	tropics	22	1
2045-12-03	north	20	5
2045-12-03	north	22	18
2045-12-03	south	22	2
2045-12-03	tropics	20	5
2045-12-03	tropics	22	1
2045-12-10	north	22	15
2045-12-10	south	22	7
2045-12-10	tropics	20	2
2045-12-10	tropics	22	4
2045-12-17	north	20	7
2045-12-17	north	22	20
2045-12-17	south	20	1
2045-12-17	south	22	2
2045-12-17	tropics	22	3
2045-12-24	north	20	8
2045-12-24	north	22	16
2045-12-24	south	22	2
2045-12-24	tropics	22	6
2045-12-31	north	20	11
2045-12-31	north	22	11
2045-12-31	tropics	22	1
2046-01-07	north	20	7
2046-01-07	north	22	12
2046-01-07	tropics	20	1
2046-01-14	north	20	6
2046-01-14	north	22	10
2046-01-14	tropics	22	3
2046-01-21	north	20	5
2046-01-21	north	22	4
2046-01-21	tropics	22	1
2046-01-28	north	20	3
2046-01-28	tropics	20	2
2046-01-28	tropics	22	1
2046-02-04	north	20	3
2046-02-04	north	22	4
2046-02-11	north	20	2
2046-02-11	north	22	1
2046-02-11	south	20	1
2046-02-11	tropics	20	1
2046-02-11	tropics	22	3
2046-02-18	north	20	1
2046-02-18	north	22	1
2046-02-18	tropics	20	1
2046-02-18	tropics	22	1
2046-02-25	north	20	1
2046-02-25	north	22	1
2046-02-25	tropics	22	2
2046-03-04	north	22	1
2046-03-11	tropics	22	3
2046-04-01	south	22	1
2046-04-08	south	20	87
2046-04-08	tropics	20	1
2046-04-29	north	21	19
2046-04-29	south	21	1144
2046-04-29	tropics	21	515
2046-05-13	south	20	1
2046-05-13	tropics	20	1
2046-05-13	tropics	22	1
2046-06-10	south	20	2
2046-06-17	north	22	5
2046-06-17	south	22	409
2046-06-17	tropics	22	85
2046-06-24	south	20	5
2046-07-01	south	20	39
2046-07-01	tropics	20	1
2046-07-22	south	22	1
2046-07-29	south	22	4
2046-08-12	south	9	17
2046-08-12	south	22	9
2046-08-12	tropics	9	1
2046-08-19	south	20	2
2046-08-26	south	22	2
2046-09-02	south	9	2
2046-09-02	south	20	2
2046-09-02	south	21	33
2046-09-02	tropics	21	17
2046-09-09	south	9	12
2046-09-09	south	20	4
2046-09-09	south	21	1
2046-09-09	south	22	13
2046-09-09	tropics	9	2
2046-09-16	north	22	3
2046-09-16	south	20	2
2046-09-16	south	22	83
2046-09-16	tropics	22	170
2046-09-23	south	20	2
2046-09-23	south	22	2
2046-09-30	south	9	1
2046-09-30	south	20	1
2046-09-30	south	21	12
