pivot_date	model	location	inference_method	iterations	learning_rate	num_samples	num_iterations	initial_loss	final_loss	min_loss	total_improvement	converged	relative_change	threshold	window	final_iteration
2026-04-01	FGA	north	InferFullRank	50000		500	50000	6497739.0	919.10498046875		6496820.0	True	0.006883732974529266	0.01	100	50000
2027-04-01	FGA	north	InferFullRank	50000		500	50000	161119.875	583.3784790039062		160536.5	True	0.007701721508055925	0.01	100	50000
2027-10-01	FGA	north	InferFullRank	50000		500	50000	9962116.0				False		0.01	100	50000
2029-10-01	FGA	north	InferFullRank	50000		500	50000	45213960.0	1280.941162109375		45212680.0	True	0.0013982492964714766	0.01	100	50000
2030-04-01	FGA	north	InferFullRank	50000		500	50000	5425584.0	1331.1962890625		5424253.0	True	0.0023005239199846983	0.01	100	50000
2030-10-01	FGA	north	InferFullRank	50000		500	50000	180184416.0				False		0.01	100	50000
2031-04-01	FGA	north	InferFullRank	50000		500	50000	1194203.125				False		0.01	100	50000
2031-10-01	FGA	north	InferFullRank	50000		500	50000	36809.875	637.8319091796875		36172.04296875	True	0.013983041048049927	0.01	100	50000
2032-04-01	FGA	north	InferFullRank	50000		500	50000	400040.40625				False		0.01	100	50000
2032-10-01	FGA	north	InferFullRank	50000		500	50000	115150864.0	1259.7701416015625		115149608.0	True	0.002437639283016324	0.01	100	50000
2033-04-01	FGA	north	InferFullRank	50000		500	50000	248607.734375	1128.781982421875	1120.50634765625	247478.953125	True	0.004163698293268681	0.01	100	50000
2034-04-01	FGA	north	InferFullRank	50000		500	50000	4523903.5				False		0.01	100	50000
2034-10-01	FGA	north	InferFullRank	50000		500	50000	3664711.0				False		0.01	100	50000
2035-04-01	FGA	north	InferFullRank	50000		500	50000	204852448.0				False		0.01	100	50000
2035-10-01	FGA	north	InferFullRank	50000		500	50000	6366061.5				False		0.01	100	50000
2036-04-01	FGA	north	InferFullRank	50000		500	50000	17317520.0	667.8851318359375		17316852.0	True	0.012607612647116184	0.01	100	50000
2036-10-01	FGA	north	InferFullRank	50000		500	50000	1543586.25	1529.8544921875		1542056.375	True	0.0018187317764386535	0.01	100	50000
2037-04-01	FGA	north	InferFullRank	50000		500	50000	309592000.0				False		0.01	100	50000
2037-10-01	FGA	north	InferFullRank	50000		500	50000	4332704.0				False		0.01	100	50000
2038-04-01	FGA	north	InferFullRank	50000		500	50000	16320890.0	1336.66943359375		16319553.0	True	0.006016439758241177	0.01	100	50000
2038-10-01	FGA	north	InferFullRank	50000		500	50000	165434.796875	663.4410400390625		164771.359375	True	0.12645258009433746	0.01	100	50000
2039-04-01	FGA	north	InferFullRank	50000		500	50000	20086408.0				False		0.01	100	50000
2039-10-01	FGA	north	InferFullRank	50000		500	50000	2244212.25				False		0.01	100	50000
2040-04-01	FGA	north	InferFullRank	50000		500	50000	15658238.0				False		0.01	100	50000
2040-10-01	FGA	north	InferFullRank	50000		500	50000	147659424.0				False		0.01	100	50000
2044-04-01	FGA	north	InferFullRank	50000		500	50000	71614096.0	596.0355224609375		71613496.0	True	0.016317108646035194	0.01	100	50000
2044-10-01	FGA	north	InferFullRank	50000		500	50000	67029584.0				False		0.01	100	50000
2045-04-01	FGA	north	InferFullRank	50000		500	50000	153223616.0				False		0.01	100	50000
2045-10-01	FGA	north	InferFullRank	50000		500	50000	118262640.0				False		0.01	100	50000
2046-04-01	FGA	north	InferFullRank	50000		500	50000	18565274.0				False		0.01	100	50000
2046-10-01	FGA	north	InferFullRank	50000		500	50000	10065698.0				False		0.01	100	50000
2047-04-01	FGA	north	InferFullRank	50000		500	50000	578011.25				False		0.01	100	50000
2047-10-01	FGA	north	InferFullRank	50000		500	50000	5626857.0	661.7860107421875		5626195.0	True	0.026222148910164833	0.01	100	50000
2048-04-01	FGA	north	InferFullRank	50000		500	50000	11089796.0				False		0.01	100	50000
2050-10-01	FGA	north	InferFullRank	50000		500	50000	17630692.0	653.4439697265625		17630038.0	True	0.02344902791082859	0.01	100	50000
2051-04-01	FGA	north	InferFullRank	50000		500	50000	3650947.0				False		0.01	100	50000
2051-10-01	FGA	north	InferFullRank	50000		500	50000	1049608.75				False		0.01	100	50000
2052-04-01	FGA	north	InferFullRank	50000		500	50000	2322747.25	648.0474853515625		2322099.25	True	0.01726413331925869	0.01	100	50000
2053-04-01	FGA	north	InferFullRank	50000		500	50000	166016992.0				False		0.01	100	50000
2053-10-01	FGA	north	InferFullRank	50000		500	50000	126417968.0				False		0.01	100	50000
2054-04-01	FGA	north	InferFullRank	50000		500	50000	21412048.0				False		0.01	100	50000
2026-10-01	FGA	south	InferFullRank	50000		500	50000	805668.4375				False		0.01	100	50000
2027-04-01	FGA	south	InferFullRank	50000		500	50000	1267876.5	641.479248046875		1267235.0	True	0.012568962760269642	0.01	100	50000
2027-10-01	FGA	south	InferFullRank	50000		500	50000	6785316.0				False		0.01	100	50000
2029-10-01	FGA	south	InferFullRank	50000		500	50000	9109862.0	1431.131591796875		9108431.0	True	0.021469376981258392	0.01	100	50000
2030-04-01	FGA	south	InferFullRank	50000		500	50000	1586688.75	1359.6519775390625		1585329.125	True	0.0015002235304564238	0.01	100	50000
2030-10-01	FGA	south	InferFullRank	50000		500	50000	15596164.0				False		0.01	100	50000
2031-04-01	FGA	south	InferFullRank	50000		500	50000	1125912.375	710.3212890625		1125202.0	True	0.031607888638973236	0.01	100	50000
2031-10-01	FGA	south	InferFullRank	50000		500	50000	2628529.0				False		0.01	100	50000
2032-04-01	FGA	south	InferFullRank	50000		500	50000	36848.28125	753.4612426757812	638.9415893554688	36094.8203125	True	0.1359696090221405	0.01	100	50000
2032-10-01	FGA	south	InferFullRank	50000		500	50000	33420.890625				False		0.01	100	50000
2033-04-01	FGA	south	InferFullRank	50000		500	50000	79385520.0				False		0.01	100	50000
