date	country	cases
2030-10-07	north	2
2030-10-07	south	3
2030-10-07	tropics	17
2030-10-14	north	2
2030-10-14	south	3
2030-10-14	tropics	16
2030-10-21	north	2
2030-10-21	south	2
2030-10-21	tropics	16
2030-10-28	north	3
2030-10-28	south	2
2030-10-28	tropics	16
2030-11-04	north	3
2030-11-04	south	1
2030-11-04	tropics	17
2030-11-11	north	3
2030-11-11	south	1
2030-11-11	tropics	18
2030-11-18	north	4
2030-11-18	south	1
2030-11-18	tropics	20
2030-11-25	north	5
2030-11-25	south	0
2030-11-25	tropics	22
2030-12-02	north	7
2030-12-02	south	0
2030-12-02	tropics	25
2030-12-09	north	9
2030-12-09	south	0
2030-12-09	tropics	29
2030-12-16	north	13
2030-12-16	south	0
2030-12-16	tropics	34
2030-12-23	north	19
2030-12-23	south	0
2030-12-23	tropics	41
2030-12-30	north	27
2030-12-30	south	0
2030-12-30	tropics	48
2031-01-06	north	39
2031-01-06	south	0
2031-01-06	tropics	56
2031-01-13	north	58
2031-01-13	south	0
2031-01-13	tropics	71
2031-01-20	north	88
2031-01-20	south	0
2031-01-20	tropics	84
2031-01-27	north	137
2031-01-27	south	0
2031-01-27	tropics	99
2031-02-03	north	210
2031-02-03	south	1
2031-02-03	tropics	117
2031-02-10	north	319
2031-02-10	south	1
2031-02-10	tropics	140
2031-02-17	north	483
2031-02-17	south	2
2031-02-17	tropics	167
2031-02-24	north	716
2031-02-24	south	3
2031-02-24	tropics	200
2031-03-03	north	1012
2031-03-03	south	4
2031-03-03	tropics	236
2031-03-10	north	1379
2031-03-10	south	7
2031-03-10	tropics	276
2031-03-17	north	1790
2031-03-17	south	11
2031-03-17	tropics	327
2031-03-24	north	2173
2031-03-24	south	16
2031-03-24	tropics	380
2031-03-31	north	2464
2031-03-31	south	24
2031-03-31	tropics	439
2031-04-07	north	2598
2031-04-07	south	36
2031-04-07	tropics	506
2031-04-14	north	2555
2031-04-14	south	52
2031-04-14	tropics	582
2031-04-21	north	2343
2031-04-21	south	74
2031-04-21	tropics	658
2031-04-28	north	2030
2031-04-28	south	105
2031-04-28	tropics	731
2031-05-05	north	1677
2031-05-05	south	151
2031-05-05	tropics	806
2031-05-12	north	1330
2031-05-12	south	220
2031-05-12	tropics	872
2031-05-19	north	1020
2031-05-19	south	324
2031-05-19	tropics	929
2031-05-26	north	762
2031-05-26	south	472
2031-05-26	tropics	981
2031-06-02	north	557
2031-06-02	south	688
2031-06-02	tropics	1006
2031-06-09	north	398
2031-06-09	south	1016
2031-06-09	tropics	1013
2031-06-16	north	283
2031-06-16	south	1471
2031-06-16	tropics	1003
2031-06-23	north	204
2031-06-23	south	2038
2031-06-23	tropics	986
2031-06-30	north	145
2031-06-30	south	2714
2031-06-30	tropics	950
2031-07-07	north	107
2031-07-07	south	3395
2031-07-07	tropics	907
2031-07-14	north	79
2031-07-14	south	3920
2031-07-14	tropics	844
2031-07-21	north	60
2031-07-21	south	4148
2031-07-21	tropics	778
2031-07-28	north	48
2031-07-28	south	4005
2031-07-28	tropics	718
2031-08-04	north	39
2031-08-04	south	3564
2031-08-04	tropics	648
2031-08-11	north	32
2031-08-11	south	2952
2031-08-11	tropics	581
2031-08-18	north	27
2031-08-18	south	2307
2031-08-18	tropics	517
2031-08-25	north	22
2031-08-25	south	1726
2031-08-25	tropics	458
2031-09-01	north	19
2031-09-01	south	1241
2031-09-01	tropics	395
2031-09-08	north	16
2031-09-08	south	866
2031-09-08	tropics	338
2031-09-15	north	14
2031-09-15	south	593
2031-09-15	tropics	294
2031-09-22	north	12
2031-09-22	south	398
2031-09-22	tropics	255
2031-09-29	north	10
2031-09-29	south	262
2031-09-29	tropics	217
