date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model	analysis_date
2047-04-05	north	24	0.17586404	0.2731429	0.112741545	0.22852464	0.12928134	0.20221132	0.14854681	FGA	2048-04-01
2047-04-06	north	24	0.17586887	0.2731273	0.11276353	0.22849831	0.12931766	0.20219496	0.14850801	FGA	2048-04-01
2047-04-07	north	24	0.17587355	0.27311403	0.11278317	0.22847256	0.12934983	0.20217969	0.14847128	FGA	2048-04-01
2047-04-08	north	24	0.17587802	0.2731029	0.11280041	0.22844927	0.1293779	0.2021882	0.1484364	FGA	2048-04-01
2047-04-09	north	24	0.17588237	0.273094	0.11281543	0.22842844	0.12940204	0.2022157	0.14840344	FGA	2048-04-01
2047-04-10	north	24	0.17588642	0.27308708	0.11282823	0.2284098	0.12942237	0.20224062	0.14837223	FGA	2048-04-01
2047-04-11	north	24	0.17589033	0.2730821	0.112838894	0.22839338	0.12943937	0.20226318	0.14834279	FGA	2048-04-01
2047-04-12	north	24	0.1758941	0.2730792	0.11284759	0.22837913	0.1294549	0.20228346	0.14831507	FGA	2048-04-01
2047-04-13	north	24	0.1758976	0.27307796	0.11285428	0.22836763	0.12946683	0.20230138	0.14828892	FGA	2048-04-01
2047-04-14	north	24	0.17590098	0.27307856	0.112859115	0.2283587	0.12947547	0.20231725	0.14826441	FGA	2048-04-01
2047-04-15	north	24	0.17590412	0.2730808	0.11286211	0.22835052	0.12948082	0.20233095	0.14824137	FGA	2048-04-01
2047-04-16	north	24	0.17590708	0.2730846	0.11286341	0.22834314	0.12948313	0.20234263	0.14821976	FGA	2048-04-01
2047-04-17	north	24	0.17590982	0.27309	0.11286304	0.22833651	0.12948246	0.20235245	0.14819962	FGA	2048-04-01
2047-04-18	north	24	0.17591241	0.27309686	0.11286113	0.22833203	0.12947898	0.20236036	0.14818075	FGA	2048-04-01
2047-04-19	north	24	0.1759148	0.27310506	0.11285772	0.22832975	0.12947279	0.20236653	0.1481632	FGA	2048-04-01
2047-04-20	north	24	0.17591694	0.27310696	0.11285288	0.2283288	0.12946409	0.202371	0.14814685	FGA	2048-04-01
2047-04-21	north	24	0.1759189	0.27310932	0.11284668	0.22832902	0.12945293	0.20237383	0.14813168	FGA	2048-04-01
2047-04-22	north	24	0.1759207	0.27311227	0.11283929	0.22833046	0.12943956	0.2023752	0.14811763	FGA	2048-04-01
2047-04-23	north	24	0.17592229	0.27311563	0.11283069	0.22833297	0.129424	0.20237511	0.14810464	FGA	2048-04-01
2047-04-24	north	24	0.17592365	0.2731193	0.11282095	0.22833636	0.12940674	0.20237362	0.14809261	FGA	2048-04-01
2047-04-25	north	24	0.17592478	0.27312338	0.1128102	0.2283406	0.12938797	0.20237084	0.14808151	FGA	2048-04-01
2047-04-26	north	24	0.17592572	0.2731278	0.1127985	0.2283456	0.1293675	0.20236686	0.14807127	FGA	2048-04-01
2047-04-27	north	24	0.17592645	0.2731325	0.11278591	0.22835127	0.12934549	0.20236175	0.14806187	FGA	2048-04-01
2047-04-28	north	24	0.17592698	0.2731375	0.112772554	0.22835751	0.1293221	0.20235541	0.14805329	FGA	2048-04-01
2047-04-29	north	24	0.17592731	0.2731427	0.11275847	0.22836418	0.12929738	0.20234698	0.14804535	FGA	2048-04-01
2047-04-30	north	24	0.1759274	0.27314812	0.112743765	0.22837126	0.12927152	0.20233789	0.14803809	FGA	2048-04-01
2047-05-01	north	24	0.17592731	0.27315375	0.11272848	0.22837862	0.1292447	0.20232823	0.14803141	FGA	2048-04-01
2047-05-02	north	24	0.17592698	0.2731594	0.11271271	0.22838613	0.12921694	0.20231798	0.14802526	FGA	2048-04-01
2047-05-03	north	24	0.17592648	0.27316526	0.11269654	0.22839373	0.12918843	0.20230734	0.1480196	FGA	2048-04-01
2047-05-04	north	24	0.1759257	0.2731711	0.11268004	0.22840133	0.12915929	0.20229623	0.14801432	FGA	2048-04-01
2047-05-05	north	24	0.17592472	0.273177	0.11266326	0.22840878	0.12912968	0.20228478	0.14800945	FGA	2048-04-01
2047-05-06	north	24	0.17592353	0.27318287	0.11264636	0.22841565	0.12909971	0.2022731	0.14800486	FGA	2048-04-01
2047-05-07	north	24	0.17592213	0.27318874	0.11262932	0.2284214	0.12906954	0.20226121	0.14800054	FGA	2048-04-01
2047-05-08	north	24	0.17592052	0.27319458	0.1126123	0.22842681	0.12903929	0.20224923	0.14799643	FGA	2048-04-01
2047-05-09	north	24	0.17591864	0.2732002	0.1125953	0.22843167	0.12900907	0.2022371	0.1479924	FGA	2048-04-01
2047-05-10	north	24	0.17591658	0.2732057	0.11257844	0.22843601	0.12897898	0.20222847	0.14798848	FGA	2048-04-01
2047-05-11	north	24	0.17591426	0.27321106	0.11256181	0.22843964	0.12894924	0.20224074	0.14798458	FGA	2048-04-01
2047-05-12	north	24	0.17591171	0.27321622	0.112545446	0.22844255	0.12891991	0.20225158	0.14798065	FGA	2048-04-01
2047-05-13	north	24	0.17590897	0.27322114	0.11252947	0.22844467	0.1288912	0.20226094	0.14797662	FGA	2048-04-01
2047-05-14	north	24	0.17590599	0.27322575	0.11251394	0.2284458	0.1288632	0.20226876	0.14797243	FGA	2048-04-01
2047-05-15	north	24	0.17590278	0.27323014	0.1124989	0.228446	0.12883598	0.20227507	0.14796805	FGA	2048-04-01
2047-05-16	north	24	0.1758993	0.27323413	0.11248446	0.22844507	0.12880972	0.2022797	0.14796339	FGA	2048-04-01
2047-05-17	north	24	0.17589566	0.27323782	0.11247063	0.22844315	0.12878446	0.20228288	0.14795853	FGA	2048-04-01
2047-05-18	north	24	0.17589179	0.27324116	0.11245731	0.2284402	0.12876005	0.20228444	0.14795344	FGA	2048-04-01
2047-05-19	north	24	0.1758877	0.27324414	0.11244456	0.22843629	0.12873659	0.20228459	0.14794812	FGA	2048-04-01
2047-05-20	north	24	0.17588344	0.27324685	0.112432316	0.22843154	0.12871401	0.20228331	0.14794259	FGA	2048-04-01
2047-05-21	north	24	0.175879	0.27324992	0.11242058	0.22842593	0.12869231	0.20228064	0.14793688	FGA	2048-04-01
