date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2024-12-08	tropics	2	1.4825143	1.7728086	1.2446203	1.6729583	1.331489	1.587656	1.394952	FGA
2024-12-09	tropics	2	1.6104634	1.9280328	1.3161234	1.8254089	1.4309276	1.7218943	1.5158501	FGA
2024-12-10	tropics	2	1.7463876	2.1377954	1.4081628	1.9989239	1.512307	1.8653555	1.6222088	FGA
2024-12-11	tropics	2	1.8817916	2.3483944	1.4777453	2.1814454	1.5942149	2.0265775	1.7334074	FGA
2024-12-12	tropics	2	2.017897	2.5669274	1.5563625	2.3656301	1.6984395	2.1850016	1.8416206	FGA
2024-12-13	tropics	2	2.1572556	2.7773075	1.6507827	2.5334656	1.7985687	2.3498724	1.9566367	FGA
2024-12-14	tropics	2	2.2906833	2.9809358	1.7563826	2.73394	1.90411	2.505643	2.0901494	FGA
2024-12-15	tropics	2	2.4303436	3.161544	1.8581294	2.8919535	2.0251458	2.6638424	2.2154958	FGA
2024-12-16	tropics	2	2.571352	3.3096163	1.9855286	3.0625017	2.1515694	2.8158815	2.3488543	FGA
2024-12-17	tropics	2	2.7150385	3.4745696	2.1085467	3.237354	2.298217	2.9585557	2.479166	FGA
2024-12-18	tropics	2	2.8453164	3.6201985	2.222724	3.3795989	2.4373438	3.086024	2.6183631	FGA
2024-12-19	tropics	2	2.9801888	3.749854	2.3343048	3.5095763	2.5621586	3.2386847	2.7359548	FGA
2024-12-20	tropics	2	3.1046872	3.929908	2.4427867	3.6323738	2.6865141	3.3723636	2.854261	FGA
2024-12-21	tropics	2	3.2188087	4.0764966	2.5644102	3.766848	2.7985082	3.5004573	2.990095	FGA
2024-12-22	tropics	2	3.3222847	4.1955066	2.6753945	3.8899612	2.9047651	3.6158214	3.0973005	FGA
2024-12-23	tropics	2	3.4165983	4.309588	2.7819307	3.9767375	3.000215	3.719086	3.184566	FGA
2024-12-24	tropics	2	3.5001416	4.396124	2.850664	4.0702424	3.0855997	3.8034077	3.2658272	FGA
2024-12-25	tropics	2	3.5678623	4.452541	2.907216	4.1285796	3.1428201	3.872304	3.3297267	FGA
2024-12-26	tropics	2	3.6149049	4.485639	2.9472153	4.1743402	3.1804268	3.8994133	3.3682082	FGA
2024-12-27	tropics	2	3.6273994	4.4858236	2.969017	4.1841774	3.1866832	3.9027367	3.3812695	FGA
2024-12-28	tropics	2	3.6139936	4.453601	2.9772913	4.1573563	3.1911702	3.8820755	3.3763537	FGA
2024-12-29	tropics	2	3.5750604	4.4030843	2.955728	4.1027436	3.15918	3.8240852	3.3423512	FGA
2024-12-30	tropics	2	3.4947586	4.2930355	2.9237351	4.006434	3.105316	3.7409358	3.2777247	FGA
2024-12-31	tropics	2	3.391851	4.1541905	2.8338418	3.8639145	3.03435	3.61259	3.1820996	FGA
2025-01-01	tropics	2	3.251308	3.963119	2.7287858	3.6925507	2.9255393	3.4581444	3.073183	FGA
2025-01-02	tropics	2	3.0867343	3.7217913	2.6033828	3.4769518	2.7936022	3.2752311	2.919126	FGA
2025-01-03	tropics	2	2.894083	3.4643826	2.4578054	3.2407577	2.6403346	3.0681643	2.7518868	FGA
2025-01-04	tropics	2	2.685635	3.1833115	2.3087983	2.9863791	2.46269	2.8459175	2.5623431	FGA
2025-01-05	tropics	2	2.4775352	2.8849497	2.1469107	2.7282007	2.2866626	2.6203628	2.3668861	FGA
2025-01-06	tropics	2	2.2725296	2.6276598	1.9897035	2.476143	2.092894	2.3897462	2.175346	FGA
2025-01-07	tropics	2	2.0689077	2.3671331	1.8320972	2.2442088	1.9135205	2.1703608	1.9853886	FGA
2025-01-08	tropics	2	1.8792706	2.133174	1.6688346	2.0362687	1.7351736	1.9679196	1.8078976	FGA
2025-01-09	tropics	2	1.7058489	1.9196434	1.5114157	1.8422152	1.573205	1.7830616	1.6419641	FGA
2025-01-10	tropics	2	1.5464718	1.7343334	1.3781064	1.6674297	1.4283603	1.6117198	1.4865637	FGA
2025-01-11	tropics	2	1.4065816	1.569082	1.2475374	1.5143217	1.2946749	1.465718	1.3461998	FGA
