date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2038-04-07	south	12	1.0467907	1.0602385	1.0324969	1.0558865	1.0379039	1.0516326	1.042382	FGA
2038-04-08	south	12	1.0468771	1.0602778	1.0332729	1.0557185	1.0380437	1.0514947	1.0427291	FGA
2038-04-09	south	12	1.0467904	1.0602359	1.034007	1.0557504	1.0382463	1.051388	1.0426701	FGA
2038-04-10	south	12	1.0470266	1.0599105	1.0340012	1.0557314	1.0385088	1.0513084	1.042847	FGA
2038-04-11	south	12	1.0473092	1.0602516	1.0340474	1.0554954	1.038869	1.0514119	1.0429184	FGA
2038-04-12	south	12	1.0474119	1.0601368	1.034249	1.0555798	1.0390666	1.0515227	1.0431187	FGA
2038-04-13	south	12	1.0475109	1.0605874	1.034636	1.0555049	1.0392585	1.0516871	1.0433098	FGA
2038-04-14	south	12	1.047629	1.0608485	1.035006	1.0558902	1.03947	1.0518872	1.0434062	FGA
2038-04-15	south	12	1.047959	1.0607222	1.0351683	1.0561857	1.0394475	1.0519302	1.0435933	FGA
2038-04-16	south	12	1.0481231	1.0605426	1.0350766	1.056274	1.0393949	1.0522351	1.0438031	FGA
2038-04-17	south	12	1.0483944	1.060607	1.035125	1.0564404	1.0396965	1.0523536	1.044003	FGA
2038-04-18	south	12	1.0486472	1.0609069	1.035275	1.0566616	1.0400803	1.0524932	1.044076	FGA
2038-04-19	south	12	1.0487269	1.0613947	1.0354031	1.0568721	1.0403571	1.0528133	1.0442462	FGA
2038-04-20	south	12	1.0488982	1.0618068	1.035756	1.0570779	1.0406674	1.0530924	1.0444881	FGA
2038-04-21	south	12	1.049163	1.061954	1.0361648	1.0571572	1.0407242	1.0532564	1.0447721	FGA
2038-04-22	south	12	1.0493177	1.0620522	1.036239	1.0573821	1.040863	1.0534891	1.0450336	FGA
2038-04-23	south	12	1.0496116	1.0621698	1.0365156	1.0576591	1.0410722	1.0537856	1.0452187	FGA
2038-04-24	south	12	1.0499184	1.062368	1.0368675	1.0579444	1.0412228	1.0541737	1.0454733	FGA
2038-04-25	south	12	1.0501139	1.0625668	1.0372745	1.05821	1.0415039	1.0544448	1.0458257	FGA
2038-04-26	south	12	1.0504847	1.062767	1.0375359	1.0585321	1.0417858	1.054691	1.0461798	FGA
2038-04-27	south	12	1.0508137	1.0629705	1.0378792	1.0587964	1.0421101	1.0549754	1.0464678	FGA
2038-04-28	south	12	1.0510464	1.0632571	1.0383507	1.0591166	1.0424875	1.055273	1.0467265	FGA
2038-04-29	south	12	1.051409	1.0634639	1.0387498	1.059442	1.0427147	1.0555952	1.0471959	FGA
