date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2037-10-04	tropics	0	1.109793	1.1254486	1.0935842	1.1207789	1.1003187	1.1160557	1.1048721	FGA
2037-10-05	tropics	0	1.11056	1.1256369	1.0947899	1.1210518	1.1015708	1.116689	1.1058661	FGA
2037-10-06	tropics	0	1.1112974	1.1254013	1.0958793	1.1211797	1.1025513	1.1173493	1.1068194	FGA
2037-10-07	tropics	0	1.1118336	1.1251698	1.0970656	1.1214391	1.1038657	1.1178195	1.1076823	FGA
2037-10-08	tropics	0	1.1124946	1.1253155	1.0981649	1.1217139	1.1045384	1.1180757	1.1083193	FGA
2037-10-09	tropics	0	1.1129897	1.1253994	1.0991416	1.1216321	1.1052063	1.118087	1.1088835	FGA
2037-10-10	tropics	0	1.1134747	1.125286	1.0999997	1.1215982	1.1058708	1.1181846	1.1093159	FGA
2037-10-11	tropics	0	1.1137071	1.1250651	1.1007437	1.1217037	1.1063627	1.1179417	1.1095645	FGA
2037-10-12	tropics	0	1.1138258	1.1251055	1.1013767	1.1216288	1.1068181	1.1180345	1.1098111	FGA
2037-10-13	tropics	0	1.1138531	1.1247984	1.1017227	1.121438	1.1069614	1.1178942	1.1099981	FGA
2037-10-14	tropics	0	1.113708	1.1247087	1.1019983	1.1212053	1.1069816	1.117639	1.1100442	FGA
2037-10-15	tropics	0	1.1135236	1.1244833	1.1023316	1.1211032	1.1069691	1.1174651	1.1100562	FGA
2037-10-16	tropics	0	1.1134002	1.1241401	1.1025938	1.1205704	1.1068735	1.1172063	1.1099182	FGA
2037-10-17	tropics	0	1.1132872	1.1233692	1.1026583	1.1200653	1.1066958	1.1168187	1.1098007	FGA
2037-10-18	tropics	0	1.1128793	1.1227483	1.1028619	1.1195784	1.1063999	1.1163194	1.109626	FGA
2037-10-19	tropics	0	1.112438	1.1221594	1.1028521	1.1190928	1.1060816	1.1159205	1.1093756	FGA
2037-10-20	tropics	0	1.1119637	1.1215843	1.1026987	1.1183726	1.1055859	1.115382	1.1089792	FGA
2037-10-21	tropics	0	1.1114606	1.120742	1.1024617	1.1177119	1.105198	1.1147649	1.1085497	FGA
