date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model	analysis_date
2035-04-03	north	22	0.5375942	0.70738417	0.4218907	0.64310515	0.4644372	0.593217	0.49627614	FGA	2036-04-01
2035-04-04	north	22	0.5406617	0.71256834	0.42462394	0.6469801	0.4678277	0.59641135	0.49904907	FGA	2036-04-01
2035-04-05	north	22	0.5435144	0.7167673	0.42747855	0.6508501	0.47084537	0.5996983	0.5021813	FGA	2036-04-01
2035-04-06	north	22	0.5463312	0.72114176	0.4303621	0.6544641	0.4726354	0.6033034	0.50471556	FGA	2036-04-01
2035-04-07	north	22	0.54924583	0.7255796	0.43315777	0.65794146	0.47438413	0.606584	0.50717574	FGA	2036-04-01
2035-04-08	north	22	0.5521052	0.7298668	0.4358674	0.66130805	0.4760986	0.60960543	0.50920784	FGA	2036-04-01
2035-04-09	north	22	0.55494165	0.7340066	0.4384928	0.6645675	0.47828633	0.61294746	0.51131964	FGA	2036-04-01
2035-04-10	north	22	0.55769837	0.7380029	0.4410275	0.6677238	0.4807134	0.6163808	0.5133735	FGA	2036-04-01
2035-04-11	north	22	0.5605137	0.7416792	0.44309872	0.67078084	0.483091	0.61952466	0.5157737	FGA	2036-04-01
2035-04-12	north	22	0.56298304	0.745189	0.44508362	0.6737426	0.48540255	0.622398	0.5184085	FGA	2036-04-01
2035-04-13	north	22	0.5657536	0.74855876	0.4470029	0.67661345	0.4876489	0.62510216	0.5204072	FGA	2036-04-01
2035-04-14	north	22	0.56812453	0.7517931	0.4487604	0.6793239	0.48983225	0.6278571	0.52234095	FGA	2036-04-01
2035-04-15	north	22	0.57058793	0.75522614	0.45044076	0.68215126	0.49159226	0.63029253	0.5243124	FGA	2036-04-01
2035-04-16	north	22	0.5729768	0.7587135	0.45216024	0.68496597	0.49311277	0.6325716	0.5263771	FGA	2036-04-01
2035-04-17	north	22	0.57529485	0.7620907	0.45401195	0.6876262	0.49459708	0.634578	0.5284637	FGA	2036-04-01
2035-04-18	north	22	0.57754576	0.76536334	0.4558193	0.68991053	0.49608546	0.6369806	0.53040427	FGA	2036-04-01
2035-04-19	north	22	0.5797331	0.76853627	0.45758465	0.69236284	0.49755082	0.6392842	0.53208685	FGA	2036-04-01
2035-04-20	north	22	0.58186066	0.7716152	0.45931083	0.6947293	0.49898425	0.6413288	0.53390104	FGA	2036-04-01
2035-04-21	north	22	0.58397365	0.7746459	0.46087465	0.69692785	0.500389	0.64303994	0.53569627	FGA	2036-04-01
2035-04-22	north	22	0.58611584	0.777614	0.46223962	0.69898117	0.5017679	0.6446891	0.53744596	FGA	2036-04-01
2035-04-23	north	22	0.5881096	0.78050697	0.4634713	0.7009882	0.5032314	0.64732856	0.539011	FGA	2036-04-01
2035-04-24	north	22	0.5900171	0.7833305	0.46468043	0.70295304	0.5050052	0.64950544	0.5404842	FGA	2036-04-01
2035-04-25	north	22	0.59188426	0.78609073	0.46602577	0.7048806	0.50674546	0.6516282	0.54200816	FGA	2036-04-01
2035-04-26	north	22	0.59361815	0.7887897	0.46765628	0.7067753	0.5084563	0.65352464	0.54356724	FGA	2036-04-01
2035-04-27	north	22	0.59520674	0.7907189	0.46926644	0.7088206	0.51014185	0.6553477	0.54514813	FGA	2036-04-01
2035-04-28	north	22	0.59694296	0.792609	0.47085962	0.7111224	0.5118064	0.65728676	0.5467123	FGA	2036-04-01
2035-04-29	north	22	0.5986673	0.7944662	0.47242218	0.71340364	0.5130601	0.65925854	0.54826313	FGA	2036-04-01
2035-04-30	north	22	0.6003912	0.79629743	0.47367185	0.71567017	0.5142522	0.66115063	0.5498049	FGA	2036-04-01
2035-05-01	north	22	0.6021327	0.7981092	0.47476977	0.7179275	0.51546663	0.66284114	0.55134904	FGA	2036-04-01
