date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2024-12-22	north	2	1.7479339	2.0982566	1.4892989	1.9742522	1.5779417	1.8780421	1.6455967	FGA
2024-12-23	north	2	1.7607672	2.1250222	1.4792126	1.9910647	1.5777161	1.8856027	1.658317	FGA
2024-12-24	north	2	1.7733159	2.1376832	1.4721365	1.9993161	1.5741106	1.8956169	1.6618336	FGA
2024-12-25	north	2	1.7850202	2.156809	1.4601345	2.018918	1.5676367	1.9045743	1.6562283	FGA
2024-12-26	north	2	1.7879491	2.1865299	1.4503965	2.0342975	1.5543274	1.9036479	1.6550672	FGA
2024-12-27	north	2	1.7843924	2.1892366	1.4439261	2.0410886	1.5410901	1.9065256	1.6463389	FGA
2024-12-28	north	2	1.775482	2.1994686	1.4295883	2.042428	1.5308915	1.9032899	1.6440023	FGA
2024-12-29	north	2	1.7619637	2.1956263	1.4158561	2.0303626	1.5233982	1.8966157	1.6365836	FGA
2024-12-30	north	2	1.7481809	2.1656795	1.4064938	2.016453	1.5067775	1.8868082	1.6248927	FGA
2024-12-31	north	2	1.7350122	2.1276324	1.3898352	2.0012484	1.49977	1.8722801	1.6126144	FGA
2025-01-01	north	2	1.717154	2.1054468	1.381696	1.9845853	1.4907242	1.8509357	1.6023014	FGA
2025-01-02	north	2	1.70419	2.080906	1.3711652	1.949481	1.4817774	1.8293419	1.5902834	FGA
2025-01-03	north	2	1.6868585	2.0434237	1.3601754	1.91898	1.4694738	1.8098928	1.5729914	FGA
2025-01-04	north	2	1.6619893	2.0082502	1.3491757	1.881309	1.457108	1.7784879	1.553734	FGA
2025-01-05	north	2	1.6423836	1.9665488	1.3465022	1.8539412	1.4409467	1.7512999	1.5349078	FGA
2025-01-06	north	2	1.616214	1.9316859	1.3374839	1.825923	1.4265296	1.7215469	1.5110121	FGA
2025-01-07	north	2	1.5940428	1.8982409	1.3278865	1.7982116	1.4079655	1.6938322	1.4924219	FGA
2025-01-08	north	2	1.5694141	1.8592967	1.3115553	1.7645296	1.395491	1.6643851	1.4708664	FGA
2025-01-09	north	2	1.5404589	1.8165867	1.2960802	1.7236266	1.3762814	1.6350348	1.4457567	FGA
