date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model
2044-04-03	south	22	1.0664881	1.116988	1.0194404	1.1027409	1.0358533	1.0861446	1.0501919	FGA
2044-04-04	south	22	1.0679615	1.1170708	1.0221206	1.101749	1.0383964	1.0867039	1.0512432	FGA
2044-04-05	south	22	1.0687041	1.1188984	1.0233359	1.101705	1.0397996	1.0865172	1.0528749	FGA
2044-04-06	south	22	1.0701345	1.1197172	1.0234473	1.102176	1.0402318	1.0861983	1.0534961	FGA
2044-04-07	south	22	1.070653	1.1196601	1.0251257	1.1030018	1.0410515	1.0873	1.0546358	FGA
2044-04-08	south	22	1.0709693	1.1197747	1.0257972	1.1039662	1.0419548	1.0884595	1.0557772	FGA
2044-04-09	south	22	1.0719101	1.1196018	1.025649	1.1053946	1.0413394	1.0895451	1.0569785	FGA
2044-04-10	south	22	1.0727186	1.1217595	1.0260605	1.1073446	1.0414908	1.0905275	1.0581967	FGA
2044-04-11	south	22	1.0733172	1.1240528	1.0268288	1.1073952	1.0423926	1.0919251	1.0584252	FGA
2044-04-12	south	22	1.0743889	1.1255084	1.0271133	1.1074833	1.0434452	1.0934336	1.0590405	FGA
2044-04-13	south	22	1.0753992	1.1269932	1.026399	1.1084977	1.0442481	1.0950642	1.0599074	FGA
2044-04-14	south	22	1.0763369	1.1279008	1.0267785	1.1096517	1.0446252	1.095483	1.0604701	FGA
2044-04-15	south	22	1.0769787	1.1293745	1.0273763	1.1108091	1.0447578	1.0970942	1.0609186	FGA
2044-04-16	south	22	1.0778992	1.1308913	1.0281128	1.1114949	1.045747	1.0976605	1.0625513	FGA
2044-04-17	south	22	1.079051	1.1319852	1.0289379	1.1127439	1.046152	1.0985515	1.0630307	FGA
2044-04-18	south	22	1.0801423	1.1331899	1.0293359	1.1144074	1.0466717	1.0990661	1.0640743	FGA
2044-04-19	south	22	1.0812187	1.1346786	1.0301238	1.1152061	1.0477688	1.099601	1.0649271	FGA
2044-04-20	south	22	1.0823691	1.1360507	1.0305331	1.1164603	1.0485669	1.1001365	1.0658225	FGA
2044-04-21	south	22	1.0833162	1.1369807	1.0310347	1.1178436	1.049704	1.101032	1.0669224	FGA
2044-04-22	south	22	1.0843414	1.138315	1.0319672	1.1195558	1.0507455	1.101824	1.0679713	FGA
2044-04-23	south	22	1.0856184	1.1395411	1.0332404	1.1210972	1.0511202	1.1026585	1.0687469	FGA
2044-04-24	south	22	1.0865214	1.1405355	1.034631	1.1226594	1.052225	1.1033387	1.0697082	FGA
2044-04-25	south	22	1.087819	1.1414241	1.0362015	1.1233375	1.0538154	1.1042117	1.0710944	FGA
2044-04-26	south	22	1.0889907	1.1420972	1.0376815	1.1238774	1.0549906	1.1048467	1.0725832	FGA
2044-04-27	south	22	1.0900154	1.1423738	1.0388056	1.1240681	1.0564528	1.1055799	1.0737717	FGA
2044-04-28	south	22	1.090716	1.1434644	1.0399103	1.1250222	1.057944	1.1070037	1.0744225	FGA
2044-04-29	south	22	1.0915356	1.1445714	1.0413455	1.1261218	1.0598292	1.1080608	1.0749714	FGA
2044-04-30	south	22	1.0925171	1.1457483	1.0428984	1.1272801	1.0610898	1.108969	1.0762141	FGA
2044-05-01	south	22	1.0932441	1.1467783	1.0445158	1.1274564	1.0626936	1.1095741	1.0771616	FGA
2044-05-02	south	22	1.0941823	1.1475092	1.0461932	1.1286125	1.0639777	1.1112084	1.0778174	FGA
2044-05-03	south	22	1.0951302	1.1481125	1.0480727	1.1289523	1.0648358	1.1119909	1.079117	FGA
2044-05-04	south	22	1.096497	1.1491499	1.0501529	1.12959	1.0658685	1.1126574	1.0807554	FGA
2044-05-05	south	22	1.0979307	1.1498997	1.0521079	1.130487	1.0671517	1.1139026	1.0821844	FGA
2044-05-06	south	22	1.0990914	1.150744	1.0533428	1.1309984	1.0693021	1.1148478	1.0833231	FGA
2044-05-07	south	22	1.1003349	1.1516542	1.0552349	1.1311888	1.0710604	1.1161124	1.0848641	FGA
2044-05-08	south	22	1.1013377	1.1522853	1.05685	1.1318468	1.0726323	1.1169028	1.0862666	FGA
