date	country	variant	sequences
2048-04-05	north	4	2
2048-04-05	north	24	2
2048-04-05	tropics	4	3
2048-04-05	tropics	24	34
2048-04-12	north	4	3
2048-04-12	north	24	2
2048-04-12	tropics	4	11
2048-04-12	tropics	24	39
2048-04-19	north	4	4
2048-04-19	north	11	1
2048-04-19	north	24	3
2048-04-19	tropics	4	8
2048-04-19	tropics	11	1
2048-04-19	tropics	24	29
2048-04-26	north	24	1
2048-04-26	south	24	2
2048-04-26	tropics	4	7
2048-04-26	tropics	11	1
2048-04-26	tropics	24	18
2048-05-03	south	24	1
2048-05-03	tropics	4	9
2048-05-03	tropics	11	2
2048-05-03	tropics	24	19
2048-05-10	north	4	2
2048-05-10	tropics	4	4
2048-05-10	tropics	24	25
2048-05-17	south	4	1
2048-05-17	south	24	1
2048-05-17	tropics	4	7
2048-05-17	tropics	11	1
2048-05-17	tropics	24	27
2048-05-24	north	11	4
2048-05-24	south	4	2
2048-05-24	south	11	1
2048-05-24	south	24	1
2048-05-24	tropics	4	3
2048-05-24	tropics	11	1
2048-05-24	tropics	24	21
2048-05-31	north	4	1
2048-05-31	south	4	1
2048-05-31	tropics	4	6
2048-05-31	tropics	24	15
2048-06-07	north	24	1
2048-06-07	south	4	2
2048-06-07	tropics	4	7
2048-06-07	tropics	11	2
2048-06-07	tropics	24	13
2048-06-14	south	4	1
2048-06-14	south	11	1
2048-06-14	tropics	4	6
2048-06-14	tropics	11	1
2048-06-14	tropics	24	19
2048-06-21	north	11	1
2048-06-21	south	4	2
2048-06-21	south	24	2
2048-06-21	tropics	4	5
2048-06-21	tropics	24	22
2048-06-28	south	4	2
2048-06-28	south	24	1
2048-06-28	tropics	4	1
2048-06-28	tropics	11	1
2048-06-28	tropics	24	15
2048-07-05	north	11	1
2048-07-05	south	4	5
2048-07-05	south	24	1
2048-07-05	tropics	4	5
2048-07-05	tropics	24	16
2048-07-12	south	4	3
2048-07-12	south	11	3
2048-07-12	south	24	1
2048-07-12	tropics	4	5
2048-07-12	tropics	24	11
2048-07-19	south	4	2
2048-07-19	south	11	5
2048-07-19	south	24	2
2048-07-19	tropics	4	8
2048-07-19	tropics	11	1
2048-07-19	tropics	24	13
2048-07-26	south	4	2
2048-07-26	south	11	5
2048-07-26	south	24	5
2048-07-26	tropics	4	4
2048-07-26	tropics	24	10
2048-08-02	north	11	1
2048-08-02	north	24	1
2048-08-02	south	4	3
2048-08-02	south	11	4
2048-08-02	south	24	3
2048-08-02	tropics	4	8
2048-08-02	tropics	11	2
2048-08-02	tropics	24	12
2048-08-09	south	4	3
2048-08-09	south	11	6
2048-08-09	south	24	2
2048-08-09	tropics	4	3
2048-08-09	tropics	24	10
2048-08-16	south	4	4
2048-08-16	south	11	9
2048-08-16	south	24	1
2048-08-16	tropics	4	4
2048-08-16	tropics	24	11
2048-08-23	south	11	12
2048-08-23	south	24	3
2048-08-23	tropics	3	1
2048-08-23	tropics	4	5
2048-08-23	tropics	24	4
2048-08-30	south	4	3
2048-08-30	south	11	3
2048-08-30	south	24	2
2048-08-30	tropics	4	9
2048-08-30	tropics	11	1
2048-08-30	tropics	24	9
2048-09-06	south	4	2
2048-09-06	south	11	11
