variant	pivot_date	model	location	mae	mse	normalized_mae	max_r_data	correlation	r2	n_points	total_sequences	total_smoothed_sequences	mean_variant_frequency	mean_smoothed_variant_frequency	max_variant_frequency	max_smoothed_variant_frequency	converged
1	2026-04-01	FGA	north	0.006820230175526397	6.185539037015044e-05	0.17701260926748677	0.038529629068515855	0.9785793923332461	0.07247663727690057	10	346.0	345.9998912522751	0.7686172522356067	0.7770152852722656	0.8666666666666667	0.8091663837846677	True
2	2026-04-01	FGA	north	0.012356113985813008	0.0001553227609091171	0.5066729049223713	0.024386766818932464	1.0	-42.311772056147134	2	24.0	24.00085850975391	0.15000000000000002	0.15898017942005035	0.1625	0.16449824233878477	True
1	2026-10-01	FGA	north	0.0015317592964001435	3.3321537709680704e-06	0.038597143056575245	0.039685820635866974	0.9985750672130946	0.9950435204372143	23	839.0	839.0953362336722	0.7675702574422815	0.7612049371974815	0.8666666666666667	0.7889965966245225	True
2	2026-10-01	FGA	north	0.0012197299699463144	1.9324335914004767e-06	0.05236420381712634	0.02329320186373935	0.9974140659968133	0.9889887886113431	8	106.0	105.7166144270366	0.1863810326790154	0.1913387983426676	0.2545454545454545	0.23067065272312534	True
1	2027-04-01	FGA	north	0.006398884880195787	0.00013419599820006065	0.07994610804823493	0.08003997988663894	0.9266039244114957	0.8230033292648321	18	471.0	470.9346757861762	0.49276807678352125	0.479448957322061	0.855072463768116	0.7742527254537019	True
2	2027-04-01	FGA	north	0.007539143805724233	7.359440390344613e-05	0.15398601462031894	0.048959925512153744	0.9782933324685418	0.880096994786757	8	96.0	95.26455853099489	0.10724040011608574	0.12324853097824365	0.2545454545454545	0.22306037573705095	True
3	2027-04-01	FGA	north	0.0030631733351653896	1.595499312722315e-05	0.0398909920617991	0.07678859754653189	0.9984187208503512	0.9947232021731542	18	5429.0	5428.997138073191	0.8481196990090928	0.8235972526304454	0.9317460317460318	0.9215276705579928	True
4	2027-04-01	FGA	north	0.004406168408468423	2.7678574750872544e-05	0.06080913529934508	0.07245898805793212	0.9980406338519114	0.986791489922213	11	339.0	338.85092791502206	0.06563874938534958	0.06718971144924207	0.09271523178807947	0.07358723211859285	True
1	2027-10-01	FGA	north	0.1744894709879964	0.032085813737029505	2.1295470341951073	0.08193736423104982	-0.1268098569837063	-18.713980608926793	6	88.0	87.99812268091985	0.0643689404911242	0.06751162007472154	0.17346938775510204	0.13356077366021793	False
2	2027-10-01	FGA	north	0.20210868854709516	0.041565583488743764	4.701107302646879	0.0429917199365565	0.9890724048819237	-46.96335694033471	4	48.0	47.78141048444899	0.020363916350986763	0.05302111183404576	0.030805687203791468	0.06786230408436637	False
3	2027-10-01	FGA	north	0.23542927602271949	0.05773186444572436	3.0775351016518395	0.07649929838212241	0.8816250740928162	-15.301047144408216	22	5524.0	5523.992017609056	0.8619969254518839	0.8358497040329511	0.9444444444444444	0.910818849893767	False
